"Fuchsia_regia"	"Justicia_brasiliana"	"Hippeastrum_aulicum"	"Heliconia_farinosa"	"Nematanthus_australis"	"Psychotria_suterella"	"Nidularium_inocentii"	"Ipomea_sp1_M_PL_069_01"	"Sinningia_douglasii"	"Vriesea_vagans"	"Aechmea_blumenavii"	"Billbergia_amoena"	"Justicia_carnea"	"Tillandsia_sp1_M_PL_069_01"	"Vriesea_carinata"	"Hedychium_coronarium"	"Vriesea_erythrodactylon"	"Vriesea_incurvata"	"Clytolaema_rubricauda"	"Thalurania_glaucopis"	"Phaethornis_eurynome"	"Amazilia_fimbriata"	"Amazilia_versicolor"	"Ramphodon_naevius"
"Aechmea_blumenavii"	0.000505671420274408	0.000560726455650842	0.00106470737122761	0.00106470737122761	0.000505671420274408	0.000503980915576766	0.000560726455650842	0.000507082886393587	0.000562979041398327	0.000506519862254734	1.00106470737123	0.000560726455650842	0.00106470737122761	0.000503980915576766	0.000560726455650842	8.49385069335992e-07	1.69050469764241e-06	8.48441980326188e-07	6.76201879056962e-05	0.0503980915576766	0.0504653810085758	4.50517149497026e-05	1.69877013867198e-05	1.69688396065238e-05
"Billbergia_amoena"	2.25966985791592e-06	0.00111920079572182	0.00112145291130168	0.00112145291130168	2.25966985791592e-06	2.25211557986743e-06	0.00111920079572182	5.07410748893071e-06	0.00112201428828835	2.26346125029497e-06	0.00112145291130168	1.00111920079572	0.00112145291130168	2.25211557986743e-06	0.00111920079572182	8.49934252752213e-09	7.55427804849016e-09	3.79139237905355e-09	3.02171121939606e-07	0.000225211557986743	0.100728071614963	5.62698513307153e-05	1.69986850550443e-07	7.5827847581071e-08
"Justicia_carnea"	0.000505671420274408	0.000560726455650842	0.00106470737122761	0.00106470737122761	0.000505671420274408	0.000503980915576766	0.000560726455650842	0.000507082886393587	0.000562979041398327	0.000506519862254734	0.00106470737122761	0.000560726455650842	1.00106470737123	0.000503980915576766	0.000560726455650842	8.49385069335992e-07	1.69050469764241e-06	8.48441980326188e-07	6.76201879056962e-05	0.0503980915576766	0.0504653810085758	4.50517149497026e-05	1.69877013867198e-05	1.69688396065238e-05
"Tillandsia_sp1_M_PL_069_01"	0.0010090831706909	2.25211557986743e-06	0.00100796183115353	0.00100796183115353	0.0010090831706909	0.00100570971557366	2.25211557986743e-06	0.00100909166529824	3.94379450830192e-06	0.00101077626325917	0.00100796183115353	2.25211557986743e-06	0.00100796183115353	1.00100570971557	2.25211557986743e-06	1.69027079614446e-06	3.37345511723632e-06	1.69309256827332e-06	0.000134938204689453	0.100570971557366	0.000202690402188068	3.38335785686899e-05	3.38054159228892e-05	3.38618513654665e-05
"Vriesea_carinata"	2.25966985791592e-06	0.00111920079572182	0.00112145291130168	0.00112145291130168	2.25966985791592e-06	2.25211557986743e-06	0.00111920079572182	5.07410748893071e-06	0.00112201428828835	2.26346125029497e-06	0.00112145291130168	0.00111920079572182	0.00112145291130168	2.25211557986743e-06	1.00111920079572	8.49934252752213e-09	7.55427804849016e-09	3.79139237905355e-09	3.02171121939606e-07	0.000225211557986743	0.100728071614963	5.62698513307153e-05	1.69986850550443e-07	7.5827847581071e-08
"Hedychium_coronarium"	1.69594047654873e-06	8.49934252752213e-09	1.69877013867198e-06	1.69877013867198e-06	1.69594047654873e-06	1.69027079614446e-06	8.49934252752213e-09	0.00504369153538058	8.43574125463173e-06	1.69878601426106e-06	1.69877013867198e-06	8.49934252752213e-09	1.69877013867198e-06	1.69027079614446e-06	8.49934252752213e-09	1.00503357402267	5.6696804042667e-09	2.84553771233008e-09	2.26787216170668e-07	0.000169027079614446	7.64940827476992e-07	0.000168544838242084	0.100671480453447	5.69107542466016e-08
"Vriesea_erythrodactylon"	0.00251805720930724	7.55427804849016e-09	3.38100939528481e-06	3.38100939528481e-06	0.00251805720930724	3.37345511723632e-06	7.55427804849016e-09	3.38479920134722e-06	1.32286817551233e-08	0.00252228213751077	3.38100939528481e-06	7.55427804849016e-09	3.38100939528481e-06	3.37345511723632e-06	7.55427804849016e-09	5.6696804042667e-09	1.00251468375419	4.22492820353563e-06	0.1005873501676	0.000337345511723632	6.79885024364114e-07	1.13488074132664e-07	1.13393608085334e-07	8.44985640707127e-05
"Vriesea_incurvata"	5.91802077180896e-06	3.79139237905355e-09	1.69688396065238e-06	1.69688396065238e-06	5.91802077180896e-06	1.69309256827332e-06	3.79139237905355e-09	1.69878601426106e-06	6.63930065445813e-09	0.00503948499731673	1.69688396065238e-06	3.79139237905355e-09	1.69688396065238e-06	1.69309256827332e-06	3.79139237905355e-09	2.84553771233008e-09	4.22492820353563e-06	1.00503356697654	0.000168997128141425	0.000169309256827332	3.4122531411482e-07	5.69581655080915e-08	5.69107542466016e-08	0.100671339530898
"Clytolaema_rubricauda"	0.0251805720930724	7.55427804849016e-08	3.38100939528481e-05	3.38100939528481e-05	0.0251805720930724	3.37345511723632e-05	7.55427804849016e-08	3.38479920134722e-05	1.32286817551233e-07	0.0252228213751077	3.38100939528481e-05	7.55427804849016e-08	3.38100939528481e-05	3.37345511723632e-05	7.55427804849016e-08	5.6696804042667e-08	0.0251468375419	4.22492820353563e-05	1.005873501676	0.00337345511723632	6.79885024364114e-06	1.13488074132664e-06	1.13393608085334e-06	0.000844985640707127
"Thalurania_glaucopis"	0.010090831706909	2.25211557986743e-05	0.0100796183115353	0.0100796183115353	0.010090831706909	0.0100570971557366	2.25211557986743e-05	0.0100909166529824	3.94379450830192e-05	0.0101077626325917	0.0100796183115353	2.25211557986743e-05	0.0100796183115353	0.0100570971557366	2.25211557986743e-05	1.69027079614446e-05	3.37345511723632e-05	1.69309256827332e-05	0.00134938204689453	1.00570971557366	0.00202690402188068	0.000338335785686899	0.000338054159228892	0.000338618513654665
"Phaethornis_eurynome"	2.25966985791592e-05	0.0111920079572182	0.0112145291130168	0.0112145291130168	2.25966985791592e-05	2.25211557986743e-05	0.0111920079572182	5.07410748893071e-05	0.0112201428828835	2.26346125029497e-05	0.0112145291130168	0.0111920079572182	0.0112145291130168	2.25211557986743e-05	0.0111920079572182	8.49934252752213e-08	7.55427804849016e-08	3.79139237905355e-08	3.02171121939606e-06	0.00225211557986743	1.00728071614963	0.000562698513307153	1.69986850550443e-06	7.5827847581071e-07
"Amazilia_fimbriata"	1.69735333214113e-05	2.81349256653577e-05	4.50517149497026e-05	4.50517149497026e-05	1.69735333214113e-05	1.69167892843449e-05	2.81349256653577e-05	0.0503106342152621	0.0502375799325221	1.70020124041653e-05	4.50517149497026e-05	2.81349256653577e-05	4.50517149497026e-05	1.69167892843449e-05	2.81349256653577e-05	8.42724191210421e-05	5.67440370663318e-08	2.84790827540457e-08	2.26976148265327e-06	0.00169167892843449	0.00253214330988219	1.00418890013713	0.00168544838242084	5.69581655080915e-07
"Amazilia_versicolor"	1.69594047654873e-05	8.49934252752213e-08	1.69877013867198e-05	1.69877013867198e-05	1.69594047654873e-05	1.69027079614446e-05	8.49934252752213e-08	0.0504369153538058	8.43574125463173e-05	1.69878601426106e-05	1.69877013867198e-05	8.49934252752213e-08	1.69877013867198e-05	1.69027079614446e-05	8.49934252752213e-08	0.0503357402267233	5.6696804042667e-08	2.84553771233008e-08	2.26787216170668e-06	0.00169027079614446	7.64940827476992e-06	0.00168544838242084	1.00671480453447	5.69107542466016e-07
"Ramphodon_naevius"	5.91802077180896e-05	3.79139237905355e-08	1.69688396065238e-05	1.69688396065238e-05	5.91802077180896e-05	1.69309256827332e-05	3.79139237905355e-08	1.69878601426106e-05	6.63930065445813e-08	0.0503948499731673	1.69688396065238e-05	3.79139237905355e-08	1.69688396065238e-05	1.69309256827332e-05	3.79139237905355e-08	2.84553771233008e-08	4.22492820353563e-05	0.0503356697654492	0.00168997128141425	0.00169309256827332	3.4122531411482e-06	5.69581655080915e-07	5.69107542466016e-07	1.00671339530898
