"Entacmaea_quadricolor"	"Heteractis_crispa"	"Heteractis_magnifica"	"Stichodactyla_mertensii"	"Amphiprion_clarkii"	"Premnas_biaculeatus"	"Amphiprion_perideraion"	"Amphiprion_ocellaris"	"Amphiprion_sandaracinos"
"Entacmaea_quadricolor"	1.00756305184252	0.0025315814789499	6.37677954395441e-06	0	0.0505047316660733	0.0503781525921258	0.000126897912924693	3.1883897719772e-07	0
"Heteractis_crispa"	0.0025315814789499	1.00503784714311	0.0025315814789499	0	0.050378471431103	0.000126579073947495	0.050378471431103	0.000126579073947495	0
"Heteractis_magnifica"	6.37677954395441e-06	0.0025315814789499	1.00756305184252	0	0.000126897912924693	3.1883897719772e-07	0.0505047316660733	0.0503781525921258	0
"Stichodactyla_mertensii"	0	0	0	1.01010101010101	0	0	0	0	0.101010101010101
"Amphiprion_clarkii"	0.0505047316660733	0.050378471431103	0.000126897912924693	0	1.00504416015486	0.00252523658330367	0.00252526846720139	6.34489564623464e-06	0
"Premnas_biaculeatus"	0.100756305184252	0.00025315814789499	6.37677954395441e-07	0	0.00505047316660733	1.00503781525921	1.26897912924693e-05	3.18838977197721e-08	0
"Amphiprion_perideraion"	0.000126897912924693	0.050378471431103	0.0505047316660733	0	0.00252526846720139	6.34489564623464e-06	1.00504416015486	0.00252523658330367	0
"Amphiprion_ocellaris"	6.37677954395441e-07	0.00025315814789499	0.100756305184252	0	1.26897912924693e-05	3.18838977197721e-08	0.00505047316660733	1.00503781525921	0
"Amphiprion_sandaracinos"	0	0	0	0.101010101010101	0	0	0	0	1.01010101010101
