"Rhombomys_opimus"	"Meriones_libycus"	"Spermophilus_fulvus"	"Meriones_meridianus"	"Spermophilopsis_leptodactylus"	"Dipus_sagitta"	"Blanfordimys_afghanus"	"Allactaga_elater"	"Microtus_socialis"	"Cricetulus_migratorius"	"Apodemus_uralensis"	"Allactaga_severtzovi"	"Pygeretmus_pumilio"	"Calomyscus_mystax"	"Microtus_transcaspicus"	"Eremodipus_lichtensteini"	"Nesokia_indica"	"Xenopsylla_gerbilli"	"Xenopsylla_hirtipes"	"Xenopsylla_conformis"	"Citellophilus_trispinus"	"Xenopsylla_nuttalli"	"Nosopsyllus_laeviceps"	"Paradoxopsyllus_teretifrons"	"Nosopsyllus_turkmenicus"	"Coptopsylla_olgae"	"Coptopsylla_lamellifer"	"Rostropsylla_daca"	"Nosopsyllus_tersus"	"Coptopsylla_bairamalensis"	"Rhadinopsylla_cedestis"	"Stenoponia_vlasovi"	"Echidnophaga_oschanini"	"Paradoxopsyllus_repandus"	"Neopsylla_setosa"	"Ctenophthalmus_dolichus"	"Mesopsylla_eucta"	"Nosopsyllus_consimilis"	"Amphipsylla_parthiana"	"Desertopsylla_rothschildi"	"Frontopsylla_macrophthalma"	"Leptopsylla_taschenbergi"	"Ophthalmopsylla_karakum"	"Amphipsylla_schelkovnikovi"	"Ophthalmopsylla_volgensis"	"Mesopsylla_lenis"	"Amphipsylla_rossica"	"Peromyscopsylla_tikhomirovae"	"Nosopsyllus_fidus"	"Xenopsylla_persica"	"Nosopsyllus_philippovi"	"Phaenopsylla_kopetdag"	"Paradoxopsyllus_microphthalmus"	"Amphipsylla_argoi"	"Phaenopsylla_tiflovi"	"Wagnerina_schelkovnikovi"
"Rhombomys_opimus"	1.00131222877532	0.0013137487152546	0.00106212542603242	0.00131508244322808	0.00120250986176267	0.00105993929257567	0.0007366648763539	0.000909105499638848	8.50986099467541e-07	0.000496521403103412	3.31482050795399e-07	9.40505931567699e-05	9.45075000769112e-05	3.82284091463271e-07	1.9663133869001e-07	0.000127283879451716	0.000375480451479354	0.00561609126598798	0.00559633945371706	0.00561497005552	0.00559664218523352	0.00559367434774401	0.00560470500708874	0.00559209665773533	0.00561059355871416	0.00560177214776697	0.00559932885545316	0.00560038137832094	0.00559209665773533	0.00560230883812855	0.00560522955226445	0.00560312731708006	0.00559664218523353	0.00558479335225488	2.53491221454702e-05	0.00560230883812855	2.75049286522086e-05	1.39946834369706e-05	1.11674377276337e-05	2.72377920355176e-05	2.21816807527196e-05	2.9471198053767e-06	5.88855162542037e-06	7.46624163409666e-06	1.82762768056544e-05	4.54552749819424e-06	2.95182035532361e-06	5.46120130661816e-09	1.86719892511788e-05	2.94198878838911e-06	2.92071413590242e-06	5.46120130661815e-09	5.46120130661816e-09	5.46120130661815e-09	5.46120130661815e-09	2.92617533720904e-06
"Meriones_libycus"	0.00112607032736109	1.00142141008452	0.00112607588947508	0.00132749203432425	0.00120696798774735	0.000909752931757222	0.000632247066249493	0.00107470464040283	8.14677529070505e-07	0.000521897228936484	3.12835067046664e-07	0.000160316715325447	0.000160816198523672	3.66011618529001e-07	2.06554384308758e-07	0.00010931128728045	0.000322247630505399	0.00482479295007933	0.00480116188072997	0.0048238331220767	0.00480289169435596	0.00480090749510139	0.00481037447165118	0.00479751817115395	0.00481542865460539	0.00480610269374201	0.00480456913986299	0.00480519169243222	0.00479751817115395	0.00480775513332711	0.00481082511702674	0.00480698514770374	0.00480289169435597	0.00479069750660084	0.00478912033202858	0.00480775513332711	0.00479468988344883	1.25781976784115e-05	1.04150227190611e-05	2.62325531119773e-05	0.00478583409853032	3.09595317219415e-06	5.05418295420679e-06	8.4435069016405e-06	1.99793279289971e-05	5.37352320201413e-06	3.10067835706858e-06	5.22873740755716e-09	1.97221903196456e-05	3.09035063785314e-06	3.06998369962638e-06	5.22873740755716e-09	5.22873740755716e-09	5.22873740755716e-09	5.22873740755716e-09	3.07521243703394e-06
"Spermophilus_fulvus"	0.00106212542603242	0.00131375520438759	1.00142350809126	0.00131510312690902	0.00128600111251151	0.0010322248905246	0.000486314505080838	0.00090906672066437	7.62357484414868e-07	0.000538237414889488	2.94971199376797e-07	9.40662360368069e-05	9.45192984155812e-05	3.49640278145642e-07	2.12910112981004e-07	0.000238603661196309	0.000305864534029816	0.00561427893558116	0.00560091205709731	0.00561786289761109	0.00559750393532742	0.00559493545504281	0.00560304582919441	0.0055929586017241	0.00560878041191955	4.21503756387017e-05	4.0946984735945e-05	0.00560049419750791	0.0055929586017241	0.00560124481613573	0.00560441091857626	0.00560106897587569	0.00559750393532743	2.59224847487986e-05	0.0055835551618694	0.00560124481613573	2.7903245612293e-05	1.13152789503192e-05	9.23953610754545e-06	0.00558875538312226	0.00557974484096951	3.19149650614429e-06	5.73458272513666e-06	7.71143604384825e-06	1.8122495150969e-05	4.54533360332185e-06	3.19580688328582e-06	4.99486111636631e-09	1.93148472274525e-05	3.18516137763677e-06	3.1661024405264e-06	4.99486111636631e-09	4.99486111636631e-09	4.99486111636631e-09	4.99486111636631e-09	3.17109730164277e-06
"Meriones_meridianus"	0.000986311832421056	0.00116155553003372	0.000986327345181768	1.00159381254743	0.00116150454650979	0.000984771654072186	0.000693034474136115	0.00106658080785137	0.000140193689837749	0.000478456730277037	3.56710635807191e-07	0.000140510268460625	0.000245266345175208	4.05701171172937e-07	3.06072925982465e-07	0.000179270998656437	0.000282344846235029	0.00422912702515596	0.00420677550325283	0.00423106922730782	0.00420613270733687	0.0042034762050577	0.00421284073727749	0.00420079980329761	0.00421831169091123	0.00421001764319453	0.00420879859674575	0.00420764775245554	0.00420079980329761	0.0042114637417533	0.00421427819310787	0.0042101643355174	0.00420613270733687	0.00419498221772644	2.4689142596632e-05	0.0042114637417533	0.00420051798140563	1.57074570831109e-05	0.00418214342894333	0.00419576477626302	0.00418965126949202	2.84759053266029e-06	5.47095363373437e-06	8.14735539382764e-06	0.00419024306858333	5.33290403925684e-06	6.33459724681365e-06	5.79573101675625e-09	0.00418698588170578	6.31929360051454e-06	2.81445135457081e-06	5.79573101675625e-09	5.79573101675625e-09	5.79573101675625e-09	5.79573101675625e-09	2.82024708558756e-06
"Spermophilopsis_leptodactylus"	0.00103072273865372	0.00120696798774735	0.001102286667867	0.00132743376743976	1.0014213164072	0.00100510230630484	0.000536852017963779	0.000979270738571585	8.48340803940818e-07	0.000641159551099486	3.35829689572849e-07	0.000160324556036162	0.000160825352617187	4.00855755644712e-07	2.53546941368698e-07	0.000204706018066342	0.000322203418247947	0.00482415053290158	0.00480420886380741	0.00482637116086216	0.00480228168356472	0.0048004693086342	0.00480920184551659	0.00479738532987187	0.00481478574721828	0.00480489040562562	0.00480405902642183	0.00480575976261801	0.00479738532987186	0.00480641131447213	0.00481018284124331	0.00480611786675425	0.00480228168356473	2.60306626765565e-05	0.00478921209716624	0.00480641131447213	0.00479421251528788	1.25477901689299e-05	9.68181345851122e-06	0.00479273515976212	2.2298609153661e-05	3.80099560272053e-06	5.58390170169356e-06	8.66788046403137e-06	2.00318632409802e-05	4.89635369285792e-06	3.8054126383404e-06	5.72651079492447e-09	0.00478287178976743	3.79273529127197e-06	3.77152677117345e-06	5.72651079492446e-09	5.72651079492446e-09	5.72651079492446e-09	5.72651079492446e-09	3.77725328196837e-06
"Dipus_sagitta"	0.00105993929257567	0.00106137842038343	0.0010322248905246	0.00131302887209625	0.00117261935735565	1.00186642470834	0.000563552706934579	0.000795525845885976	6.85324958580055e-07	0.000354866481033856	2.52508632205882e-07	9.41386804662682e-05	0.000233669052738634	2.88914283383297e-07	1.40624024496444e-07	0.000238678041432862	0.000313596379342776	0.00561751648490397	0.00560161268906763	0.00562099247134207	0.00559763438358263	3.37972517580561e-05	4.26122208569551e-05	0.0055936567543532	0.00560853680256996	0.00560071476995639	0.0055983222715685	0.00560022415251796	0.0055936567543532	0.0056019694044052	0.00560405685429363	0.00560247172345209	0.00559763438358263	2.47263382653651e-05	2.24377464989014e-05	0.0056019694044052	2.90663498530727e-05	1.09363048898138e-05	9.82310758027256e-06	0.005590669954488	2.02373485425077e-05	2.10710652126956e-06	0.005565924581713	6.06507911786432e-06	0.00558121489089464	3.97762922942988e-06	2.11161421362377e-06	4.12734690547567e-09	1.71199344532923e-05	2.10458301239895e-06	2.08744988843444e-06	4.12734690547567e-09	4.12734690547567e-09	4.12734690547567e-09	4.12734690547567e-09	2.09157723533992e-06
"Blanfordimys_afghanus"	0.0010199975211054	0.00102132218394149	0.000673358545496545	0.0012794482599436	0.000867222490556874	0.000780303748063263	1.00140289195195	0.000924475024676054	0.000387252611650888	0.000608561076484787	0.00012921181589891	0.00012964144768557	0.000130079958418641	0.000130076859334837	7.79312647575563e-07	6.54024412198031e-05	0.000550984851934319	0.00775481256656409	3.02467401949066e-05	0.00774912143576758	3.26890339442934e-05	3.19337841598655e-05	0.00774290416519152	2.80666588209131e-05	0.0077472391860141	0.00773991853416763	0.00773562709303529	3.95176420295492e-05	2.80666588209131e-05	0.00773578820280546	0.0077393679738436	0.00773903703985257	3.26890339442934e-05	0.00772358267026716	2.09360968484039e-05	0.00773578820280546	2.65198599683606e-05	0.00773255029900366	0.00771811151856888	1.97166483287266e-05	1.8557729319276e-05	1.00793274654701e-05	4.33502082257368e-06	8.20214616152607e-06	1.75404293228516e-05	4.62237512338027e-06	1.33000519617968e-05	1.85824084764053e-06	1.76628114853714e-05	1.3261086329418e-05	3.57977103814581e-06	1.85824084764053e-06	1.85824084764053e-06	1.85824084764053e-06	1.85824084764053e-06	5.43801188578634e-06
"Allactaga_elater"	0.000818194949674964	0.00112843987242297	0.000818160048597933	0.00127989696942164	0.00102823427550016	0.000715973261297379	0.000600908766039435	1.00212932170696	9.70440408582215e-07	0.000861247931511564	3.83097599484627e-07	0.000168390398275511	0.000294073122522175	4.70020987408088e-07	3.40325902883183e-07	4.30288561344613e-05	0.000212976057749686	0.0050650137756759	3.01055664695569e-05	0.00506340555576967	0.00503931787979989	0.00504040641487348	0.00504807130510756	2.86712712650749e-05	0.005052048934337	0.00504243743643066	0.00504446108562296	3.67799506787939e-05	2.86712712650749e-05	0.00504394025492327	0.00504900641922628	3.63361614991649e-05	0.0050393178797999	0.00503052093839767	0.00503052798333602	0.00504394025492328	0.00503921423080785	1.27811850128225e-05	9.97954017285168e-06	2.01865157693485e-05	0.00502589836937941	5.10233547812759e-06	3.97762922942988e-06	0.00501571277283783	0.00502730896986656	0.00501064660853482	5.10744160836791e-06	6.71458553440126e-09	0.00502594203056994	5.09042531322376e-06	5.0661643030092e-06	6.71458553440126e-09	6.71458553440126e-09	6.71458553440126e-09	6.71458553440126e-09	5.0728788885436e-06
"Microtus_socialis"	3.82943744760394e-06	4.27705702762015e-06	3.43060867986691e-06	0.000841162139026494	4.45378922068929e-06	3.08396231361025e-06	0.00125857098786538	4.85220204291107e-06	1.00334853229162	0.00252106793943919	0.000421620744517089	5.79897632353725e-07	6.68971649137506e-07	0.000423088444500107	0.000840617189542915	3.58031938496155e-07	0.000420816406551534	3.41869892908262e-05	3.61581881578045e-06	2.81872607380399e-05	3.62814542804513e-06	1.84408237125464e-05	3.41338019545548e-05	3.60388441783057e-06	3.41509350785193e-05	1.93020647329431e-05	2.81202131906727e-05	2.44453587770326e-05	3.60388441783057e-06	1.33094607193173e-05	2.81392721277831e-05	1.92968626598389e-05	3.62814542804513e-06	1.32520601381439e-05	1.4914706814116e-05	1.33094607193173e-05	3.60673292679046e-06	0.0251413612548024	0.0250968994648276	3.57417722506699e-06	3.56852913149542e-06	7.79417081114661e-05	1.71331239645014e-08	1.48540724186804e-05	3.56296067135122e-06	2.42610102145554e-08	0.025140573978176	6.04412063571582e-06	1.83801231847226e-05	0.0250985431186989	1.48298114084658e-05	6.04412063571582e-06	6.04412063571582e-06	6.04412063571582e-06	6.04412063571582e-06	2.08739320441816e-05
"Cricetulus_migratorius"	0.000525728544462436	0.000644696576921539	0.000569898439294752	0.000675468325096994	0.000792020621946424	0.0003757409799182	0.000465370234958955	0.00101323286060184	0.000593192456338632	1.00275904796838	0.000296814730389798	9.92449427155708e-05	9.95563670836484e-05	0.000397090502650099	0.000395546348432915	4.99863194059477e-05	0.000348373882414441	0.00593583264242255	1.94964389370988e-05	0.00593252208332064	2.28963925932431e-05	0.00591939157781292	0.00592794811859984	1.78302282902339e-05	0.00593003556848828	2.82868309396402e-05	0.00592189269629897	0.00592138963314711	1.78302282902339e-05	2.64761636313889e-05	0.00592505879873949	2.63867690771574e-05	2.28963925932431e-05	1.74510845312546e-05	0.00591365641232244	2.64761636313889e-05	2.05192000626567e-05	0.00594248244528941	2.12240338011824e-05	1.350574110157e-05	1.41167017977328e-05	0.00593320068904925	2.08744988843445e-06	0.00590364879941111	1.24569747231057e-05	5.0661643030092e-06	0.00593318976393821	5.67272146642998e-06	0.00591023477753686	0.00591341244651657	0.0058985826351081	5.67272146642998e-06	5.67272146642998e-06	5.67272146642998e-06	5.67272146642998e-06	0.00590425535657454
