"Alseis_blackiana"	"Capparis_frondosa"	"Chrysophyllum_panamense"	"Clytostoma_binatum"	"Connarus_panamensis"	"Cordia_bicolor"	"Cupania_rufescens"	"Cupania_sylvatica"	"Desmopsis_panamensis"	"Doliocarpus_major"	"Faramea_occidentalis"	"Garcinia_intermedia"	"Guatteria_dumetorum"	"Gustavia_superba"	"Heisteria_concinna"	"Hirtella_triandra"	"Hybanthus_prunifolius"	"Inga_marginata"	"Inga_vera"	"Lacistema_aggregatum"	"Licania_platypus"	"Mouriri_myrtilloides"	"Myrcia_fosteri"	"Nectandra_cissiflora"	"Ouratea_lucens"	"Paullinia_bracteosa"	"Paullinia_fibrigera"	"Prioria_copaifera"	"Psychotria_horizontalis"	"Psychotria_limonensis"	"Psychotria_marginata"	"Pterocarpus_rohrii"	"Sorocea_affinis"	"Swartzia_simplex"	"Talisia_princeps"	"Tetragastris_panamensis"	"Trichilia_tuberculata"	"Gymnelia_jansonis"	"arct_unknown"	"Quenyalia_amisena"	"Trichaea_pilicornis"	"Scotura_nervosa"	"gele_unknown"	"Anisodes_urcearia"	"Edula_antithesis"	"geom_species_1"	"Drephalys_alcomon"	"Entheus_sp."	"hesp_unknown"	"Telemiades_antiope"	"Udranomia_sp."	"lima_unknown"	"lyca_unknown"	"lyma_unknown"	"Tarchon_felderi"	"Nagara_vitrea"	"noct_unknown"	"Bardaxima_perses"	"Calledema_plusia"	"Elasmia_mandela"	"Gonodonta_fulvangula"	"noto_unknown"	"Strophocerus_sp."	"Zunacetha_annulata"	"nymp_unknown"	"Pyrrhogyra_otolatis"	"oeco_unknown"	"Homoeopteryx_malecena"	"Itaballia_sp."	"Perrhybris_pyrrha"	"psyc_unknown"	"Cosmopterosis_thetysalis"	"Desmia_sp."	"Spilorula_perspicata"	"satu_unknown"	"Periphoba_arcaei"	"Xylophanes_amadis"	"Xylophanes_sp."	"thyr_unknown"	"tort_unknown"	"ypon_unknown"	"unkn_unknown"
"Faramea_occidentalis"	0	0	0	0	0	0	0	0	0	0	1.01010101010101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.101010101010101	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Garcinia_intermedia"	2.46392588631409e-10	0	0.00101151089351749	2.45296594842513e-10	1.21308023082661e-12	2.57285529509648e-10	0.00101151089351749	0.00101659386283165	9.63741840186841e-10	2.46392588631409e-10	0	1.00604171949097	0	0.00101634147404648	5.11788891359364e-07	0	6.4759320256094e-10	9.65611863737984e-10	0	2.55849648831422e-07	2.58578421617737e-10	5.1217113624738e-07	2.5560435223658e-07	2.5560435223658e-07	2.57780403886167e-07	2.57103215991866e-07	2.45296594842513e-10	0	2.58408225774201e-10	3.46712339344712e-13	6.07398308776827e-13	2.47216644111782e-10	0	2.5560435223658e-07	0	2.57285529509648e-10	7.67138504788725e-07	2.42616046165323e-11	2.04483481789264e-05	0	5.20068509017068e-12	1.29518640512188e-11	3.70921606446684e-11	2.5608556812369e-08	1.29518640512188e-11	5.18334947320345e-12	0	2.03268294809296e-05	1.29289210808868e-11	0	4.29634006476944e-09	0	1.92026029163116e-08	1.27947222839841e-08	3.2879813666867e-11	0.0503020859745486	1.28642764754824e-08	4.29634006476945e-09	0	5.08296931415825e-05	0	2.03844112226457e-05	0	2.56741214125336e-08	8.24055480372605e-12	8.57010719972887e-09	1.92748368037368e-08	0	0	0	2.41402965934496e-11	0	5.20068509017068e-12	2.03268294809296e-05	4.29634006476944e-09	0	5.16816451548403e-12	1.51849577194207e-14	0	0.0505755446758746	1.29518640512188e-11	1.71707616389759e-08
"Guatteria_dumetorum"	0	0	0	0	0	0	0	0	0	0	0	0	1.01010101010101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.101010101010101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gustavia_superba"	2.43687198008236e-07	0	0.0004045039066705	2.42603238231143e-07	1.19976060989214e-09	2.54460534395632e-07	0.0004045039066705	0.000406536589618593	9.53159954781589e-07	2.43687198008236e-07	0	0.000406536589618593	0	1.00518204466145	0.000506169449332238	0	6.40482629196821e-07	9.5500944547414e-07	0	0.000253040419687253	2.55739230548374e-07	0.000506547497171383	0.000252797816449022	0.000252797816449022	0.000254949975051496	0.000254280222680275	2.42603238231143e-07	0	2.555709034552e-07	3.42905437858707e-10	6.00729075346457e-10	2.44502205359434e-07	0	0.000252797816449022	0	2.54460534395632e-07	0.000758715324006145	2.39952121978427e-08	0.0202238253159218	0	5.14358156788061e-09	1.28096525839364e-08	3.66848887207899e-08	2.53273748585692e-05	1.28096525839364e-08	5.12643629598767e-09	0	0.020103640893229	1.27869615274187e-08	0	4.24916625085827e-06	0	1.89917583362905e-05	1.2654236233306e-05	3.25187933128048e-08	2.03268294809296e-05	1.27230267197816e-05	4.24916625085828e-06	0	2.03268294809296e-05	0	0.0201605903874211	0	2.5392219559424e-05	8.15007351198114e-09	8.47600742267585e-06	1.90631990956318e-05	0	0	0	2.38752361368535e-08	0	5.14358156788061e-09	0.020103640893229	4.24916625085827e-06	0	5.11141806910401e-09	1.50182268836614e-11	0	0.020225195333525	1.28096525839364e-08	1.698222667618e-05
"Heisteria_concinna"	1.52730150335861e-07	0	2.54614973451284e-07	1.52050782108615e-07	1.79843805519703e-09	0.000504866447148733	2.54614973451284e-07	2.55894445679682e-07	7.93355380496408e-07	1.52730150335861e-07	0	2.55894445679682e-07	0	0.000632711811665298	1.00427350019738	0	0.000633211866828033	1.43155669193684e-06	0	9.05994801544082e-07	0.000507403464471089	0.000632334075804773	7.53944019435468e-07	7.53944019435468e-07	0.000632847828257202	0.000631636994983753	1.52050782108615e-07	0	0.000507069492440058	6.80346956477499e-07	1.19188602149818e-06	1.53240953514242e-07	0	7.53944019435468e-07	0	0.000504866447148733	0.00063151088287514	3.59687611039407e-08	6.03155215548374e-05	0	1.02052043471625e-05	1.26642373365607e-05	1.27000262538591e-05	3.16167037902387e-05	1.26642373365607e-05	1.01711869993386e-05	0	1.2654236233306e-05	2.53701732235544e-05	0	1.05474638042867e-05	0	1.58235609891769e-05	0.0251068375049346	2.03810468173942e-08	1.27947222839841e-08	0.0252433223574367	1.05474638042867e-05	0	1.27947222839841e-08	0	0.02516689621703	0	0.0251511037725749	5.10803178380806e-09	2.10545664994584e-05	1.58671076099281e-05	0	0	0	3.5788917298421e-08	0	1.02052043471625e-05	1.2654236233306e-05	1.05474638042867e-05	0	1.01413898488012e-05	2.97971505374544e-08	0	1.27307486725642e-05	1.26642373365607e-05	1.0643554747603e-05
"Hirtella_triandra"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.01010101010101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0336700336700337	0	0	0	0	0	0	0	0	0	0	0	0.0336700336700337	0	0	0	0.0336700336700337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Hybanthus_prunifolius"	1.22323371170991e-07	0	2.57742094619254e-10	1.21779257178825e-07	1.27374945883047e-06	2.54661643813207e-07	2.57742094619254e-10	2.59037281024376e-10	2.39928422128543e-09	1.22323371170991e-07	0	2.59037281024376e-10	0	6.4048262919682e-07	0.000506569493462426	0	1.00755890963628	0.00101390456922906	0	4.40922244420279e-07	2.55941350566038e-07	3.20120572204985e-07	3.19142987241453e-07	3.19142987241453e-07	0.000507709357145762	0.000506738158297178	1.21779257178825e-07	0	2.55772890437839e-07	3.43176448501104e-10	6.01203853389152e-10	1.22732479435777e-07	0	3.19142987241453e-07	0	2.54661643813207e-07	1.9098302401432e-06	2.54749891766095e-05	2.55314389793163e-05	0	5.14764672751656e-09	0.0201511781927256	0.0201765258069564	1.60060286102493e-08	0.0201511781927256	5.1304879050915e-09	0	1.28096525839364e-08	1.27970675283019e-08	0	8.46182261909603e-06	0	2.539535998673e-05	1.26642373365607e-05	1.63234197649583e-08	1.29518640512188e-11	1.27330821906604e-05	8.46182261909604e-06	0	1.29518640512188e-11	0	1.27407987737584e-05	0	0.0201891955246245	4.09108264785922e-09	1.68912719432393e-05	4.79856844257085e-08	0	0	0	2.53476142307264e-05	0	5.14764672751656e-09	1.28096525839364e-08	8.46182261909604e-06	0	5.11545780875677e-09	1.50300963347288e-11	0	1.28871047309627e-08	0.0201511781927256	8.52454800251778e-06
"Inga_marginata"	5.3629774094223e-10	0	4.80391902209647e-10	5.33912202495899e-10	0.0012641941356251	7.19669433484102e-10	4.80391902209647e-10	4.82805931868992e-10	1.58571000348195e-06	5.3629774094223e-10	0	4.82805931868992e-10	0	1.19376180684268e-06	1.43155669193684e-06	0	0.00126738071153632	1.00629853195758	0	3.97663757736661e-07	7.23285862798092e-10	7.9535328862204e-07	3.97129845534165e-07	3.97129845534165e-07	1.03873906163944e-06	1.0364663419352e-06	5.33912202495899e-10	0	7.2280979736786e-10	9.69810751944368e-13	1.69899176844389e-12	5.38091378871803e-10	0	3.97129845534165e-07	0	7.19669433484102e-10	0.00126222516277163	0.025283882712502	3.17703876427332e-05	0	1.45471612791655e-11	2.53476142307264e-05	0.0251828109131702	3.9767664431102e-08	2.53476142307264e-05	1.44986707415683e-11	0	2.38752361368535e-08	3.61642931399046e-11	0	1.73123176939907e-08	0	0.0251890189280087	3.5788917298421e-08	7.15661533899498e-11	2.41402965934496e-11	3.59834716742051e-08	1.73123176939907e-08	0	2.41402965934496e-11	0	3.16550608871572e-05	0	2.54352643437833e-05	1.79363792957268e-11	3.45488780645067e-08	3.1714200069639e-05	0	0	0	0.0251574632989394	0	1.45471612791655e-11	2.38752361368535e-08	1.73123176939907e-08	0	1.44561959473572e-11	4.24747942110973e-14	0	2.40195951104823e-08	2.53476142307264e-05	3.73738541747129e-08
"Inga_vera"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.01010101010101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.101010101010101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Lacistema_aggregatum"	0.000722215119086782	0	2.54570400587265e-07	0.000719002590296195	9.99155170192617e-10	9.10919936652482e-10	2.54570400587265e-07	2.55849648831422e-07	7.93215494587651e-07	0.000722215119086782	0	2.55849648831422e-07	0	0.000632601049218133	1.81198960308816e-06	0	1.1023056110507e-06	7.95327515473323e-07	0	1.00134810571152	9.15497423771338e-10	7.16536077150544e-07	0.000629103121223909	0.000629103121223909	0.00135597920284672	0.000632304397862496	0.000719002590296195	0	9.14894845043699e-10	1.22753573741377e-12	2.15049493847676e-12	0.000724630554267674	0	0.000629103121223909	0	9.10919936652482e-10	0.00063139953369177	1.99831034038523e-08	0.0503282496979127	0	1.84130360612066e-11	2.20461122210139e-08	4.1929300107847e-08	3.58268038575272e-08	2.20461122210139e-08	1.83516592743359e-11	0	1.26520209843627e-05	4.57748711885669e-11	0	2.25996533807786e-05	0	1.58048715301811e-05	4.52997400772041e-08	9.63758637176006e-05	1.27924824415711e-08	4.55459968326241e-08	2.25996533807786e-05	0	1.27924824415711e-08	0	2.85181358705917e-05	0	4.374381249516e-05	2.41543518089225e-05	2.10768132620832e-05	1.5864309891753e-05	0	0	0	1.98831878868331e-08	0	1.84130360612066e-11	1.26520209843627e-05	2.25996533807786e-05	0	1.8297896900874e-11	5.3762373461919e-14	0	1.27285200293633e-05	2.20461122210139e-08	0.0503301813207336
