"Toddalia_asiatica"	"Aphloia_theiformis"	"Geniostoma_borbonicum"	"Sideroxylon_cinereum"	"Roussea_simplex"	"Psiadia_terebinthina"	"Croton_fothergillifolius"	"Erythroxylum_macrocarpum"	"Claoxylon_linostachys"	"Antirhea_borbonica"	"Dodonaea_viscosa"	"Molinaea_alternifolia"	"Stomorhina_lunata"	"Apis_mellifera"	"Pachycerina_crinicornis"	"Melanostoma_annulipes"	"Chrysomya_megacephala"	"Stomoxys_niger"	"Henotesia_narcissus"	"Stomoxys_calcitrans"	"Fannia_pusio"	"Brachymyrmex_sp1_M_PL_061"	"Musca_domestica"	"Chaetocnema_sp1_M_PL_061"	"Phorinia_sp1_M_PL_061"	"Allograpta_nasuta"	"Technomyrmex_albipes"	"Zosterops_mauritianus"	"Eristalinus_flaveolus"	"Polistes_hebraeus"	"Psilopa_iceryae"	"Leptotes_pirithous"	"Allograpta_sp1_M_PL_061"	"Melanagromyza_sojae"	"Nacoleia_sp1_M_PL_061"	"Lygistorrhina_sp1_M_PL_061"	"Sarcophaga_arno"	"Acopsis_viridicans"	"Atherigona_sp1_M_PL_061"	"Dasytinae_sp1_M_PL_061"	"Dysauxes_florida"	"Episyrphus_sp1_M_PL_061"	"Homoneura_sp1_M_PL_061"	"Nacoleia_sp2_M_PL_061"	"Orthellia_albigena"	"Paragus_borbonicus"	"Pelecophora_intemipta"	"Sapromyza_sp1_M_PL_061"	"Sepsis_lateralis"	"Unidentified_sp1_M_PL_061"
"Toddalia_asiatica"	1.0035508565855	0.00160399378823702	0.000763856871416368	0.00055404782492241	0.000442151400202286	0.000979164806690361	0.000507395334541497	0.000529909509955552	0.000976267155044563	4.03013514632417e-07	9.65767461144197e-05	9.63870648733417e-05	0.00672302741457765	3.71098846763589e-05	0.00672657036686933	0.00674709454113392	0.00672302741457765	3.26186975976223e-05	0.00671290970439769	2.76515722659505e-05	0.00673808232189107	1.32533391679487e-05	0.00673066328048085	0.00672107971425933	0.0066983590128445	1.75338620859838e-05	0.00672346195726117	1.74782813515935e-05	0.00670726051108714	9.45831241040841e-06	0.00669033904390332	0.00670726051108714	8.0199689411851e-06	0.00670661016315406	8.06027029264834e-06	4.42151400202286e-06	1.01291775511613e-05	8.90149824263965e-06	5.03679840838555e-06	5.63772593934996e-06	5.63772593934996e-06	8.0199689411851e-06	8.0199689411851e-06	5.09237914277579e-06	5.09237914277579e-06	4.82883730572099e-06	8.0199689411851e-06	5.09237914277579e-06	0.00669033904390332	8.90149824263965e-06
"Aphloia_theiformis"	0.00120299534117777	1.0041067557262	0.000968535510599217	0.000769049030029077	0.000668009937690942	0.000861312679002584	0.00048197473155601	0.000372703554164886	0.000272460201185408	0.000252288129579446	7.26277849292279e-05	7.22974748997948e-05	0.00505518739585333	0.00505384752628906	0.00505852522032072	0.00506082324298564	0.00505518739585333	0.00504554903755124	0.00504868210517152	0.0050401760720937	0.00506105322378826	1.28918252796575e-05	3.88833651339061e-05	2.41279729920901e-05	0.00502855374757216	0.00503367078141188	0.005039306476828	0.00503420523282634	0.00503638386283582	1.36714541953556e-05	8.0199689411851e-06	0.00503638386283582	0.00502053377863098	1.25609722942752e-05	0.00504576259158892	6.68009937690943e-06	1.34482582224409e-05	7.83011526365985e-06	6.99135481844615e-06	5.35527479506678e-06	5.35527479506678e-06	0.00502053377863098	0.00502053377863098	6.45690340399478e-06	6.45690340399478e-06	3.6313892464614e-06	0.00502053377863098	6.45690340399478e-06	8.0199689411851e-06	7.83011526365986e-06
"Geniostoma_borbonicum"	0.000763856871416368	0.00129138068079896	1.00373992704219	0.00113558858507308	0.000777765195971307	0.00081152590283926	0.000753158496580825	0.000328579608765791	0.000306101745650917	3.24467507738431e-07	9.66483664874346e-05	9.61531377245013e-05	0.00672921826470039	0.00673190353751733	0.00673155872584982	0.00673071964071509	0.00672921826470038	0.00672222470416275	0.00672124998071269	0.00671380235296603	0.00673372918468116	1.32539787724763e-05	0.00672531717642538	2.40388294561745e-05	1.15492825467706e-05	0.00670583406897834	2.21273051203824e-05	2.45580879552813e-05	1.89267907544002e-05	1.81011845512865e-05	5.09237914277579e-06	1.89267907544002e-05	6.45690340399478e-06	1.01940749036244e-05	6.48935015476862e-06	7.77765195971308e-06	0.0067019230462062	7.37750820762964e-06	1.03235325915735e-05	8.36842773978695e-06	8.36842773978694e-06	6.45690340399478e-06	6.45690340399478e-06	0.00669159951361463	0.00669159951361463	4.83241832437173e-06	6.45690340399478e-06	0.00669159951361463	5.09237914277579e-06	7.37750820762964e-06
"Sideroxylon_cinereum"	0.000755519761257832	0.00139827096368923	0.00154852988873602	1.003215816431	0.00136318213374076	0.000593025887034614	0.000644293514391967	0.000316398907480915	0.000133487807967742	3.51324362735988e-07	0.000131629319080703	5.04162262805964e-07	0.00915504543280897	0.00916364045573801	0.00916798207397094	3.52913583964174e-05	0.00915504543280897	0.00914989080509769	0.00915612729289223	2.98648486641844e-05	0.00916374323411927	1.89051364620895e-05	4.37669103909938e-05	1.96937271591072e-05	1.20281532268317e-05	3.09467087474272e-05	1.9526265150976e-05	0.00914076696189227	1.74192976544191e-05	0.00913377560707382	5.03679840838554e-06	1.74192976544191e-05	6.99135481844615e-06	7.26159520784791e-06	7.02648725471975e-06	1.36318213374076e-05	0.00913046731832797	5.3911444275874e-06	0.00912014378573641	7.15881682657742e-06	7.15881682657741e-06	6.99135481844615e-06	6.99135481844615e-06	1.03235325915735e-05	1.03235325915735e-05	6.58146595403513e-06	6.99135481844615e-06	1.03235325915735e-05	5.03679840838555e-06	5.3911444275874e-06
"Roussea_simplex"	0.000663227100303428	0.00133601987538189	0.00116664779395696	0.00149950034711484	1.00350331311756	0.000483889619784107	0.000339668751620779	0.000649073826621026	0.000313967286024546	3.35683385774343e-07	0.000144804053375891	5.62645881157321e-07	4.06841804597757e-05	0.0100712957976334	0.0100856023176308	3.93852116810125e-05	4.06841804597757e-05	4.26815670246114e-05	0.0100675442178517	2.26308451203452e-05	0.0100771760024955	0.0100458510282859	0.0100606381790215	2.42462964530132e-05	1.11016133789323e-05	0.0100494908825122	2.71522985896918e-05	0.0100553450518899	1.55006099224242e-05	0.010048664952513	4.42151400202286e-06	1.55006099224242e-05	6.68009937690943e-06	9.65430210243194e-06	6.71366771548686e-06	0.0100350331311756	2.14094732971207e-05	4.39899654349188e-06	1.36318213374076e-05	3.77409724023087e-06	3.77409724023087e-06	6.68009937690943e-06	6.68009937690943e-06	7.77765195971307e-06	7.77765195971307e-06	7.24020266879454e-06	6.68009937690943e-06	7.77765195971307e-06	4.42151400202286e-06	4.39899654349188e-06
"Psiadia_terebinthina"	0.00133522473639595	0.00156602305273197	0.00110662623114445	0.000593025887034614	0.000439899654349188	1.00353521075141	0.000842580261433944	0.000133817303532113	0.000416697776671405	3.93473128827128e-07	5.19102745362217e-07	0.000130991870436595	0.00916190963951366	0.00915740713781452	3.61555062144784e-05	0.00916943093056164	0.00916190963951366	3.21910591959004e-05	3.38992626850084e-05	0.00914761699684343	0.00916389159609685	6.62928493569376e-06	0.00916003233931043	2.74387524841865e-05	1.67316135062995e-05	1.96066200147814e-05	2.59068648430248e-05	1.76202562347391e-05	0.00913977898397362	9.79014097107928e-06	8.90149824263965e-06	0.00913977898397362	7.83011526365985e-06	1.58464611871631e-05	7.86946257654256e-06	4.39899654349188e-06	1.2768652635217e-05	0.00912304737046733	5.3911444275874e-06	9.3620029048216e-06	9.3620029048216e-06	7.83011526365985e-06	7.83011526365985e-06	7.37750820762964e-06	7.37750820762964e-06	2.59551372681108e-08	7.83011526365985e-06	7.37750820762964e-06	8.90149824263965e-06	0.00912304737046733
"Croton_fothergillifolius"	0.000845658890902494	0.00107105495901336	0.00125526416096804	0.000787469850923516	0.000377409724023087	0.00102982031953038	1.00375885728693	0.000505499664160127	0.000468506663157533	2.6910928618426e-07	5.56312312409206e-07	6.43159802112346e-07	0.0111887584402826	0.0111868948115835	3.87471525593012e-05	4.50211861478642e-05	0.0111887584402826	0.0111821837058411	3.0294342541012e-05	0.0111759618975167	4.74647898317924e-05	1.21990916428997e-05	0.0111878268902872	0.011174747356805	1.09930007344167e-05	1.74977997750846e-05	2.72264395230444e-05	1.62881888618751e-05	2.03550036392383e-05	1.09329140668083e-05	5.63772593934996e-06	2.03550036392383e-05	5.35527479506678e-06	1.34461703253088e-05	5.3821857236852e-06	3.77409724023087e-06	1.55272445663644e-05	9.3620029048216e-06	7.15881682657742e-06	0.011152876192077	0.011152876192077	5.35527479506678e-06	5.35527479506678e-06	8.36842773978695e-06	8.36842773978695e-06	2.78156156204603e-08	5.35527479506678e-06	8.36842773978695e-06	5.63772593934996e-06	9.3620029048216e-06
"Erythroxylum_macrocarpum"	0.00132477377488888	0.00124234518054962	0.000821449021914478	0.000580064663715011	0.00108178971103504	0.000245331723142208	0.000758249496240191	1.00248672327597	0.00107977429486848	3.1214703028885e-07	0.000240585102653965	0.0002396117090003	3.64484758009897e-05	3.84345477454143e-05	0.0167567523998487	0.016772819630021	3.64484758009897e-05	0.0167334984168424	3.66110901164695e-05	2.2343335510382e-05	5.68376167564794e-05	0.0167189299517099	5.37775701317181e-05	0.0167433651124159	1.5043551068674e-05	2.25059498258617e-05	0.016741151843916	2.23029381377805e-05	1.72738394608759e-05	1.60912122350324e-05	8.83182516592586e-06	1.72738394608759e-05	6.21172590274811e-06	2.68280634137338e-05	6.24294060577699e-06	1.08178971103504e-05	1.07496419374451e-05	2.23028839220189e-06	5.27331512468192e-06	8.42499440266879e-06	8.42499440266879e-06	6.21172590274811e-06	6.21172590274811e-06	5.47632681276319e-06	5.47632681276319e-06	1.20292551326983e-05	6.21172590274811e-06	5.47632681276319e-06	8.83182516592586e-06	2.23028839220189e-06
"Claoxylon_linostachys"	0.00244066788761141	0.000908200670618028	0.000765254364127292	0.000244727647940861	0.000523278810040909	0.000763945923897576	0.0007027599947363	0.00107977429486848	1.00243169107249	2.28191123270861e-07	7.38040826327024e-07	0.000239743202729116	4.28920224946261e-05	3.18536913442925e-05	5.14045435536772e-05	0.0167820241910381	4.28920224946261e-05	3.7672178547168e-05	3.33714032645529e-05	2.43961064444211e-05	0.0167475112174172	2.3229026348217e-05	0.0167485538616507	0.0167492706530927	2.08121226038329e-05	1.48754872143478e-05	0.0167460032120598	1.19985882529616e-05	2.77570855483563e-05	7.45758489987147e-06	1.62711192507427e-05	2.77570855483563e-05	4.54100335309014e-06	0.0167234659704589	4.56382246541722e-06	5.23278810040909e-06	7.32649256031098e-06	6.94496294452342e-06	2.22479679946237e-06	7.80844438595888e-06	7.80844438595888e-06	4.54100335309014e-06	4.54100335309014e-06	5.10169576084862e-06	5.10169576084862e-06	3.69020413163512e-08	4.54100335309014e-06	5.10169576084862e-06	1.62711192507427e-05	6.94496294452342e-06
"Antirhea_borbonica"	6.04520271948626e-06	0.00504576259158892	4.86701261607647e-06	3.86456799009586e-06	3.35683385774343e-06	4.32820441709841e-06	2.42198357565834e-06	1.8728821817331e-06	1.36914673962517e-06	1.00502639340769	3.64963743362954e-07	3.63303893968818e-07	2.54029517379564e-05	2.53962187250706e-05	2.54197247252298e-05	2.54312725778173e-05	2.54029517379564e-05	2.53545177766394e-05	2.53702618350327e-05	2.53275179502196e-05	2.54324282602425e-05	6.47830416063193e-08	1.95393794642744e-07	1.21246095437639e-07	2.52691143094079e-05	2.52948280472959e-05	2.53231481247638e-05	2.52975137327957e-05	2.53084616222906e-05	6.87007748510331e-08	4.03013514632417e-08	2.53084616222906e-05	2.52288129579446e-05	6.31204637903279e-08	0.100527868153727	3.35683385774343e-08	6.75791870474418e-08	3.93473128827129e-08	3.51324362735988e-08	2.6910928618426e-08	2.6910928618426e-08	2.52288129579446e-05	2.52288129579446e-05	3.24467507738431e-08	3.24467507738431e-08	1.82481871681477e-08	2.52288129579446e-05	3.24467507738431e-08	4.03013514632417e-08	3.93473128827128e-08
