"Nephrosperma_vanhoutteanum"	"Phoenicophorium_borsigianum"	"Deckenia_nobilis"	"Canthium_bibracteatum"	"Euphorbia_pyrifolia"	"Chrysobalanus_icaco"	"Memecylon_eleagni"	"Lasioglossum_mahense"	"Rhiparida_seychellensis"	"Apis_mellifera"	"Ceratina_tabescens"	"Unidentified_sp1_M_PL_113"	"Hemipyrellia_germana"	"Megachile_seychellensis"	"Cratopus_aurostriatus"	"Ornidia_obesa"	"Neophyllomyza_approximatonervis"	"Phelsuma_sp1_M_PL_113"	"Pachycerina_seychellensis"	"Simosyrphus_aegyptius"
"Ceratina_tabescens"	0.0503926809755539	8.52950176428253e-05	8.54664649144692e-05	0.0502340174200792	4.91709231618173e-05	4.88980179719194e-05	0.000114572190776873	0.00240519254439207	0.00072160134286077	0.000726906224030205	1.00239436268984	0.000719895442507914	1.22094949877813e-06	0.00239818176286978	1.70590035285651e-06	1.22094949877813e-06	2.92684985163464e-06	0.000721116392006691	1.22094949877813e-06	5.45810379795633e-06
"Unidentified_sp1_M_PL_113"	0.100456876654255	0.000121918447017013	0.000122163509222072	0.000140779412936962	4.97865589919146e-05	4.95886016836039e-05	6.89878259944814e-05	0.00145041302319545	0.00143753660685827	0.00144342078189773	0.00143979088501583	1.00143509823792	1.74519298888674e-06	0.00144209047921564	2.43836894034026e-06	1.74519298888674e-06	4.183561929227e-06	0.00143684343090681	1.74519298888674e-06	3.9591461662132e-06
"Hemipyrellia_germana"	0.000122163509222072	0.000122041143497982	0.100624799015143	2.09011802600856e-05	4.9708538333729e-05	4.95908628351581e-05	2.08967608087786e-05	0.00144721290376845	4.18601585884639e-06	0.00144581963906616	2.44189899755626e-06	1.74519298888674e-06	1.00143749712879	3.13845769118221e-06	2.44082286995965e-06	0.00143749712878776	0.00143993795165772	0.00143924232177665	0.00143749712878776	2.35350997141692e-06
"Megachile_seychellensis"	0.033648777848365	7.30837773958011e-05	7.32306794609183e-05	0.0335427304652392	0.000104743583248275	4.87042933377709e-05	0.033518830363054	0.0027245166829018	0.00048215850195313	0.000489131321958689	0.00159878784191319	0.000480696826405214	1.04615256372741e-06	1.00271608218735	1.46167554791602e-06	1.0461525637274e-06	2.50782811164343e-06	0.000481742978968941	1.04615256372741e-06	0.00112078579821008
"Cratopus_aurostriatus"	0.000170685825823818	0.100471417565589	0.000170857600897175	2.92029529611827e-05	6.94523509517397e-05	6.9287935736585e-05	2.91967781410517e-05	0.00202203367597738	0.00201186672025213	0.00202008701827398	3.41180070571301e-06	2.43836894034025e-06	2.44082286995965e-06	4.38502664374807e-06	1.00200942835131	2.44082286995965e-06	0.00201186917418175	4.8791918102999e-06	2.44082286995965e-06	3.28830430309305e-06
"Ornidia_obesa"	0.000122163509222072	0.000122041143497982	0.100624799015143	2.09011802600856e-05	4.9708538333729e-05	4.95908628351581e-05	2.08967608087786e-05	0.00144721290376845	4.18601585884639e-06	0.00144581963906616	2.44189899755626e-06	1.74519298888674e-06	0.00143749712878776	3.13845769118221e-06	2.44082286995965e-06	1.00143749712879	0.00143993795165772	0.00143924232177665	0.00143749712878776	2.35350997141692e-06
"Neophyllomyza_approximatonervis"	0.000146424667522945	0.0502967293545437	0.0503978283080202	2.50520666106342e-05	5.95804446427343e-05	5.94393992858716e-05	2.50467694749152e-05	0.00173462328987292	0.00100802636805549	0.00173295332867007	2.92684985163464e-06	2.0917809646135e-06	0.00071996897582886	3.76174216746514e-06	0.00100593458709087	0.00071996897582886	1.00172590356292	0.000722060756793473	0.00071996897582886	2.82090713725498e-06
"Phelsuma_sp1_M_PL_113"	0.0502895200817385	0.000121979795257498	0.0503734812621826	8.08402965985238e-05	4.97475486628218e-05	4.9589732259381e-05	4.494229340163e-05	0.00144881296348195	0.000720861311358557	0.00144462021048194	0.000721116392006692	0.000718421715453407	0.000719621160888324	0.000722614468453412	2.43959590514995e-06	0.000719621160888324	0.000722060756793473	1.00143804287634	0.000719621160888323	3.15632806881506e-06
"Pachycerina_seychellensis"	0.000122163509222072	0.000122041143497982	0.100624799015143	2.09011802600856e-05	4.9708538333729e-05	4.95908628351581e-05	2.08967608087786e-05	0.00144721290376845	4.18601585884639e-06	0.00144581963906615	2.44189899755626e-06	1.74519298888674e-06	0.00143749712878776	3.13845769118222e-06	2.44082286995965e-06	0.00143749712878776	0.00143993795165772	0.00143924232177665	1.00143749712879	2.35350997141692e-06
"Simosyrphus_aegyptius"	0.000138570115817462	8.22076075773262e-05	8.23728489995922e-05	0.000104355921445492	0.0502492557500028	8.17209607435761e-05	0.0502716178055148	0.00336306084415631	3.62372523465312e-06	0.0016838617199243	5.45810379795633e-06	1.9795730831066e-06	1.17675498570846e-06	0.00168117869731512	1.64415215154652e-06	1.17675498570846e-06	2.82090713725498e-06	3.15632806881506e-06	1.17675498570846e-06	1.00335069578518
