"Ficus_sp1_M_SD_017"	"Pseudospondias_longifolia"	"Elaeis_guineensis"	"Tetrapleura_tetraptera"	"Berlinia_bracteosa"	"Pycnanthus_angolensis"	"Unidentified_sp1_M_SD_017"	"Xylopia_sp1_M_SD_017"	"Detarium_macrocarpum"	"Duboscia_macrocarpa"	"Pentadesma_butyracea"	"Milicia_excelsa"	"Ongokea_gore"	"Pentaclethra_sp1_M_SD_017"	"Unidentified_sp2_M_SD_017"	"Marantochloa_sp1_M_SD_017"	"Mandrillus_sphinx"	"Cercocebus_albigena"	"Cercopithecus_nictitans"	"Cercopithecus_cephus"	"Gorilla_gorilla"	"Cercopithecus_pogonias"	"Pan_troglodytes"	"Colobus_satanas"
"Ficus_sp1_M_SD_017"	1.00109862087821	0.00109862087821106	0.00093843273285141	0.000733821065999797	0.000613393604045885	0.000818005270897498	0.000761850411002366	0.000732775766978323	0.00055619344512928	0.000617496499778926	0.000436811282196841	0.000422706710072122	0.000252696687567663	0.000252696687567663	0.000486272573186648	0.000280615607313562	0.0144512954344694	0.0144346319251505	0.0144424101932214	0.0144283199695523	0.0144169330823685	0.0143882578431491	0.0143959876111161	5.22649510736795e-05
"Pseudospondias_longifolia"	0.00109862087821106	1.00109862087821	0.00093843273285141	0.000733821065999797	0.000613393604045885	0.000818005270897498	0.000761850411002366	0.000732775766978323	0.00055619344512928	0.000617496499778926	0.000436811282196841	0.000422706710072122	0.000252696687567663	0.000252696687567663	0.000486272573186648	0.000280615607313562	0.0144512954344694	0.0144346319251505	0.0144424101932214	0.0144283199695523	0.0144169330823685	0.0143882578431491	0.0143959876111161	5.22649510736795e-05
"Elaeis_guineensis"	0.00109483818832664	0.00109483818832664	1.00109363448519	0.000855111873518482	0.000714896411252571	0.000953419022927158	0.000702165258831319	0.000853986781766785	0.000462517555405035	0.00053401304249168	0.000323427184890821	0.0003071026184876	0.000294286727683517	0.000294286727683517	0.000381066868825771	0.000141419165399487	0.0168258554719093	0.0168240791032499	0.0168248015856928	0.0168145648317432	0.000108333282021782	0.0167808729080592	0.0167753392398399	5.62545875848644e-05
"Tetrapleura_tetraptera"	0.000856124576999763	0.000856124576999763	0.000855111873518482	1.00118936523189	0.00104916355810662	0.000714910199735438	0.00046338064965889	0.000854048952036724	0.000462317728177133	0.000295341734065702	0.000657432334247026	0.000307032231653294	0.0006285823889556	0.0006285823889556	0.000142277298746082	0.000141214377264325	0.0168242008539652	0.0168370878851582	0.0168250602137633	0.0168148258060415	9.11433133152797e-05	0.0167775644414877	7.44045037230331e-05	0.0167658139926468
"Berlinia_bracteosa"	0.000858751045664239	0.000858751045664239	0.000857875693503085	0.00125899626972794	1.0012578432705	0.000856722694275751	0.000387921677480532	0.000856897304329493	0.00038694328830694	0.000186418305761056	0.000787889254478054	0.000367638099718079	0.000586663529824759	0.000586663529824759	3.00674056207989e-06	2.02835138848787e-06	0.000138359907280064	0.0201752721718874	0.0201686300593743	0.0201563754560504	7.87816945038603e-05	0.0201192462089311	6.84872421514416e-05	0.0201049482699224
"Pycnanthus_angolensis"	0.0011452073792565	0.0011452073792565	0.00114410282751259	0.000857892239682526	0.000856722694275751	1.00114293328211	0.000674463208487447	0.000856822700005565	0.000387183080980422	0.00047282387587223	0.000387083075250608	0.000367722563919246	0.000185508736298259	0.000185508736298259	0.000289554224657707	2.27409715068239e-06	0.000140345448813003	0.0201596616335976	0.0201683197056897	0.0201560622868924	9.94096569516629e-05	0.0201232163688169	0.0201096089254917	5.34769838480396e-05
"Unidentified_sp1_M_SD_017"	0.00106659057540331	0.00106659057540331	0.000842598310597583	0.000556056779590669	0.000387921677480532	0.000674463208487447	1.00106419540395	0.000555184603366573	0.00077678169671952	0.000680705726679707	0.000609518770833479	0.00040839046970057	0.000170171930867063	0.000170171930867063	0.000679541074146876	0.000392127366915866	0.0201762122532164	0.000128111778611406	0.0201556907598211	0.0201420777441644	0.0201593038325156	8.61363243965899e-05	0.0201189595061707	4.36088112047629e-05
"Xylopia_sp1_M_SD_017"	0.00102588607376965	0.00102588607376965	0.00102478413812014	0.00102485874244407	0.000856897304329493	0.000856822700005565	0.000555184603366573	1.00102351057107	0.000553911036317729	0.000353635320403678	0.000387297769575924	0.000367719475103118	0.000352607989078094	0.000352607989078094	0.000170336940812931	0.000169063373764087	0.0201553725737492	0.0201628217549821	0.0201651075849148	0.020152850269078	9.91742084559704e-05	0.0201182163568633	8.91496934191011e-05	6.74085686385954e-05
"Detarium_macrocarpum"	0.000973338528976239	0.000973338528976239	0.000693776333107552	0.000693476592265699	0.000483679110383675	0.000483978851225528	0.0009709771208994	0.000692388795397161	1.00096958958319	0.000491906745116711	0.000760879898175523	0.000509483503273211	0.000212044808406171	0.000212044808406171	0.000490747215461102	0.000489359677750711	0.0251756978258429	0.000127548262116915	0.0251637955523807	0.0251468127689382	0.0251605976281818	8.41314894861455e-05	9.71276397273763e-05	5.43898434269013e-05
"Duboscia_macrocarpa"	0.00108061887461312	0.00108061887461312	0.00080101956373752	0.000443012601098553	0.000233022882201321	0.000591029844840288	0.000850882158349633	0.000442044150504597	0.000491906745116711	1.00107720215024	0.000282885476813434	0.000509421552648363	0.000439595876726763	0.000439595876726763	0.000848564443005755	0.000489589029772832	0.0251987662676679	0.0251501477959132	0.000130298799090663	0.000113318080669051	0.025163937978804	7.69306319538049e-05	0.0251282789263046	4.8422529697789e-05
