"Nephrosperma_vanhoutteanum"	"Memecylon_eleagni"	"Dillenia_suffruticosa"	"Chrysobalanus_icaco"	"Nepenthes_pervillei"	"Roscheria_melanochaetes"	"Cinnamomum_verum"	"Mimusops_sechellarum"	"Canthium_bibracteatum"	"Apis_mellifera"	"Lasioglossum_mahense"	"Unidentified_sp1_M_PL_126"	"Xylocopa_caffra"	"Lygistorrhina_sp1_M_PL_126"	"Unidentified_sp2_M_PL_126"	"Hemipyrellia_germana"	"Unidentified_sp3_M_PL_126"	"Unidentified_sp4_M_PL_126"	"Chalcidoma_disjunctum"	"Hemipyrellia_sp1_M_PL_126"	"Neavella_albipectus"	"Nectarinia_dussumieri"	"Parasarcophaga_hirticeps"	"Polistes_olivaceus"	"Unidentified_sp5_M_PL_126"
"Lasioglossum_mahense"	0.0336771844511852	0.0335722915444077	0	3.01868777048208e-05	3.01868777048208e-05	6.02848633951362e-05	3.01363134205581e-05	0.0335798444504294	2.99856318534553e-05	0.00179913791120732	1.00291194822219	0.00179407753463925	0	0.00179287183737135	0.000673543689023704	1.00622925682736e-06	1.20569726790272e-06	1.20569726790272e-06	0.00111907638481359	1.50681567102791e-06	1.20569726790272e-06	1.00622925682736e-06	1.00622925682736e-06	1.00622925682736e-06	1.20569726790272e-06
"Unidentified_sp1_M_PL_126"	0.033643482897358	7.13354134714974e-05	0	1.13708499382053e-05	1.13708499382053e-05	0.0336849932645435	1.13518032883926e-05	0.0335649008872913	1.12950442719506e-05	0.000677702656317037	0.00179407753463925	1.00246539955281	0	0.00179169968752354	0.000672869657947159	3.79028331273511e-07	0.00067369986529087	0.00067369986529087	2.37784711571658e-06	5.67590164419629e-07	0.00067369986529087	3.79028331273511e-07	3.79028331273511e-07	3.79028331273511e-07	0.00067369986529087
"Xylocopa_caffra"	0	0	0.101010101010101	0	0	0	0	0	0	0	0	0	1.01010101010101	0	0	0	0	0	0	0	0	0	0	0	0
"Lygistorrhina_sp1_M_PL_126"	0.0504313095447291	0.000106931209508182	0	1.70448123569671e-05	1.70448123569671e-05	9.03074439275976e-05	1.70162615824998e-05	0.0503135157453651	1.69311802745873e-05	0.00101587081647524	0.00268930775605702	0.0026875495312853	0	1.00268574338241	0.00100862619089458	5.68160411898902e-07	1.80614887855195e-06	1.80614887855195e-06	3.56437365027273e-06	8.50813079124989e-07	1.80614887855195e-06	5.68160411898902e-07	5.68160411898902e-07	5.68160411898902e-07	1.80614887855195e-06
"Unidentified_sp2_M_PL_126"	0.100470112499814	0.000101360558458406	0	3.38942829139341e-05	3.38942829139341e-05	6.78296026156411e-05	3.38375085706947e-05	0.000235503953786545	3.36683210278412e-05	0.00202009926167047	0.00202063106707111	0.00201860897384148	0	0.00201725238178917	1.00200940225	1.12980943046447e-06	1.35659205231282e-06	1.35659205231282e-06	3.37868528194688e-06	1.69187542853474e-06	1.35659205231282e-06	1.12980943046447e-06	1.12980943046447e-06	1.12980943046447e-06	1.35659205231282e-06
"Hemipyrellia_germana"	5.64904715232236e-05	5.64710084005283e-05	0	5.65592101813864e-05	0.100727700149779	3.82085011364426e-08	5.64644711358564e-05	1.95341799999977e-07	5.61821487801771e-05	0.00337092892681063	3.01868777048208e-06	1.13708499382053e-06	0	1.1363208237978e-06	1.12980943046447e-06	1.00335759000499	7.64170022728853e-10	7.64170022728853e-10	1.88236694668428e-06	2.82322355679282e-06	7.64170022728853e-10	1.88530700604621e-06	0.00335759000499262	1.88530700604621e-06	7.64170022728853e-10
"Unidentified_sp3_M_PL_126"	6.78296026156411e-05	1.43821398128019e-07	0	2.29251006818656e-08	2.29251006818656e-08	0.100874364905775	2.28867001782109e-08	6.76711711437325e-05	2.27722666773198e-08	1.36633600063919e-06	3.61709180370817e-06	0.00202109959587261	0	3.61229775710391e-06	1.35659205231282e-06	7.64170022728853e-10	1.00201748729812	0.00201748729811551	4.7940466042673e-09	1.14433500891054e-09	0.00201748729811551	7.64170022728853e-10	7.64170022728853e-10	7.64170022728853e-10	0.00201748729811551
"Unidentified_sp4_M_PL_126"	6.78296026156411e-05	1.43821398128019e-07	0	2.29251006818656e-08	2.29251006818656e-08	0.100874364905775	2.28867001782109e-08	6.76711711437325e-05	2.27722666773198e-08	1.36633600063919e-06	3.61709180370817e-06	0.00202109959587261	0	3.61229775710391e-06	1.35659205231282e-06	7.64170022728853e-10	0.00201748729811551	1.00201748729812	4.7940466042673e-09	1.14433500891054e-09	0.00201748729811551	7.64170022728853e-10	7.64170022728853e-10	7.64170022728853e-10	0.00201748729811551
"Chalcidoma_disjunctum"	0.000168934264097344	0.100503012214207	0	5.64710084005283e-05	5.64710084005283e-05	2.39702330213365e-07	5.63764170966748e-05	0.000112501860557958	5.60945350111914e-05	0.00336567210067149	0.00335722915444077	7.13354134714974e-06	0	7.12874730054547e-06	3.37868528194688e-06	1.88236694668428e-06	4.7940466042673e-09	4.7940466042673e-09	1.00335010040714	2.81882085483374e-06	4.7940466042673e-09	1.88236694668428e-06	1.88236694668428e-06	1.88236694668428e-06	4.7940466042673e-09
"Hemipyrellia_sp1_M_PL_126"	8.45937714267368e-05	8.45646256450123e-05	0	8.46967067037847e-05	8.46967067037847e-05	5.72167504455272e-08	0.100587067398987	2.92521891457253e-07	8.41320619924261e-05	0.00504792371954556	4.52044701308372e-06	1.70277049325889e-06	0	1.70162615824998e-06	1.69187542853474e-06	2.82322355679282e-06	1.14433500891054e-09	1.14433500891054e-09	2.81882085483374e-06	1.00502935336995	1.14433500891054e-09	2.82322355679282e-06	2.82322355679282e-06	2.82322355679282e-06	1.14433500891054e-09
"Neavella_albipectus"	6.78296026156411e-05	1.43821398128019e-07	0	2.29251006818656e-08	2.29251006818656e-08	0.100874364905775	2.28867001782109e-08	6.76711711437325e-05	2.27722666773198e-08	1.36633600063919e-06	3.61709180370817e-06	0.00202109959587261	0	3.6122977571039e-06	1.35659205231282e-06	7.64170022728853e-10	0.00201748729811551	0.00201748729811551	4.7940466042673e-09	1.14433500891054e-09	1.00201748729812	7.64170022728853e-10	7.64170022728853e-10	7.64170022728853e-10	0.00201748729811551
"Nectarinia_dussumieri"	5.64904715232236e-05	5.64710084005283e-05	0	0.100727700149779	5.65592101813864e-05	3.82085011364426e-08	5.64644711358564e-05	1.95341799999977e-07	5.61821487801771e-05	0.00337092892681063	3.01868777048208e-06	1.13708499382053e-06	0	1.1363208237978e-06	1.12980943046447e-06	1.88530700604621e-06	7.64170022728853e-10	7.64170022728853e-10	1.88236694668428e-06	2.82322355679282e-06	7.64170022728853e-10	1.00335759000499	1.88530700604621e-06	0.00335759000499262	7.64170022728853e-10
"Parasarcophaga_hirticeps"	5.64904715232236e-05	5.64710084005283e-05	0	5.65592101813864e-05	0.100727700149779	3.82085011364426e-08	5.64644711358564e-05	1.95341799999977e-07	5.61821487801771e-05	0.00337092892681063	3.01868777048208e-06	1.13708499382053e-06	0	1.1363208237978e-06	1.12980943046447e-06	0.00335759000499262	7.64170022728853e-10	7.64170022728853e-10	1.88236694668428e-06	2.82322355679282e-06	7.64170022728853e-10	1.88530700604621e-06	1.00335759000499	1.88530700604621e-06	7.64170022728853e-10
"Polistes_olivaceus"	5.64904715232236e-05	5.64710084005283e-05	0	0.100727700149779	5.65592101813864e-05	3.82085011364426e-08	5.64644711358564e-05	1.95341799999977e-07	5.61821487801771e-05	0.00337092892681063	3.01868777048208e-06	1.13708499382053e-06	0	1.1363208237978e-06	1.12980943046447e-06	1.88530700604621e-06	7.64170022728853e-10	7.64170022728853e-10	1.88236694668428e-06	2.82322355679282e-06	7.64170022728853e-10	0.00335759000499262	1.88530700604621e-06	1.00335759000499	7.64170022728853e-10
"Unidentified_sp5_M_PL_126"	6.78296026156411e-05	1.43821398128019e-07	0	2.29251006818656e-08	2.29251006818656e-08	0.100874364905775	2.28867001782109e-08	6.76711711437325e-05	2.27722666773198e-08	1.36633600063919e-06	3.61709180370817e-06	0.00202109959587261	0	3.61229775710391e-06	1.35659205231282e-06	7.64170022728853e-10	0.00201748729811551	0.00201748729811551	4.7940466042673e-09	1.14433500891054e-09	0.0020174872981155	7.64170022728853e-10	7.64170022728853e-10	7.64170022728853e-10	1.00201748729812
