"Dryas_sp1_M_PL_014"	"Salix_sp1_M_PL_014"	"Saxifraga_oppositifolia"	"Potentilla_sp1_M_PL_014"	"Lychnis_triflora"	"Papaver_sp1_M_PL_014"	"Stellaria_sp1_M_PL_014"	"Epilobium_sp1_M_PL_014"	"Lesquerella_arctica"	"Cassiope_tetragona"	"Cerastium_alpinum"	"Erysimum_sp1_M_PL_014"	"Saxifraga_tricuspidata"	"Taraxacum_sp1_M_PL_014"	"Arnica_sp1_M_PL_014"	"Draba_bellii"	"Saxifraga_hirculus"	"Braya_sp1_M_PL_014"	"Cerastium_arcticum"	"Draba_cinerea"	"Draba_oblongata"	"Erigeron_sp1_M_PL_014"	"Pedicularis_capitata"	"Pedicularis_sp1_M_PL_014"	"Polygonum_viviparum"	"Saxifraga_cernua"	"Saxifraga_flagellaris"	"Saxifraga_sp1_M_PL_014"	"Silene_sp1_M_PL_014"	"Bombus_polaris"	"Smittia_extrema"	"Carposcalis_carinata"	"Aedes_nigripes"	"Smittia_sp1_M_PL_014"	"Aedes_impiger"	"Aedes_sp1_M_PL_014"	"Boloria_sp1_M_PL_014"	"Corynoneura_scutellata"	"Cryptus_arcticus"	"Limnophyes_sp1_M_PL_014"	"Orthocladiinae_sp1_M_PL_014"	"Unidentified_sp1_M_PL_014"	"Apis_mellifera"	"Pogonomyoides_segnis"	"Protophormia_terraenovae"	"Ramphomyia_lamelliseta"	"Ramphomyia_nigrita"	"Ramphomyia_sp1_M_PL_014"	"Spilogona_melanosoma"	"Spilogona_sanctipauli"	"Spilogona_sp1_M_PL_014"	"Allopiophila_arctica"	"Amauronematus_amentorum"	"Anarta_richardsoni"	"Boreellus_atriceps"	"Chironomus_sp1_M_PL_014"	"Colias_hecla"	"Eupogonomyia_groenlandica"	"Helophilus_borealis"	"Heterotrissocladius_subpilosus"	"Hyposoter_luctus"	"Lasiestra_leucocycla"	"Olethreutes_mengelana"	"Paraphaenocladius_despectus"	"Pegomyia_sp1_M_PL_014"	"Peleteriopsis_aenea"	"Petinarctia_stylata"	"Plebeius_aquilo"	"Prosmittia_nanseni"	"Ramphomyia_filicauda"	"Smittia_polaris"	"Smittia_polymorpha"	"Spilogona_dorsata"	"Spilogona_latilamina"	"Unidentified_sp2_M_PL_014"	"Unidentified_sp3_M_PL_014"	"Unidentified_sp4_M_PL_014"	"Amauronematus_sp1_M_PL_014"	"Bombus_hyperboreus"	"Bradysia_sp1_M_PL_014"	"Brevicoryne_arctica"	"Chironomus_sp2_M_PL_014"	"Cricotopus_lestralis"	"Cricotopus_sp1_M_PL_014"	"Crymodes_exulis"	"Dolichopus_dasyops"	"Einfieldia_sp1_M_PL_014"	"Fucellia_pictipennis"	"Gynometriocnemus_sp1_M_PL_014"	"Isotoma_viridis"	"Limnophyes_globifer"	"Limnophyes_sp2_M_PL_014"	"Metriocnemus_obscuripes"	"Olethreutes_inquietana"	"Orthocladius_consobrinus"	"Orthocladus_sp1_M_PL_014"	"Phaladrodira_nigropilosa"	"Procladius_sp1_M_PL_014"	"Psectrocladius_barbatimanus"	"Pseudodiamesa_arctica"	"Rhyncaenus_sp1_M_PL_014"	"Scatophaga_nigripalpis"	"Spilogona_almquisti"	"Spilogona_deflorata"	"Spilogona_tundrae"	"Sympistris_labradoris"	"Tanytarsus_niger"	"Tipula_arctica"	"Unidentified_sp5_M_PL_014"	"Unidentified_sp6_M_PL_014"
"Erigeron_sp1_M_PL_014"	0.00336840206744912	7.12082722369447e-06	2.78718495118197e-06	0.00336033030858044	1.63353358659105e-06	1.99784837386297e-06	2.75862904820175e-06	2.13819076895807e-06	4.28528857916731e-07	5.81974997231671e-07	4.53021656198856e-07	2.90282313801808e-09	1.77172769488122e-06	2.43370237405176e-06	6.53816858936533e-07	1.715568568436e-07	1.51106335165657e-06	2.97853275683969e-09	0	8.41945914184536e-10	8.41945914184536e-10	1.00334556599881	8.61008499617107e-08	8.61008499617107e-08	1.02608893630091e-09	8.41945914184536e-10	7.3131992897441e-10	1.65241471685603e-09	8.61008499617107e-08	8.61008499617109e-06	7.57751322766081e-08	3.2534185103845e-05	3.25109408314886e-05	8.47820323360767e-06	3.24891469361907e-05	3.24925017651669e-05	3.24925017651669e-05	8.48234714754781e-06	6.60965886742411e-08	8.4963384636722e-06	4.60338502904809e-08	1.14668895111491e-07	5.2536079722548e-08	8.47591929383981e-06	8.4619279777154e-06	8.4439439806577e-06	0.100366979964397	2.41074950987264e-05	3.24737332940145e-05	8.47591929383982e-06	2.19395978692323e-08	8.44737860278462e-06	8.4326184392527e-06	8.46529836099481e-06	8.43261843925271e-06	8.43261843925273e-06	8.48184772797409e-06	8.44737860278463e-06	8.44737860278463e-06	2.05217787260182e-08	2.65223607996734e-08	8.42957574578114e-06	3.2423364515626e-05	2.64460047402818e-08	2.40632019063544e-05	4.79795635612168e-08	8.46376898400198e-06	8.44737860278462e-06	8.43261843925271e-06	3.2423364515626e-05	8.44737860278462e-06	3.79867047917562e-08	8.44954585967799e-06	8.47137394701135e-06	5.28637695303652e-08	2.40227785168355e-05	2.4041768333406e-05	2.63734341618313e-08	4.27638153791615e-08	2.63734341618314e-08	8.57057715833463e-09	1.16132706299249e-08	1.16132706299249e-08	2.04191698323881e-08	7.25705784504521e-11	3.94089864028822e-08	1.16132706299249e-08	1.16132706299249e-08	2.63734341618313e-08	5.03687783885524e-08	1.16132706299249e-08	1.16132706299249e-08	1.16132706299249e-08	8.4210051686228e-06	2.40023593470031e-05	1.16132706299249e-08	8.4210051686228e-06	1.16132706299249e-08	1.16132706299249e-08	8.4210051686228e-06	2.63734341618313e-08	1.16132706299249e-08	8.4210051686228e-06	8.4210051686228e-06	8.4210051686228e-06	8.4210051686228e-06	1.16132706299249e-08	8.4210051686228e-06	0	2.63734341618313e-08
"Pedicularis_capitata"	0.00101881104092359	0.00101615609291443	0.00101304390028045	3.83429361646383e-06	1.50874151014677e-06	0.00100744335649505	0.0010081305162512	0.00100833578913054	8.54191187063963e-07	0.00100680018709741	7.41627800856327e-07	2.79742992070453e-07	5.47218798852466e-07	2.37462006836443e-07	5.22541977888021e-07	5.15408315906363e-07	2.14475913381284e-07	6.45874430149617e-07	0	8.97004587729509e-08	8.97004587729509e-08	8.61008499617109e-08	1.00100385819677	0.00100385819676897	9.47701953609779e-10	8.97004587729509e-08	8.16442833824816e-10	4.5608268983083e-07	0.00100385819676897	0.100385819676897	8.07304128956557e-06	2.49647011697925e-05	2.07572390825274e-05	2.1195812775625e-05	2.07398210165977e-05	2.65046722813343e-05	2.65046722813343e-05	3.14994326334893e-05	1.82433075932332e-05	2.07214759059833e-05	7.16640648364008e-08	4.26323013614591e-06	3.3154562013472e-05	2.07026166371065e-05	3.14805733646124e-05	6.78658454849896e-06	2.58302549885133e-06	4.70048316883929e-08	2.58156461096786e-06	2.07026166371065e-05	2.44932850147444e-08	6.31056868717725e-06	6.76804385347753e-06	2.56070807228029e-06	6.76804385347754e-06	6.76804385347755e-06	2.5529641524799e-06	6.31056868717725e-06	6.31056868717725e-06	1.89540390721956e-08	3.79583480637575e-06	2.56411142605027e-06	2.57441541385516e-06	3.77053465967003e-06	3.33243617170812e-08	1.44189483416156e-05	2.27137433849199e-05	6.31056868717724e-06	6.76804385347754e-06	2.57441541385516e-06	6.31056868717724e-06	7.98455733603681e-06	1.69390755522382e-05	2.5541767994217e-06	3.07642937125909e-08	4.62470804230048e-08	1.44292523294205e-05	3.76354108486826e-06	2.01667157826109e-05	3.76354108486827e-06	1.70838237412792e-08	4.22101625116857e-06	4.22101625116856e-06	1.88592688768346e-08	6.99357480176133e-09	1.44018645178744e-05	4.22101625116856e-06	4.22101625116856e-06	3.76354108486826e-06	7.14919711270948e-09	4.22101625116855e-06	4.22101625116856e-06	4.22101625116856e-06	2.54702760230899e-06	2.73878115461702e-08	4.22101625116856e-06	2.54702760230899e-06	4.22101625116856e-06	4.22101625116856e-06	2.54702760230898e-06	3.76354108486826e-06	4.22101625116856e-06	2.54702760230899e-06	2.54702760230899e-06	2.54702760230899e-06	2.54702760230899e-06	4.22101625116856e-06	2.54702760230899e-06	0	3.76354108486826e-06
"Pedicularis_sp1_M_PL_014"	0.00101881104092359	0.00101615609291443	0.00101304390028045	3.83429361646383e-06	1.50874151014677e-06	0.00100744335649505	0.0010081305162512	0.00100833578913054	8.54191187063963e-07	0.00100680018709741	7.41627800856327e-07	2.79742992070453e-07	5.47218798852466e-07	2.37462006836443e-07	5.22541977888021e-07	5.15408315906363e-07	2.14475913381284e-07	6.45874430149617e-07	0	8.97004587729509e-08	8.97004587729509e-08	8.61008499617109e-08	0.00100385819676897	1.00100385819677	9.47701953609779e-10	8.97004587729509e-08	8.16442833824816e-10	4.5608268983083e-07	0.00100385819676897	0.100385819676897	8.07304128956557e-06	2.49647011697925e-05	2.07572390825274e-05	2.1195812775625e-05	2.07398210165977e-05	2.65046722813343e-05	2.65046722813343e-05	3.14994326334893e-05	1.82433075932332e-05	2.07214759059833e-05	7.16640648364008e-08	4.26323013614591e-06	3.3154562013472e-05	2.07026166371065e-05	3.14805733646124e-05	6.78658454849896e-06	2.58302549885133e-06	4.70048316883929e-08	2.58156461096786e-06	2.07026166371065e-05	2.44932850147444e-08	6.31056868717725e-06	6.76804385347753e-06	2.56070807228029e-06	6.76804385347754e-06	6.76804385347755e-06	2.5529641524799e-06	6.31056868717725e-06	6.31056868717725e-06	1.89540390721956e-08	3.79583480637575e-06	2.56411142605027e-06	2.57441541385516e-06	3.77053465967003e-06	3.33243617170812e-08	1.44189483416156e-05	2.27137433849199e-05	6.31056868717724e-06	6.76804385347754e-06	2.57441541385516e-06	6.31056868717724e-06	7.98455733603681e-06	1.69390755522382e-05	2.5541767994217e-06	3.07642937125909e-08	4.62470804230048e-08	1.44292523294205e-05	3.76354108486826e-06	2.01667157826109e-05	3.76354108486827e-06	1.70838237412792e-08	4.22101625116857e-06	4.22101625116856e-06	1.88592688768346e-08	6.99357480176133e-09	1.44018645178744e-05	4.22101625116856e-06	4.22101625116856e-06	3.76354108486826e-06	7.14919711270948e-09	4.22101625116855e-06	4.22101625116856e-06	4.22101625116856e-06	2.54702760230899e-06	2.73878115461702e-08	4.22101625116856e-06	2.54702760230899e-06	4.22101625116856e-06	4.22101625116856e-06	2.54702760230898e-06	3.76354108486826e-06	4.22101625116856e-06	2.54702760230899e-06	2.54702760230899e-06	2.54702760230899e-06	2.54702760230899e-06	4.22101625116856e-06	2.54702760230899e-06	0	3.76354108486826e-06
"Polygonum_viviparum"	3.20207387800921e-06	3.89211881979717e-06	2.31062407072749e-06	3.17448243005239e-06	0.00504477483730399	1.58787938781014e-06	7.1455099825264e-09	3.61719567523863e-09	1.58898341342106e-06	1.5831772406026e-06	2.29156392370378e-06	7.10707282419826e-07	5.37754184706636e-09	1.58662700769294e-06	1.58336287357094e-06	2.28906652760104e-06	1.43167701189262e-09	1.08869169637948e-09	0	7.04961954506382e-07	7.04961954506382e-07	1.02608893630091e-09	9.4770195360978e-10	9.4770195360978e-10	1.00502829445656	7.04961954506382e-07	2.35941285996188e-09	3.65207222731648e-10	9.4770195360978e-10	9.47701953609779e-08	6.34465759055744e-05	7.75413441788399e-08	9.79761552499357e-08	1.73908091923448e-07	4.5197392797571e-08	4.51676579970397e-08	4.51676579970397e-08	6.31216853368981e-05	1.46082889092659e-08	6.31047898971374e-05	6.32250564502475e-05	6.31617575042393e-05	6.36222861979006e-08	4.51044308375913e-08	6.19998705982256e-08	7.49218830823154e-08	3.07826680890273e-08	6.24749882388745e-08	3.07277817624603e-08	4.51044308375913e-08	7.07823857988566e-08	2.24204395831607e-08	1.76327849897209e-08	8.13962324119968e-09	1.76327849897209e-08	1.76327849897209e-08	4.76708598873467e-08	2.24204395831607e-08	2.24204395831607e-08	0.100565889131122	1.44696894729567e-08	3.97848529634442e-08	3.06800591953973e-08	3.21829369486334e-08	6.23405496926978e-08	3.18817469824572e-08	8.07752860852781e-09	2.24204395831607e-08	1.76327849897209e-08	3.06800591953973e-08	2.24204395831607e-08	2.40428551828355e-08	3.06891759494536e-08	8.05290726208611e-09	3.19141068145978e-08	6.30823603408002e-05	2.27769532144103e-08	1.44152548881377e-08	7.23439135047727e-11	1.44152548881377e-08	3.17796682684211e-08	9.62760029469788e-09	9.62760029469787e-09	6.30596854662997e-05	1.77676820604956e-08	1.02078714036092e-10	9.62760029469786e-09	9.62760029469786e-09	1.44152548881377e-08	4.77225670630875e-11	9.62760029469785e-09	9.62760029469786e-09	9.62760029469787e-09	8.00518469502301e-09	2.26748745003743e-08	9.62760029469786e-09	8.00518469502301e-09	9.62760029469787e-09	9.62760029469786e-09	8.00518469502301e-09	1.44152548881377e-08	9.62760029469787e-09	8.00518469502301e-09	8.00518469502301e-09	8.00518469502301e-09	8.00518469502301e-09	9.62760029469786e-09	8.00518469502301e-09	0	1.44152548881377e-08
"Saxifraga_cernua"	6.47649072604253e-06	0.00112388234382658	0.00112663778237173	1.25761384266158e-06	0.00112229943157416	2.37928715223914e-06	3.87801667708964e-07	3.01099487171985e-07	1.99627571109808e-06	9.81655609858322e-07	0.00112060063692715	0.00112147625553742	1.52672109790607e-07	4.72878714327298e-07	1.49383234232847e-06	0.00111950978588571	1.65883811258056e-09	3.13766806143376e-07	0	0.00111612323867739	0.00111612323867739	8.41945914184536e-10	8.97004587729509e-08	8.97004587729509e-08	7.04961954506382e-07	1.00111612323868	9.39354541800886e-07	1.04856029160132e-07	8.97004587729509e-08	8.97004587729508e-06	0.100451091480965	8.91983209461267e-06	4.24303581742718e-06	7.00765139225269e-05	4.19324140601622e-06	4.19372337193525e-06	4.19372337193525e-06	1.82320027110962e-05	4.1942411664053e-06	1.82414511373104e-05	7.94006771949348e-05	1.87846833671617e-05	8.88139268281968e-06	4.21270824263336e-06	4.20325981641925e-06	3.27255312432095e-05	2.52583774255361e-08	2.46217266219589e-08	2.52294774378703e-08	4.21270824263337e-06	2.81806362540265e-05	4.1787184261728e-06	4.71051532003063e-06	2.00080295598715e-08	4.71051532003064e-06	4.71051532003065e-06	2.80131946732888e-08	4.1787184261728e-06	4.1787184261728e-06	1.40992390901276e-05	4.17821553966487e-06	5.61167410370679e-08	2.51741828341176e-08	3.21994335877933e-05	2.08049238771937e-08	4.54655380463753e-08	2.22132165585461e-08	4.1787184261728e-06	4.71051532003064e-06	2.51741828341176e-08	4.1787184261728e-06	8.85685129257322e-06	5.01810432756654e-08	1.6246521418859e-08	4.37423169667267e-08	1.4037725850696e-05	1.4522979843425e-08	4.16252719935769e-06	6.0219897434397e-09	4.1625271993577e-06	3.99255142219615e-08	4.69432409321555e-06	4.69432409321554e-06	1.4028742894677e-05	2.80369063884356e-05	5.54002382441377e-09	4.69432409321554e-06	4.69432409321554e-06	4.16252719935769e-06	5.52946037526854e-11	4.69432409321553e-06	4.69432409321554e-06	4.69432409321555e-06	1.61912268151063e-08	8.98295601901129e-09	4.69432409321554e-06	1.61912268151063e-08	4.69432409321554e-06	4.69432409321554e-06	1.61912268151063e-08	4.16252719935769e-06	4.69432409321554e-06	1.61912268151063e-08	1.61912268151063e-08	1.61912268151063e-08	1.61912268151063e-08	4.69432409321554e-06	1.61912268151063e-08	0	4.16252719935769e-06
"Saxifraga_flagellaris"	2.2818562036501e-06	7.42779763130531e-06	3.77109126850933e-06	2.26265555140934e-06	3.75618527305932e-06	7.95685192734832e-09	2.25061054764412e-06	3.58485565559154e-09	4.47335200650735e-09	5.38089847630904e-09	9.44940795736587e-07	0.00336459421363704	4.27373132099192e-09	2.81105878515282e-06	0.00335607532236937	9.43439427713652e-07	1.02034969167209e-09	2.88161992028611e-09	0	9.39354541800887e-07	9.39354541800887e-07	7.31319928974411e-10	8.16442833824815e-10	8.16442833824815e-10	2.35941285996188e-09	9.39354541800887e-07	1.00335103625528	1.49889779061404e-09	8.16442833824815e-10	8.16442833824815e-08	8.45419087620797e-05	6.53102203554901e-08	0.000111950705819038	7.66026909250316e-08	8.15284067258208e-08	4.94485245868738e-08	4.94485245868738e-08	8.03018404817015e-08	5.99559116245616e-08	8.02809873330416e-08	1.02113283770575e-07	0.00011200211907814	4.33577643447903e-08	3.33286714198001e-08	3.33495245684601e-08	4.50410406879953e-08	2.19395978692323e-08	8.6545138279055e-08	2.19004775327239e-08	3.33286714198001e-08	0.100531087658281	3.32150021065523e-08	2.14175207945807e-08	5.81148379215003e-09	2.14175207945807e-08	2.14175207945808e-08	7.59811101379459e-08	3.32150021065523e-08	3.32150021065523e-08	4.71882571992377e-08	2.76544425934414e-08	5.79410754925539e-09	2.18664658763349e-08	8.41423657025237e-05	8.64382949960301e-08	3.2241046292189e-08	5.77633762223709e-09	3.32150021065523e-08	2.14175207945807e-08	2.18664658763349e-08	3.32150021065523e-08	4.32232418828826e-08	5.81830982237307e-09	5.73865216551431e-09	1.96310323154945e-10	6.3114141280451e-08	4.83134046192684e-08	2.75103615974271e-08	7.1697113111831e-11	2.75103615974271e-08	8.9467040130147e-11	1.57128802854555e-08	1.57128802854555e-08	4.69523159132414e-08	8.41148553409262e-05	3.21515792520589e-08	1.57128802854555e-08	1.57128802854555e-08	2.75103615974271e-08	3.40116563890695e-11	1.57128802854555e-08	1.57128802854555e-08	1.57128802854555e-08	5.70464050912524e-09	1.61618253672097e-08	1.57128802854555e-08	5.70464050912524e-09	1.57128802854555e-08	1.57128802854555e-08	5.70464050912524e-09	2.75103615974271e-08	1.57128802854555e-08	5.70464050912524e-09	5.70464050912525e-09	5.70464050912525e-09	5.70464050912524e-09	1.57128802854555e-08	5.70464050912524e-09	0	2.75103615974271e-08
"Saxifraga_sp1_M_PL_014"	6.92790207819627e-06	0.00253025161260538	1.51635397501858e-06	4.49224227739064e-06	5.81409898588783e-07	1.47930548696426e-06	0.00252026237557157	9.31710995017814e-07	1.8115577079851e-06	1.31954530349979e-06	1.0799902487918e-07	5.7708410579291e-07	1.61827316134434e-07	4.79316319548091e-09	9.11698238836113e-07	1.07121095799845e-07	2.52834542740854e-09	0.00251731928223138	0	1.04856029160132e-07	1.04856029160132e-07	1.65241471685603e-09	4.5608268983083e-07	4.5608268983083e-07	3.65207222731648e-10	1.04856029160132e-07	1.49889779061404e-09	1.00251055741891	4.5608268983083e-07	4.5608268983083e-05	9.43704262441191e-06	9.4522062289368e-06	4.54548476326883e-05	5.10415111014366e-08	4.54244576913937e-05	9.43934368884315e-06	9.43934368884315e-06	9.42887828042414e-06	0.100422296756494	9.41702258336471e-06	4.97694567073694e-08	4.40955356693614e-08	9.41060904305886e-06	9.40975495963235e-06	9.42161065669176e-06	2.63378723800476e-08	4.95724415056808e-08	3.62529568217524e-08	4.94914782149088e-08	9.40975495963236e-06	4.49669337184212e-08	9.38862202410429e-06	2.3637896758068e-08	2.13654380988515e-08	2.36378967580681e-08	2.36378967580681e-08	1.74395842753777e-08	9.3886220241043e-06	9.3886220241043e-06	7.30414445463295e-09	0.000135237266380478	5.35509093551926e-08	4.94072000339953e-08	9.38572937155363e-06	3.22072739183915e-08	3.60399793766106e-05	3.59539750958471e-08	9.38862202410428e-06	2.36378967580681e-08	4.94072000339953e-08	9.38862202410428e-06	9.37762041047136e-06	3.84526907235515e-08	1.74040333764043e-08	4.02768370630628e-08	3.93550685708643e-08	3.60358356672894e-05	9.3713022689088e-06	1.86342199003563e-08	9.37130226890881e-06	3.62311541597019e-08	6.31814156257742e-09	6.31814156257741e-09	7.26762373235978e-09	1.44271026448227e-08	3.60037482224509e-05	6.3181415625774e-09	6.3181415625774e-09	9.37130226890879e-06	8.42781809136179e-11	6.3181415625774e-09	6.3181415625774e-09	6.31814156257741e-09	1.73197551954907e-08	3.20874448385046e-08	6.3181415625774e-09	1.73197551954907e-08	6.3181415625774e-09	6.3181415625774e-09	1.73197551954907e-08	9.3713022689088e-06	6.3181415625774e-09	1.73197551954907e-08	1.73197551954907e-08	1.73197551954907e-08	1.73197551954907e-08	6.3181415625774e-09	1.73197551954907e-08	0	9.3713022689088e-06
"Silene_sp1_M_PL_014"	0.00101881104092359	0.00101615609291443	0.00101304390028045	3.83429361646383e-06	1.50874151014677e-06	0.00100744335649505	0.0010081305162512	0.00100833578913054	8.54191187063963e-07	0.00100680018709741	7.41627800856327e-07	2.79742992070453e-07	5.47218798852466e-07	2.37462006836443e-07	5.22541977888021e-07	5.15408315906363e-07	2.14475913381284e-07	6.45874430149617e-07	0	8.97004587729509e-08	8.97004587729509e-08	8.61008499617109e-08	0.00100385819676897	0.00100385819676897	9.47701953609779e-10	8.97004587729509e-08	8.16442833824816e-10	4.5608268983083e-07	1.00100385819677	0.100385819676897	8.07304128956557e-06	2.49647011697925e-05	2.07572390825274e-05	2.1195812775625e-05	2.07398210165977e-05	2.65046722813343e-05	2.65046722813343e-05	3.14994326334893e-05	1.82433075932332e-05	2.07214759059833e-05	7.16640648364008e-08	4.26323013614591e-06	3.3154562013472e-05	2.07026166371065e-05	3.14805733646124e-05	6.78658454849896e-06	2.58302549885133e-06	4.70048316883929e-08	2.58156461096786e-06	2.07026166371065e-05	2.44932850147444e-08	6.31056868717725e-06	6.76804385347753e-06	2.56070807228029e-06	6.76804385347754e-06	6.76804385347755e-06	2.5529641524799e-06	6.31056868717725e-06	6.31056868717725e-06	1.89540390721956e-08	3.79583480637575e-06	2.56411142605027e-06	2.57441541385516e-06	3.77053465967003e-06	3.33243617170812e-08	1.44189483416156e-05	2.27137433849199e-05	6.31056868717724e-06	6.76804385347754e-06	2.57441541385516e-06	6.31056868717724e-06	7.98455733603681e-06	1.69390755522382e-05	2.5541767994217e-06	3.07642937125909e-08	4.62470804230048e-08	1.44292523294205e-05	3.76354108486826e-06	2.01667157826109e-05	3.76354108486827e-06	1.70838237412792e-08	4.22101625116857e-06	4.22101625116856e-06	1.88592688768346e-08	6.99357480176133e-09	1.44018645178744e-05	4.22101625116856e-06	4.22101625116856e-06	3.76354108486826e-06	7.14919711270948e-09	4.22101625116855e-06	4.22101625116856e-06	4.22101625116856e-06	2.54702760230899e-06	2.73878115461702e-08	4.22101625116856e-06	2.54702760230899e-06	4.22101625116856e-06	4.22101625116856e-06	2.54702760230898e-06	3.76354108486826e-06	4.22101625116856e-06	2.54702760230899e-06	2.54702760230899e-06	2.54702760230899e-06	2.54702760230899e-06	4.22101625116856e-06	2.54702760230899e-06	0	3.76354108486826e-06
"Bombus_polaris"	0.0101881104092359	0.0101615609291443	0.0101304390028045	3.83429361646383e-05	1.50874151014677e-05	0.0100744335649505	0.010081305162512	0.0100833578913054	8.54191187063963e-06	0.0100680018709741	7.41627800856327e-06	2.79742992070453e-06	5.47218798852466e-06	2.37462006836443e-06	5.22541977888021e-06	5.15408315906363e-06	2.14475913381284e-06	6.45874430149617e-06	0	8.97004587729509e-07	8.97004587729509e-07	8.61008499617109e-07	0.0100385819676897	0.0100385819676897	9.47701953609779e-09	8.97004587729509e-07	8.16442833824816e-09	4.56082689830829e-06	0.0100385819676897	1.00385819676897	8.07304128956557e-05	0.000249647011697925	0.000207572390825274	0.00021195812775625	0.000207398210165977	0.000265046722813343	0.000265046722813343	0.000314994326334893	0.000182433075932332	0.000207214759059833	7.16640648364008e-07	4.26323013614591e-05	0.00033154562013472	0.000207026166371065	0.000314805733646124	6.78658454849896e-05	2.58302549885133e-05	4.70048316883929e-07	2.58156461096786e-05	0.000207026166371065	2.44932850147444e-07	6.31056868717725e-05	6.76804385347753e-05	2.56070807228029e-05	6.76804385347754e-05	6.76804385347755e-05	2.5529641524799e-05	6.31056868717725e-05	6.31056868717725e-05	1.89540390721956e-07	3.79583480637575e-05	2.56411142605027e-05	2.57441541385516e-05	3.77053465967003e-05	3.33243617170812e-07	0.000144189483416156	0.000227137433849199	6.31056868717724e-05	6.76804385347754e-05	2.57441541385516e-05	6.31056868717724e-05	7.98455733603681e-05	0.000169390755522382	2.5541767994217e-05	3.07642937125909e-07	4.62470804230048e-07	0.000144292523294205	3.76354108486826e-05	0.000201667157826109	3.76354108486827e-05	1.70838237412792e-07	4.22101625116857e-05	4.22101625116856e-05	1.88592688768346e-07	6.99357480176133e-08	0.000144018645178744	4.22101625116856e-05	4.22101625116856e-05	3.76354108486826e-05	7.14919711270948e-08	4.22101625116855e-05	4.22101625116856e-05	4.22101625116856e-05	2.54702760230899e-05	2.73878115461702e-07	4.22101625116856e-05	2.54702760230899e-05	4.22101625116856e-05	4.22101625116856e-05	2.54702760230898e-05	3.76354108486826e-05	4.22101625116856e-05	2.54702760230899e-05	2.54702760230899e-05	2.54702760230899e-05	2.54702760230899e-05	4.22101625116856e-05	2.54702760230899e-05	0	3.76354108486826e-05
"Smittia_extrema"	6.47649072604253e-05	0.0112388234382658	0.0112663778237173	1.25761384266158e-05	0.0112229943157416	2.37928715223914e-05	3.87801667708964e-06	3.01099487171985e-06	1.99627571109808e-05	9.81655609858323e-06	0.0112060063692715	0.0112147625553742	1.52672109790607e-06	4.72878714327297e-06	1.49383234232847e-05	0.0111950978588571	1.65883811258056e-08	3.13766806143375e-06	0	0.0111612323867739	0.0111612323867739	8.41945914184536e-09	8.97004587729509e-07	8.97004587729509e-07	7.04961954506382e-06	0.0111612323867739	9.39354541800886e-06	1.04856029160132e-06	8.97004587729509e-07	8.97004587729508e-05	1.00451091480965	8.91983209461267e-05	4.24303581742718e-05	0.000700765139225269	4.19324140601622e-05	4.19372337193525e-05	4.19372337193525e-05	0.000182320027110962	4.19424116640529e-05	0.000182414511373104	0.000794006771949348	0.000187846833671617	8.88139268281968e-05	4.21270824263336e-05	4.20325981641925e-05	0.000327255312432095	2.52583774255361e-07	2.46217266219589e-07	2.52294774378703e-07	4.21270824263337e-05	0.000281806362540265	4.1787184261728e-05	4.71051532003063e-05	2.00080295598715e-07	4.71051532003064e-05	4.71051532003065e-05	2.80131946732888e-07	4.1787184261728e-05	4.1787184261728e-05	0.000140992390901276	4.17821553966487e-05	5.61167410370679e-07	2.51741828341176e-07	0.000321994335877933	2.08049238771937e-07	4.54655380463753e-07	2.22132165585461e-07	4.1787184261728e-05	4.71051532003064e-05	2.51741828341176e-07	4.1787184261728e-05	8.85685129257322e-05	5.01810432756654e-07	1.6246521418859e-07	4.37423169667267e-07	0.00014037725850696	1.4522979843425e-07	4.16252719935769e-05	6.0219897434397e-08	4.1625271993577e-05	3.99255142219615e-07	4.69432409321555e-05	4.69432409321554e-05	0.00014028742894677	0.000280369063884356	5.54002382441377e-08	4.69432409321554e-05	4.69432409321554e-05	4.16252719935769e-05	5.52946037526854e-10	4.69432409321553e-05	4.69432409321554e-05	4.69432409321555e-05	1.61912268151063e-07	8.98295601901129e-08	4.69432409321554e-05	1.61912268151063e-07	4.69432409321554e-05	4.69432409321554e-05	1.61912268151063e-07	4.16252719935769e-05	4.69432409321554e-05	1.61912268151063e-07	1.61912268151063e-07	1.61912268151063e-07	1.61912268151063e-07	4.69432409321554e-05	1.61912268151063e-07	0	4.16252719935769e-05
