"Dracaena_reflexa"	"Stillingia_lineata"	"Myonima_violacea"	"Psiadia_terebinthina"	"Bertiera_zaluzania"	"Erythroxylum_macrocarpum"	"Homalanthus_populifolius"	"Croton_fothergillifolius"	"Molinaea_alternifolia"	"Olea_lancea"	"Psidium_cattleianum"	"Faujasiopsis_flexuosa"	"Claoxylon_linostachys"	"Aphloia_theiformis"	"Flagellaria_indica"	"Chassalia_coriacea"	"Antirhea_borbonica"	"Chaetocnema_sp1_M_PL_075"	"Stomorhina_lunata"	"Apis_mellifera"	"Technomyrmex_albipes"	"Dysauxes_florida"	"Allograpta_nasuta"	"Ophyra_capensis"	"Dioxyna_sororcula"	"Pachycerina_crinicornis"	"Ischiodon_aegyptius"	"Nacoleia_sp1_M_PL_075"	"Brachymyrmex_sp1_M_PL_075"	"Lygistorrhina_sp1_M_PL_075"	"Musca_domestica"	"Polistes_hebraeus"	"Melanostoma_bituberculatum"	"Panara_naso"	"Paragus_borbonicus"	"Chrysomya_megacephala"	"Fannia_pusio"	"Melanostoma_annulipes"	"Cerambycidae_sp1_M_PL_075"	"Episyrphus_sp1_M_PL_075"	"Eristalinus_flaveolus"	"Ornidia_obesa"	"Stomoxys_calcitrans"	"Agathidinae_sp1_M_PL_075"	"Cerambycidae_sp2_M_PL_075"	"Eumolpinae_sp1_M_PL_075"	"Eumolpinae_sp2_M_PL_075"	"Gelechioidea_sp1_M_PL_075"	"Henotesia_narcissus"	"Leptotes_pirithous"	"Mauritiborium_undulatus"	"Nacoleia_sp2_M_PL_075"	"Phorinia_sp1_M_PL_075"	"Stomoxys_niger"	"Syritta_sp1_M_PL_075"	"Villa_unifasciata"
"Dracaena_reflexa"	1.00484189388263	0.000242896039035176	0.000364581160623159	0.000293190308609751	0.000718655975517022	0.000954932402885205	0.000628673040400139	0.000552785655234011	0.000494316432405026	0.000298361310704072	0.000143983229066392	6.54169243595456e-05	6.15118100849415e-07	6.56488440499183e-05	6.57855792252234e-07	0.000175606118581628	0.000258795803021235	5.81291849134177e-05	0.00778661726687629	0.00775627264267866	2.69965824064603e-05	0.00776040768085438	0.00778189334909534	8.79253123470891e-06	2.0474871055504e-05	0.00777227687517015	0.00775158365386125	0.00774802067656974	4.05090178470177e-06	4.07140572139674e-06	1.50097231384627e-05	1.35149517913279e-05	3.88225970027126e-06	1.26744830209486e-05	2.05039366949805e-08	0.00772955302986634	1.00665588144124e-05	0.00773741144287135	6.39657878954999e-06	0.00773637397560124	0.00772955302986635	1.10093787150336e-05	4.05090178470177e-06	4.94316432405027e-06	5.52785655234012e-06	5.52785655234012e-06	6.82094573489432e-06	6.82094573489432e-06	0.00772955302986635	4.05090178470177e-06	6.82094573489432e-06	5.52785655234012e-06	6.82094573489432e-06	0.00772955302986634	2.20814580941069e-06	6.82094573489432e-06
"Stillingia_lineata"	0.00028705895522339	1.0032901745336	0.000277744990519676	0.000733440090109186	0.00046766251544531	0.000370566014778735	0.00112991846315613	0.000460882475368195	0.00104799580115609	0.000252790644098344	0.000253797385210909	0.000160431778152662	8.44819459186456e-07	0.00068783338090318	0.000388941706732172	0.000206866263822346	8.40602832781909e-05	0.00920622454993531	0.00920865932384457	2.87748184514389e-05	0.0091456754997805	2.97085347696522e-05	0.00917833695766532	0.00914849556102138	3.43146294689796e-05	0.00916846177072355	2.20158970043241e-05	1.10199847270022e-05	3.08605545021862e-06	3.11421609885817e-06	0.00914542370728826	3.58377956885772e-05	0.00915746268834643	9.54244223297394e-06	2.81606486395485e-08	2.20814580941069e-06	0.00913494374927669	1.63321265988623e-05	0.00913129748406023	4.85504591497308e-06	2.20814580941069e-06	1.31246156785508e-05	3.08605545021862e-06	1.04799580115609e-05	4.60882475368195e-06	4.60882475368195e-06	2.64690010556239e-06	2.64690010556239e-06	2.20814580941069e-06	3.08605545021862e-06	2.64690010556239e-06	4.60882475368195e-06	2.64690010556239e-06	2.20814580941069e-06	0.00912081976848724	2.64690010556239e-06
"Myonima_violacea"	0.00052661723201123	0.000339466099524048	1.00493519926593	0.000188973770021191	0.000747983593852575	0.000302465694749121	0.000115037788930268	0.000413802628058449	0.000843062311655496	0.000336958396984196	0.000393436961212752	8.49117625119147e-07	0.000561803774913072	0.00028118889480439	6.87004970411458e-07	0.000112854896352967	6.22669419324909e-07	3.83534104928142e-05	6.00540308403185e-05	0.0111975376232483	0.0111922868432698	0.011189681161022	0.0112158526894111	1.85464009368833e-05	3.48711556495873e-05	3.20203602019702e-05	2.53274740616444e-05	8.2200615362525e-06	0.0111659466585103	0.0111846734510074	1.29546509284019e-05	0.0111892757432212	1.0150128068849e-05	5.92229912664026e-06	1.87267924971024e-05	4.05090178470177e-06	4.52402781184697e-06	5.48887414633013e-06	5.78568073623564e-06	6.21137103290977e-06	4.05090178470177e-06	4.86009453422503e-06	0.0111659466585103	8.43062311655496e-06	4.13802628058449e-06	4.13802628058449e-06	2.16046924820801e-06	2.16046924820801e-06	4.05090178470177e-06	0.0111659466585103	2.16046924820801e-06	4.13802628058449e-06	2.16046924820801e-06	4.05090178470177e-06	3.08605545021862e-06	2.16046924820801e-06
"Psiadia_terebinthina"	0.00054449628741811	0.00115254871302872	0.000242966275741532	1.00239012962743	0.00054143569300233	0.00139423004898181	0.000720954542141138	0.000961346986764875	0.000255441594008284	0.000252165879695969	0.00053935129451971	0.00025099867973841	0.000288756697661966	0.000121733716372253	0.00013161805350806	0.000181208580382224	0.000131627430615423	0.0144042786949751	0.0144060829922727	2.34814168129574e-05	3.3080022281056e-05	0.0143540541044898	6.97571621300007e-05	1.60754744223775e-05	0.0143588966454678	0.0143768844125663	2.44364305986969e-05	2.03832743785592e-05	2.69962528601702e-06	1.23248485414159e-05	2.20440632898354e-05	1.90844100258004e-05	2.01019611576977e-05	1.59990720768966e-05	9.62522325539886e-06	4.1884329801393e-06	1.94896473497526e-05	1.32003647569035e-05	0.0143303367102505	1.41472190442951e-05	4.18843298013931e-06	0.0143298177807417	2.69962528601702e-06	2.55441594008284e-06	9.61346986764877e-06	9.61346986764876e-06	9.95878606415578e-06	9.95878606415578e-06	4.18843298013931e-06	2.69962528601702e-06	9.95878606415578e-06	9.61346986764876e-06	9.95878606415578e-06	4.1884329801393e-06	1.04777155729884e-05	9.95878606415578e-06
"Bertiera_zaluzania"	0.00133464681167447	0.000734898238556916	0.000961693192096168	0.000541435693002329	1.00161516811992	0.00104809915033915	0.000446862049791628	0.000829994052181374	0.00120055076782129	0.000551647597424555	0.000265852648709759	0.000120622658463042	1.07914041930618e-06	0.000121785117930906	9.89892578766625e-07	0.000324399887752821	1.28508234276357e-06	7.30464595959912e-05	0.0143950319687331	0.0143555368074609	0.0143464599371889	0.0143532612684856	0.0143914202812294	2.17310287042757e-05	2.69735360800334e-05	0.0143656557868654	0.0143385465601155	1.86307085749094e-05	1.06854799121796e-05	1.07214512594898e-05	2.42721763783984e-05	3.10526685128604e-05	9.77501565500113e-06	1.82997520941832e-05	3.59713473102061e-08	1.02665139359575e-05	1.22666687001855e-05	1.58522895583528e-05	1.44156886921091e-05	1.77529364383799e-05	1.02665139359575e-05	1.52212181167415e-05	1.06854799121796e-05	1.20055076782129e-05	8.29994052181374e-06	8.29994052181374e-06	7.48642250242247e-06	7.48642250242246e-06	1.02665139359575e-05	1.06854799121796e-05	7.48642250242246e-06	8.29994052181374e-06	7.48642250242247e-06	1.02665139359575e-05	6.68089307779015e-06	7.48642250242247e-06
"Erythroxylum_macrocarpum"	0.000886722945536262	0.000291159011611863	0.000194442232338721	0.000697115024490905	0.000524049575169573	1.0052578215984	0.000290301281341536	0.000338822884174984	0.000380439396596084	0.000198817339730769	0.000199018776989863	0.000125979161898528	5.30150779409831e-07	6.1092841660397e-05	6.59371600133012e-05	0.000522622059319652	6.61386609625357e-05	0.0072256936445881	0.00723492454281812	2.52426649447549e-05	1.94864146639036e-05	0.00721022786380855	0.00723333245333465	7.97861511303316e-06	2.09738281551191e-05	0.00723176379599333	0.00719852477362039	1.35161076247709e-05	2.16046924820801e-06	2.178140940855e-06	1.00800600882924e-05	1.14725597954761e-05	7.47107914773738e-06	0.00719783374672777	1.76716926469944e-08	6.82094573489432e-06	6.27566612233159e-06	1.04497117516635e-05	1.26056861697182e-05	0.007187233957152	6.82094573489432e-06	0.00719037179748126	2.16046924820801e-06	3.80439396596084e-06	3.38822884174985e-06	3.38822884174984e-06	0.00718041301141711	0.00718041301141711	6.82094573489432e-06	2.16046924820801e-06	0.00718041301141711	3.38822884174985e-06	0.00718041301141711	6.82094573489432e-06	2.64690010556239e-06	0.00718041301141711
"Homalanthus_populifolius"	0.00102159369065023	0.00155363788683967	0.000129417512546552	0.000630835224373496	0.000391004293567675	0.000508027242347688	1.00242702744414	0.000632311369636347	0.000768369616274193	0.000346464039093235	0.000597754480899405	0.00021983209476963	0.00025265617651452	0.000107320002123681	0.000115427666779781	0.00028399135491742	0.000115340005539675	0.0126142560104436	0.0126188448155081	3.12274581290982e-05	3.51545386325807e-05	3.38459724789224e-05	0.0126007395161023	2.44906770052855e-05	0.0125660498506933	0.0125863362024557	2.47566508069082e-05	1.99485269783489e-05	1.43797236162836e-06	9.85984491211236e-06	0.0125521455200039	2.37597581954504e-05	2.25783641815326e-05	1.30951445140165e-05	8.42187255048401e-06	7.85841300500174e-06	0.0125444618238412	0.0125381962560567	2.31359125662158e-05	1.14871790217709e-05	7.85841300500175e-06	1.26406977935334e-05	1.43797236162836e-06	7.68369616274193e-06	6.32311369636348e-06	6.32311369636347e-06	3.6287660167692e-06	3.6287660167692e-06	7.85841300500175e-06	1.43797236162836e-06	3.6287660167692e-06	6.32311369636348e-06	3.6287660167692e-06	7.85841300500174e-06	1.41239807894516e-05	3.6287660167692e-06
"Croton_fothergillifolius"	0.000718621351804215	0.000506970722905014	0.000372422365252604	0.000672942890735413	0.000580995836526961	0.000474352037844978	0.000505849095709078	1.00422114374835	0.000380692504794202	0.000177240653980709	0.000378607394234958	0.000176193298937873	0.000202669766703996	8.53944200232014e-05	9.23492748507104e-05	0.000126956845514498	0.000427607892840079	0.0101167626872566	0.0101067274864467	2.62037647521981e-05	0.0100630651540875	0.0100731789595477	5.23279747791758e-05	1.0550610302204e-05	0.0100724758278224	0.0100842047665676	2.10229509638457e-05	0.0100691196886779	4.13802628058449e-06	1.08936851707177e-05	1.47388634979874e-05	1.76519597138057e-05	1.13611489967975e-05	7.62012369223313e-06	6.75565889013321e-06	5.52785655234012e-06	1.09319384500454e-05	1.18509702487036e-05	1.42222946213307e-05	8.91608539408996e-06	5.52785655234012e-06	1.30016987093986e-05	4.13802628058449e-06	3.80692504794202e-06	0.0100422114374835	0.0100422114374835	3.38822884174984e-06	3.38822884174984e-06	5.52785655234012e-06	4.13802628058449e-06	3.38822884174984e-06	0.0100422114374835	3.38822884174984e-06	5.52785655234012e-06	4.60882475368195e-06	3.38822884174984e-06
"Molinaea_alternifolia"	0.000642611362126535	0.0011527953812717	0.000758756080489946	0.000178809115805799	0.000840385537474901	0.000532615155234518	0.000614695693019354	0.000380692504794202	1.0028555303239	0.000478481777577503	0.000529266482815541	0.00017614534879407	9.19348131380456e-07	0.000672218334065533	9.28596832761645e-05	0.000101987164649605	9.22408075836368e-05	0.0100974943584457	0.0101219934642566	0.0100658966427973	0.0100632783170933	3.55450300728038e-05	0.0101018495927488	0.0100558407196022	2.46610117447903e-05	4.86776332855385e-05	0.0100493083692072	1.33621297511741e-05	8.43062311655496e-06	8.46126805426764e-06	0.0100467189574133	0.0100643767143635	3.19284005270074e-05	7.20396612094768e-06	3.06449377126819e-08	4.94316432405027e-06	1.81636541743028e-05	1.26268604867922e-05	1.30343739516437e-05	8.74755829001111e-06	4.94316432405027e-06	6.35880990604369e-06	8.43062311655496e-06	0.010028555303239	3.80692504794202e-06	3.80692504794202e-06	3.80439396596084e-06	3.80439396596084e-06	4.94316432405027e-06	8.43062311655496e-06	3.80439396596084e-06	3.80692504794202e-06	3.80439396596084e-06	4.94316432405027e-06	1.04799580115609e-05	3.80439396596084e-06
"Olea_lancea"	0.000969674259788235	0.000695174271270447	0.000758156393214442	0.000441290289467945	0.000965383295492971	0.000695860689057693	0.00069292807818647	0.000443101634951773	0.00119620444394376	1.00119048343644	0.000690707919528364	0.000437919640887851	1.09160219620504e-06	0.000211998537488666	0.000229233425741735	0.000252559731912266	0.000229242451437143	0.0251310450285594	0.0251346714208409	0.0250713983129784	4.49279767516327e-05	4.53797794630068e-05	0.0251135829296724	2.35817739791128e-05	3.32473094496886e-05	6.03558443486002e-05	3.81827006359225e-05	2.33521716889767e-05	8.42395992460491e-06	8.4603466644784e-06	2.69434115192271e-05	3.95001261918265e-05	2.3081400826762e-05	1.33890912236781e-05	3.63867398735014e-08	7.45903276760181e-06	1.49813670797895e-05	1.61206337449327e-05	1.26239130948578e-05	1.2429466260871e-05	7.45903276760181e-06	1.12745804856684e-05	8.42395992460491e-06	1.19620444394376e-05	4.43101634951773e-06	4.43101634951773e-06	4.97043349326923e-06	4.97043349326923e-06	7.45903276760181e-06	8.42395992460491e-06	4.97043349326923e-06	4.43101634951773e-06	4.97043349326923e-06	7.45903276760181e-06	6.31976610245861e-06	4.97043349326923e-06
