"Nephrosperma_vanhoutteanum"	"Chrysobalanus_icaco"	"Memecylon_eleagni"	"Erythroxylum_sechellarum"	"Dillenia_ferruginea"	"Phoenicophorium_borsigianum"	"Northea_hornei"	"Roscheria_melanochaetes"	"Campnosperma_seychellarum"	"Psychotria_pervillei"	"Apis_mellifera"	"Lasioglossum_mahense"	"Unidentified_sp2_M_PL_121"	"Rhiparida_seychellensis"	"Neophyllomyza_approximatonervis"	"Phelsuma_sp1_M_PL_121"	"Unidentified_sp4_M_PL_121"	"Unidentified_sp6_M_PL_121"	"Unidentified_sp1_M_PL_121"	"Hemipyrellia_germana"	"Ornidia_obesa"	"Unidentified_sp3_M_PL_121"	"Cratopus_aurostriatus"	"Polistes_olivaceus"	"Simosyrphus_aegyptius"	"Unidentified_sp5_M_PL_121"	"Forcipomyia_litoraurea"	"Forcipomyia_sp1_M_PL_121"	"Lygistorrhina_sp1_M_PL_121"	"Nectarinia_dussumieri"	"Pachycerina_seychellensis"	"Unidentified_sp7_M_PL_121"	"Xylocopa_caffra"
"Nephrosperma_vanhoutteanum"	1.00463049969931	0.000896905834981008	0.000285843500466258	0.000285843500466258	0.000900292709813595	0.00160871367310351	0.000362468124055699	0.000462274911265705	0.000306908250575399	0.000361259896975513	0.00921749001203646	0.00919273560327952	0.00913300454272097	0.00916121127967566	0.0091608180454892	0.0091832587292854	2.78135027682223e-05	9.52811668220858e-06	1.53454125287699e-05	0.00916828851302141	5.53928912142276e-05	7.70458185442841e-06	0.00915311346363477	0.0091554271885955	9.52811668220858e-06	0.00915311346363477	7.70458185442841e-06	7.70458185442842e-06	0.00913300454272097	1.20822708018566e-05	1.28613244259085e-05	2.01089209137939e-05	1.28613244259085e-05
"Chrysobalanus_icaco"	0.00246649104619777	1.00329026265887	0.000362480071058289	0.000362480071058289	0.00204403278446357	0.000846412277026451	0.000362619215777571	3.08917222853342e-06	1.7323192692619e-06	0.000361410485058312	0.0251882028502119	8.64200919611968e-05	2.24226458745252e-05	5.17097301874679e-05	3.30542855411647e-05	6.31606307828571e-05	1.06316396666395e-05	1.20826690352763e-05	8.66159634630953e-08	0.0251338796806958	0.0251220371882841	5.14862038088902e-08	3.30027993373558e-05	0.0251046792123463	1.20826690352763e-05	3.30027993373558e-05	5.14862038088902e-08	5.14862038088903e-08	2.24226458745252e-05	1.20873071925857e-05	2.92004683494796e-05	1.05801534628306e-05	2.92004683494796e-05
"Memecylon_eleagni"	0.00104809283504294	0.000483306761411051	1.00438708297971	0.00104260137436004	0.00104528368874079	0.000565867103069831	0.000482900556380321	0.000563763084206445	8.20830228425402e-07	0.000481290887859053	0.0335910274512504	0.0335552529428013	9.52811668220859e-06	2.45017823184983e-05	2.59975068740222e-05	5.67626850762115e-05	1.64693901918136e-05	3.47533791453345e-05	4.10415114212701e-08	3.65434098423533e-05	3.40886319485176e-05	9.39605140344074e-06	1.66014554705815e-05	2.16107857174849e-05	0.033479569432657	1.66014554705815e-05	9.39605140344074e-06	9.39605140344075e-06	9.52811668220858e-06	1.60966852126774e-05	1.49326241248684e-05	7.07333878837289e-06	1.49326241248684e-05
"Erythroxylum_sechellarum"	0.00104809283504294	0.000483306761411051	0.00104260137436004	1.00438708297971	0.00104528368874079	0.000565867103069831	0.000482900556380321	0.000563763084206445	8.20830228425402e-07	0.000481290887859053	0.0335910274512504	0.0335552529428013	9.52811668220859e-06	2.45017823184983e-05	2.59975068740222e-05	5.67626850762115e-05	1.64693901918136e-05	0.033479569432657	4.10415114212701e-08	3.65434098423533e-05	3.40886319485176e-05	9.39605140344074e-06	1.66014554705815e-05	2.16107857174849e-05	3.47533791453345e-05	1.66014554705815e-05	9.39605140344074e-06	9.39605140344075e-06	9.52811668220858e-06	1.60966852126774e-05	1.49326241248684e-05	7.07333878837289e-06	1.49326241248684e-05
"Dillenia_ferruginea"	0.00141474568684993	0.00116801873397918	0.000447978723746052	0.000447978723746052	1.00475649462881	0.00072549193800596	0.000208001055115303	0.000242894720232565	0.000482098172262043	0.000207307718264919	0.0144428900044252	0.0144095076762209	1.28613244259085e-05	0.014390630442022	2.59782189881924e-05	3.92287280680724e-05	1.31168945622839e-05	1.49326241248684e-05	2.41049086131021e-05	0.0143957260017584	0.0143919333265575	4.04824533720942e-06	2.1929973650983e-05	4.20617927753881e-05	1.49326241248684e-05	2.1929973650983e-05	4.04824533720942e-06	4.04824533720942e-06	1.28613244259085e-05	6.93336850384344e-06	0.014353664208983	9.06864922507452e-06	0.014353664208983
"Phoenicophorium_borsigianum"	0.00221198130051732	0.000423206138513226	0.000212200163651186	0.000212200163651186	0.000634805445755216	1.0045066825642	0.000317275330232029	0.00126546213560165	9.79113091908334e-07	0.000316217745797922	8.02911328094085e-05	0.0126207488153615	2.01089209137939e-05	2.92265257934638e-05	0.0125975334885596	0.0126028291845972	0.0125774245676458	7.07333878837288e-06	4.89556545954167e-08	3.9757723601699e-05	0.0125759823347404	2.10910355933608e-05	0.0125764424529663	3.06890743766245e-05	7.07333878837288e-06	0.0125764424529663	2.10910355933608e-05	2.10910355933608e-05	2.01089209137938e-05	1.05758443410676e-05	9.06864922507451e-06	0.0125563335320525	9.06864922507451e-06
"Northea_hornei"	0.00132904978820423	0.000483492287703428	0.000482900556380321	0.000482900556380321	0.00048533579526904	0.000846067547285411	1.00466859572047	2.32933921780493e-06	6.38108701533559e-07	0.00131970040139989	0.0336182345276759	6.18236763924192e-05	1.20822708018566e-05	1.90475447407767e-05	2.2696937463221e-05	0.0335775963258952	1.06146666613644e-05	1.60966852126774e-05	3.1905435076678e-08	3.11029464982858e-05	2.95965200374968e-05	3.88223202967488e-08	2.26581151429243e-05	2.41695779944423e-05	1.60966852126774e-05	2.26581151429243e-05	3.88223202967488e-08	3.88223202967489e-08	1.20822708018566e-05	0.0334889531906823	6.93336850384343e-06	1.05758443410677e-05	6.93336850384343e-06
"Roscheria_melanochaetes"	0.000847504003987125	2.05944815235561e-06	0.000281881542103222	0.000281881542103222	0.000283377173604659	0.00168728284746886	1.16466960890247e-06	1.00671430369643	3.94390174216035e-07	1.16078737687279e-06	3.06932778914686e-05	0.0168302076938657	7.70458185442841e-06	1.17725467003486e-05	0.0168073673457216	2.88924791369296e-05	0.0167996627638672	9.39605140344074e-06	1.97195087108017e-08	1.18043133954467e-05	2.51907671343791e-05	0.0167785717282738	2.87956174477892e-05	7.7560680582373e-06	9.39605140344074e-06	2.87956174477892e-05	0.0167785717282738	0.0167785717282738	7.70458185442841e-06	3.88223202967489e-08	4.04824533720942e-06	2.10910355933608e-05	4.04824533720942e-06
"Campnosperma_seychellarum"	0.00168799537816469	3.46463853852381e-06	1.2312453426381e-06	1.2312453426381e-06	0.00168734360291715	3.91645236763334e-06	9.57163052300339e-07	1.1831705226481e-06	1.00671273323225	9.5397250879267e-07	3.9698624188694e-05	3.96010793280208e-05	1.53454125287699e-05	0.0503750869827545	1.54140876920762e-05	1.54739722438817e-05	6.86751633062185e-08	4.10415114212701e-08	0.0503356366616126	3.95369371053352e-05	2.42404802311607e-05	1.97195087108017e-08	1.53943681833653e-05	1.5432028492233e-05	4.10415114212701e-08	1.53943681833653e-05	1.97195087108017e-08	1.97195087108017e-08	1.53454125287699e-05	3.1905435076678e-08	2.41049086131022e-05	4.89556545954168e-08	2.41049086131022e-05
"Psychotria_pervillei"	0.00198692943336532	0.000722820970116625	0.00072193633178858	0.00072193633178858	0.000725577013927215	0.00126487098319169	0.00197955060209984	3.48236213061837e-06	9.53972508792671e-07	1.00197295210009	0.0502592606188755	9.24263962066667e-05	1.80629948487757e-05	2.84760793874612e-05	3.39319215075154e-05	0.0501985065072133	1.58689266587398e-05	2.40645443929527e-05	4.76986254396335e-08	4.64989050149372e-05	4.42467974560577e-05	5.80393688436395e-08	3.38738821386718e-05	3.61335191016912e-05	2.40645443929527e-05	3.38738821386718e-05	5.80393688436395e-08	5.80393688436395e-08	1.80629948487756e-05	6.59850200699946e-05	1.03653859132459e-05	1.58108872898961e-05	1.03653859132459e-05
