"Pectis_tenuifolia"	"Chiococa_alba"	"Darwiniothamnus_tenuifolius"	"Opuntia_echios"	"Scalesia_affinis"	"Waltheria_ovata"	"Cordia_lutea"	"Cordia_revoluta"	"Jasminoserius_thouarsii"	"Lippia_rosmarinifolia"	"Passiflora_foetida"	"Plumbago_scandens"	"Xylocopa_darwini"	"Lepidanthrax_tinctus"	"Halmenus_cuspidatus"	"Phoebis_sennae"	"Unidentified_sp1_M_PL_042"	"Unidentified_sp2_M_PL_042"
"Pectis_tenuifolia"	1.00567985030296	0.000653629817504819	0.000653629817504819	0.000653629817504819	0.000653629817504819	0.000653629817504819	0.000230602142104945	0.000230602142104945	0.000230602142104945	0.000230602142104945	0.000230602142104945	0	0.025366235631544	0.0252509345604915	0.00010893830291747	0	0.025141996257574	0.025141996257574
"Chiococa_alba"	0.000871506423339759	1.00153894537581	0.00153894537580909	0.00153894537580909	0.00153894537580909	0.00153894537580909	0.000306955359724977	0.000306955359724977	0.000306955359724977	0.000306955359724977	0.000306955359724977	0	0.0337650895697475	0.033611611889885	0.0335898242293015	0	2.1787660583494e-05	2.1787660583494e-05
"Darwiniothamnus_tenuifolius"	0.000871506423339759	0.00153894537580909	1.00153894537581	0.00153894537580909	0.00153894537580909	0.00153894537580909	0.000306955359724977	0.000306955359724977	0.000306955359724977	0.000306955359724977	0.000306955359724977	0	0.0337650895697475	0.033611611889885	0.0335898242293015	0	2.1787660583494e-05	2.1787660583494e-05
"Opuntia_echios"	0.000871506423339759	0.00153894537580909	0.00153894537580909	1.00153894537581	0.00153894537580909	0.00153894537580909	0.000306955359724977	0.000306955359724977	0.000306955359724977	0.000306955359724977	0.000306955359724977	0	0.0337650895697475	0.033611611889885	0.0335898242293015	0	2.1787660583494e-05	2.1787660583494e-05
"Scalesia_affinis"	0.000871506423339759	0.00153894537580909	0.00153894537580909	0.00153894537580909	1.00153894537581	0.00153894537580909	0.000306955359724977	0.000306955359724977	0.000306955359724977	0.000306955359724977	0.000306955359724977	0	0.0337650895697475	0.033611611889885	0.0335898242293015	0	2.1787660583494e-05	2.1787660583494e-05
"Waltheria_ovata"	0.000871506423339759	0.00153894537580909	0.00153894537580909	0.00153894537580909	0.00153894537580909	1.00153894537581	0.000306955359724977	0.000306955359724977	0.000306955359724977	0.000306955359724977	0.000306955359724977	0	0.0337650895697475	0.033611611889885	0.0335898242293015	0	2.1787660583494e-05	2.1787660583494e-05
"Cordia_lutea"	0.000922408568419781	0.000920866079174931	0.000920866079174931	0.000920866079174931	0.000920866079174931	0.000920866079174931	1.00091485422734	0.000914854227343132	0.000914854227343132	0.000914854227343132	0.000914854227343132	0	0.100633965007744	0.000176537894072983	0.000153477679862489	0	2.30602142104945e-05	2.30602142104945e-05
"Cordia_revoluta"	0.000922408568419781	0.000920866079174931	0.000920866079174931	0.000920866079174931	0.000920866079174931	0.000920866079174931	0.000914854227343132	1.00091485422734	0.000914854227343132	0.000914854227343132	0.000914854227343132	0	0.100633965007744	0.000176537894072983	0.000153477679862489	0	2.30602142104945e-05	2.30602142104945e-05
"Jasminoserius_thouarsii"	0.000922408568419781	0.000920866079174931	0.000920866079174931	0.000920866079174931	0.000920866079174931	0.000920866079174931	0.000914854227343132	0.000914854227343132	1.00091485422734	0.000914854227343132	0.000914854227343132	0	0.100633965007744	0.000176537894072983	0.000153477679862489	0	2.30602142104945e-05	2.30602142104945e-05
"Lippia_rosmarinifolia"	0.000922408568419781	0.000920866079174931	0.000920866079174931	0.000920866079174931	0.000920866079174931	0.000920866079174931	0.000914854227343132	0.000914854227343132	0.000914854227343132	1.00091485422734	0.000914854227343132	0	0.100633965007744	0.000176537894072983	0.000153477679862489	0	2.30602142104945e-05	2.30602142104945e-05
