"Diplopterys_pubipetala"	"Byrsonima_gardnerana"	"Banisteriopsis_muricata"	"Heteropterys_sp1_M_PL_059"	"Heteropterys_sp2_M_PL_059"	"Dicella_bracteosa"	"Carolus_chasei"	"Stigmaphyllon_paralias"	"Banisteriopsis_stellaris"	"Banisteriopsis_schizoptera"	"Stigmaphyllon_auriculatum"	"Stigmaphyllon_ciliatum"	"Janusia_anisandra"	"Centris_aenea"	"Centris_fuscata"	"Centris_caxiensis"	"Centris_tarsata"	"Centris_flavifrons"	"Centris_trigonoides"	"Centris_obsoleta"	"Epicharis_sp1_M_PL_059"	"Apis_mellifera"	"Centris_sp1_M_PL_059"	"Centris_sp2_M_PL_059"	"Xylocopa_sp1_M_PL_059"	"Xylocopa_grisescens"
"Diplopterys_pubipetala"	1.00251121102402	0.000838191732089104	0.0014020985292053	0.00111903476151686	0.00123713675282641	0.000558633210723675	0.000398460285114249	0.000173505699651608	0.000398460285114249	0.000398460285114249	0.000446164026014879	0.000333678625261034	0.000285974884360403	0.0112778704773545	0.0112778704773545	0.0112485400753846	0.0112469184708795	0.0112121047926598	0.0111823589269347	1.16841544100442e-05	0.0111823589269347	0.0111823408546172	0.0111390134558224	1.16841544100442e-05	2.56720889290049e-05	1.16841544100442e-05
"Byrsonima_gardnerana"	0.00125728759813366	1.00125341692963	0.00126009010988232	0.000838776237320188	0.00101628306869581	0.000835253282344255	0.000595645739126557	0.00025936827735352	0.000595645739126557	0.000595645739126557	0.000667126693149956	0.000498975820571218	0.000427494866547819	0.0168589380279788	0.0168589380279788	0.0168150872578738	0.01681265891943	0.0167725280252389	4.94736456364707e-05	1.0500750915686e-05	4.94736456364708e-05	0.0167265458914972	1.39698622014851e-05	1.0500750915686e-05	2.09854538821884e-05	1.0500750915686e-05
"Banisteriopsis_muricata"	0.00105157389690398	0.000630045054941162	1.00397946609191	0.00125946827847854	0.000929983024550452	0.000419995906744389	0.00029957344983187	0.000130446378111329	0.00029957344983187	0.00029957344983187	0.00033543846672277	0.000250868835023848	0.000215003818132948	0.00847901457723635	0.00847901457723635	0.00845696316989222	0.00845574400216192	0.00842957198387634	0.0084072085304362	0.00836649555076588	0.0084072085304362	0.0084019659278709	1.16841544100442e-05	0.00836649555076588	0.00838223890424686	0.00836649555076588
"Heteropterys_sp1_M_PL_059"	0.00125891410670647	0.000629082177990141	0.00188920241771781	1.00188308919184	0.00107749616734353	0.000627691958156215	0.000447672812245175	0.000194934846817855	0.000447672812245175	0.000447672812245175	0.000501332092835469	0.000374953992728895	0.000321294712138601	0.0126707650431606	0.0126707650431606	0.0126378100106575	0.0126359865320745	0.0126013402137727	0.0125686627052886	1.57433534809818e-05	0.0125686627052886	5.56087933570667e-05	1.39879345189607e-05	1.57433534809818e-05	0.012539281968379	1.57433534809818e-05
"Heteropterys_sp2_M_PL_059"	0.0015906043964911	0.000871099773167837	0.00159425661351506	0.00123142419124975	1.0015875832022	0.000512252992436312	0.000510999136359918	0.000222428224787066	0.000510999136359918	0.000510999136359918	0.000367952409233042	0.000223682080863461	0.000366728807990336	0.0144578346111593	0.0144578346111593	0.0144270328369581	0.014430058320327	8.77699253476134e-05	0.0143547457020988	1.32854717792922e-05	0.0143547457020988	0.014353871229261	1.76733821832345e-05	1.32854717792922e-05	2.8678274169914e-05	1.32854717792922e-05
"Dicella_bracteosa"	0.00100553977930261	0.00100230393881311	0.00100799017618653	0.00100430713304994	0.000717154189410837	1.00100114087112	0.000713872547646652	0.000310849058534272	0.000713872547646652	0.000713872547646652	0.000799643690982387	0.000598117382004602	0.000512346238668867	0.0202051888047277	0.0202051888047277	0.0201526308977785	0.0201497180134596	0.0201087826429231	4.23714813612118e-05	8.39991813488779e-06	4.23714813612118e-05	4.65227078449726e-05	1.11726642144735e-05	8.39991813488778e-06	2.09537572980121e-05	8.39991813488778e-06
"Carolus_chasei"	0.00089653564150706	0.000893468608689836	0.00089872034949561	0.000895345624490351	0.000894248488629856	0.000892340684558315	1.00089104968239	0.000387856656578216	0.000891049682393897	0.000891049682393897	0.000640717681417366	0.000389147658742635	0.000639479659719166	0.0252106826775841	0.0252106826775841	0.0251570022674731	0.0251623003140949	9.03701515093012e-05	4.14176420887803e-05	7.48933624579675e-06	4.14176420887803e-05	4.51169652608148e-05	9.96150712785623e-06	7.48933624579675e-06	1.86811565519261e-05	7.48933624579675e-06
"Stigmaphyllon_paralias"	0.000780775648432237	0.000778104832060559	0.000782678268667971	0.000779739387271422	0.000778498786754732	0.000777122646335679	0.000775713313156433	1.00077280620417	0.000775713313156433	0.000775713313156433	0.000775636997823958	0.000774215537347006	0.000774291852679482	0.0502324032709044	0.0502324032709044	0.000142146047695114	0.000148564851172164	9.86533225472616e-05	3.60657574683929e-05	6.52231890556643e-06	3.60657574683929e-05	3.92874289951761e-05	8.67528498258041e-06	6.52231890556642e-06	1.62690612464592e-05	6.52231890556643e-06
"Banisteriopsis_stellaris"	0.00089653564150706	0.000893468608689836	0.00089872034949561	0.000895345624490351	0.000894248488629856	0.000892340684558315	0.000891049682393897	0.000387856656578216	1.00089104968239	0.000891049682393897	0.000640717681417366	0.000389147658742635	0.000639479659719166	0.0252106826775841	0.0252106826775841	0.0251570022674731	0.0251623003140949	9.03701515093012e-05	4.14176420887803e-05	7.48933624579675e-06	4.14176420887803e-05	4.51169652608148e-05	9.96150712785623e-06	7.48933624579675e-06	1.86811565519261e-05	7.48933624579675e-06
"Banisteriopsis_schizoptera"	0.00089653564150706	0.000893468608689836	0.00089872034949561	0.000895345624490351	0.000894248488629856	0.000892340684558315	0.000891049682393897	0.000387856656578216	0.000891049682393897	1.00089104968239	0.000640717681417366	0.000389147658742635	0.000639479659719166	0.0252106826775841	0.0252106826775841	0.0251570022674731	0.0251623003140949	9.03701515093012e-05	4.14176420887803e-05	7.48933624579675e-06	4.14176420887803e-05	4.51169652608148e-05	9.96150712785623e-06	7.48933624579675e-06	1.86811565519261e-05	7.48933624579675e-06
"Stigmaphyllon_auriculatum"	0.00100386905853348	0.00100069003972493	0.00100631540016831	0.00100266418567094	0.000643916716157824	0.000999554613727983	0.000640717681417366	0.000387818498911979	0.000640717681417366	0.000640717681417366	1.00099816492506	0.000746655431222596	0.000389208187580303	0.0252082024292786	0.0252082024292786	0.0251509493837062	0.000138968866832442	0.0251185852617432	4.1272174870154e-05	8.38596166806925e-06	4.1272174870154e-05	4.54170398780162e-05	1.1154100650372e-05	8.38596166806925e-06	2.0919263988956e-05	8.38596166806925e-06
"Stigmaphyllon_ciliatum"	0.0010010358757831	0.000997951641142436	0.00100347534009539	0.000999877313943719	0.000521924855348075	0.000996862303341003	0.00051886354499018	0.000516143691564671	0.00051886354499018	0.00051886354499018	0.000995540574963461	1.00099414244992	0.000517465419942212	0.0335493399517036	0.0335493399517036	0.000139812504796785	0.000132172837754106	0.0334599130845576	3.94394511292412e-05	8.36229450079493e-06	3.94394511292412e-05	4.35735120573187e-05	1.11226208420345e-05	8.36229450079492e-06	2.08607609250914e-05	8.36229450079492e-06
"Janusia_anisandra"	0.00085792465308121	0.000854989733095639	0.000860015272531791	0.000856785899036269	0.000855700551977451	0.000853910397781446	0.000852639546292221	0.000516194568452988	0.000852639546292221	0.000852639546292221	0.000518944250107071	0.000517465419942212	1.00085116071613	0.0335526469494442	0.0335526469494442	0.000147883016485893	0.0334966147674374	8.89596042457051e-05	3.96334074207429e-05	7.16679393776493e-06	3.96334074207429e-05	4.31734125677169e-05	9.53249614534678e-06	7.16679393776492e-06	1.78766176757183e-05	7.16679393776493e-06
"Centris_aenea"	0.00780775648432236	0.00778104832060559	0.00782678268667971	0.00779739387271422	0.00778498786754732	0.00777122646335679	0.00775713313156433	0.0077280620416776	0.00775713313156433	0.00775713313156433	0.00775636997823958	0.00774215537347006	0.00774291852679481	1.00232403270904	0.00232403270904385	0.00142146047695114	0.00148564851172164	0.000986533225472616	0.000360657574683929	6.52231890556643e-05	0.000360657574683929	0.000392874289951761	8.6752849825804e-05	6.52231890556642e-05	0.000162690612464592	6.52231890556643e-05
"Centris_fuscata"	0.00780775648432237	0.00778104832060559	0.00782678268667971	0.00779739387271422	0.00778498786754732	0.00777122646335679	0.00775713313156433	0.0077280620416776	0.00775713313156433	0.00775713313156433	0.00775636997823958	0.00774215537347006	0.00774291852679482	0.00232403270904385	1.00232403270904	0.00142146047695114	0.00148564851172164	0.000986533225472616	0.000360657574683929	6.52231890556643e-05	0.000360657574683929	0.000392874289951761	8.67528498258041e-05	6.52231890556643e-05	0.000162690612464592	6.52231890556643e-05
"Centris_caxiensis"	0.0101236860678461	0.0100890523547243	0.0101483558038707	0.010110248008526	0.0100989229858707	0.0100763154488892	0.0100628009069892	2.84292095390228e-05	0.0100628009069892	0.0100628009069892	0.0100603797534825	4.19437514390356e-05	4.43649049457677e-05	0.00184789862003648	0.00184789862003648	1.00184360020435	0.0015935695406745	0.000946017933000895	0.000467703460928924	8.45696316989223e-05	0.000467703460928924	0.000509476233401087	0.000112485400753846	8.45696316989222e-05	0.000210947731805497	8.45696316989223e-05
"Centris_tarsata"	0.0101222266237916	0.010087595351658	0.0101468928025943	0.0101087892256596	0.0101010408242289	0.0100748590067298	0.010064920125638	2.97129702344329e-05	0.010064920125638	0.010064920125638	5.55875467329767e-05	3.96518513262317e-05	0.0100489844302312	0.00193134306523814	0.00193134306523814	0.0015935695406745	1.00192714599968	0.000695721676425921	0.00046768707325443	8.45574400216192e-05	0.00046768707325443	0.000509453797127984	0.000112469184708795	8.45574400216192e-05	0.000210917305342365	8.45574400216192e-05
"Centris_flavifrons"	0.0144155633048483	0.0143764525930619	0.0144506948295023	0.0144015316728831	8.77699253476134e-05	0.0143634161735165	5.16400865767436e-05	2.81866635849319e-05	5.16400865767436e-05	5.16400865767436e-05	0.0143534772924247	0.0143399627505247	3.81255446767308e-05	0.00183213313302057	0.00183213313302057	0.00135145419000128	0.000993888109179887	1.00182432608578	0.000461868384509379	0.000120422456912519	0.000461868384509379	0.000521456781816037	0.000160172925609426	0.000120422456912519	0.000300441602823558	0.000120422456912519
