"Pandanus_barklyi"	"Syzygium_coriaceum"	"Pittosporum_senacia"	"Aphloia_theiformis"	"Gaertnera_sp1_M_PL_067"	"Tabernaemontana_persicarifolia"	"Diospyros_revaughanii"	"Psiadia_terebinthina"	"Stillingia_lineata"	"Gaertnera_rotundifolia"	"Euodia_obtusifolia"	"Turraea_rigida"	"Gaertnera_petrinensis"	"Labourdonnaisia_callophylloides"	"Phyllanthus_phillyreifolius"	"Euodia_chapelieri"	"Ochna_mauritiana"	"Cordemoya_integrifolia"	"Smilax_anceps"	"Apis_mellifera"	"Nacoleia_sp1_M_PL_067"	"Technomyrmex_albipes"	"Villa_unifasciata"	"Phorinia_sp1_M_PL_067"	"Paragus_borbonicus"	"Pachycerina_crinicornis"	"Phelsuma_cepediana"	"Chrysomya_megacephala"	"Hippotion_eson"	"Nogodinidae_sp1_M_PL_067"	"Brachymyrmex_sp1_M_PL_067"	"Lecithoceridae_sp1_M_PL_067"	"Episyrphus_sp1_M_PL_067"	"Eristalinus_flaveolus"	"Ischiodon_aegyptius"	"Musca_domestica"	"Nacoleia_sp2_M_PL_067"	"Syritta_sp1_M_PL_067"	"Allograpta_nasuta"	"Cephonodes_trochilus"	"Fannia_pusio"	"Lygaeidae_sp1_M_PL_067"	"Melanagromyza_sojae"	"Pheidole_megacephala"	"Sarrothripinae_sp1_M_PL_067"	"Stomorhina_lunata"	"Zosterops_mauritianus"
"Euodia_obtusifolia"	8.77695704064036e-07	0.00104912695347373	0.00152761743541966	0.00152271849891355	0.000375520823098131	5.16028128926282e-07	1.38761526070691e-06	0.000857736525666299	0.000677989434857951	5.11713469205767e-07	1.00152184805303	0.000852600536025653	1.38678195547989e-06	8.76227985495367e-07	0.000481878422625345	0.0003744346600175	0.000852600536025653	8.70445879755856e-07	5.11713469205767e-07	6.96356703804685e-05	4.09370775364614e-05	0.0335628321358553	0.0335818354962091	0.0334623758504071	5.21261801626229e-05	4.02462861664037e-05	8.58403736357859e-08	4.02462861664037e-05	9.38802057745328e-06	1.225337893809e-05	6.16354031689046e-06	5.18913191485488e-08	2.19423926016009e-08	3.40827458495133e-05	2.19423926016009e-08	2.1151068223658e-05	4.6226065182663e-08	6.16354031689046e-06	6.16354031689046e-06	9.38802057745328e-06	6.16354031689046e-06	1.225337893809e-05	6.16354031689046e-06	2.40939211312673e-05	1.72009376308761e-08	6.16354031689046e-06	2.92075995165122e-08
"Turraea_rigida"	8.3932563481799e-07	0.000565302789178239	0.00128315798019823	0.00127973309747022	0.000562161478557243	6.13049303793078e-07	1.44613481275767e-06	0.00128339396578424	5.38389968390883e-06	6.08176388758166e-07	0.00127890080403848	1.00127692505349	1.44528744531319e-06	8.37922080244716e-07	0.000721791516290952	0.000560104097352011	0.0012769250534852	8.32293431737315e-07	6.08176388758166e-07	6.65834745389852e-05	4.86541111006533e-05	0.0502727791096648	0.0502868245298129	9.87875276642148e-05	5.44641030525027e-05	2.41641734261766e-05	8.50672471975486e-08	2.41641734261766e-05	1.40540369639311e-05	1.83341995112035e-05	4.89445425809894e-08	5.65883471120443e-08	2.09831408704498e-08	2.41152288835956e-05	2.09831408704498e-08	8.12469867369869e-06	4.81762481771064e-08	4.89445425809894e-08	4.89445425809894e-08	1.40540369639311e-05	4.89445425809894e-08	1.83341995112035e-05	4.89445425809894e-08	3.60895758145476e-05	2.04349767931026e-08	4.89445425809894e-08	2.79307360081572e-08
"Gaertnera_petrinensis"	0.00042356616979611	2.45132719576812e-06	0.000842860378194295	0.000421309369157021	0.000422919414993052	0.000423488728171106	0.000843525438024332	0.00084391777552731	1.44271769528001e-06	0.00042031687773272	1.38678195547989e-06	9.63524963542128e-07	1.00418753123572	0.000422857865164345	4.77974651432612e-07	7.91532170509062e-07	9.63524963542128e-07	0.000419922587201541	0.00042031687773272	0.0335938069761233	0.0336253502186176	3.32909344722814e-05	4.39146166830011e-05	2.11628495968881e-05	1.21436794056953e-05	1.05838893027799e-05	4.57725523676559e-05	1.05838893027799e-05	1.05729853748263e-05	1.20559682218187e-05	1.31156154116365e-08	3.52044268896452e-05	1.05891542449028e-05	1.05707736873682e-05	1.05891542449028e-05	4.8134575351181e-08	0.0334729177078573	1.31156154116365e-08	1.31156154116365e-08	1.05729853748263e-05	1.31156154116365e-08	1.20559682218187e-05	1.31156154116365e-08	2.38987325716306e-08	1.41162909390369e-05	1.31156154116365e-08	1.40952621721448e-05
"Labourdonnaisia_callophylloides"	0.00154750122813981	1.3355353714407e-06	0.000422944089358697	0.000421521176852289	1.05336014649419e-06	2.74524105089913e-06	0.00154249981224651	0.000423368944380838	8.30065727570846e-07	8.03390080336499e-07	8.76227985495367e-07	5.58614720163144e-07	0.000422857865164345	1.0048893950388	3.15488899234093e-07	3.97068423596537e-07	5.58614720163144e-07	0.000420644948866794	8.03390080336499e-07	0.0336515959093435	6.42712064269199e-05	2.19738018316546e-05	2.20232938882699e-05	1.58806632666112e-05	6.09460632685263e-06	5.31342624578741e-06	0.0335735631939695	5.31342624578741e-06	2.63340036623548e-08	6.04812777686912e-06	7.54605206882588e-09	3.86540033411926e-05	3.86875307034952e-05	5.30588019371858e-06	3.86875307034952e-05	2.6625128803693e-08	1.40952621721448e-05	7.54605206882588e-09	7.54605206882587e-09	2.63340036623548e-08	7.54605206882588e-09	6.04812777686912e-06	7.54605206882587e-09	1.57744449617047e-08	9.15080350299709e-08	7.54605206882587e-09	0.0334963131679598
"Phyllanthus_phillyreifolius"	4.74026034527607e-07	3.84524541455714e-06	0.000724596476573149	0.000723287771173795	1.74151590506618e-06	2.46564438383863e-07	7.17398461277553e-07	0.000724839927846813	1.9116799003167e-06	2.44434868115347e-07	0.000722817633938018	0.000721791516290952	7.16961977148918e-07	4.7323334885114e-07	1.00574904838476	1.75124168697504e-06	0.000721791516290952	4.70137235776408e-07	2.44434868115347e-07	3.76109788621126e-05	1.95547894492278e-05	0.0504212199983468	0.000133953611168295	5.1305882353312e-05	1.05147291819816e-05	9.12976694269987e-06	4.55600573568337e-08	9.12976694269987e-06	4.35378976266545e-08	1.03548561120973e-05	1.73789081846973e-08	2.61537761447343e-08	1.18506508631902e-08	9.11238803451518e-06	1.18506508631902e-08	7.23109855355136e-08	2.38987325716306e-08	1.73789081846973e-08	1.73789081846973e-08	4.35378976266545e-08	1.73789081846973e-08	1.03548561120973e-05	1.73789081846973e-08	0.0502874524192379	8.21881461279545e-09	1.73789081846973e-08	1.57744449617047e-08
"Euodia_chapelieri"	5.96600294750577e-07	0.00182026846993145	0.000567464642070101	0.000562243458398264	0.000561762295574241	5.96338877755399e-07	1.18796837477304e-06	0.00182034189340877	0.00126716380345676	5.91872222898156e-07	0.000561651990026251	0.000560104097352011	1.18729825576359e-06	5.95602635394806e-07	1.75124168697504e-06	1.0018122150905	0.000560104097352011	5.91468372012893e-07	5.91872222898156e-07	4.73174697610314e-05	4.73497778318525e-05	0.000121973983497812	0.0502525450686124	7.73946337119589e-05	0.0501541391449416	4.46168142511273e-05	6.44676379179172e-08	4.46168142511273e-05	1.4044057389356e-05	2.60048841915539e-05	1.1519670940516e-05	4.95771719611726e-08	1.49150073687644e-08	3.30971433106113e-05	1.49150073687644e-08	3.75235062252511e-05	3.95766085254531e-08	1.1519670940516e-05	1.1519670940516e-05	1.4044057389356e-05	1.1519670940516e-05	2.60048841915539e-05	1.1519670940516e-05	8.75620843487521e-08	1.98779625918466e-08	1.1519670940516e-05	1.98534211798269e-08
"Ochna_mauritiana"	8.3932563481799e-07	0.000565302789178239	0.00128315798019823	0.00127973309747022	0.000562161478557243	6.13049303793078e-07	1.44613481275767e-06	0.00128339396578424	5.38389968390883e-06	6.08176388758166e-07	0.00127890080403848	0.0012769250534852	1.44528744531319e-06	8.37922080244716e-07	0.000721791516290952	0.000560104097352011	1.00127692505349	8.32293431737315e-07	6.08176388758166e-07	6.65834745389852e-05	4.86541111006533e-05	0.0502727791096648	0.0502868245298129	9.87875276642148e-05	5.44641030525027e-05	2.41641734261766e-05	8.50672471975486e-08	2.41641734261766e-05	1.40540369639311e-05	1.83341995112035e-05	4.89445425809894e-08	5.65883471120443e-08	2.09831408704498e-08	2.41152288835956e-05	2.09831408704498e-08	8.12469867369869e-06	4.81762481771064e-08	4.89445425809894e-08	4.89445425809894e-08	1.40540369639311e-05	4.89445425809894e-08	1.83341995112035e-05	4.89445425809894e-08	3.60895758145476e-05	2.04349767931026e-08	4.89445425809894e-08	2.79307360081572e-08
"Cordemoya_integrifolia"	0.00126404864031328	3.97932269391393e-06	0.00126002554188076	0.00125683366495517	2.08565043315546e-06	2.9367111213116e-06	0.00126065531919595	0.0012612907333855	2.47344209494214e-06	1.3462084167101e-06	2.61133763926757e-06	1.66458686347463e-06	0.00125976776160462	0.00126193484660038	9.40274471552816e-07	1.18293674402579e-06	1.66458686347463e-06	1.00125422232732	1.3462084167101e-06	0.100337786185272	0.000107696673336808	6.54901169436537e-05	6.56112387851621e-05	4.73375387896469e-05	1.81569191898483e-05	1.58296525777921e-05	0.00010518209387441	1.58296525777921e-05	5.21412608288864e-08	1.80184390483643e-05	2.24858372267467e-08	3.16142733506092e-05	3.1601216007832e-05	1.58071667405654e-05	3.1601216007832e-05	7.93333042826601e-08	4.19922587201541e-05	2.24858372267467e-08	2.24858372267467e-08	5.21412608288864e-08	2.24858372267467e-08	1.80184390483643e-05	2.24858372267467e-08	4.70137235776408e-08	9.78903707103866e-08	2.24858372267467e-08	4.20644948866793e-05
"Smilax_anceps"	2.41420737709159e-06	3.35014562143274e-06	0.00126012698892018	2.8813488243274e-06	0.00126244340039607	0.0012632945861103	0.0012614857404968	0.00126202341544115	1.8402838139451e-06	0.00125540125600412	1.5351404076173e-06	1.21635277751633e-06	0.00126095063319816	2.4101702410095e-06	4.88869736230694e-07	1.18374444579631e-06	1.21635277751633e-06	1.3462084167101e-06	1.001255401256	0.000107696673336808	0.10043210048033	3.40497771284679e-05	6.56934650970112e-05	1.59393815050484e-05	1.81526822331808e-05	1.58161764375197e-05	3.16778377048809e-05	1.58161764375197e-05	3.15610850099017e-05	1.80289059348736e-05	1.67298528540463e-08	7.36469630494299e-05	6.03551844272898e-08	1.57994465846656e-05	6.03551844272898e-08	6.45890760173712e-08	4.2031687773272e-05	1.67298528540463e-08	1.67298528540463e-08	3.15610850099017e-05	1.67298528540463e-08	1.80289059348736e-05	1.67298528540463e-08	2.44434868115347e-08	4.21098195370098e-05	1.67298528540463e-08	8.03390080336499e-08
"Apis_mellifera"	0.0126404864031328	3.97932269391393e-05	0.0126002554188076	0.0125683366495517	2.08565043315546e-05	2.9367111213116e-05	0.0126065531919595	0.012612907333855	2.47344209494214e-05	1.3462084167101e-05	2.61133763926757e-05	1.66458686347463e-05	0.0125976776160462	0.0126193484660038	9.40274471552816e-06	1.18293674402579e-05	1.66458686347463e-05	0.012542223273159	1.3462084167101e-05	1.00337786185272	0.00107696673336808	0.000654901169436536	0.000656112387851621	0.000473375387896469	0.000181569191898483	0.000158296525777921	0.0010518209387441	0.000158296525777921	5.21412608288864e-07	0.000180184390483643	2.24858372267467e-07	0.000316142733506092	0.00031601216007832	0.000158071667405654	0.00031601216007832	7.933330428266e-07	0.000419922587201541	2.24858372267467e-07	2.24858372267467e-07	5.21412608288864e-07	2.24858372267467e-07	0.000180184390483643	2.24858372267467e-07	4.70137235776408e-07	9.78903707103866e-07	2.24858372267467e-07	0.000420644948866793
"Nacoleia_sp1_M_PL_067"	2.41420737709159e-05	3.35014562143274e-05	0.0126012698892018	2.8813488243274e-05	0.0126244340039607	0.012632945861103	0.012614857404968	0.0126202341544115	1.8402838139451e-05	0.0125540125600412	1.5351404076173e-05	1.21635277751633e-05	0.0126095063319816	2.4101702410095e-05	4.88869736230694e-06	1.18374444579631e-05	1.21635277751633e-05	1.3462084167101e-05	0.0125540125600412	0.00107696673336808	1.0043210048033	0.000340497771284678	0.000656934650970112	0.000159393815050484	0.000181526822331808	0.000158161764375197	0.000316778377048809	0.000158161764375197	0.000315610850099017	0.000180289059348736	1.67298528540463e-07	0.000736469630494299	6.03551844272898e-07	0.000157994465846656	6.03551844272898e-07	6.45890760173712e-07	0.00042031687773272	1.67298528540463e-07	1.67298528540463e-07	0.000315610850099017	1.67298528540463e-07	0.000180289059348736	1.67298528540463e-07	2.44434868115347e-07	0.000421098195370098	1.67298528540463e-07	8.03390080336499e-07
"Technomyrmex_albipes"	9.43311808709939e-06	7.65203837496871e-05	0.0144194698838057	0.0143934266463585	3.4656166510817e-05	4.90663232383888e-06	1.42762293794233e-05	0.0144243145641516	3.80424300163023e-05	4.86425387549541e-06	0.0143840709153666	0.0143636511741899	1.42675433452635e-05	9.41734364213768e-06	0.0144060628566705	3.48497095708033e-05	0.0143636511741899	9.35573099195052e-06	4.86425387549541e-06	0.000748458479356042	0.000389140310039633	1.0033822779671	0.00266567686224908	0.00102098705883091	0.000209243110721433	0.000181682362159727	9.0664514140099e-07	0.000181682362159727	8.66404162770425e-07	0.000206061636630737	3.45840272875476e-07	5.20460145280212e-07	2.35827952177485e-07	0.000181336521886852	2.35827952177485e-07	1.43898861215672e-06	4.75584778175449e-07	3.45840272875476e-07	3.45840272875475e-07	8.66404162770425e-07	3.45840272875476e-07	0.000206061636630737	3.45840272875475e-07	0.000720303142833526	1.63554410794629e-07	3.45840272875475e-07	3.13911454737923e-07
"Villa_unifasciata"	7.35339460926042e-06	0.0112295353998151	0.011243689720159	0.0112012353030458	0.011208573404634	7.35435375202269e-06	1.46464668757301e-05	0.0112435647515333	6.96355636618743e-05	7.29927389966791e-06	0.011193945165403	0.011174849895514	1.46382055610004e-05	7.34109796275664e-06	2.976746914851e-05	0.0111672322374694	0.011174849895514	7.29013764279579e-06	7.29927389966791e-06	0.000583211011423663	0.000583941911973433	0.00207330422619372	1.00307081373401	0.000954763494453386	0.00088003895032862	0.000301601106363805	7.94699802549983e-07	0.000301601106363805	0.000280214335115851	0.000160622353593333	6.33050578744312e-07	6.11306796960675e-07	1.83834865231511e-07	0.00030096805578506	1.83834865231511e-07	0.000161054984861817	4.87940185366679e-07	6.33050578744312e-07	6.33050578744312e-07	0.000280214335115851	6.33050578744312e-07	0.000160622353593333	6.33050578744312e-07	1.4883734574255e-06	2.45145125067423e-07	6.33050578744312e-07	2.44703265425221e-07
"Phorinia_sp1_M_PL_067"	9.54435842556128e-06	0.020167752820647	0.0201653634586251	0.0200868930180021	2.23951217990728e-05	3.21985779192689e-06	1.27057615660539e-05	6.42164543040667e-05	0.0202320050520603	3.18787630100969e-06	0.0200774255102442	3.95150110656859e-05	1.26977097581328e-05	9.52839795996669e-06	2.05223529413248e-05	3.09578534847836e-05	3.95150110656859e-05	9.46750775792938e-06	3.18787630100969e-06	0.00075740062063435	0.000255030104080775	0.00142938188236327	0.00171857429001609	1.00189552495893	0.000474503343828634	0.000724105116468579	8.73866265122603e-07	0.000724105116468579	5.59878044976819e-07	9.17377918629524e-07	0.000183927318655094	4.24972632215578e-07	2.38608960639032e-07	0.000540177797813485	2.38608960639032e-07	0.000472038073235766	4.23256991937761e-07	0.000183927318655094	0.000183927318655094	5.5987804497682e-07	0.000183927318655094	9.17377918629525e-07	0.000183927318655094	1.02611764706624e-06	1.0732859306423e-07	0.000183927318655094	3.17613265332223e-07
"Paragus_borbonicus"	4.57861128575111e-06	0.025175833998814	0.000105603121242999	4.36338649194293e-05	2.66725068507646e-05	4.57242380308529e-06	9.11290061973069e-06	0.0251632731166422	0.0252736405054734	4.5381705582952e-06	3.90946351219672e-05	2.72320515262514e-05	9.10775955427151e-06	4.57095474513948e-06	5.25736459099079e-06	0.0250770695724708	2.72320515262514e-05	4.53922979746207e-06	4.5381705582952e-06	0.000363138383796966	0.000363053644663616	0.000366175443762509	0.0019800876382394	0.000593129179785793	1.0022027439485	0.000590735178658742	4.94652955808361e-07	0.000590735178658741	6.66812671269114e-07	0.000359475330237745	0.000229760368231576	3.80236642262777e-07	1.14465282143778e-07	0.000360974810427166	1.14465282143778e-07	0.000589415139643204	3.03591985142384e-07	0.000229760368231576	0.000229760368231576	6.66812671269114e-07	0.000229760368231576	0.000359475330237745	0.000229760368231576	2.6286822954954e-07	1.5241412676951e-07	0.000229760368231576	1.52365158171316e-07
