"Pandanus_barklyi"	"Syzygium_coriaceum"	"Pittosporum_senacia"	"Aphloia_theiformis"	"Gaertnera_sp1_M_PL_067"	"Tabernaemontana_persicarifolia"	"Diospyros_revaughanii"	"Psiadia_terebinthina"	"Stillingia_lineata"	"Gaertnera_rotundifolia"	"Euodia_obtusifolia"	"Turraea_rigida"	"Gaertnera_petrinensis"	"Labourdonnaisia_callophylloides"	"Phyllanthus_phillyreifolius"	"Euodia_chapelieri"	"Ochna_mauritiana"	"Cordemoya_integrifolia"	"Smilax_anceps"	"Apis_mellifera"	"Nacoleia_sp1_M_PL_067"	"Technomyrmex_albipes"	"Villa_unifasciata"	"Phorinia_sp1_M_PL_067"	"Paragus_borbonicus"	"Pachycerina_crinicornis"	"Phelsuma_cepediana"	"Chrysomya_megacephala"	"Hippotion_eson"	"Nogodinidae_sp1_M_PL_067"	"Brachymyrmex_sp1_M_PL_067"	"Lecithoceridae_sp1_M_PL_067"	"Episyrphus_sp1_M_PL_067"	"Eristalinus_flaveolus"	"Ischiodon_aegyptius"	"Musca_domestica"	"Nacoleia_sp2_M_PL_067"	"Syritta_sp1_M_PL_067"	"Allograpta_nasuta"	"Cephonodes_trochilus"	"Fannia_pusio"	"Lygaeidae_sp1_M_PL_067"	"Melanagromyza_sojae"	"Pheidole_megacephala"	"Sarrothripinae_sp1_M_PL_067"	"Stomorhina_lunata"	"Zosterops_mauritianus"
"Pandanus_barklyi"	1.00618769564627	1.0033293368361e-06	0.0003177394038147	0.000316670431856368	7.91343426637596e-07	2.06237958346442e-06	0.00115881267301936	0.00031805857881877	6.23592091818299e-07	6.03551844272898e-07	6.58271778048027e-07	4.19662817408995e-07	0.000317674627347083	0.00116062592110486	2.37013017263804e-07	2.98300147375288e-07	4.19662817408995e-07	0.00031601216007832	6.03551844272898e-07	0.0252809728062656	4.82841475418318e-05	1.65079566524239e-05	1.6545137870836e-05	1.19304480319516e-05	4.5786112857511e-06	3.99174484294079e-06	0.0252223502386856	3.99174484294079e-06	1.97835856659399e-08	4.54369398312529e-06	5.66901901652999e-09	2.90390628115995e-05	0.0251546923911566	3.98607582392426e-06	0.0251546923911566	2.00022952570458e-08	1.05891542449028e-05	5.66901901652999e-09	5.66901901652999e-09	1.97835856659399e-08	5.66901901652999e-09	4.54369398312529e-06	5.66901901652999e-09	1.18506508631902e-08	6.87459861154806e-08	5.66901901652999e-09	3.86875307034952e-05
"Syzygium_coriaceum"	5.73331049620631e-07	1.00320234502058	0.00212719519424308	0.000450194311873585	0.000161709071874076	4.82317788647811e-07	1.05117445705818e-06	0.000523713244491866	0.00233676648472532	4.78592231633249e-07	0.000449625837203026	0.000161515082622354	1.05056879818634e-06	5.72372302046015e-07	1.09864154701633e-06	0.000520076705694701	0.000161515082622354	5.68474670559133e-07	4.78592231633249e-07	4.54779736447307e-05	3.82873785306599e-05	7.65203837496871e-05	0.0144379740854765	0.0144055377290336	0.0143861908564651	0.01437929534333	5.96917144018374e-08	0.01437929534333	4.04272679685191e-06	7.48161777845522e-06	2.12433316793211e-05	4.23566210480482e-08	1.43332762405158e-08	0.0143580520116507	1.43332762405158e-08	0.0143527054034019	3.50189599395446e-08	2.12433316793211e-05	2.12433316793211e-05	4.04272679685191e-06	2.12433316793211e-05	7.48161777845522e-06	2.12433316793211e-05	5.49320773508163e-08	1.60772596215937e-08	2.12433316793211e-05	1.90790767348672e-08
"Pittosporum_senacia"	0.00015886970190735	0.0018612957949627	1.00235340917906	0.000730359731017467	0.000299559794087448	0.000158704710980771	0.000316251048675315	0.000638954183797492	0.00109894353318111	0.000157515873615023	0.000572856538282372	0.000320789495049559	0.000316072641822861	0.000158604033509511	0.000181149119143287	0.000141866160517525	0.000320789495049559	0.000157503192735095	0.000157515873615023	0.0126002554188076	0.0126012698892018	0.01261703614833	0.0126491509351789	0.0126033521616407	5.28015606214994e-05	0.0125659979504225	1.71648198815503e-05	0.0125659979504225	7.4889948521862e-06	9.12791691139274e-06	9.99039575619191e-06	1.31964332495752e-05	3.97174254768375e-06	0.0125560075546663	3.97174254768374e-06	3.65803356842305e-05	1.05357547274287e-05	9.99039575619191e-06	9.99039575619191e-06	7.4889948521862e-06	9.99039575619191e-06	9.12791691139275e-06	9.99039575619191e-06	9.05745595716436e-06	5.29015703269237e-06	9.99039575619191e-06	5.28680111698371e-06
"Aphloia_theiformis"	0.000316670431856368	0.000787840045778774	0.00146071946203493	1.00145624729042	0.000282162029931887	1.12119887702261e-06	0.000316204541244519	0.0009586250775961	0.000509110436667199	7.2033720608185e-07	0.00114203887418516	0.000639866548735109	0.000315982026867766	0.000316140882639217	0.000361643885586897	0.000281121729199132	0.000639866548735109	0.000314208416238792	7.2033720608185e-07	0.0251366732991033	5.7626976486548e-05	0.0251884966311274	0.0252027794318531	0.0251086162725027	4.36338649194293e-05	3.41421277692508e-05	2.63599037488294e-05	3.41421277692508e-05	7.05405074829719e-06	1.36946439656586e-05	4.62827669697453e-06	7.94248682701372e-06	7.91676079640919e-06	2.95138510722763e-05	7.91676079640919e-06	1.58831344938142e-05	1.05327342289255e-05	4.62827669697453e-06	4.62827669697453e-06	7.05405074829718e-06	4.62827669697453e-06	1.36946439656586e-05	4.62827669697453e-06	1.80821942793449e-05	3.73732959007537e-08	4.62827669697453e-06	1.05380294213072e-05
"Gaertnera_sp1_M_PL_067"	7.91343426637596e-07	0.000282990875779634	0.000599119588174896	0.000282162029931887	1.00562394490976	0.000317595482785301	0.000317324217885521	0.000599592937335298	2.21202014576194e-06	0.000315610850099017	0.000281640617323598	0.000281080739278622	0.000317189561244789	7.90020109870644e-07	8.7075795253309e-07	0.00028088114778712	0.000281080739278622	5.21412608288864e-07	0.000315610850099017	4.17130086631091e-05	0.0252488680079214	6.06482913939297e-05	0.0252192901604266	2.7993902248841e-05	2.66725068507645e-05	1.15518309230905e-05	7.97922303646632e-06	1.15518309230905e-05	0.0251405986227441	8.56561339050425e-06	2.01092740523813e-08	1.85196215399814e-05	1.97835856659399e-08	1.15317216490381e-05	1.97835856659399e-08	4.06283607090429e-06	1.05729853748263e-05	2.01092740523813e-08	2.01092740523813e-08	0.0251405986227441	2.01092740523813e-08	8.56561339050426e-06	2.01092740523813e-08	4.35378976266545e-08	1.05865160928434e-05	2.01092740523813e-08	2.63340036623548e-08
"Tabernaemontana_persicarifolia"	2.74983944461923e-06	1.12540817351156e-06	0.000423212562615389	1.49493183603015e-06	0.000423460643713735	1.00545098086681	0.0021022136875049	0.000423849210484074	6.18324010247972e-07	0.000421098195370098	5.16028128926282e-07	4.08699535862052e-07	0.000423488728171106	2.74524105089913e-06	1.64376292255909e-07	3.97559251836933e-07	4.08699535862052e-07	9.78903707103867e-07	0.000421098195370098	7.83122965683094e-05	0.0336878556296079	1.14488087556241e-05	2.20630612560681e-05	5.36642965321149e-06	6.09656507078038e-06	5.31185541967985e-06	5.27155962087679e-05	5.31185541967985e-06	1.05865160928434e-05	6.05498872120105e-06	5.62112736589065e-09	0.0335675880377481	6.87459861154807e-08	5.30623429231397e-06	6.87459861154807e-08	2.16983869874843e-08	1.41162909390369e-05	5.62112736589065e-09	5.62112736589065e-09	1.05865160928434e-05	5.62112736589065e-09	6.05498872120106e-06	5.62112736589065e-09	8.21881461279544e-09	0.0335150326955604	5.62112736589065e-09	9.15080350299709e-08
"Diospyros_revaughanii"	0.00115881267301936	1.83955529985181e-06	0.00063250209735063	0.000316204541244518	0.000317324217885521	0.00157666026562867	1.00272442334106	0.000633295570761522	1.08267132901957e-06	0.0003153714351242	1.04071144553018e-06	7.23067406378834e-07	0.000632644078518249	0.00115687485918488	3.58699230638777e-07	5.93984187386519e-07	7.23067406378834e-07	0.000315163829798988	0.0003153714351242	0.0252131063839191	0.025229714809936	2.49834014139908e-05	3.29545504703927e-05	1.58822019575674e-05	9.11290061973068e-06	7.94239804493678e-06	0.0251356433956582	7.94239804493677e-06	7.93310544713802e-06	9.04707958230745e-06	9.84246662745061e-09	0.0251206659257142	2.8970316825484e-05	7.93255557830933e-06	2.8970316825484e-05	3.61218280539051e-08	2.10881359506083e-05	9.84246662745061e-09	9.8424666274506e-09	7.93310544713802e-06	9.8424666274506e-09	9.04707958230746e-06	9.8424666274506e-09	1.79349615319388e-08	5.25553421876224e-05	9.8424666274506e-09	3.85624953061627e-05
"Psiadia_terebinthina"	0.000181747759325012	0.000523713244491866	0.00073023335291142	0.000547785758626343	0.00034262453562017	0.000181649661636032	0.000361883183292298	1.00395507584413	0.000364247217166768	0.000180289059348736	0.000367601368142699	0.00036668399022407	0.000361679046654561	0.000181443833306074	0.000207097122241946	0.000520097683831078	0.00036668399022407	0.000180184390483643	0.000180289059348736	0.0144147512386915	0.0144231247478989	0.0144243145641516	0.0144560118234	4.58688959314762e-05	0.0143790132095098	1.99208730277277e-05	1.96389013423019e-05	1.99208730277277e-05	8.56561339050425e-06	0.0143422153692019	3.31133833787971e-06	1.51020683035085e-05	4.54369398312529e-06	1.6609534689848e-05	4.54369398312529e-06	1.07929561163349e-05	1.20559682218187e-05	3.31133833787971e-06	3.31133833787971e-06	8.56561339050425e-06	3.31133833787971e-06	0.0143422153692019	3.31133833787971e-06	1.03548561120973e-05	6.05498872120106e-06	3.31133833787971e-06	6.04812777686912e-06
"Stillingia_lineata"	2.267607606612e-07	0.00148703321755248	0.000799231660495353	0.000185131067878981	8.04370962095252e-07	1.68633820976719e-07	3.93698665098024e-07	0.00023179368365158	1.00697744271358	1.67298528540463e-07	0.000184906209506714	9.78890851619788e-07	3.93468462349094e-07	2.26381562064776e-07	3.47578163693945e-07	0.00023039341881032	9.78890851619788e-07	2.24858372267467e-07	1.67298528540463e-07	1.79886697813973e-05	1.33838822832371e-05	2.42088191012833e-05	5.69745520869881e-05	0.0091963659327547	0.00919041472926303	0.00918557411574083	2.30575377128065e-08	0.00918557411574083	2.01092740523813e-08	3.31133833787971e-06	0.00915434038830532	1.54635939933413e-08	5.66901901652999e-09	3.1233727435513e-05	5.66901901652999e-09	0.00917558371998464	1.31156154116365e-08	0.00915434038830533	0.00915434038830532	2.01092740523813e-08	0.00915434038830532	3.31133833787971e-06	0.00915434038830532	1.73789081846973e-08	5.62112736589065e-09	0.00915434038830532	7.54605206882588e-09
"Gaertnera_rotundifolia"	2.41420737709159e-06	3.35014562143274e-06	0.00126012698892018	2.8813488243274e-06	0.00126244340039607	0.0012632945861103	0.0012614857404968	0.00126202341544115	1.8402838139451e-06	1.001255401256	1.5351404076173e-06	1.21635277751633e-06	0.00126095063319816	2.4101702410095e-06	4.88869736230694e-07	1.18374444579631e-06	1.21635277751633e-06	1.3462084167101e-06	0.00125540125600412	0.000107696673336808	0.10043210048033	3.40497771284679e-05	6.56934650970112e-05	1.59393815050484e-05	1.81526822331808e-05	1.58161764375197e-05	3.16778377048809e-05	1.58161764375197e-05	3.15610850099017e-05	1.80289059348736e-05	1.67298528540463e-08	7.36469630494299e-05	6.03551844272898e-08	1.57994465846656e-05	6.03551844272898e-08	6.45890760173712e-08	4.2031687773272e-05	1.67298528540463e-08	1.67298528540463e-08	3.15610850099017e-05	1.67298528540463e-08	1.80289059348736e-05	1.67298528540463e-08	2.44434868115347e-08	4.21098195370098e-05	1.67298528540463e-08	8.03390080336499e-08
