"Alyxia_oliviformis"	"Ilex_anomala"	"Cheirodendron_platyphyllum"	"Cheirodendron_trigynum"	"Dubautia_paleata"	"Dubautia_raillardioides"	"Dubautia_laxa"	"Clermontia_faurieri"	"Carex"	"Machaerina_angustifolia"	"Elaphoglossum"	"Elaeocarpus_bifidus"	"Styphelia_tameiameiae"	"Vaccinium_calycinum"	"Vaccinium_dentatum"	"Scaevola_glabra"	"Broussaisia_arguta"	"Myrsine_helleri"	"Myrsine_wawraea"	"Myrsine_punctata"	"Metrosideros_polymorpha"	"Syzygium_sandwicensis"	"Peperomia_hesperomannii"	"Coprosma_kauensis"	"Psychotria"	"Coprosoma_elliptica"	"Melicope_clusiifolia"	"Melicope_sp."	"Smilax_melastomifolia"	"Wilkstroemia_oahuensis"	"Athyrium_microphyllum"	"Hedychium_gardinerianum"	"Amorbia_emigratella"	"Scotorythra_apicalis"	"Spheterista_pleonectes"	"Udea_ommatias"	"Fletcherana_sp._1"	"Carposina_sp._3"	"Omiodes_antidoxa"	"Hyposmocoma_trivitella"	"Scotorythra_hecataea"	"Eupithecia_orichloris"	"Udea_pyranthes"	"Udea_constricta"	"Udea_swezeyi"	"Thyrocopa_sp._3"	"Pararrhaptica_complex"	"Carposina_graminis"	"Carposina_sp._1"	"Eccoptocera_sp._1"	"Eudonia_sp._1"	"Eupithecia_monticolans"	"Scotorythra_complex"	"Scotorythra_sp._1"	"Thyrocopa_complex"	"Fletcherana_leucoxyla"	"Scotorythra_ortharcha"	"Agrotis_hephaestaea"	"Haliophyle_euclidias"
"Alyxia_oliviformis"	1.00251036975776	7.8951638080738e-07	7.91170226014737e-07	1.44940061854267e-06	7.88860113255471e-07	7.91498441393449e-07	7.85568798903343e-07	2.23682407056985e-06	7.8951638080738e-07	7.85568798903343e-07	0	7.85568798903343e-07	2.23369860080179e-06	0.00251613634632638	3.30998009546839e-06	0.00252377419754935	0	1.97876271764066e-09	7.87547561620984e-07	1.0128092767752e-06	4.95257696476557e-06	7.85568798903343e-07	4.33061046717612e-09	2.52945994304532e-06	0	0.00251681264333009	3.91342562434646e-06	1.0128092767752e-06	7.8951638080738e-07	0	1.80439271807212e-06	7.85568798903343e-07	0	3.9475819040369e-08	1.1202854222787e-07	6.58262870425552e-08	2.63832813797816e-08	7.45608023523283e-08	3.9475819040369e-08	0	1.29918314015284e-07	0.100414790310508	5.0488225931301e-05	6.30943549387338e-05	6.30943549387338e-05	0	3.95752543528133e-08	5.50286329418397e-08	5.50286329418397e-08	5.50286329418397e-08	5.05217290203553e-05	0.000101065943400189	0.000164969447769702	5.50286329418397e-08	5.06404638387602e-05	5.05891988609064e-05	3.9475819040369e-08	0	6.01464239357374e-08
"Ilex_anomala"	3.9475819040369e-07	1.0052668811089	0.000241152406509354	1.1288531213588e-06	0.000241554527013956	0.000242362401686244	0.000240546703360278	0.000241876107022635	0.000241755480764098	0.000240546703360278	0	0.000240546703360278	0.000241429434456999	0.000242624208455392	0.000241392809592715	0.000242152222664001	0	6.05911091587601e-07	0.000241152614451865	3.1349069999163e-07	0.000243344502496484	0.000240546703360278	3.59581124439793e-07	2.43445329718561e-07	0	0.000242228103069968	0.000241589899549846	3.1349069999163e-07	0.000241755480764098	0	0.000241665746548765	0.000240546703360278	0	0.0502633440554452	1.21140629815357e-05	2.01564730735726e-05	8.07874672287479e-06	8.06253690075451e-06	1.20877740382049e-05	0	1.07874337331938e-05	1.57903276161476e-05	1.69221246487436e-05	6.05380556660004e-06	6.05380556660004e-06	0	1.2118221831752e-05	2.70382780551649e-06	2.70382780551649e-06	2.70382780551648e-06	1.56013865185774e-05	3.6620498059741e-05	0.0505148077056583	2.70382780551648e-06	1.56745349995815e-05	4.86890659437121e-06	1.20877740382049e-05	0	8.05552488495884e-06
"Cheirodendron_platyphyllum"	3.95585113007369e-07	0.000241152406509354	1.00275311817303	0.00251549324751307	0.000240951954050984	0.000241757813429081	0.000239946644476808	0.000243078625523604	0.000241152406509354	0.000239946644476808	0	0.000239946644476808	0.000242629731814485	0.000243823592549177	0.000240792449192338	0.000241549979487251	0	6.04399608253924e-07	0.000240551044085062	3.13839282114378e-07	0.000244553104266082	0.000239946644476808	3.61368375960438e-07	2.44654506071818e-07	0	0.000243431233541459	0.00024279099392238	3.13839282114378e-07	0.000241152406509354	0	0.000241064030527347	0.000239946644476808	0	1.20576203254677e-05	0.0502634305710271	2.01061914835185e-05	8.05859378096935e-06	8.10262085078679e-06	1.20576203254677e-05	0	1.08410512788131e-05	1.58234045202947e-05	1.69160943106004e-05	6.03874948718128e-06	6.03874948718128e-06	0	1.20879921650785e-05	2.71725671406757e-06	2.71725671406757e-06	2.71725671406757e-06	1.56789145156427e-05	0.000162520327320216	0.0503887953401296	2.71725671406757e-06	1.56919641057189e-05	4.89309012143636e-06	1.20576203254677e-05	0	8.03546768424489e-06
"Cheirodendron_trigynum"	7.24700309271333e-07	1.1288531213588e-06	0.00251549324751307	1.00323252221541	1.12791478785182e-06	1.13168707811219e-06	1.123208855752e-06	0.000721680988909106	1.1288531213588e-06	1.123208855752e-06	0	1.123208855752e-06	0.00072034808009392	0.000721178461875463	1.84900984223305e-06	1.85719514072697e-06	0	2.82924145025694e-09	1.12603809720226e-06	4.52574966967899e-07	0.000725576608566104	1.123208855752e-06	1.07269448117721e-06	7.25906694668279e-07	0	0.000722277161194938	0.000720826554190998	4.52574966967899e-07	1.1288531213588e-06	0	1.581054002729e-06	1.123208855752e-06	0	5.64426560679399e-08	0.0502874007731464	9.41186419963308e-08	3.77229026037398e-08	2.40560329636369e-05	5.64426560679399e-08	0	3.21808344353162e-05	2.89880123708533e-05	1.45160197296209e-05	4.64298785181743e-08	4.64298785181743e-08	0	5.65848290051387e-08	8.06196231740115e-06	8.06196231740115e-06	8.06196231740115e-06	4.65350573476665e-05	0.0502706523729893	0.000235873859707921	8.06196231740115e-06	2.2628748348395e-05	1.45181338933656e-05	5.64426560679399e-08	0	5.27018000909666e-08
"Dubautia_paleata"	3.94430056627736e-07	0.000241554527013956	0.000240951954050984	1.12791478785182e-06	1.00275182804362	0.00276103148189743	0.000240346754378887	0.000241675053004657	0.000241554527013956	0.000240346754378887	0	0.000240346754378887	0.000241228751725442	0.000242422532595096	0.000241192157304744	0.00024195093913117	0	6.0540744176042e-07	0.000240952161820647	3.13230117970495e-07	0.000243142227908133	0.000240346754378887	3.59282230800616e-07	2.43242971319873e-07	0	0.000242026756463273	0.000241389083435326	3.13230117970495e-07	0.000241554527013956	0	0.000241464867388151	0.000240346754378887	0	1.20777263506978e-05	1.21039934419418e-05	0.0502296257849111	9.20343827299145e-05	8.05583510015523e-06	1.20777263506978e-05	0	1.07784669240185e-05	1.57772022651094e-05	1.69080585171391e-05	6.04877347827925e-06	6.04877347827925e-06	0	1.21081488352084e-05	2.70158031009037e-06	2.70158031009037e-06	2.70158031009037e-06	1.55884182205334e-05	3.65900581028312e-05	0.0504728184195662	2.70158031009037e-06	1.56615058985248e-05	4.86485942639745e-06	1.20777263506978e-05	0	8.04882891293836e-06
"Dubautia_raillardioides"	2.63832813797817e-07	0.000161574934457496	0.000161171875619387	7.54458052074796e-07	0.00184068765459829	1.00519132540595	0.000160767059785208	0.000161655553849269	0.000161574934457496	0.000160767059785208	0	0.000160767059785208	0.000161357024565513	0.000162155540197389	0.000161332546692136	0.000161840093064328	0	4.04954810542087e-07	0.00016117201459575	2.0951847355886e-07	0.000162636941744571	0.000160767059785208	2.40322562408439e-07	1.62704328642055e-07	0	0.000161890806998845	0.000161464269856405	2.0951847355886e-07	0.000161574934457496	0	0.000161514961463646	0.000160767059785208	0	8.07874672287479e-06	8.09631668357309e-06	0.0335984118962616	0.0335063775135317	5.38851846164229e-06	8.07874672287479e-06	0	7.20967687225317e-06	1.05533125519127e-05	1.13097381385546e-05	4.0460023266082e-06	4.0460023266082e-06	0	8.09909621084173e-06	1.80707713049523e-06	1.80707713049523e-06	1.80707713049523e-06	1.0427035599019e-05	2.44749552527299e-05	0.0337610825548937	1.80707713049523e-06	1.0475923677943e-05	3.25408657284111e-06	8.0787467228748e-06	0	5.3838320487882e-06
"Dubautia_laxa"	7.85568798903344e-07	0.000481093406720555	0.000479893288953615	2.24641771150401e-06	0.000480693508757773	0.000482301179355625	1.00047868793969	0.000481333452975044	0.000481093406720555	0.000478687939686953	0	0.000478687939686953	0.000480444574569429	0.00048282217482623	0.000480371691089503	0.000481882923101363	0	1.20576307225933e-06	0.000479893702759212	6.23846492983344e-07	0.000484255559968002	0.000478687939686953	7.15566437635187e-07	4.84456206139936e-07	0	0.000482033925109236	0.000480763900104193	6.23846492983344e-07	0.000481093406720555	0	0.000480914835632043	0.000478687939686953	0	2.40546703360278e-05	2.4106985333256e-05	4.01113814164095e-05	1.60767059785208e-05	1.60444484325015e-05	2.40546703360278e-05	0	2.14669931290556e-05	3.14227519561337e-05	3.36750280509997e-05	1.20470730775341e-05	1.20470730775341e-05	0	2.41152614451865e-05	5.38061733297781e-06	5.38061733297781e-06	5.38061733297781e-06	3.1046759171969e-05	7.28747911388846e-05	0.10052446733426	5.38061733297781e-06	3.11923246491672e-05	9.68912412279872e-06	2.40546703360278e-05	0	1.60304945210681e-05
"Clermontia_faurieri"	7.45608023523283e-07	0.00016125073801509	0.000162052417015736	0.000481120659272737	0.000161116702003105	0.000161655553849269	0.000160444484325015	1.00398657914138	0.00016125073801509	0.000160444484325015	0	0.000160444484325015	0.000640911654079507	0.00064225889240971	0.000161490469390902	0.000162000092812601	0	4.04142277896762e-07	0.000160848626602911	5.10088413268806e-07	0.000645671614894999	0.000160444484325015	9.54443172476225e-07	6.45958792465817e-07	0	0.000642728998503488	0.000641337431687499	5.10088413268806e-07	0.00016125073801509	0	0.000161492882346104	0.000160444484325015	0	8.06253690075451e-06	3.21586538144237e-05	1.34443535617975e-05	5.38851846164229e-06	0.0334662193047126	8.06253690075451e-06	0	2.86332951742867e-05	2.98243209409313e-05	2.09197013177393e-05	4.05000232031502e-06	4.05000232031502e-06	0	8.08284555793525e-06	7.17412905438888e-06	7.17412905438888e-06	7.17412905438888e-06	4.14066234140419e-05	0.0335658908607412	0.0336933417082531	7.17412905438888e-06	2.55044206634403e-05	1.29191758493163e-05	8.06253690075451e-06	0	5.38309607820346e-06
"Carex"	3.9475819040369e-07	0.000241755480764098	0.000241152406509354	1.1288531213588e-06	0.000241554527013956	0.000242362401686244	0.000240546703360278	0.000241876107022635	1.0052668811089	0.000240546703360278	0	0.000240546703360278	0.000241429434456999	0.000242624208455392	0.000241392809592715	0.000242152222664001	0	6.05911091587601e-07	0.000241152614451865	3.1349069999163e-07	0.000243344502496484	0.000240546703360278	3.59581124439793e-07	2.43445329718561e-07	0	0.000242228103069968	0.000241589899549846	3.1349069999163e-07	0.000241755480764098	0	0.000241665746548765	0.000240546703360278	0	1.20877740382049e-05	1.21140629815357e-05	2.01564730735726e-05	8.07874672287479e-06	8.06253690075451e-06	0.0502633440554452	0	1.07874337331938e-05	1.57903276161476e-05	1.69221246487436e-05	6.05380556660004e-06	6.05380556660004e-06	0	1.2118221831752e-05	2.70382780551649e-06	2.70382780551649e-06	2.70382780551648e-06	1.56013865185774e-05	3.6620498059741e-05	0.0505148077056583	2.70382780551648e-06	1.56745349995815e-05	4.86890659437121e-06	1.20877740382049e-05	0	8.05552488495884e-06
"Machaerina_angustifolia"	7.85568798903344e-07	0.000481093406720555	0.000479893288953615	2.24641771150401e-06	0.000480693508757773	0.000482301179355625	0.000478687939686953	0.000481333452975044	0.000481093406720555	1.00047868793969	0	0.000478687939686953	0.000480444574569429	0.00048282217482623	0.000480371691089503	0.000481882923101363	0	1.20576307225933e-06	0.000479893702759212	6.23846492983344e-07	0.000484255559968002	0.000478687939686953	7.15566437635187e-07	4.84456206139936e-07	0	0.000482033925109236	0.000480763900104193	6.23846492983344e-07	0.000481093406720555	0	0.000480914835632043	0.000478687939686953	0	2.40546703360278e-05	2.4106985333256e-05	4.01113814164095e-05	1.60767059785208e-05	1.60444484325015e-05	2.40546703360278e-05	0	2.14669931290556e-05	3.14227519561337e-05	3.36750280509997e-05	1.20470730775341e-05	1.20470730775341e-05	0	2.41152614451865e-05	5.38061733297781e-06	5.38061733297781e-06	5.38061733297781e-06	3.1046759171969e-05	7.28747911388846e-05	0.10052446733426	5.38061733297781e-06	3.11923246491672e-05	9.68912412279872e-06	2.40546703360278e-05	0	1.60304945210681e-05
