"Claytonia_virginica"	"Erythronium_umbilicatum"	"Stellaria_pubera"	"Thalictrum_thalictroides"	"Cardamine_angustata_angustata"	"Hepatica_americana"	"Sangiunaria_canadensis"	"Tiarella_cordifolia_collina"	"Aesculus_sylvatica"	"Viola_papilionacea"	"Uvularia_sessilifolia"	"Podophyllum_peltatum"	"Trillium_catesbei"	"Bombylius_major"	"Andrena_erigeniae"	"Andrena_nigrihirta"	"Andrena_tridens"	"Apis_mellifera"	"Nomada_sp1_M_PL_025"	"Bombus_bimaculatus"	"Gonia_sp1_M_PL_025"	"Halictid_sp1_M_PL_025"	"Dialictus_abanci"	"Hylema_platura"	"Osmia_conjucta"	"Nomada_perplexa"	"Andrena_carlini"	"Platycheirus_obscurus"	"Osmia_sp1_M_PL_025"	"Nomada_pygmaea"	"Andrena_nasonii"	"Evylaeus_macoupinensis"	"Osmia_lignaria"	"Augochlora_pura"	"Toxomerous_geminatus"	"Ceratina_calcarata"	"Dialictus_cressonii"	"Euchlo_creusa_lotta"	"Xylocopa_virginica_virginica"	"Osmia_atriventris"	"Andrena_violae"	"Bombus_pennsylvanicus"	"Ephemoropsis_laboriosa"	"Nomada_luteola"	"Andrena_arabis"	"Andrena_ziziaeformis"	"Augochorella_striata"	"Lycaenopsis_argiolus"	"Unidentified_sp1_M_PL_025"	"Andrena_ceanothi"	"Andrena_dunningi"	"Andrena_imatrix"	"Andrena_personata"	"Lassioglossum_fuscipenne"	"Nomada_bishopii"	"Nomada_sayi"	"Osmia_simillima"
"Claytonia_virginica"	1.00348691598123	0.00100613888500653	0.00123268687626506	0.000744712727550281	0.00141221056091284	0.000793452145345555	0.000422564652920602	0.000330062875642303	9.56098003461964e-07	9.46149904777906e-05	0.000415215782357264	5.65961050700831e-05	0.000104882420225602	0.00339060059123496	0.00336415766205611	0.00337881365796044	0.00337294372045441	0.00337539122664388	0.0033779564695888	2.96058895794357e-05	0.00337076976326732	0.00335901561509082	0.00338037657456547	0.00335156848781532	0.00337050472484938	0.00336389724110208	0.00338004206088635	0.00336415766205611	0.00337134436837758	0.0033567105347806	0.0033567105347806	0.00337203511467572	0.00335802730359605	0.00336389724110208	0.003356862962009	0.00335827345138564	0.00335570820844072	0.00335084059727458	0.00337038982742261	7.76223731557988e-06	1.89229980955581e-06	5.91608060391889e-06	4.74705387119591e-06	5.86993750602407e-06	5.88421067047017e-06	0.00335326070225125	0.00335214309292559	0.00334495638660411	5.88421067047016e-06	0.00334495638660411	5.88421067047017e-06	0.00334495638660411	5.86993750602407e-06	5.88421067047016e-06	5.86993750602407e-06	5.86993750602407e-06	1.89229980955581e-06
"Erythronium_umbilicatum"	0.00215601189644257	1.00214550527157	0.00117181052670191	0.000467016205107511	0.00167495467110009	0.000809068417600033	0.000424332836661961	0.000321634804988113	1.12353098771867e-06	0.000201104930349882	0.000384804724885151	0.00012040561893872	0.000223236665673366	0.00720401909282251	2.44158962959527e-05	0.00719236624606715	0.00718678619594	0.0071897467820373	0.00718934031362053	3.78768493735572e-05	3.11581331092863e-05	1.85991051858839e-05	0.00719005743032197	1.39289431348088e-05	0.00718654479629151	0.00717792791475612	0.00719817327142516	2.44158962959527e-05	0.00718259807680719	1.97457342448775e-05	1.97457342448775e-05	3.08899826119886e-05	0.00717234786462896	0.00717792791475611	1.88286541152266e-05	1.74369184997023e-05	1.78433869164763e-05	1.41656841177256e-05	0.0071918712654316	9.60214873414958e-06	4.02209860699765e-06	7.01642882917434e-06	4.63223396132556e-06	5.58005012715193e-06	6.97897779625039e-06	1.48828008191782e-05	0.00716536888683271	7.18670632147522e-06	6.97897779625039e-06	7.18670632147522e-06	6.97897779625039e-06	7.18670632147522e-06	5.58005012715193e-06	6.97897779625039e-06	5.58005012715193e-06	5.58005012715193e-06	4.02209860699765e-06
"Stellaria_pubera"	0.00176098125180722	0.00078120701780127	1.00390538859041	0.000806930627413016	0.00135945143171736	0.000461432066146167	0.000283443843591986	0.000135362315047119	6.37132720406248e-07	0.000374604435912429	0.000161594452705469	6.46884400099147e-07	6.9330051339013e-05	0.00482300582636286	0.00480010547517616	0.00480469337530118	2.41915248706591e-05	2.69425809399655e-05	0.0048095307925212	1.78571769954418e-05	0.00480395074239404	1.7784510998039e-05	0.00480709830060981	9.7152047239088e-06	0.00480704205510524	0.00479761621902918	0.00480782168572397	0.00480010547517616	0.00480568552530331	0.00479203616890203	0.00479203616890203	2.29501474099643e-05	1.7114368598665e-05	0.00479761621902918	0.00479042098570214	0.00479444109421067	1.18528826294399e-05	1.15343184715131e-05	2.35069122955702e-05	0.00478799393914877	7.49208871824859e-06	5.68561872283587e-06	1.95498511516286e-06	0.00478050185043051	5.664380965489e-06	9.10182656013345e-06	1.1449987633176e-05	5.86993750602407e-06	5.66438096548899e-06	5.86993750602407e-06	5.664380965489e-06	5.86993750602407e-06	0.00478050185043052	5.66438096548899e-06	0.00478050185043052	0.00478050185043052	7.49208871824859e-06
"Thalictrum_thalictroides"	0.00223413818265085	0.000653822687150517	0.00169455431756733	1.00222153099956	0.00119326901417347	0.00118749841886182	0.000114556674356163	0.000314934772305167	7.77542852632731e-07	0.000113343056729735	0.000370830454199358	6.14641214913559e-07	1.13933938466321e-06	0.010065672133209	0.010042703697771	4.24709790675999e-05	3.44016727934697e-05	3.31206558046444e-05	0.0100572696799793	2.10979946133887e-05	0.0100525995179282	0.0100395582574283	0.0100597143348375	1.73429474326847e-05	3.19244791368137e-05	2.51585498264309e-05	3.67288718824753e-05	0.010042703697771	0.0100473738598221	2.04883877753558e-05	2.04883877753558e-05	0.0100514739346881	1.70892435523007e-05	2.51585498264309e-05	1.71529574690067e-05	0.0100377317435453	1.35827193706647e-05	1.24190815012256e-05	1.87944775119089e-05	1.03361674087249e-05	2.26686113459471e-06	4.99787232081056e-06	4.52498627087586e-06	8.06930627413015e-06	4.9719542257228e-06	1.486373635949e-05	1.21172893265779e-05	7.44712727550282e-06	4.9719542257228e-06	7.44712727550282e-06	4.9719542257228e-06	7.44712727550282e-06	8.06930627413016e-06	4.9719542257228e-06	8.06930627413016e-06	8.06930627413016e-06	2.26686113459471e-06
"Cardamine_angustata_angustata"	0.00176526320114105	0.000977056891475054	0.00118952000275269	0.00049719542257228	1.00370148957739	0.000547904275388502	0.000308680250909367	0.000248895588300271	0.000270419548744378	0.000117875633037996	0.000155602094196926	0.000130439891216865	0.000190667723887807	0.0042204778143176	0.00419861008576746	0.0042082950201835	0.00420263063921801	0.00420748396646564	0.00421015493252529	0.00421651234831417	0.00420317595472903	1.54220338577638e-05	3.11774345034417e-05	1.0450079632041e-05	0.00420653027326018	0.00420061710933799	0.00421594828696595	0.00419861008576746	0.00420558906356371	0.00419363813154174	0.00419363813154174	2.20897270031348e-05	0.0041949527283725	0.00420061710933798	1.5958309506093e-05	1.6520545861682e-05	1.38495798020364e-05	0.00418797375057625	0.00421224003159973	8.02189362624892e-06	2.35751266075993e-06	0.00419110352486392	1.25696362195784e-05	5.66438096548899e-06	0.00418208953990578	8.99625255440867e-06	1.28631884667205e-05	5.88421067047016e-06	0.00418208953990578	5.88421067047016e-06	0.00418208953990578	5.88421067047016e-06	5.66438096548899e-06	0.00418208953990578	5.66438096548899e-06	5.66438096548899e-06	2.35751266075993e-06
"Hepatica_americana"	0.00198363036336389	0.000943913153866706	0.000807506115755792	0.000989582015718184	0.001095808550777	1.00209161824569	0.000474590175187645	0.000522385399663179	0.00012082750536977	9.45007058613463e-05	0.000615891289701562	0.000120468872817358	0.00024028770723838	0.0083985573020713	2.49190575478504e-05	0.00838484678537878	0.0083810015181609	0.00838292620057902	0.00838242477974194	0.00838763247994895	0.00837568254292859	0.00836727140674913	0.00839017673657438	0.00835737558659195	3.11181368878459e-05	2.17654742040022e-05	0.00838731840947156	2.49190575478504e-05	3.1661294361184e-05	1.50232373906685e-05	1.50232373906685e-05	0.00838705188110979	1.79202069861174e-05	2.17654742040021e-05	1.72372280746355e-05	2.03531885862795e-05	2.08546094233676e-05	1.11779701727838e-05	3.87331005138024e-05	5.73528133511165e-06	1.89001411722693e-06	8.59345247389651e-06	1.14902320789425e-05	3.84526721788472e-06	4.56586896157086e-06	1.89299270052442e-05	1.33543380245466e-05	6.61210121121296e-06	4.56586896157085e-06	6.61210121121296e-06	4.56586896157085e-06	6.61210121121296e-06	3.84526721788472e-06	4.56586896157085e-06	3.84526721788472e-06	3.84526721788472e-06	1.89001411722692e-06
"Sangiunaria_canadensis"	0.00181099136965972	0.000848665673323922	0.000850331530775958	0.000163652391937376	0.00105833228883212	0.000813583157464534	1.00200451026205	0.00108463285508415	0.000207284484038812	0.000161241546768664	2.23709164239063e-06	0.000445178250209114	0.000650369199219897	0.0143620435673749	1.61320774539731e-05	2.73820526795844e-05	2.33328549139846e-05	0.0143531330147545	2.89738347661104e-05	0.0143918818478081	2.29119370995109e-05	1.44530214637773e-05	2.46088587288243e-05	1.28164975444035e-05	3.92770372092028e-05	2.05574512011988e-05	0.0143633664307548	1.61320774539731e-05	2.21939751205726e-05	1.44955535345994e-05	1.44955535345994e-05	2.99925183692558e-05	1.6508253435599e-05	2.05574512011988e-05	0.0143244359822652	1.17223595838393e-05	0.0143358815395723	1.04463557689996e-05	0.0143747962858541	7.27402870097308e-06	3.22483093537328e-06	1.13192006714276e-05	2.24042378739245e-05	4.04919776559979e-06	4.40971787013382e-06	6.08137973171355e-06	1.20985355654652e-05	6.03663789886574e-06	4.40971787013382e-06	6.03663789886574e-06	4.40971787013382e-06	6.03663789886574e-06	4.04919776559979e-06	4.40971787013382e-06	4.04919776559979e-06	4.0491977655998e-06	3.22483093537328e-06
"Tiarella_cordifolia_collina"	0.00141455518132415	0.000643269609976225	0.000406086945141358	0.00044990681757881	0.000853356302743787	0.00089551782799402	0.00108463285508415	1.00232584265605	0.000924829019136593	0.000400787801922558	0.000288824900236038	0.000206381110449494	0.000207019073376692	0.014369212202711	1.47036507327837e-05	2.80385120567348e-05	2.61047646989188e-05	0.0143547636311389	2.67610822278022e-05	0.0143935009895457	2.21662992994006e-05	1.66769006801521e-05	2.89819289710905e-05	1.2177832504364e-05	0.0143417557308959	1.47993654853972e-05	4.46574049038679e-05	1.47036507327837e-05	1.92984336611853e-05	1.02045825569956e-05	1.02045825569956e-05	0.014341394008057	1.28656181275812e-05	1.47993654853972e-05	2.21436863681939e-05	1.11479994713513e-05	0.0143391505483825	8.27083519917963e-06	4.55800645019097e-05	9.94950339626715e-06	8.01575603845115e-06	3.43832852326522e-05	0.0143497682433433	1.93374735781599e-06	3.55565126143245e-06	1.04916819424679e-05	9.30996686614879e-06	4.71518393774718e-06	3.55565126143244e-06	4.71518393774718e-06	3.55565126143245e-06	4.71518393774718e-06	1.93374735781599e-06	3.55565126143244e-06	1.93374735781599e-06	1.93374735781599e-06	8.01575603845115e-06
"Aesculus_sylvatica"	9.56098003461964e-06	5.24314460935379e-06	4.45992904284373e-06	2.59180950877577e-06	0.00216335638995502	0.000483310021479079	0.000483663796090563	0.00215793437798538	1.00382739381283	1.23898322289923e-06	1.25309883152412e-06	0.00048024425780757	0.000480759499616847	5.09199417262504e-05	9.09301074402928e-06	1.31571891708216e-05	1.31359514134747e-05	5.08480062093578e-05	1.31580452892789e-05	0.0335517293418815	1.31205942563549e-05	4.08537154086214e-06	4.16912230776346e-06	4.05945344577439e-06	3.99569573175432e-05	9.10454368186548e-06	3.60669266493798e-05	9.09301074402929e-06	9.13046177695324e-06	9.06709264894152e-06	9.06709264894152e-06	3.49380674887124e-05	9.08330592451861e-06	9.10454368186548e-06	6.96259049208936e-06	7.90257858833648e-08	3.77689867059623e-05	9.04585489159465e-06	5.60303182700857e-05	4.60174218048595e-08	2.47796644579846e-08	0.0334699271120523	0.0334917407610654	2.12377573468749e-08	9.01398495814592e-06	5.69319100792146e-08	6.93209663726878e-08	3.18699334487321e-08	9.01398495814592e-06	3.18699334487321e-08	9.01398495814592e-06	3.18699334487321e-08	2.12377573468749e-08	9.01398495814592e-06	2.12377573468749e-08	2.12377573468749e-08	2.47796644579846e-08
"Viola_papilionacea"	0.000567689942866743	0.000563093804979671	0.0015733386308322	0.000226686113459471	0.000565803038582383	0.000226801694067231	0.00022573816547613	0.000561102922691581	7.43389933739539e-07	1.00558771559212	1.16899190137878e-06	4.14602629995527e-07	7.13211466620044e-07	0.0201429157738636	1.4008762323159e-05	1.76773937508165e-05	1.01853050325679e-05	2.14025121683648e-05	1.99208750473836e-05	1.55573972633231e-05	1.5898776440386e-05	6.04917506137744e-06	1.75867422246513e-05	3.78231392678274e-06	0.0201355340676765	1.5763999795562e-05	2.09026185637162e-05	1.4008762323159e-05	1.80308609301567e-05	1.17419011885643e-05	1.17419011885643e-05	1.40883109378562e-05	8.27191107731339e-06	1.5763999795562e-05	1.26092194631777e-05	1.16512496623991e-05	1.31328867833802e-05	4.24981247031574e-06	1.15412458597404e-05	0.0201192464005607	0.0201117543118425	2.38229232521791e-06	8.04053570290914e-06	7.49208871824859e-06	2.35751266075993e-06	1.91567964758339e-06	5.91439841655346e-06	1.89229980955581e-06	2.35751266075993e-06	1.89229980955581e-06	2.35751266075993e-06	1.89229980955581e-06	7.49208871824859e-06	2.35751266075993e-06	7.49208871824859e-06	7.49208871824859e-06	0.0201117543118425
