"Pistacia_lentiscus"	"Rubus_ulmifolius"	"Rhamnus_lycioides"	"Phillyrea_angustifolia"	"Myrtus_communis"	"Olea_europaea"	"Daphne_gnidium"	"Smilax_aspera"	"Asparagus_aphyllus"	"Asparagus_aculeatus"	"Lonicera_periclymenum"	"Osyris_alba"	"Crataegus_monogyna"	"Tamus_communis"	"Pyrus_bourgaeana"	"Rubia_pregrina"	"Sylvia_atricapilla"	"Turdus_merula"	"Sylvia_borin"	"Sylvia_melanocephala"	"Erithacus_rubecula"	"Cyanopica_cyanus"	"Sylvia_cantillans"	"Turdus_philomelos"	"Ficedula_hypoleuca"	"Sylvia_communis"	"Phoenicurus_phoenicurus"	"Sturnus_unicolor"	"Sylvia_hortensis"	"Luscinia_megarhynchos"	"Muscicapa_striata"	"Saxicola_torquata"	"Sylvia_undata"
"Pistacia_lentiscus"	1.00204941794861	0.00131015668817015	0.00116216965870629	0.000866700498437828	0.00107596349499172	0.000741728002178267	0.000543170909088536	0.000498092970856171	0.000330392784259556	0.000231522622878103	0.000256800637844309	0.000270732148597714	0.000294109948112024	0.000198110960430772	0.00014609089444269	0.000125849933401464	0.00599303166487724	0.00599022485447246	0.00597500235875387	0.00598156699592374	0.00596606356618413	0.00595822658823231	0.00594570554396333	0.00593220968288717	0.00592916592571035	0.00592980989625653	0.00592193080081618	0.00592076214677335	0.00591948117855446	0.00591417121640063	0.00591417121640063	0.00591340939807054	0.00590516797582412
"Rubus_ulmifolius"	0.00171328182299174	1.00171071536728	0.00151736671675857	0.00100266925171685	0.00044141877051563	0.000389821148683135	0.000708955569283557	0.000649997323678191	0.000302341347944382	0.000301716858292753	0.000334787810385293	0.000224575972209358	0.000190885279324994	0.000258185221686998	0.000190295384471112	0.000163996255790834	0.00780430670247945	0.00780063339631758	0.00779523183385098	0.00779417947969644	0.00777653757350237	0.00776362054312185	0.00775854294792946	3.74693790977098e-05	0.00774659074336509	0.0077474330040166	0.00773831782900099	2.35957941553001e-05	0.00773394602072544	0.00772818989229694	0.00772818989229694	1.88236621721752e-05	1.4492316075696e-05
"Rhamnus_lycioides"	0.00164640701650058	0.00164381394315512	1.00164287954405	0.000876972984296562	0.000477653571274386	0.000421826369554556	0.000767550840552644	0.000495180892198087	0.000327182394708933	0.000326558493884329	0.000362394872720532	0.000243014267933044	0.00020660410105413	0.000279475772704573	0.000205996267427713	0.000177498768995212	0.00844686913080911	0.00844289101311883	0.00843704784464004	0.00843590775471961	0.00841681267758892	0.0084058079821374	0.00840031539284643	3.74340494762467e-05	0.00838439996041707	0.00838829095967928	0.00838031847800385	2.43133450567002e-05	3.73759642166508e-05	0.00836935346599595	0.00836935346599595	1.91482425303469e-05	1.44612828686296e-05
"Phillyrea_angustifolia"	0.00133944622485846	0.001184972752029	0.000956697801050795	1.00133482083081	0.000672379395896613	0.000611687975140778	0.000609040818244808	0.000767196005635431	0.000508495856548243	0.00035614164424115	0.000395107139403943	0.000416727964600595	0.00022530625457607	0.000304759424475906	0.000224630452605549	0.000193599560889988	0.00921259955365919	0.00921151795615331	0.00920037440719421	0.00920064488245684	0.00917678919476485	0.00916227022861194	0.00915133709773087	0.00914125273842558	0.00913897052080368	0.00913671116098383	3.36673352491578e-05	2.70320788208315e-05	0.00913099803912826	2.49667521313749e-05	2.49667521313749e-05	2.13994224564298e-05	1.460288939931e-05
"Myrtus_communis"	0.00182913794148593	0.000573844401670319	0.000573184285529264	0.000739617335486275	1.00182454828835	0.00118010907669152	0.00039168457309453	0.000315492031972179	0.000481949896217897	0.000314208292204025	0.000357064586762838	0.000381125384764611	0.000498393371374022	0.000257958406736529	0.000247028939494219	0.000135663289174373	0.0101224311866657	0.0101232846529328	8.99405316831449e-05	0.0101036639049275	0.0100824511453286	0.0100851750507206	0.0100576564208469	0.0100644962408323	3.11811813549575e-05	3.22696462281339e-05	2.55458522691678e-05	0.0100545772751921	2.64046456422136e-05	1.99503583678174e-05	1.99503583678174e-05	0.0100421174409078	0.0100290051178334
"Olea_europaea"	0.00140104178189228	0.000563074992542306	0.000562435159406074	0.000747618636283172	0.00131123230743502	1.00139573606468	0.000361305961391192	0.000435681683448272	0.000620691067927796	0.00043443624460982	0.000323191230769815	0.000508748998052283	0.000553362765557697	0.000371950248542808	0.000274317587956015	0.000236185370516295	0.0112416966265492	0.0112458338690286	0.0112149050709509	0.0112201445483414	0.0111942069875514	0.0111960646186947	4.87939224856479e-05	0.0111752893990786	3.02802851110025e-05	2.92177747959014e-05	2.24212417387816e-05	0.0111618071040673	2.55933254492852e-05	1.72597280046218e-05	1.72597280046217e-05	0.0111479730349283	2.13537453207754e-05
"Daphne_gnidium"	0.00131912935064359	0.00131663177152661	0.00131580144094739	0.000957064142956127	0.000559549390135042	0.00046453623607439	1.00131161958504	0.000463758325186391	0.000462732909578797	0.000462044429903645	0.000523396289987286	0.000318969509029522	9.79375834772157e-05	0.000222904341632927	9.74134576862659e-05	0.000207521337204766	0.0144058003036578	0.000106921203840867	0.0144000818634541	0.0143987599794486	0.0143763400549275	5.9578287264752e-05	0.0143580682443041	4.13087805090809e-05	4.41782351765134e-05	0.014342004824603	0.0143333042414852	2.09650316379912e-05	3.32132231686184e-05	2.88525331274962e-05	2.88525331274962e-05	1.85165920510608e-05	1.33550783169009e-05
"Smilax_aspera"	0.00120965435779356	0.00120713788683093	0.000848881529482435	0.00120559372314139	0.000450702902817399	0.000560162164433492	0.000463758325186391	1.00120251427561	0.00055828471915338	0.000557511352125105	0.000414529357338996	0.000414533324642823	0.000193465948131846	0.000318388183849082	0.000192898865240593	0.000302993185235381	0.0144130870884145	0.0144144216740795	0.0144052731531046	0.0143996804092916	0.0143751394510558	6.43926141569001e-05	5.38579807114435e-05	4.64020216965374e-05	0.0143373283066854	4.10603645364896e-05	3.01004215988406e-05	2.2683315650105e-05	0.0143302542939397	2.34753026676064e-05	2.34753026676064e-05	1.78466669468089e-05	1.16226428975479e-05
"Asparagus_aphyllus"	0.000936112888735408	0.000655072920546161	0.000654364789417867	0.000932242403671779	0.000803249827029828	0.000931036601891695	0.000539855061175263	0.00065133217234561	1.00092877730316	0.000649948475516445	0.000483110922607232	0.000761227172084374	0.000225537691477811	0.000371091410458631	0.000224799633025468	0.000353250827867139	0.0168048066603792	0.016806371730481	0.0167929196839825	0.0167891771546573	0.016755013107502	6.52599377760401e-05	4.98804716064414e-05	0.0167297296585769	3.37782850435749e-05	3.21857548839985e-05	2.37108239415278e-05	2.95223380936994e-05	2.83252451317594e-05	1.59986087818812e-05	1.59986087818812e-05	2.38838958067542e-05	1.35390446746242e-05
"Asparagus_aculeatus"	0.00078717691778555	0.000784463831561159	0.000783740385322391	0.00078351161733053	0.000628416584408049	0.000781985240297675	0.000646862201865104	0.000780515892975147	0.000779938170619734	1.00077908306635	0.000578935039875032	0.000579055536323733	0.000269956295057032	0.000444660167668235	0.000269297488792775	0.000423411664780149	0.0201412624536196	0.0201431380692132	0.020130369301631	0.0201225397453158	0.0200882634296001	6.61336776500945e-05	5.14225476255808e-05	5.13062563154655e-05	3.54690194284288e-05	3.35596809839996e-05	2.64368480991766e-05	2.63522505702647e-05	2.89378495507422e-05	1.71959595011037e-05	1.71959595011037e-05	1.96033431938389e-05	1.09146183016425e-05
"Lonicera_periclymenum"	0.000873122168670651	0.000870448307001763	0.000869747694529277	0.000869235706688674	0.000714129173525675	0.000581744215385667	0.000732754805982201	0.000580341100274595	0.000579733107128678	0.000578935039875032	1.00086472754169	0.000578927243551139	0.000269914654978802	0.000444616388130826	0.000269277430091752	0.000423355523503938	0.0201392950849531	0.0201399425688566	0.0201275454222102	0.020120574863162	8.05863577539055e-05	6.74261159718671e-05	0.0200618855775759	4.78840352187855e-05	3.52723963538615e-05	3.74497350068273e-05	2.95475922187484e-05	2.54889954820093e-05	2.80244988994508e-05	1.90796664190027e-05	1.90796664190027e-05	1.87411291075392e-05	1.22773044921429e-05
