"Sambucus_niger"	"Crataegus_monogyna"	"Hedera_helix"	"Prunus_spinosa"	"Euonymus_europaeus"	"Rubus_fruticosus"	"Rosa_canina"	"Turdus_merula"	"Turdus_philomelos"	"Erithacus_rubecula"	"Sylvia_atricapilla"	"Turdus_iliacus"	"Turdus_pilaris"
"Sambucus_niger"	1.00280945120683	0.00146972389687838	0.0021383228392077	0.00163675628493664	0.000961984160449938	0.000794712429028382	0.000290059283678628	0.020304149857504	0.0201861258139902	0.0201577463031393	0.0201505660022402	0.020133851028682	7.76620045453755e-05
"Crataegus_monogyna"	0.00183715487109798	1.00308731998596	0.000997972570409402	0.00246171694345254	0.000364153838880778	0.00099120138911291	0.000361490502093237	0.0253043351465266	0.0251884354807869	7.99001036262336e-05	0.000123235335268508	0.0251754690206574	0.0251387259232354
"Hedera_helix"	0.00267290354900962	0.000997972570409402	1.00266928459481	0.00120644963285179	0.00120107156213851	0.000991598088453267	0.000361730103339936	0.0253211072337955	0.0251947194045333	0.0251802437639573	0.0251503514266717	0.000108568626061722	5.51105550815298e-05
"Prunus_spinosa"	0.0020459453561708	0.00246171694345254	0.00120644963285179	1.00329639475442	0.000364228109361041	0.000365023580511197	0.000361251724247282	0.0252876206973098	0.000150874250556584	8.92915534127628e-05	0.0251534900168051	0.0251848716995701	0.0251439527924467
"Euonymus_europaeus"	0.00240496040112484	0.000728307677761556	0.00240214312427703	0.000728456218722082	1.0023938673858	0.000723669446043132	0.000719605847283742	0.0503724093098619	0.000162543950375618	0.0502278461554193	0.000126364191597475	8.45183054345879e-05	3.64190974120909e-05
"Rubus_fruticosus"	0.00198678107257096	0.00198240277822582	0.00198319617690654	0.000730047161022393	0.000723669446043132	1.00197542732014	0.000719486146103924	0.0503640302272747	0.0502376469613366	0.000125498998176239	0.000107566704899642	0.000107546869932624	6.78112484812053e-05
"Rosa_canina"	0.00145029641839314	0.00144596200837295	0.00144692041335974	0.00144500689698913	0.00143921169456748	0.00143897229220785	1.00143464037712	0.100424826398387	0.000173276603521572	0.000137139523430231	0.000101304111126585	0.000101280151001915	7.22742226340519e-05
"Turdus_merula"	0.0145029641839314	0.0144596200837295	0.0144692041335974	0.0144500689698913	0.0143921169456748	0.0143897229220785	0.0143464037711981	1.00424826398387	0.00173276603521572	0.00137139523430231	0.00101304111126585	0.00101280151001915	0.000722742226340519
"Turdus_philomelos"	0.0252326572674877	0.0251884354807869	0.0251947194045333	0.000150874250556584	8.1271975187809e-05	0.0251188234806683	4.33191508803931e-05	0.00303234056162752	1.00302017319152	0.00113858472922248	0.001138292986727	0.00113813588863334	0.000633482743283588
"Erithacus_rubecula"	0.0335962438385655	0.000106533471501645	0.0335736583519431	0.00011905540455035	0.0334852307702795	8.36659987841594e-05	4.57131744767435e-05	0.00319992221337205	0.00151811297229664	1.00318552787408	0.00151424272068365	0.00067756459867261	5.63972190129988e-06
"Sylvia_atricapilla"	0.0335842766704004	0.000164313780358011	0.0335338019022289	0.0335379866890735	8.42427943983164e-05	7.17111365997616e-05	3.37680370421949e-05	0.00236376259295364	0.00151772398230267	0.00151424272068365	1.00234848024819	0.00151424304514379	0.000842557511735787
"Turdus_iliacus"	0.0335564183811366	0.0335672920275431	0.000144758168082296	0.0335798289327602	5.63455369563919e-05	7.16979132884163e-05	3.37600503339716e-05	0.00236320352337801	0.00151751451817779	0.00067756459867261	0.00151424304514379	1.00234980639163	0.00167867802400758
"Turdus_pilaris"	0.000194155011363439	0.0502774518464708	0.00011022111016306	0.0502879055848934	3.6419097412091e-05	6.78112484812054e-05	3.6137111317026e-05	0.00252959779219182	0.00126696548656718	8.45958285194982e-06	0.00126383626760368	0.00251801703601137	1.00251413393578
