"R1"	"R2"	"R3"	"R4"	"R5"	"R6"	"R7"	"R8"	"R9"	"R10"	"R11"	"R12"	"R13"	"R14"	"R15"	"R16"	"R17"	"R18"	"R19"	"R20"	"R21"	"R22"	"R23"	"R24"	"C1"	"C2"	"C3"	"C4"	"C5"	"C6"	"C7"	"C8"	"C9"	"C10"	"C11"	"C12"	"C13"	"C14"	"C15"	"C16"	"C17"	"C18"	"C19"	"C20"	"C21"	"C22"	"C23"	"C24"	"C25"	"C26"
"R1"	1.00042670107923	0.000427496327768901	0.000427496327768901	0.000210949797093197	0.000428219782671579	0.000428523146689561	0.000429366240041505	0.000429155566823923	0.000429449622398915	0.000429376713462601	0.000428803992063732	0.000429689673799803	0.000429742155991216	0.000429967649455128	0.000429993037817786	0.000430195373985467	0.000430375735426579	0.000431038078384302	0.000432013444974379	0.000432222436306364	0.000432400238793428	0.000432571064100575	0.000432521828113449	0.000432740787848477	3.39447495802486e-06	5.12475921442716e-06	8.80565486000715e-06	8.89012435322271e-06	1.07693523371634e-05	1.33048704453064e-05	1.3638523906674e-05	1.61740420148169e-05	1.38421764370596e-05	1.47476505294139e-05	1.75167788022593e-05	1.92468661147131e-05	2.02944117520295e-05	2.5088182656897e-05	4.38800388452072e-05	1.75985328457214e-05	5.00736539524073e-05	4.55046026973121e-05	4.70488919988213e-05	5.43081655170399e-05	6.8148866901932e-05	8.41963249969512e-05	8.41963249969512e-05	9.48837331911737e-05	0.0501132052186228	0.0501162187871527
"R2"	0.000213748163884451	1.00043689500844	0.000323245730113653	0.000329145682013483	0.000437636963008986	0.000437947008390801	0.000438828359802354	0.000438602902176071	0.00043891357570468	0.00043883906415699	0.000438235474851449	0.000439158918315104	0.000439212553091223	0.000439443013569663	0.000439468963696919	0.000439656069283829	0.000439850546465066	0.000440537028593726	0.000441533884509487	0.00044174747854315	0.000441929199328433	0.000442103789175031	0.000442053470707724	0.000442277253187093	3.46928024124279e-06	5.23769539794292e-06	8.99970827286856e-06	9.08603926412724e-06	1.10066804751844e-05	1.35980747610299e-05	1.39390174516182e-05	1.65304117374636e-05	1.41470809700689e-05	1.50724457441868e-05	1.79025983495172e-05	1.96708122323481e-05	2.07414430595832e-05	2.56410605696054e-05	4.48466079813856e-05	1.79863583590534e-05	5.11766652981864e-05	4.65068072722433e-05	4.97077645775495e-05	5.7126736616493e-05	7.12718658698056e-05	8.48309525582901e-05	0.0250876721845165	0.0250957533277693	0.0251017386547919	0.0251064407359635
"R3"	0.000213748163884451	0.000323245730113653	1.00043689500844	0.000329145682013483	0.000437636963008986	0.000437947008390801	0.000438828359802354	0.000438602902176071	0.00043891357570468	0.00043883906415699	0.000438235474851449	0.000439158918315104	0.000439212553091223	0.000439443013569663	0.000439468963696919	0.000439656069283829	0.000439850546465066	0.000440537028593726	0.000441533884509487	0.00044174747854315	0.000441929199328433	0.000442103789175031	0.000442053470707724	0.000442277253187093	3.46928024124279e-06	5.23769539794292e-06	8.99970827286856e-06	9.08603926412724e-06	1.10066804751844e-05	1.35980747610299e-05	1.39390174516182e-05	1.65304117374636e-05	1.41470809700689e-05	1.50724457441868e-05	1.79025983495172e-05	1.96708122323481e-05	2.07414430595832e-05	2.56410605696054e-05	4.48466079813856e-05	1.79863583590534e-05	5.11766652981864e-05	4.65068072722433e-05	4.97077645775495e-05	5.7126736616493e-05	7.12718658698056e-05	0.0250876721845165	8.48309525582901e-05	0.0250957533277693	0.0251017386547919	0.0251064407359635
"R4"	6.02713705980561e-05	0.000188083246864847	0.000188083246864847	1.00049889102582	0.000325201386802502	0.000325519373487814	0.000499851410052517	0.000410266258387654	0.000499913364985228	0.000499864716879474	0.000338460864666209	0.000500202499906642	0.000500228476864105	0.000500470926211533	0.000500520486591954	0.000327307894271487	0.000416851807226233	0.000501687249798612	0.000502776683587234	0.000502994208123577	0.000503201127989545	0.000503399927101878	0.000503365102143989	0.000503597445784958	3.95037366159502e-06	5.96397337000254e-06	1.02475760762934e-05	1.03459932983858e-05	1.25329246380535e-05	1.54840261074571e-05	1.53119366862284e-05	1.8263038155632e-05	1.48708381685641e-05	1.53645016549789e-05	1.85874912775667e-05	2.06009516861426e-05	2.18204412685018e-05	2.92009727848816e-05	4.72667818315129e-05	2.04825402079823e-05	5.40452843470058e-05	4.76980027967428e-05	0.0143435370556119	0.0143495473183541	0.014360503783002	0.0143694366249819	0.0143694366249819	0.0143741387061536	8.43109743146073e-05	0.0143771522746835
"R5"	0.000142739927557193	0.000291757975339324	0.000291757975339324	0.000379401617936253	1.00045161045039	0.000451930388646754	0.00045283410991474	0.000452597910216637	0.000452922045670796	0.000452844721205589	0.000368875638834401	0.000453168268998569	0.000453223616394865	0.000453461429288467	0.000453488207257978	0.000453680517984694	0.000453891261966147	0.00045459034685763	0.000455619004338587	0.000455839412920434	0.000456026930676719	0.000456207090014348	0.000456155165660521	0.000456386087602789	3.57995176880666e-06	5.40478012886405e-06	9.28680283097546e-06	9.37588781428335e-06	1.13577983052418e-05	1.40318591691102e-05	1.43837400516827e-05	1.70578009155512e-05	1.45983734337039e-05	1.55533197058785e-05	1.84737553813712e-05	2.02983760440132e-05	2.14031604242154e-05	2.64590863113332e-05	4.52356086102356e-05	1.85602002682576e-05	5.17676468766678e-05	4.79907389114201e-05	5.18616726655739e-05	5.84755420736367e-05	0.0167407807693788	0.0167526856642477	0.0167526856642477	0.0167599796136312	0.0167616965868957	0.0167671166100091
"R6"	0.000122435184768446	0.000250255433366172	0.000250255433366172	0.000325519373487814	0.00038736890455436	1.00048294884433	0.000388593803929952	0.000483615909863006	0.000483937778923757	0.000388597698062857	0.000316542564923817	0.000388925963580594	0.000484241398743347	0.000484495486390387	0.000484505903354836	0.00048478272493237	0.000485000858701532	0.000485671530550261	0.000486770550107835	0.000487006044197561	0.000487206382906681	0.000487398860088379	0.000487343371792459	0.000487590096088908	3.82472001058871e-06	5.77431545094223e-06	9.92175962985439e-06	1.00169354559678e-05	1.21343530394355e-05	1.49912443956135e-05	1.53676920974457e-05	1.82245834536237e-05	1.55970867889524e-05	1.66178324373815e-05	1.97379437159708e-05	2.16873172031406e-05	2.28678882335491e-05	2.64504611488711e-05	4.55429729385629e-05	1.8877182434913e-05	5.25224828380502e-05	0.0143369909661362	5.1499049720147e-05	5.75960028332734e-05	0.0143594049969075	0.0143696181648032	0.0143696181648032	0.0143758745506373	0.0143773460331116	0.0143819963098757
"R7"	8.58732480083009e-05	0.000175531343920942	0.000175531343920942	0.000349895987036762	0.000271700465948844	0.000272015662750966	1.00058187985395	0.000394050036881298	0.000456897095430647	0.000394347102323597	0.000343693496809809	0.000457193479856016	0.000457209376908495	0.000457465410269548	0.000457508676658139	0.000336415613193577	0.00033666730558934	0.000583823163071542	0.000585046085651234	0.00058528052917898	0.000585521302687378	0.000585752626118579	0.000585728434103827	0.000585982460740158	4.59669243156976e-06	6.93970293604408e-06	1.19240729835269e-05	1.20386754198986e-05	1.45833733728507e-05	1.80176272732715e-05	1.68278220767796e-05	2.02620759772005e-05	1.69863420385191e-05	1.65714903531242e-05	2.03221309064536e-05	2.26650446428689e-05	2.30430024946943e-05	2.99299749643194e-05	4.68422216772719e-05	0.0100238364258128	0.0100554204051871	4.72795203183174e-05	0.0100555293678958	0.0100619594216451	0.0100707249494431	0.0100794094017512	0.0100794094017512	0.0100837976853492	0.0100830928336491	0.0100880913477497
"R8"	9.53679037386495e-05	0.000194934623189365	0.000194934623189365	0.000319095978745953	0.000301731940144424	0.000376145707671227	0.000437833374312553	1.00051166104621	0.000511994191835021	0.000368377502095329	0.000381643542998088	0.000438173142586757	0.000512308946199417	0.000512562549505354	0.000512586910113559	0.000447453972552126	0.000378211577732676	0.000513779775021072	0.000514907621682171	0.000515137212921001	0.000515349127033405	0.000515552724646787	0.000515511096365175	0.000515755010521929	4.04571750285274e-06	6.10792840143988e-06	1.04949434434457e-05	1.05957056202102e-05	1.28354326329102e-05	1.58576666036223e-05	1.5356843151128e-05	1.83790771218402e-05	1.60315324368539e-05	1.62124537656073e-05	1.95131325403232e-05	2.15751769257839e-05	2.2824297534283e-05	2.77963914141895e-05	4.72131546593968e-05	2.02360003467479e-05	0.0111673024786285	0.0111620651290203	5.33033002115377e-05	0.0111723486678276	0.0111836980096409	0.0111933419195081	0.0111933419195081	0.0111982152850879	0.0111984251662927	0.0112029836802748
"R9"	8.58899244797831e-05	0.000175565430281872	0.000175565430281872	0.00034993935548966	0.000271753227402478	0.00033875644524663	0.000456897095430647	0.000460794772651519	1.00052364047658	0.000394392173601697	0.000343746047763007	0.000457242028461821	0.000523958372881406	0.000524214639946883	0.000524245246305973	0.00040313005536493	0.00040335952175725	0.000525461148994744	0.000526607536506207	0.000526838359552771	0.000527055087855229	0.000527263310576442	0.000527224221601035	0.000527470191996146	4.13762839408162e-06	6.24668163638739e-06	1.07333460657238e-05	1.08364151229336e-05	1.31270166862065e-05	1.62179646214697e-05	1.58160801645882e-05	1.89070280998514e-05	1.60065170816703e-05	1.63019099395692e-05	1.9677631608911e-05	2.17865284953152e-05	2.30640358929427e-05	2.86873424566591e-05	4.76844451957183e-05	2.07869355757762e-05	0.0100559767776198	0.0100504826766228	0.0100553126285732	0.0100620403326102	0.0100726806691329	0.010081366630487	0.010081366630487	0.0100857557662441	0.0100850511288182	0.0100900502624681
"R10"	8.58753426925202e-05	0.000175535625662796	0.000175535625662796	0.000349905301815632	0.000271706832723354	0.000272018388644	0.000394347102323597	0.000331539751885796	0.000394392173601698	1.00056107549749	0.000347875488057639	0.000561410209954351	0.000461394057882473	0.000461649974561038	0.000561721765874997	0.000340586945922146	0.000403359121074073	0.000562990213385658	0.000564187700768922	0.000564422933067286	0.000564655124677094	0.000564878203385604	0.000564846874087809	0.000565099845807692	4.43284844176544e-06	6.69236125530785e-06	1.14991036939289e-05	1.16095804904121e-05	1.40635932428785e-05	1.73753003804412e-05	1.6752654050039e-05	2.00643611876017e-05	1.64963571423224e-05	1.66209284005332e-05	2.02377375906944e-05	2.24971250870456e-05	2.30325010708249e-05	0.0100327707992524	0.0100502826421163	2.13187714036772e-05	5.35539941144772e-05	4.67333880969066e-05	0.0100563874745442	0.0100617306323587	0.0100709184376573	0.0100796552718996	0.0100796552718996	0.0100840436625412	0.010083338782507	0.0100883374296758
