"Guarea_guidonia"	"Clusia_rosea"	"Ocotea_coriacea"	"Roystonea_borinquena"	"Cupania_americana"	"Cecropia_schreberiana"	"Clusia_gundlachi"	"Hyeronima_clusioides"	"Ficus_sp1_M_SD_005"	"Margravia_rectiflora"	"Persea_americana"	"Phoradendron_sp1_M_SD_005"	"Alchornea_latifolia"	"Anthurium_scandens"	"Ardisia_obovata"	"Bursera_simaruba"	"Chrysophyllum_argenteum"	"Comocladia_glabra"	"Dendropemon_bicolor"	"Guapira_fragrans"	"Petitia_dominguensis"	"Syzigium_malaccensis"	"Unidentified_sp1_M_SD_005"	"Unidentified_sp2_M_SD_005"	"Zanthoxylum_martinicensis"	"Loxigilla_portoricensis"	"Margarops_fuscatus"	"Columba_squamosa"	"Turdus_plumbeus"	"Vireo_altiloquous"	"Spindalis_portoricensis"	"Euphonia_musica"	"Tyrannus_caudifasciatus"	"Tyrannus_dominicensis"	"Molothrus_bonariensis"	"Myarchus_antillarum"	"Coereba_flaveola"	"Vireo_latimeri"
"Persea_americana"	0.00046130438179407	0.000461910297163953	0.000459695134060417	1.14407203765459e-06	1.71070683684322e-06	1.67244922579376e-06	0.000459041181599852	0.00168144197242341	0.000458501969115265	0.000458578451480193	1.00213941556435	0	5.28377188139167e-07	0	0.00168144197242341	5.28377188139167e-07	0.000457973591927125	5.28377188139167e-07	0	0.000457973591927125	5.39212484587469e-07	0.000457973591927125	5.28377188139167e-07	6.04859553067122e-07	0.000457973591927125	5.28377188139166e-05	0.0503770951119838	2.69606242293734e-05	4.23401687146986e-05	1.42871248941481e-05	0.0504432591727022	0	7.6884063632345e-06	1.15494019127385e-05	6.59871853091362e-06	1.42871248941481e-05	6.59871853091363e-06	6.59871853091362e-06
"Phoradendron_sp1_M_SD_005"	0	0	0	0	0	0	0	0	0	0	0	1.003367003367	0	0.00336700336700337	0	0	0	0	0.00336700336700337	0	0	0	0	0	0	0	0	0	0	0	0	0.101010101010101	0	0	0	0	0	0
"Alchornea_latifolia"	0.00101293841805244	0.0010143887740411	5.30401024697305e-06	2.56115606666146e-06	0.00100874572142225	0.00100841021083231	0.00100825639835601	1.77307781254754e-09	0.00100690403606411	2.26377507322775e-06	1.05675437627833e-06	0	1.00100584905477	0	1.77307781254754e-09	0.00100584905476565	1.05498129846579e-06	0.00100584905476565	0	1.05498129846579e-06	1.35236229189949e-06	1.05498129846579e-06	0.00100584905476565	1.20879377476197e-06	1.05498129846579e-06	0.100584905476565	0.000116047942831236	6.76181145949747e-05	8.46155642333377e-05	3.13735751681278e-05	5.31923343764261e-08	0	1.68823069675407e-05	3.37574576369161e-05	1.44912682005872e-05	3.13735751681278e-05	1.44912682005872e-05	1.44912682005872e-05
"Anthurium_scandens"	0	0	0	0	0	0	0	0	0	0	0	0.00336700336700337	0	1.003367003367	0	0	0	0	0.00336700336700337	0	0	0	0	0	0	0	0	0	0	0	0	0.101010101010101	0	0	0	0	0	0
"Ardisia_obovata"	1.54800128118815e-06	1.55003455424146e-06	1.54260112100811e-06	3.83916791159259e-09	5.74062696927253e-09	5.61224572414013e-09	1.54040664966393e-06	0.00336134712071283	1.53859721179619e-06	1.53885386402749e-06	0.00336288394484681	0	1.77307781254754e-09	0	1.00336134712071	1.77307781254754e-09	1.53682413398364e-06	1.77307781254754e-09	0	1.53682413398364e-06	1.80943786774318e-09	1.53682413398364e-06	1.77307781254754e-09	2.0297300438494e-09	1.53682413398364e-06	1.77307781254754e-07	0.000169050654738201	9.04718933871592e-08	1.42081103069458e-07	4.79433721280138e-08	0.100840413621385	0	2.58000213531359e-08	3.87563822575118e-08	2.21433507748779e-08	4.79433721280138e-08	2.21433507748779e-08	2.21433507748779e-08
"Bursera_simaruba"	0.00101293841805244	0.0010143887740411	5.30401024697305e-06	2.56115606666146e-06	0.00100874572142225	0.00100841021083231	0.00100825639835601	1.77307781254754e-09	0.00100690403606411	2.26377507322775e-06	1.05675437627833e-06	0	0.00100584905476565	0	1.77307781254754e-09	1.00100584905477	1.05498129846579e-06	0.00100584905476565	0	1.05498129846579e-06	1.35236229189949e-06	1.05498129846579e-06	0.00100584905476565	1.20879377476197e-06	1.05498129846579e-06	0.100584905476565	0.000116047942831236	6.76181145949747e-05	8.46155642333377e-05	3.13735751681278e-05	5.31923343764261e-08	0	1.68823069675407e-05	3.37574576369161e-05	1.44912682005872e-05	3.13735751681278e-05	1.44912682005872e-05	1.44912682005872e-05
"Chrysophyllum_argenteum"	0.000921060762306951	0.000922270559773666	0.000917847666999825	2.28430490739759e-06	3.41567304671716e-06	3.33928620586338e-06	0.00091654195655004	1.53682413398364e-06	0.000915465341018733	0.000915618049096358	0.000915947183854251	0	1.05498129846579e-06	0	1.53682413398364e-06	1.05498129846579e-06	1.00091441035972	1.05498129846579e-06	0	0.000914410359720267	1.07661553130719e-06	0.000914410359720267	1.05498129846579e-06	1.2076893760904e-06	0.000914410359720267	0.000105498129846579	0.100585139569229	5.38307765653597e-05	8.45382563263277e-05	2.85263064161682e-05	4.61047240195093e-05	0	1.53510127051159e-05	2.30600474432195e-05	1.31752937110524e-05	2.85263064161682e-05	1.31752937110524e-05	1.31752937110524e-05
"Comocladia_glabra"	0.00101293841805244	0.0010143887740411	5.30401024697305e-06	2.56115606666146e-06	0.00100874572142225	0.00100841021083231	0.00100825639835601	1.77307781254754e-09	0.00100690403606411	2.26377507322775e-06	1.05675437627833e-06	0	0.00100584905476565	0	1.77307781254754e-09	0.00100584905476565	1.05498129846579e-06	1.00100584905477	0	1.05498129846579e-06	1.35236229189949e-06	1.05498129846579e-06	0.00100584905476565	1.20879377476197e-06	1.05498129846579e-06	0.100584905476565	0.000116047942831236	6.76181145949747e-05	8.46155642333377e-05	3.13735751681278e-05	5.31923343764261e-08	0	1.68823069675407e-05	3.37574576369161e-05	1.44912682005872e-05	3.13735751681278e-05	1.44912682005872e-05	1.44912682005872e-05
"Dendropemon_bicolor"	0	0	0	0	0	0	0	0	0	0	0	0.00336700336700337	0	0.00336700336700337	0	0	0	0	1.003367003367	0	0	0	0	0	0	0	0	0	0	0	0	0.101010101010101	0	0	0	0	0	0
"Guapira_fragrans"	0.000921060762306951	0.000922270559773666	0.000917847666999825	2.28430490739759e-06	3.41567304671716e-06	3.33928620586338e-06	0.00091654195655004	1.53682413398364e-06	0.000915465341018733	0.000915618049096358	0.000915947183854251	0	1.05498129846579e-06	0	1.53682413398364e-06	1.05498129846579e-06	0.000914410359720267	1.05498129846579e-06	0	1.00091441035972	1.07661553130719e-06	0.000914410359720267	1.05498129846579e-06	1.2076893760904e-06	0.000914410359720267	0.000105498129846579	0.100585139569229	5.38307765653597e-05	8.45382563263277e-05	2.85263064161682e-05	4.61047240195093e-05	0	1.53510127051159e-05	2.30600474432195e-05	1.31752937110524e-05	2.85263064161682e-05	1.31752937110524e-05	1.31752937110524e-05
"Petitia_dominguensis"	5.58028910993381e-06	2.4522913987638e-06	0.00201646286592265	0.00201285398207952	7.01383765332556e-06	0.00201420634437142	0.00201215375285312	1.80943786774318e-09	2.42897782320669e-06	4.20582258090774e-06	1.07842496917494e-06	0	1.35236229189949e-06	0	1.80943786774318e-09	1.35236229189949e-06	1.07661553130719e-06	1.35236229189949e-06	0	1.07661553130719e-06	1.00200972477503	1.07661553130719e-06	1.35236229189949e-06	3.12920704960054e-06	1.07661553130719e-06	0.000135236229189949	0.000118427708443791	0.100486238751496	0.000219044493472038	1.28037552766951e-07	5.42831360322955e-08	0	9.30048184988969e-08	5.06453662365105e-05	3.50327342680543e-08	1.28037552766951e-07	3.50327342680543e-08	3.50327342680543e-08
"Syzigium_malaccensis"	0.000921060762306951	0.000922270559773666	0.000917847666999825	2.28430490739759e-06	3.41567304671716e-06	3.33928620586338e-06	0.00091654195655004	1.53682413398364e-06	0.000915465341018733	0.000915618049096358	0.000915947183854251	0	1.05498129846579e-06	0	1.53682413398364e-06	1.05498129846579e-06	0.000914410359720267	1.05498129846579e-06	0	0.000914410359720267	1.07661553130719e-06	1.00091441035972	1.05498129846579e-06	1.2076893760904e-06	0.000914410359720267	0.000105498129846579	0.100585139569229	5.38307765653597e-05	8.45382563263277e-05	2.85263064161682e-05	4.61047240195093e-05	0	1.53510127051159e-05	2.30600474432195e-05	1.31752937110524e-05	2.85263064161682e-05	1.31752937110524e-05	1.31752937110524e-05
"Unidentified_sp1_M_SD_005"	0.00101293841805244	0.0010143887740411	5.30401024697305e-06	2.56115606666146e-06	0.00100874572142225	0.00100841021083231	0.00100825639835601	1.77307781254754e-09	0.00100690403606411	2.26377507322775e-06	1.05675437627833e-06	0	0.00100584905476565	0	1.77307781254754e-09	0.00100584905476565	1.05498129846579e-06	0.00100584905476565	0	1.05498129846579e-06	1.35236229189949e-06	1.05498129846579e-06	1.00100584905477	1.20879377476197e-06	1.05498129846579e-06	0.100584905476565	0.000116047942831236	6.76181145949747e-05	8.46155642333377e-05	3.13735751681278e-05	5.31923343764261e-08	0	1.68823069675407e-05	3.37574576369161e-05	1.44912682005872e-05	3.13735751681278e-05	1.44912682005872e-05	1.44912682005872e-05
"Unidentified_sp2_M_SD_005"	0.00144213487895884	4.84774266913117e-06	0.00144344608821	0.00143803356124772	0.00144031798555907	0.00143924235502248	5.54569020045291e-06	2.0297300438494e-09	2.41648315085236e-06	0.00143611204357421	1.20971910613424e-06	0	1.20879377476197e-06	0	2.0297300438494e-09	1.20879377476197e-06	1.2076893760904e-06	1.20879377476197e-06	0	1.2076893760904e-06	3.12920704960054e-06	1.2076893760904e-06	1.20879377476197e-06	1.0014349043542	1.2076893760904e-06	0.000120879377476197	0.000132845831369943	0.000156460352480027	0.100443304793868	2.41048347826825e-05	6.08919013154821e-08	0	2.40355813159806e-05	8.40967517238858e-05	6.92534667018739e-08	2.41048347826825e-05	6.92534667018739e-08	6.92534667018739e-08
"Zanthoxylum_martinicensis"	0.000921060762306951	0.000922270559773666	0.000917847666999825	2.28430490739759e-06	3.41567304671716e-06	3.33928620586338e-06	0.00091654195655004	1.53682413398364e-06	0.000915465341018733	0.000915618049096358	0.000915947183854251	0	1.05498129846579e-06	0	1.53682413398364e-06	1.05498129846579e-06	0.000914410359720267	1.05498129846579e-06	0	0.000914410359720267	1.07661553130719e-06	0.000914410359720267	1.05498129846579e-06	1.2076893760904e-06	1.00091441035972	0.000105498129846579	0.100585139569229	5.38307765653597e-05	8.45382563263277e-05	2.85263064161682e-05	4.61047240195093e-05	0	1.53510127051159e-05	2.30600474432195e-05	1.31752937110524e-05	2.85263064161682e-05	1.31752937110524e-05	1.31752937110524e-05
"Loxigilla_portoricensis"	0.0101293841805244	0.010143887740411	5.30401024697305e-05	2.56115606666146e-05	0.0100874572142225	0.0100841021083231	0.0100825639835601	1.77307781254754e-08	0.0100690403606411	2.26377507322775e-05	1.05675437627833e-05	0	0.0100584905476565	0	1.77307781254754e-08	0.0100584905476565	1.05498129846579e-05	0.0100584905476565	0	1.05498129846579e-05	1.35236229189949e-05	1.05498129846579e-05	0.0100584905476565	1.20879377476197e-05	1.05498129846579e-05	1.00584905476565	0.00116047942831236	0.000676181145949747	0.000846155642333377	0.000313735751681278	5.31923343764261e-07	0	0.000168823069675407	0.000337574576369161	0.000144912682005872	0.000313735751681278	0.000144912682005872	0.000144912682005872
"Margarops_fuscatus"	0.00921060762306951	0.00922270559773665	0.00917847666999825	2.28430490739759e-05	3.41567304671716e-05	3.33928620586338e-05	0.0091654195655004	1.53682413398364e-05	0.00915465341018733	0.00915618049096358	0.00915947183854251	0	1.05498129846579e-05	0	1.53682413398364e-05	1.05498129846579e-05	0.00914410359720267	1.05498129846579e-05	0	0.00914410359720267	1.07661553130719e-05	0.00914410359720267	1.05498129846579e-05	1.2076893760904e-05	0.00914410359720267	0.00105498129846579	1.00585139569229	0.000538307765653597	0.000845382563263277	0.000285263064161682	0.000461047240195093	0	0.000153510127051159	0.000230600474432195	0.000131752937110524	0.000285263064161682	0.000131752937110524	0.000131752937110524
"Columba_squamosa"	5.58028910993381e-05	2.4522913987638e-05	0.0201646286592265	0.0201285398207952	7.01383765332556e-05	0.0201420634437142	0.0201215375285312	1.80943786774318e-08	2.42897782320669e-05	4.20582258090774e-05	1.07842496917494e-05	0	1.35236229189949e-05	0	1.80943786774318e-08	1.35236229189949e-05	1.07661553130719e-05	1.35236229189949e-05	0	1.07661553130719e-05	0.0200972477502992	1.07661553130719e-05	1.35236229189949e-05	3.12920704960054e-05	1.07661553130719e-05	0.00135236229189949	0.00118427708443791	1.00486238751496	0.00219044493472038	1.28037552766951e-06	5.42831360322955e-07	0	9.30048184988969e-07	0.000506453662365105	3.50327342680543e-07	1.28037552766951e-06	3.50327342680543e-07	3.50327342680543e-07
"Turdus_plumbeus"	0.0144213487895884	4.84774266913117e-05	0.0144344608821	0.0143803356124772	0.0144031798555907	0.0143924235502248	5.54569020045291e-05	2.0297300438494e-08	2.41648315085236e-05	0.0143611204357421	1.20971910613424e-05	0	1.20879377476197e-05	0	2.0297300438494e-08	1.20879377476197e-05	1.2076893760904e-05	1.20879377476197e-05	0	1.2076893760904e-05	3.12920704960054e-05	1.2076893760904e-05	1.20879377476197e-05	0.0143490435419812	1.2076893760904e-05	0.00120879377476197	0.00132845831369943	0.00156460352480027	1.00443304793868	0.000241048347826825	6.08919013154821e-07	0	0.000240355813159806	0.000840967517238858	6.92534667018739e-07	0.000241048347826825	6.92534667018739e-07	6.92534667018739e-07
"Vireo_altiloquous"	0.0502816102438015	0.0504017626970866	2.6459027565541e-05	1.21164361677247e-05	2.78186431651373e-05	2.78032237517886e-05	3.00139595685315e-05	2.39716860640069e-08	2.9949940792148e-05	2.63155705994254e-05	1.42871248941481e-05	0	1.56867875840639e-05	0	2.39716860640069e-08	1.56867875840639e-05	1.42631532080841e-05	1.56867875840639e-05	0	1.42631532080841e-05	6.40187763834756e-08	1.42631532080841e-05	1.56867875840639e-05	1.20524173913412e-05	1.42631532080841e-05	0.00156867875840639	0.00156894685288925	3.20093881917378e-06	0.000843669217393886	1.00155805201878	7.19150581920207e-07	0	0.000838026837396692	1.5887637946431e-06	0.000720025181386951	0.00155805201878364	0.000720025181386951	0.000720025181386951
"Spindalis_portoricensis"	1.54800128118815e-05	1.55003455424146e-05	1.54260112100811e-05	3.83916791159259e-08	5.74062696927253e-08	5.61224572414012e-08	1.54040664966393e-05	0.0336134712071283	1.53859721179619e-05	1.53885386402749e-05	0.0336288394484681	0	1.77307781254754e-08	0	0.0336134712071283	1.77307781254754e-08	1.53682413398364e-05	1.77307781254754e-08	0	1.53682413398364e-05	1.80943786774318e-08	1.53682413398364e-05	1.77307781254754e-08	2.0297300438494e-08	1.53682413398364e-05	1.77307781254754e-06	0.00169050654738201	9.04718933871592e-07	1.42081103069458e-06	4.79433721280138e-07	1.00840413621385	0	2.58000213531359e-07	3.87563822575118e-07	2.21433507748779e-07	4.79433721280138e-07	2.21433507748779e-07	2.21433507748779e-07
"Euphonia_musica"	0	0	0	0	0	0	0	0	0	0	0	0.0336700336700337	0	0.0336700336700337	0	0	0	0	0.0336700336700337	0	0	0	0	0	0	0	0	0	0	0	0	1.01010101010101	0	0	0	0	0	0
"Tyrannus_caudifasciatus"	0.10039119292334	0.000200698824973309	3.95974886639384e-05	2.41285861344795e-05	4.10357781078643e-05	4.10108931020202e-05	3.23263244911555e-05	2.58000213531359e-08	3.22333196726566e-05	3.93865940210965e-05	1.5376812726469e-05	0	1.68823069675407e-05	0	2.58000213531359e-08	1.68823069675407e-05	1.53510127051159e-05	1.68823069675407e-05	0	1.53510127051159e-05	9.30048184988969e-08	1.53510127051159e-05	1.68823069675407e-05	2.40355813159806e-05	1.53510127051159e-05	0.00168823069675407	0.00168861139756274	4.65024092494484e-06	0.00168249069211864	0.00167605367479338	7.74000640594077e-07	0	1.00167318654872	2.3577964868606e-06	2.86712607104727e-06	0.00167605367479338	2.86712607104727e-06	2.86712607104727e-06
"Tyrannus_dominicensis"	7.07338946058181e-05	2.8690588584896e-05	0.0502253584214677	6.73710589801982e-05	0.0502053844434463	8.42497877986562e-05	5.37314356583231e-05	1.93781911287559e-08	2.84087525400678e-05	5.35783995835527e-05	1.15494019127385e-05	0	1.68787288184581e-05	0	1.93781911287559e-08	1.68787288184581e-05	1.15300237216098e-05	1.68787288184581e-05	0	1.15300237216098e-05	2.53226831182552e-05	1.15300237216098e-05	1.68787288184581e-05	4.20483758619429e-05	1.15300237216098e-05	0.00168787288184581	0.00126830260937708	0.00126613415591276	0.002943386310336	1.5887637946431e-06	5.81345733862678e-07	0	1.1788982434303e-06	1.00292914677532	4.098655512128e-07	1.5887637946431e-06	4.098655512128e-07	4.098655512128e-07
"Molothrus_bonariensis"	0.000172027564262836	0.1006028265692	1.33205664671436e-05	1.04286200969928e-07	1.46015082224103e-05	1.45955544015571e-05	2.77015946459076e-05	2.21433507748779e-08	2.76665619116395e-05	1.32445471777542e-05	1.31974370618272e-05	0	1.44912682005872e-05	0	2.21433507748779e-08	1.44912682005872e-05	1.31752937110524e-05	1.44912682005872e-05	0	1.31752937110524e-05	3.50327342680543e-08	1.31752937110524e-05	1.44912682005872e-05	6.92534667018739e-08	1.31752937110524e-05	0.00144912682005872	0.00144928230821576	1.75163671340271e-06	4.84774266913117e-06	0.0014400503627739	6.64300523246338e-07	0	2.86712607104727e-06	8.197311024256e-07	1.0014371832367	0.0014400503627739	0.00143718323670286	0.00143718323670286
"Myarchus_antillarum"	0.0502816102438015	0.0504017626970866	2.6459027565541e-05	1.21164361677247e-05	2.78186431651373e-05	2.78032237517886e-05	3.00139595685315e-05	2.39716860640069e-08	2.9949940792148e-05	2.63155705994253e-05	1.42871248941481e-05	0	1.56867875840639e-05	0	2.39716860640069e-08	1.56867875840639e-05	1.42631532080841e-05	1.56867875840639e-05	0	1.42631532080841e-05	6.40187763834756e-08	1.42631532080841e-05	1.56867875840639e-05	1.20524173913412e-05	1.42631532080841e-05	0.00156867875840639	0.00156894685288925	3.20093881917378e-06	0.000843669217393886	0.00155805201878364	7.19150581920207e-07	0	0.000838026837396692	1.5887637946431e-06	0.000720025181386951	1.00155805201878	0.000720025181386951	0.000720025181386951
"Coereba_flaveola"	0.000172027564262836	0.1006028265692	1.33205664671436e-05	1.04286200969928e-07	1.46015082224103e-05	1.45955544015571e-05	2.77015946459076e-05	2.21433507748779e-08	2.76665619116395e-05	1.32445471777542e-05	1.31974370618272e-05	0	1.44912682005872e-05	0	2.21433507748779e-08	1.44912682005872e-05	1.31752937110524e-05	1.44912682005872e-05	0	1.31752937110524e-05	3.50327342680543e-08	1.31752937110524e-05	1.44912682005872e-05	6.92534667018739e-08	1.31752937110524e-05	0.00144912682005872	0.00144928230821576	1.75163671340271e-06	4.84774266913117e-06	0.0014400503627739	6.64300523246338e-07	0	2.86712607104727e-06	8.197311024256e-07	0.00143718323670286	0.0014400503627739	1.0014371832367	0.00143718323670286
"Vireo_latimeri"	0.000172027564262836	0.1006028265692	1.33205664671436e-05	1.04286200969928e-07	1.46015082224103e-05	1.45955544015571e-05	2.77015946459076e-05	2.21433507748779e-08	2.76665619116395e-05	1.32445471777542e-05	1.31974370618272e-05	0	1.44912682005872e-05	0	2.21433507748779e-08	1.44912682005872e-05	1.31752937110524e-05	1.44912682005872e-05	0	1.31752937110524e-05	3.50327342680543e-08	1.31752937110524e-05	1.44912682005872e-05	6.92534667018739e-08	1.31752937110524e-05	0.00144912682005872	0.00144928230821576	1.75163671340271e-06	4.84774266913117e-06	0.0014400503627739	6.64300523246338e-07	0	2.86712607104727e-06	8.197311024256e-07	0.00143718323670286	0.0014400503627739	0.00143718323670286	1.0014371832367
