"Sorex_araneus"	"Clethrionomys_glareolus"	"Talpa_europaea"	"Microtus_oeconomus"	"Apodemus_uralensis"	"Clethrionomys_rutilus"	"Microtus_arvalis"	"Sorex_caecutiens"	"Apodemus_agrarius"	"Sciurus_vulgaris"	"Sorex_minutus"	"Microtus_agrestis"	"Neomys_fodiens"	"Myopus_schisticolor"	"Micromys_minutus"	"Palaeopsylla_soricis"	"Ctenophthalmus_uncinatus"	"Doratopsylla_dasycnema"	"Megabothris_turbidus"	"Ctenophthalmus_bisoctodentatus"	"Ctenophthalmus_agyrtes"	"Peromyscopsylla_bidentata"	"Amalaraeus_penicilliger"	"Palaeopsylla_kohauti"	"Megabothris_walkeri"	"Hystrichopsylla_talpae"	"Amphipsylla_rossica"	"Peromyscopsylla_silvatica"	"Ctenophthalmus_assimilis"	"Megabothris_rectangulatus"	"Ceratophyllus_sciurorum"	"Tarsopsylla_octodecimdentata"	"Corrodopsylla_birulai"	"Ceratophyllus_indages"	"Rhadinopsylla_integella"	"Leptopsylla_segnis"
"Sorex_araneus"	1.00181641151699	0.00128044442304646	0.00137809579502601	0.000582583451265806	0.000626504487020464	0.000446224309719986	0.000818578851351206	0.000433103218528977	0.000515638105225686	0.000348272645240093	0.000510119619814538	0.00041486571622012	0.000394689676263926	0.000265018288450044	0.000270459996848734	0.0072395995675696	0.00724931784811217	0.00720770460603035	0.00722021603621531	0.00719615074620942	0.00722743442319079	0.00720875984513307	0.00720172855008092	0.00716731564246084	0.00721815242169502	0.00722238907884334	4.05610899617412e-05	1.41141000251429e-05	0.00719466778619291	2.51437780744291e-05	4.97532350342991e-06	4.97532350342991e-06	0.00718446517750827	4.97532350342991e-06	0.00716436780698927	1.30865352981314e-05
"Clethrionomys_glareolus"	0.00119508146151003	1.0018077655265	0.000785815806785012	0.000488466941244141	0.000696473249324561	0.000917913629787465	0.00087592625723753	0.000404496368061251	0.000760014990166986	0.000325173663890572	0.000476159331315911	0.000498994936759863	0.00020135508667146	0.000414695671442898	0.000252677180311569	0.00675694007888421	0.00677387090690091	0.00672047940270317	0.00674753711276786	0.00671368391044135	0.00675427871890221	0.00674126262676488	0.0067251578308137	1.50847612101848e-05	0.00674268551437216	0.00674914413849868	0.00671466150167754	0.00669019235721568	0.00671651192702561	0.0067069308816464	4.64533805557961e-06	4.64533805557961e-06	2.62244751425231e-05	4.64533805557961e-06	0.00668725473299698	1.4264117970225e-05
"Talpa_europaea"	0.00160777842753034	0.000982269758481265	1.00160619902412	0.000586052162472225	0.0006370444632836	0.000426819560249641	0.000860888019904633	0.000411907549083372	0.000600411542358371	0.000405809437171216	0.00059439628192898	0.000390495064337145	0.000459987094614969	0.000215899532618558	0.000315052182858096	0.00843275802784462	0.00844159274636927	0.00839939277439782	0.00841108237473223	0.00838762887108797	0.00841794750055029	6.09996220706859e-05	0.0083929641155911	0.0083582024568262	0.0084079860939839	0.00841415800858537	3.96683688314587e-05	1.18837095596623e-05	0.00838496667270765	2.28729395715709e-05	5.79727767387452e-06	5.79727767387451e-06	0.00837702778622248	5.79727767387451e-06	1.80325966817585e-05	1.35445114653746e-05
"Microtus_oeconomus"	0.00101952103971516	0.000915875514832764	0.000879078243708338	1.00122399744954	0.000912798685641665	0.000472917496970193	0.000913933859047487	0.000450901579362759	0.000772909365484746	0.00021805111482924	0.000197788495545743	0.000806146304481093	0.000509456720593181	0.000461499242404728	0.000346134988850912	0.0126027770130764	0.0126146664987717	5.33896880569984e-05	0.0125874269534555	3.47413882812339e-05	0.0125949419797782	0.0125796050560354	4.06528569933613e-05	1.46079451717254e-05	0.0125852071107963	7.38104997282355e-05	0.0125582541648503	1.20173054776792e-05	4.60457661244756e-05	2.98351721644931e-05	3.11501592613201e-06	3.11501592613201e-06	0.0125426443313058	3.115015926132e-06	1.33881299063743e-05	1.6744102348479e-05
"Apodemus_uralensis"	0.00087710628182865	0.00104470987398684	0.00076445335594032	0.000730238948513332	1.00154210889073	0.000379465946310164	0.00140046452253385	0.000504529955259806	0.000786545747294945	0.000175066007867557	0.000302044872010544	0.000646085048816094	0.00030076440008284	0.000369899883551679	0.00027752636628504	0.010099857413258	0.010109393307811	0.0100559833346935	0.0100854705025376	3.88057838537806e-05	0.0100938793351253	0.0100792293318142	4.35491081826577e-05	1.26354895030406e-05	0.0100836879596922	7.43643405617351e-05	0.0100611535295485	1.17080568221227e-05	0.0100554312457835	2.78454516853223e-05	2.50094296953653e-06	2.50094296953653e-06	2.92825863615283e-05	2.50094296953653e-06	1.32297773634503e-05	0.0100270916265951
"Clethrionomys_rutilus"	0.000780892542009975	0.0017210880558515	0.000640229340374462	0.000472917496970192	0.000474332432887705	1.00171606262815	0.000779713564581902	0.000471627942999739	0.000773054091145928	0.000272046884043035	0.000397413161809047	0.000597642446508303	9.18827643326177e-05	0.000545112998571313	0.000366993750771111	8.49870559902713e-05	0.0126096871283665	4.39113805976359e-05	0.0125872922405848	3.93945185397212e-05	0.0125951527063015	0.0125829553880989	0.0125608453013916	1.09130483746203e-05	7.14552579927888e-05	0.0125911214659573	4.57535655889846e-05	0.0125329247032243	4.22173960156447e-05	0.0125524164530973	3.88638405775764e-06	3.88638405775764e-06	1.91215861950632e-05	3.88638405775764e-06	1.70517242438431e-05	1.12409373670596e-05
"Microtus_arvalis"	0.00095500865990974	0.00109490782154691	0.000860888019904633	0.000609289239364991	0.00116705376877821	0.000519809043054601	1.0015099636005	0.000385357092502714	0.000739872209290148	0.000405680427283305	0.000474859227619035	0.000622576881816387	0.000131849255638778	0.000308778988210847	0.000315115865591822	0.0084264054080439	0.00843971451457228	5.05986504848921e-05	0.00841798822671272	0.00838092106121072	0.0084244108449211	0.00840731365888753	0.00838741867424891	1.39955572604653e-05	0.00841558373147443	0.00841303851220157	0.00838961715977427	1.37969985151619e-05	0.00838710264608816	2.8193380604825e-05	5.79543467547578e-06	5.79543467547578e-06	2.49079041434972e-05	5.79543467547578e-06	1.41208759049061e-05	0.00835758690102527
"Sorex_caecutiens"	0.00101057417656761	0.00101124092015313	0.000823815098166744	0.000601202105817012	0.000840883258766343	0.000628837257332985	0.000770714185005427	1.00100479000504	0.000583307940995975	0.000122459524206606	0.000667706722725806	0.000628106518384817	0.000499638512228332	0.000447201706267775	0.000460532169347147	0.0167771427086853	0.0167842122422053	0.0167362665264508	7.79995156040289e-05	4.01256042894154e-05	0.0167614126823548	0.016745497087084	4.79860700060777e-05	1.40835127935391e-05	6.93192015534235e-05	0.0167566172688232	4.45422328601488e-05	1.46020718510165e-05	4.21377690683351e-05	3.00273053207717e-05	1.74942177438009e-06	1.74942177438009e-06	3.40895019219601e-05	1.74942177438009e-06	1.39599931098371e-05	1.4831450796042e-05
"Apodemus_agrarius"	0.000802103719239956	0.00126669165027831	0.000800548723144494	0.000687030547097552	0.000873939719216606	0.000687159192129714	0.000986496279053531	0.000388871960663984	1.0012623823618	0.00019418773907075	0.000287398945119941	0.000704934744924939	0.000174830272205793	0.000565190179065716	0.000419244068001841	0.0112089576696453	0.0112199106647611	4.52264984020545e-05	0.0112006719137535	3.66300579439436e-05	0.0112071531130979	7.61669938218784e-05	4.5219547845565e-05	1.24005516398228e-05	0.0111956792362913	0.0111946158164857	0.011169200770512	1.70341009034768e-05	0.011162942943957	0.0111534754862825	2.77411055815358e-06	2.77411055815358e-06	2.53591902836871e-05	2.77411055815358e-06	1.41739232821408e-05	1.69601995176122e-05
"Sciurus_vulgaris"	0.000696545290480187	0.000696800708336941	0.000695673320864942	0.00024920127409056	0.000250094296953653	0.000310910724620611	0.000695452161057093	0.000104965306462805	0.000249669950233822	1.00499942362263	0.000549604498521226	0.0002488117271678	0.000104209904227544	0.000248098707449021	1.54860791652956e-06	4.8118877064498e-05	0.01441265562235	3.1433626557843e-05	3.70829958631071e-05	0.0143875080720641	3.88324176374872e-05	3.51842883565263e-05	0.0143913944561219	1.07726011773044e-05	0.0143952544939368	4.23765337171724e-05	2.23852954301318e-05	8.53172211333725e-06	2.64884274360499e-05	1.62678068204713e-05	0.0143571346231804	0.0143571346231804	1.6492864709125e-05	0.0143571346231804	9.62066155900951e-06	8.29637764501231e-06
