"Nephrosperma_vanhoutteanum"	"Memecylon_eleagni"	"Cinnamomum_verum"	"Canthium_bibracteatum"	"Paragenipa_wrightii"	"Erythroxylum_sechellarum"	"Apis_mellifera"	"Lasioglossum_mahense"	"Unidentified_sp2_M_PL_086"	"Phelsuma_sp1_M_PL_086"	"Megachile_seychellensis"	"Hemipyrellia_sp1_M_PL_086"	"Plagiostenopterina_cyanosoma"	"Unidentified_sp1_M_PL_086"	"Lygistorrhina_sp1_M_PL_086"	"Unidentified_sp4_M_PL_086"	"Musca_domestica"	"Nectarinia_dussumieri"	"Physiphoa_azurea"	"Unidentified_sp3_M_PL_086"
"Nephrosperma_vanhoutteanum"	1.00676089750304	0.000884930918833816	0.00067815153573611	0.000676642856012559	0.000255408595060285	0.000844978692329713	0.0126746515298667	0.0126296309635924	0.012584511218788	0.012584511218788	0.012635231937066	3.95085502604881e-05	6.38521487650713e-06	0.0126287577647297	2.81659564109904e-05	6.38521487650713e-06	1.69537883934028e-05	6.38521487650713e-06	0.012584511218788	0.012584511218788
"Memecylon_eleagni"	0.00353972367533526	1.00351709532231	0.00101390377660145	0.00101164815084705	0.0010136929538609	4.946222055642e-06	0.050304512835347	6.97590144252484e-05	4.42465459416908e-05	4.42465459416908e-05	7.81330250384473e-05	5.90691994432713e-05	2.53423238465224e-05	0.0502201013120572	1.648740685214e-07	2.53423238465224e-05	2.53475944150362e-05	2.53423238465224e-05	4.42465459416908e-05	4.42465459416908e-05
"Cinnamomum_verum"	0.00135630307147222	0.000506951888300724	1.00511606932691	0.00176764648079712	0.000508651706962521	0.000845387626569366	0.0252418409580151	0.0251730351091184	1.69537883934028e-05	1.69537883934027e-05	0.000104054925305619	0.0251868232825326	1.2716292674063e-05	4.23013828084389e-05	2.81795875523122e-05	1.2716292674063e-05	0.0251279017331727	1.2716292674063e-05	1.69537883934028e-05	1.69537883934028e-05
"Canthium_bibracteatum"	0.00180438094936682	0.000674432100564701	0.00235686197439616	1.00346396572974	0.000676693483345023	0.00112467586360062	0.0335809141109967	0.000118965506680343	2.25547618670853e-05	2.25547618670853e-05	0.0335088428149783	0.0335077204070178	1.69173370836256e-05	5.62763668953203e-05	3.74891954533542e-05	1.69173370836256e-05	5.8921549359904e-05	1.69173370836256e-05	2.25547618670853e-05	2.25547618670853e-05
"Paragenipa_wrightii"	0.00051081719012057	0.000506846476930448	0.000508651706962521	0.000507520112508767	1.00806575324936	1.42136512326378e-06	0.0252630049997148	1.91488863880123e-05	6.38521487650714e-06	6.38521487650713e-06	2.33499307975748e-05	2.96336297576886e-05	0.0252016438312341	3.17275387230295e-05	4.73788374421261e-08	0.0252016438312341	1.2716292674063e-05	0.0252016438312341	6.38521487650714e-06	6.38521487650714e-06
"Erythroxylum_sechellarum"	0.00225327651287923	3.297481370428e-06	0.00112718350209249	0.00112467586360062	1.89515349768504e-06	1.00559068158757	9.40469923226202e-05	0.0335760349302156	2.81659564109904e-05	2.81659564109904e-05	0.0335853445381167	6.56687830056663e-05	4.73788374421261e-08	2.83308304795118e-05	0.0335196893862523	4.73788374421261e-08	2.81795875523122e-05	4.73788374421261e-08	2.81659564109904e-05	2.81659564109904e-05
"Apis_mellifera"	0.0202794424477866	0.0201218051341388	0.0201934727664121	0.0201485484665981	0.0202104039997719	5.64281953935722e-05	1.00294129848868	0.000760210789604088	0.000253493030597333	0.000253493030597333	0.000926992252663721	0.00117645510138024	0.000505260099994297	0.00125958328730427	1.88093984645241e-06	0.000505260099994297	0.000504836819160302	0.000505260099994297	0.000253493030597333	0.000253493030597333
"Lasioglossum_mahense"	0.033679015902913	4.65060096168323e-05	0.0335640468121579	0.000118965506680343	2.55318485173497e-05	0.0335760349302156	0.00126701798267348	1.00237929003343	0.000420987698786412	0.000420987698786412	0.00154415438001628	0.000843066687193292	6.38296212933743e-07	0.000423312999267254	0.00111920116434052	6.38296212933743e-07	0.000839101170303947	6.38296212933743e-07	0.000420987698786412	0.000420987698786412
"Unidentified_sp2_M_PL_086"	0.100676089750304	8.84930918833816e-05	6.7815153573611e-05	6.76642856012559e-05	2.55408595060285e-05	8.44978692329713e-05	0.00126746515298667	0.00126296309635924	1.00125845112188	0.0012584511218788	0.00126352319370661	3.95085502604881e-06	6.38521487650713e-07	0.00126287577647297	2.81659564109904e-06	6.38521487650713e-07	1.69537883934028e-06	6.38521487650713e-07	0.0012584511218788	0.0012584511218788
"Phelsuma_sp1_M_PL_086"	0.100676089750304	8.84930918833816e-05	6.7815153573611e-05	6.76642856012559e-05	2.55408595060285e-05	8.44978692329713e-05	0.00126746515298667	0.00126296309635924	0.0012584511218788	1.00125845112188	0.00126352319370661	3.95085502604881e-06	6.38521487650713e-07	0.00126287577647297	2.81659564109904e-06	6.38521487650713e-07	1.69537883934027e-06	6.38521487650713e-07	0.0012584511218788	0.0012584511218788
"Megachile_seychellensis"	0.0336939518321761	5.20886833589648e-05	0.000138739900407492	0.0335088428149783	3.11332410634331e-05	0.0335853445381167	0.00154498708777287	0.00154415438001628	0.000421174397902202	0.000421174397902202	1.00265764730967	0.00112042992467613	7.78331026585827e-07	0.00042377883207015	0.00111951148460389	7.78331026585827e-07	3.4684975101873e-06	7.78331026585827e-07	0.000421174397902202	0.000421174397902202
"Hemipyrellia_sp1_M_PL_086"	0.000158034201041952	5.90691994432713e-05	0.0503736465650652	0.0502615806105267	5.92672595153772e-05	9.85031745084995e-05	0.00294113775345059	0.00126460003078994	1.9754275130244e-06	1.9754275130244e-06	0.0016806448870142	1.00293472718448	1.48168148788443e-06	4.92888748518796e-06	3.28343915028332e-06	1.48168148788443e-06	0.00125934116412663	1.48168148788443e-06	1.9754275130244e-06	1.9754275130244e-06
"Plagiostenopterina_cyanosoma"	5.10817190120571e-05	5.06846476930448e-05	5.08651706962521e-05	5.07520112508767e-05	0.100806575324936	1.42136512326378e-07	0.00252630049997148	1.91488863880123e-06	6.38521487650713e-07	6.38521487650713e-07	2.33499307975748e-06	2.96336297576886e-06	1.00252016438312	3.17275387230295e-06	4.73788374421261e-09	0.00252016438312341	1.2716292674063e-06	0.00252016438312341	6.38521487650713e-07	6.38521487650713e-07
"Unidentified_sp1_M_PL_086"	0.0505150310589186	0.0502201013120572	8.46027656168779e-05	8.44145503429805e-05	6.34550774460591e-05	4.24962457192678e-05	0.00314895821826068	0.000634969498900881	0.000631437888236483	0.000631437888236483	0.000635668248105225	4.92888748518797e-06	1.58637693615148e-06	1.00314244295384	1.41654152397559e-06	1.58637693615148e-06	2.11506914042195e-06	1.58637693615148e-06	0.000631437888236483	0.000631437888236483
"Lygistorrhina_sp1_M_PL_086"	0.000225327651287923	3.297481370428e-07	0.000112718350209249	0.000112467586360062	1.89515349768504e-07	0.100559068158757	9.40469923226203e-06	0.00335760349302156	2.81659564109904e-06	2.81659564109904e-06	0.00335853445381167	6.56687830056664e-06	4.73788374421261e-09	2.83308304795118e-06	1.00335196893863	4.73788374421261e-09	2.81795875523122e-06	4.73788374421261e-09	2.81659564109904e-06	2.81659564109904e-06
"Unidentified_sp4_M_PL_086"	5.1081719012057e-05	5.06846476930448e-05	5.08651706962521e-05	5.07520112508767e-05	0.100806575324936	1.42136512326378e-07	0.00252630049997148	1.91488863880123e-06	6.38521487650713e-07	6.38521487650713e-07	2.33499307975748e-06	2.96336297576886e-06	0.00252016438312341	3.17275387230295e-06	4.73788374421261e-09	1.00252016438312	1.2716292674063e-06	0.00252016438312341	6.38521487650713e-07	6.38521487650713e-07
"Musca_domestica"	0.000135630307147222	5.06951888300724e-05	0.100511606932691	0.000176764648079712	5.08651706962521e-05	8.45387626569366e-05	0.00252418409580151	0.00251730351091184	1.69537883934028e-06	1.69537883934028e-06	1.04054925305619e-05	0.00251868232825326	1.2716292674063e-06	4.2301382808439e-06	2.81795875523122e-06	1.2716292674063e-06	1.00251279017332	1.2716292674063e-06	1.69537883934028e-06	1.69537883934028e-06
"Nectarinia_dussumieri"	5.10817190120571e-05	5.06846476930448e-05	5.08651706962521e-05	5.07520112508767e-05	0.100806575324936	1.42136512326378e-07	0.00252630049997148	1.91488863880123e-06	6.38521487650713e-07	6.38521487650713e-07	2.33499307975748e-06	2.96336297576886e-06	0.00252016438312341	3.17275387230295e-06	4.73788374421261e-09	0.00252016438312341	1.2716292674063e-06	1.00252016438312	6.38521487650713e-07	6.38521487650713e-07
