"Nephrosperma_vanhoutteanum"	"Phoenicophorium_borsigianum"	"Erythroxylum_sechellarum"	"Syzygium_wrightii"	"Dillenia_ferruginea"	"Chrysobalanus_icaco"	"Mimusops_sechellarum"	"Roscheria_melanochaetes"	"Dracaena_reflexa"	"Paragenipa_wrightii"	"Northea_hornei"	"Apis_mellifera"	"Lasioglossum_mahense"	"Nectarinia_dussumieri"	"Phelsuma_sp1_M_PL_120"	"Unidentified_sp2_M_PL_120"	"Unidentified_sp4_M_PL_120"	"Neophyllomyza_approximatonervis"	"Xylocopa_caffra"	"Dichaetomyia_fasciculifera"	"Ornidia_obesa"	"Lygistorrhina_sp1_M_PL_120"	"Eagris_sabadius"	"Hemipyrellia_germana"	"Unidentified_sp3_M_PL_120"	"Cratopus_aurostriatus"	"Megachile_seychellensis"	"Rhynchium_brunneum"	"Scaptodrosophila_sp1_M_PL_120"	"Unidentified_sp1_M_PL_120"
"Nephrosperma_vanhoutteanum"	1.00413747749347	0.000791476299572301	0.000453250846899593	0.000455140055489003	0.000452063131256825	0.000241939132195066	0.000337582517556356	0.0012959994721321	0.00105219051707191	0.000547356309953012	0.000336534325409344	0.0168113825684999	0.0168657587634934	3.14457644103534e-05	0.0168267162704672	0.0167572246160934	1.31912716595383e-05	5.66730084379322e-05	6.50200079270005e-06	0.016770697642127	1.45666385325356e-05	1.31912716595383e-05	6.50200079270005e-06	2.15707718345942e-05	2.15999912022017e-05	1.31912716595383e-05	0.0167356246248913	1.13312711724898e-05	1.13312711724898e-05	2.15999912022017e-05
"Phoenicophorium_borsigianum"	0.0007914762995723	1.00581719143552	0.000453275552027105	0.000455166300548079	0.000452087772674198	0.000242140308435628	0.000338145670842635	0.000454294197231827	0.000212393037432912	0.000547743222640808	0.000337096304080009	0.0168253578994319	0.0168517534848639	3.14810028787681e-05	0.0168548152040005	2.07628416134021e-05	0.0167636198572587	1.46513378682942e-05	6.50237572211541e-06	2.02710395739687e-05	1.45737193366363e-05	0.0167636198572587	6.50237572211541e-06	2.15719681445887e-05	7.57156995386378e-06	0.0167636198572587	1.31912716595383e-05	1.13318888006776e-05	1.13318888006776e-05	7.57156995386378e-06
"Erythroxylum_sechellarum"	0.00067987627034939	0.000679913328040657	1.00570426255023	0.000681121992478046	0.000677356680984828	0.000362119056307889	1.50172511432139e-06	0.000680238382340421	0.000317633637492836	0.000316213953750132	7.72523926180163e-07	0.0252209865355225	0.0252353143859162	2.18760356442368e-05	3.86261963090082e-05	2.26685775448302e-05	1.13318888006776e-05	2.19250942887682e-05	9.73031417825781e-06	2.19190590889177e-05	2.18009493885208e-05	1.13318888006776e-05	9.7303141782578e-06	3.23088702110854e-05	1.13373063723404e-05	1.13318888006776e-05	1.13312711724898e-05	0.0251426065637556	0.0251426065637556	1.13373063723404e-05
"Syzygium_wrightii"	0.000390120047562003	0.000390142543326925	0.000389212567130312	1.00518039967238	0.00110709766683871	0.00140811218376834	0.000481950479385003	0.000389843770169843	0.000181768190818798	0.000181437653316921	9.25326315629493e-07	0.0144727924105358	0.0144409861601033	0.0144307545920812	4.62663157814746e-05	1.29993969621974e-05	6.50237572211541e-06	1.25563358634573e-05	0.0143597199953197	1.256094048666e-05	0.014406657068112	6.50237572211542e-06	0.0143597199953197	0.014396623250881	6.49739616949738e-06	6.50237572211541e-06	6.50200079270005e-06	9.73031417825781e-06	9.73031417825781e-06	6.49739616949738e-06
"Dillenia_ferruginea"	0.00090412626251365	0.000904175545348397	0.000903142241313103	0.00258322788929032	1.00257142406633	0.000483564075133301	2.8002064614104e-06	0.000904607005197238	0.000422400907571146	0.000420513764337934	1.02813751511693e-06	0.0335398632298605	0.0335588501458253	5.31620683888042e-05	5.14068757558464e-05	3.01455544618481e-05	1.50695924224733e-05	2.91568136723255e-05	3.69032555612903e-05	2.91488012942657e-05	5.30220580657337e-05	1.50695924224733e-05	3.69032555612903e-05	0.0334559507244389	1.5076783419954e-05	1.50695924224733e-05	1.50687710418942e-05	2.25785560328276e-05	2.25785560328276e-05	1.5076783419954e-05
"Chrysobalanus_icaco"	0.000483878264390131	0.000484280616871256	0.000482825408410518	0.00328559509545946	0.000483564075133302	1.00327181089277	0.00111962499972524	0.000483234111776457	2.05677727069794e-06	2.69192678475745e-06	1.447932418434e-06	0.0335417100901499	9.95195493058763e-05	0.0335453120192042	7.23966209216998e-05	1.61185396027765e-05	8.07134361452093e-06	8.12246110529756e-06	4.6937072792278e-05	8.13319698219212e-06	0.033489330769218	8.07134361452093e-06	4.6937072792278e-05	6.30558752967214e-05	8.05390186294096e-06	8.07134361452093e-06	8.06463773983553e-06	1.2070635210263e-05	1.2070635210263e-05	8.05390186294096e-06
"Mimusops_sechellarum"	0.00101274755266907	0.0010144370125279	3.00345022864278e-06	0.00168682667784751	4.2003096921156e-06	0.00167943749958786	1.00268017931915	3.85535327159369e-06	2.21234030715815e-06	0.00100773419123895	0.00100637639448776	0.000114144535842108	0.000108623740094699	0.0502140877399131	0.0503188197243883	1.69433817656777e-05	1.69072835421317e-05	1.38000564765166e-07	2.40975239692502e-05	1.6952870554723e-05	8.00787739555122e-05	1.69072835421317e-05	2.40975239692502e-05	2.42375342923207e-05	6.42558878598948e-08	1.69072835421317e-05	1.68791258778178e-05	7.50862557160695e-08	7.50862557160695e-08	6.42558878598948e-08
"Roscheria_melanochaetes"	0.0012959994721321	0.000454294197231827	0.000453492254893614	0.000454817731864817	0.000452303502598619	0.000241617055888229	1.2851177571979e-06	1.00548146765606	0.0010533147595686	0.000211620420389737	7.97932626521288e-07	0.0168281614099151	0.0168657990210573	1.46155539202982e-05	3.98966313260644e-05	0.0167796244521365	7.57156995386377e-06	0.0167931349529199	6.49739616949738e-06	5.67104831878219e-05	1.45512980324383e-05	7.57156995386378e-06	6.49739616949738e-06	2.15741795894513e-05	0.0167580244609343	7.57156995386378e-06	2.15999912022018e-05	1.13373063723404e-05	1.13373063723404e-05	0.0167580244609343
"Dracaena_reflexa"	0.00210438103414383	0.000424786074865823	0.000423511516657115	0.000424125778577194	0.000422400907571146	2.05677727069794e-06	1.47489353810543e-06	0.00210662951913721	1.00376925696354	0.000421118450288053	1.2681854176647e-06	0.000108058594240897	0.033588021189631	6.20124361322179e-06	6.34092708832352e-05	7.01835092213506e-05	7.07976791443039e-06	0.0334940857241037	6.05893969395992e-06	0.0334940482493538	6.12749893631652e-06	7.07976791443039e-06	6.05893969395992e-06	2.01389699463315e-05	3.51104919856201e-05	7.07976791443039e-06	3.50730172357305e-05	1.05877879164279e-05	1.05877879164279e-05	3.51104919856201e-05
"Paragenipa_wrightii"	0.00164206892985904	0.00164322966792242	0.000632427907500265	0.000635031786609224	0.000630770646506901	4.03789017713617e-06	0.00100773419123895	0.000634861261169212	0.000631677675432079	1.00163342239297	0.00100574775162005	0.000111378862558665	0.0502139713083826	5.95931885670314e-05	0.0502873875810024	3.79488365171375e-05	2.73871611320404e-05	3.16369435338895e-05	9.07188266584607e-06	4.84237380120532e-05	9.20647900508394e-06	2.73871611320404e-05	9.07188266584607e-06	3.00975708827428e-05	1.05810210194869e-05	2.73871611320404e-05	2.73678154976506e-05	1.58106976875066e-05	1.58106976875066e-05	1.05810210194869e-05
"Northea_hornei"	0.00201920595245606	0.00202257782448005	3.09009570472065e-06	6.47728420940645e-06	3.08441254535078e-06	4.34379725530199e-06	0.00201275278897553	4.78759575912773e-06	3.80455625299411e-06	0.0020114955032401	1.00200939029013	6.78602482291235e-05	0.000168417048691051	0.000100874965322183	0.100469514506573	3.37332258035865e-05	3.37096304080009e-05	2.06611804418599e-07	9.25326315629493e-08	3.37802510827008e-05	2.37325873406349e-07	3.37096304080009e-05	9.25326315629493e-08	1.95346383074642e-07	7.97932626521288e-08	3.37096304080009e-05	3.36534325409344e-05	7.72523926180163e-08	7.72523926180163e-08	7.97932626521288e-08
"Apis_mellifera"	0.0144097564872856	0.0144217353423702	0.0144119923060129	0.0144727924105358	0.0143742270985116	0.0143750186100643	3.26127245263166e-05	0.0144241383513558	4.63108261032415e-05	3.18225321596186e-05	9.69432117558907e-06	1.00224628934491	0.00177025687872236	0.000687552100521827	0.000484716058779453	0.000480564913977358	0.00024036225570617	0.000241946000059372	0.000206754177293369	0.000241706302324869	0.000685921464295511	0.000240362255706171	0.000206754177293369	0.00068589508057709	0.00024040230585593	0.000240362255706171	0.000240162608121427	0.000360299807650321	0.000360299807650321	0.00024040230585593
"Lasioglossum_mahense"	0.0126493190726201	0.0126388151136479	0.0126176571929581	0.0126358628900904	0.0125845688046845	3.73198309897036e-05	2.71559350236747e-05	0.012649349265793	0.0125955079461116	0.0125534928270956	2.10521310863814e-05	0.00154897476888207	1.00259525568074	0.000183114118118799	0.00105260655431907	0.000421644472306884	0.000210646918560798	0.000630672752633604	0.000180512327001292	0.000630672249414056	0.000181756321367615	0.000210646918560799	0.000180512327001292	0.000599997953824109	0.000210822487763216	0.000210646918560799	0.000210821984543668	0.000315441429823952	0.000315441429823952	0.000210822487763216
