"Clethrionomys_glareolus"	"Sorex_araneus"	"Apodemus_flavicollis"	"Microtus_arvalis"	"Apodemus_uralensis"	"Spermophilus_pygmaeus"	"Talpa_europaea"	"Spermophilus_major"	"Sorex_minutus"	"Arvicola_terrestris"	"Sicista_betulina"	"Apodemus_agrarius"	"Clethrionomys_rutilus"	"Sciurus_vulgaris"	"Microtus_agrestis"	"Neomys_fodiens"	"Microtus_oeconomus"	"Allactaga_major"	"Tamias_sibiricus"	"Marmota_bobak"	"Dryomys_nitedula"	"Allocricetulus_eversmanni"	"Cricetulus_migratorius"	"Cricetus_cricetus"	"Sicista_subtilis"	"Spermophilus_suslicus"	"Myoxus_glis"	"Stenoponia_suknevi"	"Rostropsylla_daca"	"Rhadinopsylla_li"	"Xenopsylla_nubica"	"Wagnerina_tuvensis"	"Stenoponia_vlasovi"	"Tarsopsylla_octodecimdentata"	"Wagnerina_schelkovnikovi"	"Stenoponia_tripectinata"	"Xenopsylla_hirtipes"	"Rhadinopsylla_socia"	"Xenopsylla_skrjabini"	"Xenopsylla_cheopis"	"Rhadinopsylla_pentacantha"	"Xenopsylla_nuttalli"	"Xenopsylla_persica"	"Xenopsylla_conformis"	"Xenopsylla_magdalinae"	"Wagnerina_longicauda"	"Peromyscopsylla_tikhomirovae"	"Stenoponia_montana"	"Rhadinopsylla_rothschildi"	"Stenoponia_conspecta"	"Frontopsylla_semura"	"Stenoponia_ivanovi"	"Stenoponia_sidimi"	"Echidnophaga_oschanini"	"Rhadinopsylla_pseudodahurica"	"Xenopsylla_gerbilli"	"Rhadinopsylla_ucrainica"	"Megabothris_asio"	"Megabothris_calcarifer"	"Synosternus_longispinus"	"Amphipsylla_georgica"	"Neopsylla_mana"
"Clethrionomys_glareolus"	1.00189706692872	0.00115227558600064	0.000700119951544544	0.000952248841311369	0.000867530805460398	3.73595093865541e-07	0.000660553669618668	7.33338824040049e-05	0.000346344054674187	0.00042592697833295	0.000346766276580864	0.000468865600127366	0.000457782015132154	5.51061809269915e-05	0.000417935622920632	0.000315625656701225	0.000377125039422723	0	8.10846416415795e-05	4.12652105797783e-08	5.48306500223565e-05	0.000128508730645368	5.55856481108844e-05	0.000135615107864559	2.64059313870946e-05	4.91267911339679e-05	5.48306500223565e-05	0.00440743239731139	0.00441194133526427	0.00440366114691716	0.0044033806158236	0.00441249797051456	0.00439523361573222	0.00441194133526426	0.00440274374131012	0.00441723061167101	1.23176653580638e-06	1.22970327527739e-06	0.00438468515147974	0.00438583743880934	0.00438981089181738	0.00439196410360024	0.00439766255923613	1.22970327527739e-06	0.0043669167640419	0.00438047777528092	2.75530904634957e-06	1.22970327527739e-06	0.00438645200178852	3.37777525341536e-05	0	0.0043669167640419	4.44242154141159e-06	0.00437015044574324	2.70282138805265e-06	0.00437761723860836	0.00436634451992078	0.0043656519916525	0.00435607420403791	7.0222911643847e-06	1.85285493702948e-06	2.06326052898891e-09
"Sorex_araneus"	0.00132511692390074	1.0013863701714	0.000678874252418108	0.000801827637353287	0.000829546394112447	4.29248853783857e-07	0.000821482905108792	8.42616597412492e-05	0.000397843830815089	0.000489193125443508	0.000460856174127866	0.000413444190873009	0.000525821543166303	2.46967724525839e-07	0.00048003736194293	0.000425218534418375	0.000433176666026071	0	3.01984436476779e-05	4.74142943880257e-08	2.4573288590321e-07	0.00014763784303343	6.38481295093756e-05	0.000155801674723576	9.28643925957255e-05	5.63731500092709e-05	2.4573288590321e-07	0.0050616687521498	0.00506774330264149	0.00505733698548954	0.00505916165050146	0.00506748796920928	0.00505058691976358	0.00506774330264149	0.00505753431024107	0.00507484837810135	1.41531668748257e-06	1.41294597276316e-06	0.00503622331744071	0.00503784846852772	0.00504125239064279	0.00504284984632834	0.005051215210971	1.41294597276316e-06	0.00501901232805707	0.00502965681388632	1.2348386226292e-08	1.41294597276316e-06	1.96586308722568e-05	0.00504098746502211	0	0.00501901232805707	5.10389204859891e-06	1.83589293761006e-05	1.00661478825593e-06	0.00502994465324792	0.00501876777927869	1.43475570429808e-05	5.7613779300032e-06	7.18469115368695e-06	2.12827098364585e-06	2.37071471940128e-09
"Apodemus_flavicollis"	0.00100642243034528	0.000848592815522635	1.00108174332161	0.00108308655981907	0.00085695226406413	6.78426941712975e-08	0.000545602069471596	3.20488861076557e-07	0.000433652113514934	0.000520955910579731	0.00051227171512065	0.00067222725976367	0.000593399219025931	7.90818503579776e-05	0.000536344822469775	0.000259525738005027	0.000450963685611522	0	0.000116295949399053	2.247763389721e-10	7.86864411061877e-05	7.96692163785232e-05	7.96153403880995e-05	6.54185500925217e-07	0.000115841456733918	7.03507387823415e-05	7.86864411061877e-05	0.00631456954370149	0.00631827705424442	0.00631005990684537	0.00630681881882333	0.00631921511879055	4.55482862071383e-05	0.00631827705424441	0.00630784727110385	0.00632771537179436	6.70957371831718e-09	6.69833490136858e-09	0.00628473227267467	2.8107753381397e-05	0.00629544133635161	0.00629686943112228	0.00630365033210791	6.69833490136857e-09	1.28156527707019e-05	0.00628231261278449	3.95409251789888e-06	6.69833490136858e-09	0.00629491528849501	0.00628956812845727	0	1.28156527707019e-05	1.99842874436445e-06	0.00627355937363286	3.87653164663511e-06	1.51587700143156e-05	1.23262243176955e-05	1.45864803491703e-05	4.3757496971534e-06	8.02781201313882e-06	2.65384467960332e-06	1.1238816948605e-11
"Microtus_arvalis"	0.00115272228158745	0.000844029091950828	0.00091207289247922	1.00121684506995	0.00102648429314656	5.77770208779717e-08	0.000513026612884414	3.93190082100241e-07	0.00041851651604907	0.000514719194572596	0.00048479156724214	0.000566776081669425	0.000553202556173907	6.66525357896864e-05	0.000505077137020469	0.000271692658878998	0.000455709445213231	0	9.80455343344983e-05	2.5868149169676e-10	6.6319273110738e-05	6.73276434929161e-05	6.71597328814394e-05	7.60101808004895e-05	9.76744939690493e-05	5.93848089231481e-05	6.6319273110738e-05	0.00532654180052835	0.00533042312422662	0.00532198470607622	0.00532007609800472	0.00533046364937839	0.00530981854797459	0.00533042312422662	0.00532087403971166	0.00533790527191638	7.72164252714829e-09	7.70870845256345e-09	0.00529845370829144	0.00529723374174871	0.00530695975097478	0.00530944598628924	0.00531692768115101	7.70870845256345e-09	1.31783400273054e-05	0.00529556508924603	3.33262678948432e-06	7.70870845256345e-09	0.00530554184885904	0.00530200409544565	0	1.31783400273054e-05	1.69089979577547e-06	0.00528594239487498	3.26818447781661e-06	2.01247836733362e-05	1.31133051649275e-05	0.00527997672739159	5.01183600690194e-06	8.37178935745512e-06	2.23865776271465e-06	1.2934074584838e-11
"Apodemus_uralensis"	0.00105016886976785	0.000873206730644681	0.000721644011843478	0.00102648429314656	1.00137789192954	4.51648553682979e-07	0.000512816209207952	8.86666424851636e-05	0.000418317068945561	0.000456116296177943	0.000484589594336163	0.000376423694540718	0.00055295371889535	6.66425917300963e-05	0.000446413562363201	0.00027159661653121	0.000397162116731372	0	9.80268977394579e-05	4.98929646250465e-08	6.63093787714458e-05	0.000155307788575464	6.71376031524847e-05	0.000163944420298077	9.76632880328156e-05	0.000264715857265113	6.63093787714458e-05	0.00532233666014492	0.00532621661180966	0.00531836503897761	0.00531830586308081	0.00532845727496439	0.00530982396683947	0.00532621661180965	0.00531857242319952	0.00533642964917635	1.48930499405764e-06	1.48681034582639e-06	0.00529780745449841	0.00530105984566174	4.80212771180343e-05	0.00530583176826881	0.00531462768312869	1.48681034582639e-06	1.28767253317401e-05	0.00529301900371552	3.33212958650482e-06	1.48681034582639e-06	0.00530475030171567	0.00530180203124814	0	1.28767253317401e-05	5.36950506021299e-06	1.82430125384129e-05	3.26756325798193e-06	0.00529289963588884	1.28119369256413e-05	0.00528037845804287	4.5659516076863e-06	0.00528364575038714	2.23792010508282e-06	2.49464823125233e-09
"Spermophilus_pygmaeus"	1.71853743178149e-06	1.71699541513543e-06	2.17096621348152e-07	2.19552679336292e-07	1.71626450399532e-06	1.004369743352	2.16537802374496e-07	0.004371240201872	2.14886697282887e-07	2.16367928185254e-07	2.15264210055481e-07	2.14975023534979e-07	2.15714620322047e-07	2.81716205994292e-10	1.16057191198183e-07	1.01786243647428e-07	2.15979608212681e-07	0	1.00115862296919e-07	0.000676518418469951	2.80307624964321e-10	0.000674279257314083	2.12922120771127e-07	1.4983540134447e-06	9.98793479035589e-08	7.41702267403372e-10	2.80307624964321e-10	4.25029487608264e-08	4.39570379557896e-08	4.03431526786995e-08	3.98403065551193e-08	1.69065817856386e-05	3.63236565895666e-08	4.39570379557896e-08	4.03531985254766e-08	1.69153119722641e-05	0.020194074791328	0.0201602488704045	3.10655415665307e-08	1.05289868363889e-07	2.59379512246695e-08	3.45716629388492e-08	3.86875231225958e-08	0.0201602488704045	1.77225543558687e-08	2.97519945629827e-08	1.40858102997146e-11	0.0201602488704045	2.24246099971457e-08	3.02010218074848e-08	0	1.77225543558687e-08	0.0201771058518374	1.2134046413646e-08	3.33719540989731e-09	8.98109923480842e-05	1.75109681479512e-08	1.76604133685298e-08	7.47190187731082e-09	9.07005618702975e-09	7.09740402570422e-09	3.38259209234975e-05
"Talpa_europaea"	0.00116867187701764	0.00126381985401353	0.000671510239349657	0.000749808126523374	0.000749500613457776	8.32837701440369e-08	1.00126080947653	3.80482405862802e-07	0.000539878063131149	0.000398984759944843	0.00063661533418628	0.000334368223732889	0.000650768433719592	2.35741154071826e-07	0.000494991939601799	0.000396049056981291	0.000398558341340451	0	4.61122984604588e-05	2.68692913890183e-10	2.34562448301467e-07	9.78581540901952e-05	9.7805157282047e-05	6.82030051044631e-07	0.000142461299405753	5.87921268042148e-07	2.34562448301467e-07	0.00775756013531101	0.00776321797898218	0.0077535745518976	0.00775624716256353	0.00776326676107267	0.00774806464015419	0.00776321797898217	0.00775421645307368	0.00777308481960581	8.02048347962195e-09	8.00704883392745e-09	0.00773091761599503	2.69381990728106e-05	3.5029301519747e-05	4.03821323947675e-05	5.22102263311207e-05	8.00704883392744e-09	0.00771340650808662	2.68320012088013e-05	1.17870577035913e-08	8.00704883392745e-09	1.87649958641173e-05	0.00773898168441046	0	0.00771340650808662	2.45446090108881e-06	1.65681618679033e-05	1.53707661534862e-06	1.78319181431259e-05	1.70581250152187e-05	1.29722807054695e-05	5.08118207398975e-06	3.97413613423251e-06	3.26017190940157e-06	1.34346456945091e-11
"Spermophilus_major"	0.000281113215882019	0.000280872199137497	8.54636962870819e-07	1.24510192665076e-06	0.000280777701203018	0.00364270016822666	8.24378546036072e-07	1.00392221929705	5.91123003600558e-07	8.49487519268443e-07	6.27637422354766e-07	6.17972795593008e-07	6.96107811308282e-07	3.42529162166747e-08	5.18499794715284e-07	4.08277578797166e-07	8.03479657892364e-07	0	1.82992725107987e-07	0.000563922516498279	3.40816516355913e-08	0.000840699010332887	3.17323691206565e-07	0.000279777922773192	1.84815516476244e-07	1.03818734771486e-07	3.40816516355913e-08	4.16667446238034e-06	4.1725069992203e-06	4.15863966580141e-06	4.15860465745284e-06	2.51947271770761e-05	4.14522837985597e-06	4.1725069992203e-06	4.16049473442441e-06	2.5211186612746e-05	0.0168330871174736	0.0168048909916487	4.12840666475186e-06	1.81155764609253e-05	2.67032872772289e-06	4.14068126758568e-06	4.15415336099336e-06	0.0168048909916487	2.63293374251861e-06	4.12244412084917e-06	1.71264581083374e-09	0.0168048909916487	2.72653213084731e-06	2.92115350033666e-06	0	2.63293374251861e-06	0.016825908466907	1.24030575040896e-06	6.09975750359956e-09	0.016771147729425	2.63242490592753e-06	2.70656191618781e-06	1.22223137340008e-06	1.4829683114913e-06	1.05774563735521e-08	2.81961258249139e-05
"Sorex_minutus"	0.000796591325750631	0.000795687661630178	0.000693843381623894	0.000795181380493232	0.000794802430996566	1.07443348641444e-07	0.000701841482070495	3.54673802160335e-07	1.00079150921068	0.000608380127795572	0.000791981981015041	0.000433468666851161	0.00079244938147707	2.28846747069351e-07	0.000733118222449685	0.000388572422377126	0.00060791393848739	0	5.97276208458761e-05	2.70473053987733e-10	2.27702513334004e-07	0.000126835852201327	0.000126905675452582	6.39402634317949e-07	5.97735965949401e-05	6.39700182269743e-07	2.27702513334004e-07	0.0100698734552159	0.0100754244898213	0.010063794315831	0.0100655590747183	0.0100772745407027	0.0100551434141982	0.0100754244898213	0.0100655387685474	0.0100811404647195	8.07362066153384e-09	8.06009700883445e-09	3.21492613169422e-05	2.74520526559341e-05	3.86048157607159e-05	4.32806069018264e-05	0.0100601399879161	8.06009700883445e-09	1.28406594862043e-05	2.44814225085e-05	1.14423373534675e-08	8.06009700883445e-09	1.82162010667203e-05	3.78216265507384e-05	0	1.28406594862043e-05	3.17895640204202e-06	1.63198135108935e-05	1.99092069486254e-06	1.48338272111335e-05	1.29929134602803e-05	1.18317763966882e-05	3.46344054674187e-06	4.2151556985691e-06	4.23018918175274e-06	1.35236526993867e-11
"Arvicola_terrestris"	0.000890574591059805	0.000889442046260924	0.000757754051752337	0.00088906042698903	0.000787837238852811	9.83490582660245e-08	0.000471527443571178	4.63356828691878e-07	0.00055307284345052	1.00088566841718	0.000553473451752344	0.000596721425644222	0.000655055803920472	2.42535431542666e-07	0.00070225637493498	0.000186526086059887	0.000708334676397458	0	5.43487673057474e-05	3.25154193854087e-10	2.41322754384952e-07	0.00011549892491686	0.000115422085340305	0.000130789700693745	5.43268902955002e-05	0.000102031642650127	2.41322754384952e-07	0.00915992458335656	0.00916258924172885	0.00915284123659258	5.76614054980305e-05	0.00916665945932416	4.58420959106038e-05	0.00916258924172884	0.00915395736910011	0.00916746793892503	9.7058526865445e-09	9.68959497685179e-09	3.09669462301091e-05	0.00912972850463236	0.00914123141588969	0.00913865179714265	0.0091503302349188	9.68959497685179e-09	1.19464078520118e-05	2.78482279392307e-05	1.21267715771333e-08	9.68959497685179e-09	1.93058203507962e-05	3.20486641458861e-05	0	1.19464078520118e-05	2.89716271789836e-06	1.92545059244902e-05	1.81162557685825e-06	2.19004662255512e-05	1.09839320429792e-05	1.26978406280317e-05	3.87206343939045e-06	9.2480939159422e-06	3.84740284467684e-06	1.62577096927044e-11
