"Eupatorium_lanigerum"	"Eryngium_stenophyllum"	"Senecio_bravensis"	"Baccharis_coridifolia"	"Senecio_madagascariensis"	"Lathyrus_pubescens"	"Eupatorium_tenacetifolium"	"Habranthus_gracilifolius"	"Hysterionica_pinifolia"	"Hypochaeris_rosengurtii"	"Achyrocline_satureoides"	"Habranthus_andersoni"	"Oxalis_articulata"	"Sonchus_oleraceus"	"Cerastium_mollissimum"	"Gnaphalium_cheirantifolium"	"Rodophiala_bifidum"	"Astylus_quadrilineatus"	"Augochlora_semiramis"	"Unidentified_sp15_M_PL_072_05"	"Allograpta_sp1_M_PL_072_05"	"Toxomerus_sp1_M_PL_072_05"	"Unidentified_sp1_M_PL_072_05"	"Apis_mellifera"	"Euptoieta_claudia_hortensia"	"Lucilia_sericata"	"Palpada_sp1_M_PL_072_05"	"Vanessa_sp1_M_PL_072_05"	"Camponotus_sp1_M_PL_072_05"	"Chauliognathus_scriptus"	"Cochliomyia_macellaria"	"Platycheirus_sp1_M_PL_072_05"	"Unidentified_sp13_M_PL_072_05"	"Unidentified_sp4_M_PL_072_05"	"Unidentified_sp9_M_PL_072_05"	"Chilicola_sp1_M_PL_072_05"	"Chrysodina_sp1_M_PL_072_05"	"Colletes_sp1_M_PL_072_05"	"Eudesmia_australis"	"Lerodea_eufala"	"Neochrysis_sp1_M_PL_072_05"	"Parachytas_sp1_M_PL_072_05"	"Trichopoda_giacomelli"	"Unidentified_sp12_M_PL_072_05"	"Unidentified_sp18_M_PL_072_05"	"Unidentified_sp2_M_PL_072_05"	"Unidentified_sp3_M_PL_072_05"	"Xylocopa_ciliata"	"Augochlorella_ephyra"	"Bombus_bellicosus"	"Campsomeris_bistrimacula"	"Chauliognathus_sp1_M_PL_072_05"	"Chlorion_sp1_M_PL_072_05"	"Copestylum_sp1_M_PL_072_05"	"Corticea_immocerina"	"Dactylozodes_sp1_M_PL_072_05"	"Dialictus_sp1_M_PL_072_05"	"Discodon_sp1_M_PL_072_05"	"Eristalinus_taeniops"	"Eristalis_tenax"	"Halictillus_sp1_M_PL_072_05"	"Isodontia_sp1_M_PL_072_05"	"Mischocyttarus_drewseni"	"Polybia_scutellaris"	"Prionyx_sp1_M_PL_072_05"	"Pyrgus_sp1_M_PL_072_05"	"Sceliphron_asiaticum"	"Sphex_sp1_M_PL_072_05"	"Stenodynerus_sp1_M_PL_072_05"	"Strymon_eurytulus"	"Synanthedom_albicalcarata"	"Syritta_sp1_M_PL_072_05"	"Tatochila_autodice"	"Thespieus_catochra"	"Unidentified_sp10_M_PL_072_05"	"Unidentified_sp11_M_PL_072_05"	"Unidentified_sp14_M_PL_072_05"	"Unidentified_sp16_M_PL_072_05"	"Unidentified_sp17_M_PL_072_05"	"Unidentified_sp5_M_PL_072_05"	"Unidentified_sp6_M_PL_072_05"	"Unidentified_sp7_M_PL_072_05"	"Unidentified_sp8_M_PL_072_05"	"Villa_sp1_M_PL_072_05"
"Eupatorium_lanigerum"	1.00615143839226	0.0014473913131681	0.000711441223775782	0.000592670845683487	0.000290429828577912	6.55606194314174e-05	8.70685150835566e-05	8.72766982353852e-05	0.000160534732971849	0.000129949368245412	4.36863968417233e-05	5.21947116304554e-05	0.000108250136515895	3.52191127060706e-07	8.64086926605565e-05	0	8.63564347997645e-05	2.37341439773498e-05	0.00260455868523064	0.00260106155741619	0.00259490174153693	1.56911173447284e-05	0.00259874160834728	0.00258923568539481	0.00259363300381535	0.002594728240023	0.00259247465401246	0.0025922920059554	0.00258657529378782	0.0025906097122269	0.00259098381252944	0.00259226077981669	0.00259069304399294	0.00258814300840429	0.00259098381252944	6.70741769573648e-06	0.00258361991055064	8.26752534720706e-06	6.69981073073923e-06	4.83710448408038e-06	0.00258439858091074	0.00258439858091073	0.00258646071467579	0.00258439858091073	0.00258439858091073	0.00258439858091074	6.19528578018087e-06	1.11028654687666e-06	3.74442749355674e-06	1.09267699052362e-06	3.74442749355675e-06	4.52309785365032e-06	0.00257987548305708	4.52309785365032e-06	0.00257987548305709	2.17671287708892e-06	0.00257987548305708	3.74442749355674e-06	0.00257987548305708	0.00257987548305708	1.09267699052362e-06	4.52309785365032e-06	0.00257987548305708	4.52309785365032e-06	0.00257987548305708	0.00257987548305708	4.52309785365032e-06	0.00257987548305708	0.00257987548305708	0.00257987548305708	6.58523161870541e-06	0.00257987548305708	3.74442749355674e-06	0.00257987548305708	4.52309785365032e-06	4.52309785365032e-06	4.52309785365032e-06	4.52309785365032e-06	0.00257987548305708	4.52309785365032e-06	0.00257987548305708	0	3.74442749355675e-06	0.00257987548305708
"Eryngium_stenophyllum"	0.00176400816292362	1.00547179681581	0.000863341724477976	0.00045925351338866	0.000350981490490267	0.000143013179996601	0.000303042798192099	0.000103306365584815	0.000116514796184747	0.000118890998851088	0.000210494670568101	0.000102887964075399	5.30563786638124e-05	3.98803468683155e-05	3.03244202899408e-07	0	2.37650735560892e-07	0.0031729174680918	0.003162304989849	0.00317180793835263	0.00316132478621258	0.00315662350229472	0.00315918205343613	0.00315354991971603	1.40518199864959e-05	0.00315626918353152	0.00315512940001111	0.0031561803880088	0.00315419853285785	1.4639935961798e-05	0.00315172527971847	9.09732608698223e-06	7.12952206682676e-06	0.00315116636671609	0.00315172527971848	0.0031526240985778	9.0670016666923e-06	0.00314664326886244	0.00314967543500419	6.92745681298534e-06	0.00314662246290305	0.00314662246290304	9.62591466907987e-06	0.00314662246290304	0.00314662246290305	0.00314662246290305	5.49552904423905e-06	4.37757034335911e-06	4.54390381304197e-06	2.38355299994335e-06	4.54390381304199e-06	0.00314209936504939	4.52309785365032e-06	0.00314209936504939	4.52309785365033e-06	7.57606995480248e-06	4.52309785365032e-06	4.54390381304198e-06	4.52309785365032e-06	4.52309785365032e-06	2.38355299994335e-06	0.00314209936504939	4.52309785365032e-06	0.0031420993650494	4.52309785365032e-06	4.52309785365032e-06	0.0031420993650494	4.52309785365032e-06	4.52309785365032e-06	4.52309785365032e-06	5.10281681542955e-06	4.52309785365032e-06	4.54390381304198e-06	4.52309785365032e-06	0.0031420993650494	0.00314209936504939	0.0031420993650494	0.0031420993650494	4.52309785365032e-06	0.0031420993650494	4.52309785365032e-06	0	4.54390381304198e-06	4.52309785365032e-06
"Senecio_bravensis"	0.00146032672248713	0.00145404922017343	1.00479582257759	0.000329483882573636	0.000501044520932023	0.000506003263807227	6.73718598137727e-05	0.000173437923101309	0.000107102485557176	0.000199470649097606	8.89822377900103e-05	0.000172809312061647	6.91292212913421e-07	6.71491414622492e-05	0.000176994765675298	0	2.70246674618376e-07	0.005324767937767	2.18191689552272e-05	0.00531195522029298	0.00531248564197798	0.005312870084689	0.00530302589167195	0.00530512078523456	1.31055758797187e-05	0.00530034832953304	0.00530333641914101	0.00530384517637489	9.97262780194304e-06	1.45631383926102e-05	1.19492633351947e-05	0.00530984297025892	8.10740023855128e-06	0.00529668739750444	1.19492633351947e-05	8.99301570254249e-06	0.0052921434936914	0.00529294297001088	6.22820030838629e-06	0.00529683245392797	8.28833130659874e-06	8.28833130659871e-06	7.4053595221527e-06	8.2883313065987e-06	8.28833130659873e-06	8.28833130659874e-06	7.01351021646213e-06	1.17908448032329e-05	0.00528839906619783	8.43338773012045e-06	0.00528839906619785	4.54390381304198e-06	3.74442749355675e-06	4.54390381304198e-06	3.74442749355675e-06	1.68429649534432e-06	3.74442749355675e-06	0.00528839906619784	3.74442749355674e-06	3.74442749355675e-06	8.43338773012047e-06	4.54390381304197e-06	3.74442749355674e-06	4.54390381304198e-06	3.74442749355675e-06	3.74442749355675e-06	4.54390381304198e-06	3.74442749355675e-06	3.74442749355674e-06	3.74442749355675e-06	3.66093202859595e-06	3.74442749355675e-06	0.00528839906619784	3.74442749355675e-06	4.54390381304198e-06	4.54390381304198e-06	4.54390381304198e-06	4.54390381304198e-06	3.74442749355675e-06	4.54390381304198e-06	3.74442749355675e-06	0	0.00528839906619784	3.74442749355675e-06
"Baccharis_coridifolia"	0.00256824033129511	0.00163290138093746	0.000695577085433232	1.00366538988716	0.000747127238042511	9.62346044927969e-07	8.93677576055092e-07	1.37179679527437e-06	0.000411286016639115	1.28641821443973e-06	0.000187176728136784	7.66049682681168e-07	0.000187220818446489	2.46256695364717e-07	3.42681058438173e-07	0	2.2138884744439e-07	1.95871278871092e-05	0.0111938421514431	0.0111872187285402	2.60605292046151e-05	1.94873291224063e-05	0.0111774687962916	1.53650195634797e-05	2.62713035641557e-05	0.0111671866458757	1.53918610698789e-05	2.6022226720481e-05	1.17103903735363e-05	0.0111690961432894	0.0111635257138471	1.02804317531452e-05	6.64166542333169e-06	1.53489804627309e-05	0.0111635257138471	1.44616532222688e-05	1.02461636473014e-05	8.76374884402551e-06	5.12515875483092e-06	3.67697112934476e-06	1.1688048434135e-05	1.16880484341349e-05	0.0111584228970316	1.16880484341349e-05	1.1688048434135e-05	1.1688048434135e-05	1.03164453358598e-05	2.83519355170353e-08	3.66093202859595e-06	1.60391007487995e-08	3.66093202859596e-06	5.10281681542955e-06	6.58523161870542e-06	5.10281681542955e-06	6.58523161870543e-06	2.23419394013773e-08	6.58523161870542e-06	3.66093202859596e-06	6.58523161870541e-06	6.58523161870542e-06	1.60391007487995e-08	5.10281681542955e-06	6.58523161870541e-06	5.10281681542956e-06	6.58523161870541e-06	6.58523161870541e-06	5.10281681542956e-06	6.58523161870541e-06	6.58523161870541e-06	6.58523161870541e-06	0.0111518376654129	6.58523161870542e-06	3.66093202859596e-06	6.58523161870541e-06	5.10281681542956e-06	5.10281681542956e-06	5.10281681542956e-06	5.10281681542956e-06	6.58523161870541e-06	5.10281681542956e-06	6.58523161870541e-06	0	3.66093202859596e-06	6.58523161870541e-06
"Senecio_madagascariensis"	0.00161810904493408	0.00160448681366979	0.00135997798538692	0.000960592163197514	1.00206816884944	0.000289665318505704	0.000181162262258183	0.000468072075330711	0.000241471777192148	0.0001810401037336	0.000240088556234818	0.000466874281532394	0.000239924230608458	0.000180468358859306	3.78153057577609e-07	0	5.30127071383972e-07	0.0143820640157389	0.0143531288260538	0.0143542580267757	0.0143549240667829	0.0143439609123468	3.30308384018424e-05	2.1148553022717e-05	2.82166736357929e-05	2.69940439720388e-05	2.23554678387419e-05	0.0143315803527062	1.36920754002857e-05	0.0143300817988008	1.98362651015813e-05	1.13445917273283e-05	1.59038121415191e-05	1.63207977142886e-05	1.98362651015813e-05	1.7018449104459e-05	1.13067764215705e-05	1.21718001631756e-05	9.54307784917267e-06	1.19855341788859e-05	9.16301884383116e-06	9.16301884383112e-06	1.48222438088632e-05	9.16301884383112e-06	9.16301884383115e-06	9.16301884383115e-06	1.77385963130715e-05	1.38511732513937e-05	7.15777887045746e-06	4.8277553084284e-06	7.15777887045749e-06	5.01402129271811e-06	4.14899755111304e-06	5.01402129271811e-06	4.14899755111304e-06	4.52905655645458e-06	4.14899755111304e-06	7.15777887045748e-06	4.14899755111303e-06	4.14899755111304e-06	4.82775530842841e-06	5.0140212927181e-06	4.14899755111303e-06	5.01402129271811e-06	4.14899755111303e-06	4.14899755111303e-06	5.01402129271811e-06	4.14899755111303e-06	4.14899755111303e-06	4.14899755111303e-06	1.06732462577502e-05	4.14899755111303e-06	7.15777887045748e-06	4.14899755111303e-06	5.01402129271811e-06	5.01402129271811e-06	5.01402129271811e-06	5.01402129271811e-06	4.14899755111303e-06	5.01402129271811e-06	4.14899755111303e-06	0	7.15777887045749e-06	4.14899755111303e-06
"Lathyrus_pubescens"	0.000426144026304213	0.000762736959981872	0.00160234366872289	1.44351906739195e-06	0.000337942871589988	1.00578657649114	1.06813866748136e-06	0.000337313191250695	8.29768651531092e-07	1.15590373072582e-06	3.99733630929677e-07	1.16410261210176e-06	1.6816193090082e-07	0.000841086387426759	3.18597482295789e-07	0	3.18578821799029e-07	6.62552839127472e-05	8.34917671247749e-06	1.67733988113111e-05	1.67955781596209e-05	0.0167871871340054	1.19464010376245e-05	0.0167750192259062	1.16035942771447e-06	1.19256568213362e-05	1.19481478449449e-05	1.67373730290158e-05	3.50293345715401e-06	5.93647139970083e-06	3.49226909121577e-06	9.55792446887367e-06	9.55736465397085e-06	1.19096177205874e-05	3.49226909121578e-06	2.40353968148983e-06	9.52606472064409e-06	1.08169407300638e-05	2.41025646663038e-06	0.0167715429959158	3.47622999046698e-06	3.47622999046697e-06	1.10871609127242e-06	3.47622999046697e-06	3.47622999046698e-06	3.47622999046698e-06	8.45357399755565e-06	0.0168051639275569	8.43338773012045e-06	0.0167631096081856	8.43338773012048e-06	2.38355299994335e-06	1.09267699052363e-06	2.38355299994335e-06	1.09267699052363e-06	2.67034666870341e-08	1.09267699052363e-06	8.43338773012046e-06	1.09267699052362e-06	1.09267699052363e-06	0.0167631096081857	2.38355299994335e-06	1.09267699052362e-06	2.38355299994335e-06	1.09267699052362e-06	1.09267699052362e-06	2.38355299994335e-06	1.09267699052362e-06	1.09267699052362e-06	1.09267699052362e-06	1.60391007487995e-08	1.09267699052362e-06	8.43338773012046e-06	1.09267699052362e-06	2.38355299994335e-06	2.38355299994335e-06	2.38355299994335e-06	2.38355299994335e-06	1.09267699052362e-06	2.38355299994335e-06	1.09267699052362e-06	0	8.43338773012047e-06	1.09267699052362e-06
"Eupatorium_tenacetifolium"	0.000848918022064678	0.00242434238553679	0.00032001633411542	2.01077454612396e-06	0.00031703395895182	1.60220800122204e-06	1.00492142882101	0.000316002867117283	1.18456873825533e-06	0.000315702997356082	6.47436248954835e-07	0.000315469835206465	5.58303733734043e-07	0.000315625441430496	1.29130748241914e-07	0	3.37016205853544e-07	0.0251868034122868	1.43617107328904e-05	1.60208496355394e-05	3.17396276440136e-05	2.17161981512205e-05	1.14890354850935e-05	1.14637827939227e-05	1.27576755274347e-05	1.14594212666371e-05	2.19605125724384e-05	1.59661358836903e-05	0.0251327885033571	6.72811137294488e-06	9.77512477129278e-06	3.87392244725742e-06	1.01104861756063e-05	1.14370793272357e-05	9.77512477129278e-06	7.60844176725022e-06	3.86100937243324e-06	9.2603664501468e-06	0.02513061179048	1.71099996203135e-06	9.75278283189142e-06	9.75278283189138e-06	2.1990548164903e-06	9.75278283189138e-06	9.75278283189141e-06	9.75278283189142e-06	7.92968589638845e-06	1.58079755382118e-05	1.68429649534431e-06	2.6703466687034e-08	1.68429649534432e-06	7.57606995480248e-06	2.17671287708892e-06	7.57606995480248e-06	2.17671287708892e-06	0.0251230357205252	2.17671287708892e-06	1.68429649534432e-06	2.17671287708892e-06	2.17671287708892e-06	2.67034666870341e-08	7.57606995480247e-06	2.17671287708892e-06	7.57606995480248e-06	2.17671287708892e-06	2.17671287708892e-06	7.57606995480248e-06	2.17671287708892e-06	2.17671287708892e-06	2.17671287708892e-06	2.23419394013773e-08	2.17671287708892e-06	1.68429649534432e-06	2.17671287708892e-06	7.57606995480248e-06	7.57606995480248e-06	7.57606995480248e-06	7.57606995480248e-06	2.17671287708892e-06	7.57606995480248e-06	2.17671287708892e-06	0	1.68429649534432e-06	2.17671287708892e-06
"Habranthus_gracilifolius"	0.000850947807795006	0.000826450924678518	0.000823830134731217	3.08654278936733e-06	0.000819126131828743	0.000505969786876041	0.000316002867117283	1.00291009928653	0.00125792879036158	0.000315863658311981	4.78003326004155e-07	0.0003149976126099	1.90709447842471e-06	0.000315476902210754	2.17988813826667e-07	0	0.000838626568549135	0.0251413254772931	4.80442478816154e-05	2.08605216424875e-05	3.65522071868005e-05	0.025099805721045	4.05830393519591e-05	1.75333544543051e-05	4.42542805492447e-05	9.13481959291959e-06	1.9629313283437e-05	2.08023265563054e-05	1.26646482734371e-05	1.39180142590343e-05	4.79887151538686e-06	6.53966441480002e-06	0.025158797056474	9.10052467303772e-06	4.79887151538686e-06	2.60655930592057e-06	6.51786553341736e-06	6.91860721715309e-06	1.04827308175524e-05	1.27687778588001e-05	4.76457659550501e-06	4.76457659550499e-06	2.21621237576649e-06	4.76457659550499e-06	4.764576595505e-06	4.76457659550501e-06	0.0251042007019224	2.4206674891805e-05	4.33594807753272e-06	8.43282978126734e-06	4.33594807753273e-06	2.58265913962037e-06	2.18191745588463e-06	2.58265913962037e-06	2.18191745588464e-06	7.90007167793205e-06	2.18191745588463e-06	4.33594807753272e-06	2.18191745588463e-06	2.18191745588463e-06	8.43282978126737e-06	2.58265913962036e-06	2.18191745588463e-06	2.58265913962037e-06	2.18191745588463e-06	2.18191745588463e-06	2.58265913962037e-06	2.18191745588463e-06	2.18191745588463e-06	2.18191745588463e-06	3.42949198818592e-08	2.18191745588463e-06	4.33594807753272e-06	2.18191745588463e-06	2.58265913962037e-06	2.58265913962037e-06	2.58265913962037e-06	2.58265913962037e-06	2.18191745588463e-06	2.58265913962037e-06	2.18191745588463e-06	0	4.33594807753273e-06	2.18191745588463e-06
"Hysterionica_pinifolia"	0.00156521364647553	0.000932118369477976	0.000508736806396585	0.000925393537438009	0.000422575610086259	1.24465297729664e-06	1.18456873825533e-06	0.00125792879036158	1.00280466232979	0.000630256121455404	5.79621319857557e-07	1.11654980777096e-06	0.00104778404070556	8.05672754711427e-07	2.23776938569419e-07	0	1.18600629041257e-06	6.42097089608186e-05	0.0251457509433546	2.59517262796188e-05	1.56964222880366e-05	4.30961904486796e-05	0.0250900025090284	9.62454458413258e-06	0.0251475276659861	1.98859507838222e-05	3.0612337749691e-05	1.5640594797648e-05	6.95585244737129e-06	2.03323131700778e-05	1.72083886448928e-05	6.71330815708257e-06	3.55801887123771e-05	9.60380036784431e-06	1.72083886448928e-05	2.94185097061155e-06	6.69093046322563e-06	5.59043204354807e-06	2.94248412307506e-06	2.69830635521768e-06	6.92623822891493e-06	6.9262382289149e-06	1.42955187402741e-05	6.9262382289149e-06	6.92623822891492e-06	6.92623822891493e-06	0.0251015647780037	6.10278540238485e-08	2.67756213892939e-06	2.07442162882773e-08	2.6775621389294e-06	2.91286990461868e-06	4.01336832429624e-06	2.91286990461868e-06	4.01336832429624e-06	2.96142184563834e-08	4.01336832429624e-06	2.67756213892939e-06	4.01336832429623e-06	4.01336832429624e-06	2.07442162882773e-08	2.91286990461867e-06	4.01336832429623e-06	2.91286990461868e-06	4.01336832429624e-06	4.01336832429624e-06	2.91286990461868e-06	4.01336832429623e-06	4.01336832429623e-06	4.01336832429624e-06	1.02821504159779e-05	4.01336832429624e-06	2.6775621389294e-06	4.01336832429624e-06	2.91286990461868e-06	2.91286990461868e-06	2.91286990461868e-06	2.91286990461868e-06	4.01336832429624e-06	2.91286990461868e-06	4.01336832429624e-06	0	2.6775621389294e-06	4.01336832429624e-06
"Hypochaeris_rosengurtii"	0.00168934178719036	0.00126817065441161	0.00126331411095151	3.8592546433192e-06	0.000422426908711732	2.31180746145165e-06	0.000420937329808109	0.000421151544415974	0.000840341495273874	1.00209073927788	5.50340320343038e-07	0.000419372332497412	0.000838044726603685	0.000419584279957742	3.67246396146063e-07	0	4.9700448891571e-07	0.0334826714201303	7.7283003346849e-05	2.1048768287422e-05	4.19469872891275e-05	2.72140437908334e-05	3.59951185287983e-05	1.49822306641611e-05	0.0334702670619161	1.49865811469515e-05	0.0334179683431356	2.09783706642568e-05	1.88181121484194e-05	1.04091963397817e-05	8.33755951036467e-06	1.10173918843819e-05	1.49101346674713e-05	1.49437005398036e-05	8.33755951036468e-06	3.99055031105342e-06	1.09806672447673e-05	1.06120549316231e-05	1.4486466540239e-05	6.68755176094441e-06	8.2946789032167e-06	8.29467890321666e-06	4.3745262153284e-06	8.29467890321666e-06	8.29467890321669e-06	8.29467890321669e-06	3.15373259922462e-05	2.10177441222446e-05	6.64902163658686e-06	3.85301243575274e-08	6.64902163658689e-06	3.96303329503627e-06	4.33164560818042e-06	3.96303329503627e-06	4.33164560818042e-06	1.05234332452027e-05	4.33164560818042e-06	6.64902163658687e-06	4.33164560818041e-06	4.33164560818042e-06	3.85301243575275e-08	3.96303329503626e-06	4.33164560818041e-06	3.96303329503627e-06	4.33164560818041e-06	4.33164560818041e-06	3.96303329503627e-06	4.33164560818041e-06	4.33164560818041e-06	4.33164560818041e-06	4.2880607147991e-08	4.33164560818042e-06	6.64902163658687e-06	4.33164560818041e-06	3.96303329503627e-06	3.96303329503626e-06	3.96303329503627e-06	3.96303329503627e-06	4.33164560818041e-06	3.96303329503627e-06	4.33164560818041e-06	0	6.64902163658687e-06	4.33164560818041e-06
