"Coffea_macrocarpa"	"Sideroxylon_puberulum"	"Phyllanthus_phillyreifolius"	"Badula_platiphylla"	"Coffea_mauritiana"	"Warneckea_trinervis"	"Antirhea_borbonica"	"Grangeria_borbonica"	"Helichrysum_proteoides"	"Mimusops_erythroxylon"	"Aphloia_theiformis"	"Agauria_salicifolia"	"Psiadia_terebinthina"	"Bertiera_zaluzania"	"Gaertnera_rotundifolia"	"Stillingia_lineata"	"Faujasiopsis_flexuosa"	"Olea_lancea"	"Cordemoya_integrifolia"	"Euodia_chapelieri"	"Monimiastrum_globosum"	"Ochna_mauritiana"	"Erythrospermum_monticolum"	"Flagellaria_indica"	"Ocotea_laevigata"	"Polyscias_mauritiana"	"Nacoleia_sp3_M_PL_065"	"Apis_mellifera"	"Technomyrmex_albipes"	"Brachymyrmex_sp2_M_PL_065"	"Pheidole_megacephala"	"Pachycerina_crinicornis"	"Stomorhina_lunata"	"Psilopa_iceryae"	"Allograpta_nasuta"	"Chaetocnema_sp2_M_PL_065"	"Nacoleia_sp4_M_PL_065"	"Melanostoma_bituberculatum"	"Mordellidae_sp1_M_PL_065"	"Paragus_borbonicus"	"Lygistorrhina_sp2_M_PL_065"	"Panara_naso"	"Zosterops_mauritianus"	"Ahasverus_advena"	"Chrysomya_megacephala"	"Drosophila_sp2_M_PL_065"	"Eilema_squalida"	"Gelechioidea_sp1_M_PL_065"	"Ischiodon_aegyptius"	"Polistes_hebraeus"	"Scopariinae_sp1_M_PL_065"	"Trichoplusia_indicator"	"Achaea_finita"	"Acopsis_viridicans"	"Aganais_borbonica"	"Agrostis_atritegulator"	"Campopleginae_sp1_M_PL_065"	"Cephonodes_trochilus"	"Cerambycidae_sp1_M_PL_065"	"Eristalinus_flaveolus"	"Foudia_madagascariense"	"Hippotion_eson"	"Limonia_sp1_M_PL_065"	"Lygaeidae_sp2_M_PL_065"	"Mordellidae_sp2_M_PL_065"	"Ornidia_obesa"	"Peribaea_sp1_M_PL_065"	"Phelsuma_cepediana"	"Pycnonotus_jocosus"	"Spodoptera_littoralis"	"Tarundia_servillei"
"Coffea_macrocarpa"	1.00325644247906	0.000363308524299914	0.000144992607799041	1.11518484848749e-06	0.000506169152901545	0.000325675045582078	0.000179899249900208	0.000602605954235802	0.000604314929645585	0.000325820374586126	0.000324721426751019	0.000180772990002632	0.000181797402787717	0.000325155779429013	0.000181468682810229	0.000145472801255581	0.000361116108435281	0.000503719923829732	0.000144267644760045	0.000959795534002239	4.60109004142119e-07	2.47843207720187e-07	1.01750798445305e-07	0	0.000240784300539334	0.000240784300539334	0.0143919399920166	0.0143843425656697	0.0144267644760045	1.94849976030879e-05	7.24963038995202e-06	0.0144470580323601	2.76065402485272e-05	0.0143780911627875	2.40310406579999e-05	1.67785797881615e-05	1.74748020484907e-05	1.30733892837253e-05	2.78796212121871e-08	5.93941273824024e-06	8.63307042350836e-06	3.05252395335916e-06	2.42205682866609e-06	3.62937365620458e-06	9.42295693675319e-06	3.62937365620458e-06	0.014332234892558	0.0143802246692581	2.92184818549763e-06	2.42205682866609e-06	1.00434325705967e-05	2.42205682866609e-06	2.42205682866609e-06	8.63307042350836e-06	2.4220568286661e-06	2.42205682866609e-06	0	2.42205682866609e-06	8.14550936465317e-06	6.51350091164157e-06	2.42205682866609e-06	2.42205682866609e-06	8.43615254835908e-06	1.20372036145093e-05	2.78796212121871e-08	3.62937365620458e-06	2.90945602511162e-06	1.08385259809671e-05	2.42205682866609e-06	2.42205682866609e-06	8.63307042350836e-06
"Sideroxylon_puberulum"	0.000169543978006626	1.00780649823587	1.98321417737849e-07	0.000113201358598685	0.000304641674890336	0.000219951955733616	8.43765628311705e-05	0.000282256744249972	5.72569720845553e-07	8.48926490541447e-05	8.471738765258e-05	8.48425372366707e-05	0.000332516453970205	8.48113546195065e-05	0.00022046208677657	6.98337566738743e-07	0.00011297855499045	3.52675360577926e-07	1.9732981064916e-07	2.4121383855255e-07	0.00011244661425722	1.86827018841114e-07	1.85661613727273e-07	0	1.19507962522863e-07	1.19507962522863e-07	0.00675012502649363	0.00674650562347671	1.9732981064916e-05	5.66212645416044e-06	9.91607088689246e-09	7.17047775137181e-06	0.00674679685543318	6.21382199715063e-06	0.00673813757123701	2.13049579379427e-06	9.31948811000581e-06	1.02462199703363e-05	2.83003396496712e-06	5.55590765083819e-06	8.17956744065076e-09	5.5698484118182e-06	0.00671870998823913	4.4092417355314e-06	4.41300586600709e-06	4.4092417355314e-06	2.42205682866609e-06	2.43411752059372e-06	2.33081022768306e-08	0.00671870998823913	4.70427907083287e-06	0.00671870998823913	0.00671870998823913	8.17956744065076e-09	0.00671870998823914	0.00671870998823913	0	0.00671870998823913	2.12231622635362e-06	4.39903911467232e-06	0.00671870998823914	0.00671870998823913	5.07736124817227e-06	3.765951833015e-06	2.83003396496712e-06	4.40924173553141e-06	1.39667513347749e-08	2.82704515398355e-06	0.00671870998823913	0.00671870998823913	8.17956744065075e-09
"Phyllanthus_phillyreifolius"	0.000507474127296642	1.48741063303387e-06	1.00553200708664	5.67828188816681e-07	0.000507091579793728	0.000507495705634193	3.56074974845236e-07	1.23036786709453e-06	2.14394237873575e-06	0.000506604424163846	0.000505656093590177	7.80602798335849e-07	1.63333367583893e-06	0.000506782032813801	7.33541213439184e-07	0.000507394154888073	8.18523284997185e-07	0.000505161191256237	0.000504347051210973	4.86189866449014e-07	1.65482878390829e-09	5.10434251906669e-07	1.76401138882884e-09	0	1.2249287228529e-07	1.2249287228529e-07	2.84859979876189e-05	5.96566528092664e-05	0.0504347051210973	1.69000265726607e-05	0.0502766003543322	7.34957233711743e-06	9.92897270344976e-08	3.25656018105314e-05	1.86532495656656e-05	1.26957383523638e-05	8.49055646981225e-06	4.77283590488911e-08	1.4195704720417e-08	1.01751053256921e-05	3.06277482676536e-08	5.29203416648652e-08	9.91607088689246e-09	1.46708242687837e-08	2.02977972104453e-05	1.46708242687837e-08	7.24963038995202e-06	7.27393988327448e-06	1.01734048103568e-05	9.91607088689247e-09	2.05061311182422e-08	9.91607088689247e-09	9.91607088689246e-09	3.06277482676536e-08	9.91607088689247e-09	9.91607088689247e-09	0	9.91607088689247e-09	1.26651106040962e-05	1.01499141126839e-05	9.91607088689247e-09	9.91607088689247e-09	8.45152632989547e-06	2.72841094999061e-08	1.4195704720417e-08	1.46708242687837e-08	1.01478830977615e-05	1.68927344271267e-05	9.91607088689247e-09	9.91607088689247e-09	3.06277482676536e-08
"Badula_platiphylla"	1.9515734848531e-06	0.000424505094745069	2.8391409440834e-07	1.00629187848166	1.17188548754112e-06	1.04771324369278e-06	1.24710131942979e-07	0.000422923605163762	0.000845116366258365	1.01466419393393e-06	0.00084075871479599	1.26001707451225e-07	0.000422560628416573	8.48364561818753e-07	3.25054416104237e-07	6.39466351044884e-07	0.000422570317977468	9.38333636824223e-07	2.82494523936299e-07	3.22699597954951e-07	0.000420505911137988	2.37170038343001e-07	2.35937646896099e-07	0	3.20498867899455e-07	3.20498867899455e-07	9.97681055543835e-06	4.50433724807781e-05	2.82494523936298e-05	0.0251973953434813	1.4195704720417e-08	1.92299320739673e-05	0.0252303546682793	2.6233564515517e-05	9.91969788323163e-06	1.20984575513964e-05	2.58315101649132e-08	1.40914038930056e-05	0.0251572969620416	7.05546646729712e-06	1.20730909465481e-05	7.07812940688298e-06	2.83003396496713e-06	6.50108832208474e-09	3.37435918947533e-08	6.50108832208475e-09	2.78796212121872e-08	4.40146011099347e-08	2.46478289380478e-08	2.83003396496713e-06	7.04872675272938e-06	2.83003396496713e-06	2.83003396496712e-06	1.20730909465481e-05	2.83003396496713e-06	2.83003396496713e-06	0	2.83003396496712e-06	2.53666048483484e-08	2.09542648738556e-08	2.83003396496713e-06	2.83003396496712e-06	1.9531424792352e-08	1.40856772659156e-05	0.0251572969620416	6.50108832208475e-09	1.27893270208977e-08	2.82788187272918e-08	2.83003396496713e-06	2.83003396496713e-06	1.20730909465481e-05
"Coffea_mauritiana"	0.000590530678385135	0.000761604187225841	0.000169030526597909	7.81256991694079e-07	1.00343506000022	0.000715685497279211	0.000210480868787192	0.000422523028024563	1.58770685379031e-06	0.000380092724545481	0.000378522000250879	0.00104930000212602	0.000547278522411937	0.000379364561691195	0.000549043347140307	0.000170209364874678	7.808483143998e-07	0.000168608255843524	0.00016818537396492	6.83299312279452e-07	3.55363608081017e-07	4.77261104998899e-07	3.05858587361724e-07	0	2.597834365808e-07	2.597834365808e-07	0.0168384695029753	0.0167931711349844	0.016818537396492	1.26596129596377e-05	8.45152632989546e-06	1.5587006194848e-05	2.13218164848611e-05	1.69152751441646e-05	0.0167634109135137	9.52499964011975e-06	0.0167763826667766	1.61633591739416e-05	1.95314247923519e-08	1.25254960043592e-05	2.26815264827187e-08	9.17575762085172e-06	5.07736124817227e-06	1.09808669428061e-05	1.77178972430778e-05	1.09808669428061e-05	8.43615254835908e-06	8.47031751397306e-06	3.42805035274351e-06	5.07736124817227e-06	7.04205046707605e-06	5.07736124817227e-06	5.07736124817227e-06	2.26815264827187e-08	5.07736124817228e-06	5.07736124817227e-06	0	5.07736124817227e-06	9.50231811363703e-06	1.43137099455842e-05	5.07736124817228e-06	5.07736124817227e-06	0.0167239176666703	2.602827714666e-08	1.95314247923519e-08	1.09808669428062e-05	3.40418729749356e-06	1.26454853897065e-05	5.07736124817228e-06	5.07736124817228e-06	2.26815264827187e-08
"Warneckea_trinervis"	0.00045594506381491	0.000659855867200848	0.000202998282253677	8.38170594954225e-07	0.000858822596735053	1.00386895718961	5.34555118466077e-07	0.000254077342358311	1.36452818687589e-06	0.000203281124842023	0.000454340953914797	1.25337405087247e-06	0.000657371264338421	0.000455352624463391	0.000405269239865434	0.00121246635295666	7.47246890401397e-07	0.000202400238700813	0.000201983290842409	5.07428365028832e-07	3.27808209029022e-07	1.5855091625554e-06	3.69079036692356e-07	0	1.80484748534181e-07	1.80484748534181e-07	4.27644094772861e-05	0.020148119323155	0.0201983290842409	1.51851459885129e-05	1.01499141126839e-05	1.08290849120509e-05	1.96684925417413e-05	1.66779143361748e-05	0.0201151534653888	5.10152138086309e-06	1.43763786481278e-05	1.51908101116122e-05	2.09542648738556e-08	3.52055147981069e-05	1.94932598125127e-08	1.10723711007707e-05	4.39903911467232e-06	8.10538479730868e-06	0.0201016284708514	8.10538479730869e-06	6.51350091164157e-06	6.53887232989302e-06	2.43286025172609e-05	4.39903911467232e-06	4.23462237263852e-06	4.39903911467232e-06	4.39903911467232e-06	1.94932598125127e-08	4.39903911467232e-06	4.39903911467232e-06	0	4.39903911467232e-06	5.08202812105058e-06	0.0200773791437922	4.39903911467232e-06	4.39903911467232e-06	1.43137099455842e-05	2.49082296800465e-08	2.09542648738556e-08	8.10538479730869e-06	2.42493270591332e-05	1.51784208154464e-05	4.39903911467232e-06	4.39903911467232e-06	1.94932598125127e-08
"Antirhea_borbonica"	0.00125929474930145	0.00126564844246756	7.12149949690473e-07	4.98840527771917e-07	0.00126288521272315	2.67277559233038e-06	1.00125391866929	0.00125907433281091	2.69777212460865e-06	0.00125935175455335	1.57049567951197e-06	0.00125811636454905	3.50609998734776e-06	1.57229130148498e-06	0.00126259120568359	7.17779330482763e-07	9.4901876524282e-07	1.16154359319958e-06	7.08589199942019e-07	1.55708278496788e-06	4.92900976101119e-07	2.6833226176292e-09	1.95883498060237e-09	0	6.53693828504421e-07	6.53693828504421e-07	0.1003134935435	6.86768904430411e-05	7.08589199942019e-05	1.03360470958154e-07	3.56074974845236e-08	3.92216297102653e-05	2.95740585660672e-05	1.81181757303023e-05	5.48494577871438e-05	3.15223334656139e-05	8.39539051061719e-05	2.10430072133042e-05	1.24710131942979e-08	7.27905863987847e-08	3.85396017801236e-08	5.87650494180711e-08	8.43765628311705e-06	2.52518241136718e-05	6.78110984562629e-08	2.52518241136718e-05	1.79899249900208e-05	1.80677791292692e-05	1.44897527405368e-08	8.43765628311705e-06	2.09845722135151e-05	8.43765628311705e-06	8.43765628311704e-06	3.85396017801236e-08	8.43765628311706e-06	8.43765628311705e-06	0	8.43765628311705e-06	3.14837938638338e-05	5.34555118466076e-08	8.43765628311705e-06	8.43765628311705e-06	2.10480868787192e-05	3.16339588414273e-08	1.24710131942979e-08	2.52518241136718e-05	1.43555866096553e-08	5.24097100494994e-08	8.43765628311705e-06	8.43765628311705e-06	3.85396017801236e-08
"Grangeria_borbonica"	0.000703040279941768	0.00070564186062493	4.10122622364845e-07	0.000281949070109175	0.000422523028024563	0.000211731118631926	0.000209845722135151	1.00348960185012	0.000283021321142052	0.000211248132728667	0.00021085051511742	0.000210724636249128	0.00132982338656853	0.000210949672726936	0.000211965192869919	1.73854730275626e-06	0.000281461482869973	9.96033143937856e-07	4.0807200925302e-07	0.000281355746263694	0.000279935316792388	7.46113153502585e-07	7.42509323316073e-07	0	0.000280150185269505	0.000280150185269505	0.0167876577708121	0.0167870748113541	4.0807200925302e-05	1.81202389872442e-05	2.05061311182422e-08	0.0168090111161703	0.0167961190075433	2.35184453873934e-05	4.23839788774213e-05	9.32436504881742e-06	1.75782822795324e-05	0.0167469904206115	7.04872675272938e-06	2.21984940555306e-05	4.04316173060074e-06	2.22752796994822e-05	4.70427907083287e-06	4.23930385739838e-06	4.26939331869365e-06	4.23930385739838e-06	1.00434325705967e-05	2.41112198837814e-05	7.20766037302545e-08	4.70427907083287e-06	0.016724826697502	4.70427907083287e-06	4.70427907083286e-06	4.04316173060074e-06	4.70427907083287e-06	4.70427907083287e-06	0	4.70427907083287e-06	5.28120331821667e-06	4.23462237263853e-06	4.70427907083287e-06	4.70427907083287e-06	7.04205046707605e-06	9.38204942899909e-06	7.04872675272938e-06	4.23930385739838e-06	3.47709460551251e-08	7.03165575756452e-06	4.70427907083287e-06	4.70427907083287e-06	4.04316173060075e-06
"Helichrysum_proteoides"	0.000604314929645585	1.22693511609761e-06	6.12554965353071e-07	0.000482923637861924	1.36089158896312e-06	9.74662990625636e-07	3.85396017801236e-07	0.000242589703836045	1.00611256432848	0.00072235555319601	0.000481007726440417	3.87498841228443e-07	1.03762382888478e-06	9.7285880002231e-07	3.8924011622945e-07	6.14406567351935e-07	0.000361971998432028	0.000360904008124895	6.09492190526307e-07	0.000241802094713708	4.7090916955156e-07	1.19778966911229e-09	5.80388627587578e-10	0	0.000240765935955748	0.000240765935955748	3.08316814240989e-05	2.88098997463411e-05	6.09492190526306e-05	0.0144011433150919	3.06277482676536e-08	0.0144459561573449	2.82545501730936e-05	0.0144117806373748	7.54328865418842e-08	0.0143910955220939	4.20564685441408e-08	4.06045546108216e-06	1.20730909465481e-05	2.95818618284517e-08	0.014373036633264	1.74116588276274e-08	8.17956744065075e-09	7.784802324589e-09	3.17813911595514e-08	7.78480232458901e-09	8.63307042350837e-06	2.07231751591938e-05	1.23480208304943e-08	8.17956744065076e-09	4.04316173060074e-06	8.17956744065076e-09	8.17956744065075e-09	0.014373036633264	8.17956744065076e-09	8.17956744065076e-09	0	8.17956744065076e-09	1.80588888299003e-05	1.94932598125127e-08	8.17956744065076e-09	8.17956744065076e-09	2.26815264827187e-08	1.20657332810676e-05	1.20730909465481e-05	7.78480232458901e-09	1.22881313470387e-08	3.24286266674103e-08	8.17956744065076e-09	8.17956744065076e-09	0.014373036633264
"Mimusops_erythroxylon"	0.000570185655525721	0.000318347433953043	0.000253302212081923	1.01466419393393e-06	0.000570139086818221	0.000254101406052529	0.000314837938638338	0.000316872199093	0.00126412221809302	1.00433402919358	0.000253508446814596	0.000316103312826085	1.69676841189753e-06	0.000253468858442898	0.000317202734980907	0.000253559653598641	1.10106401368817e-06	0.000253007988515366	0.000252035701021513	9.3691620897615e-07	1.25106306456425e-07	2.55571762323776e-07	1.37317931932489e-09	0	5.27298450221052e-07	5.27298450221052e-07	0.025187035091067	4.70608981260258e-05	0.0252035701021513	2.65345369952352e-05	1.26651106040962e-05	3.16379070132631e-05	7.50637838738552e-06	3.88914997541113e-05	2.3078996634191e-05	0.0251264096186693	2.53074837549413e-05	5.30948279174829e-06	2.53666048483483e-08	5.09947254550446e-06	1.80588888299003e-05	4.11953795797468e-08	2.12231622635362e-06	6.34405469961814e-06	1.01532211930234e-05	6.34405469961815e-06	8.14550936465316e-06	8.19235517510197e-06	5.08397166008902e-06	2.12231622635362e-06	5.28120331821667e-06	2.12231622635362e-06	2.12231622635362e-06	1.80588888299003e-05	2.12231622635362e-06	2.12231622635362e-06	0	2.12231622635362e-06	0.0251083507298394	5.08202812105057e-06	2.12231622635362e-06	2.12231622635362e-06	9.50231811363703e-06	3.67021337896056e-08	2.53666048483483e-08	6.34405469961815e-06	5.07119307197283e-06	8.44896194809661e-06	2.12231622635362e-06	2.12231622635362e-06	1.80588888299003e-05
