"Microtus_arvalis"	"Clethrionomys_centralis"	"Spermophilus_undulatus"	"Apodemus_uralensis"	"Apodemus_agrarius"	"Sorex_araneus"	"Sicista_tianshanica"	"Dryomys_nitedula"	"Arvicola_terrestris"	"Neomys_fodiens"	"Cricetulus_migratorius"	"Cricetus_cricetus"	"Marmota_baibacina"	"Spermophilus_erythrogenys"	"Ctenophthalmus_assimilis"	"Neopsylla_mana"	"Megabothris_rectangulatus"	"Citellophilus_tesquorum"	"Amphipsylla_rossica"	"Hystrichopsylla_talpae"	"Nosopsyllus_consimilis"	"Pectinoctenus_nemorosa"	"Frontopsylla_elata"	"Frontopsylla_protera"	"Amalaraeus_penicilliger"	"Neopsylla_teratura"	"Palaeopsylla_soricis"	"Frontopsylla_elatoides"	"Ceratophyllus_sciurorum"	"Ctenophthalmus_arvalis"	"Amphipsylla_sibirica"	"Frontopsylla_ornata"	"Oropsylla_silantiewi"	"Amphipsylla_primaris"	"Corrodopsylla_birulai"	"Rhadinopsylla_angusta"
"Microtus_arvalis"	1.00221320312946	0.00165641314598987	0.000692165467854378	0.00143179696786311	0.000828225108356537	0.000428470990503153	0.000828225108356537	0.000459103305714881	0.000556498165176162	0.000366952163210709	0.000364791360897353	0.000213585921909229	0	6.15792657194645e-05	0.00676428586316784	0.00677371922914109	0.0067394231085472	9.8880781122054e-06	0.00672101810613928	0.00674910380464687	0.00674915600126224	0.00672358952047453	0.00673286448989413	0.00675777944113014	0.00673347759858673	0.00672419238020125	0.00669916457808672	0.00670314095477995	6.55861865306973e-06	0.00669335299559525	1.18315224713562e-05	0.00669325287666775	0	6.55861865306972e-06	8.56941981006305e-06	9.17380408026772e-06
"Clethrionomys_centralis"	0.00177472837070343	1.00248904146442	0.000741349457304229	0.00117600078853452	0.000886882257694818	0.000219682370145023	0.000886882257694818	0.000491540417128101	0.000595941607179757	0.000153710253256026	0.000390702710478563	0.000228631118685168	0	6.59170277818475e-05	0.00723478784122053	0.00725087305600322	0.00721893040019672	1.05907065329176e-05	0.00719922190558128	0.00722929699928922	0.00722935631437194	0.00720197603411809	0.00721190839423775	0.00722782515034428	0.007212566740651	0.00720262581379753	2.00679262056573e-05	0.00718305823946444	7.02200595897287e-06	2.16315290424772e-05	0.00716063601046017	0.00717246753293152	0	7.02200595897287e-06	4.39364740290047e-06	3.84275633140065e-06
"Spermophilus_undulatus"	0.00148321171683081	0.00148269891460846	1.00290871427761	0.00100327013346853	0.000714216315087446	0.000292783131092865	0.000714216315087446	0.000342852901330093	0.000134757587000965	0.00016157806794239	0.000599172771264546	0.000132514527631207	0	0.000131023442058145	6.61669663745405e-05	0.0144125786263959	5.18547011330833e-05	0.014327267346823	3.59832274644734e-05	6.63532727453073e-05	0.0143918554074543	4.4710842759304e-05	4.69568025426534e-05	0.0143867712024931	0.0143719781895823	0.0143710860351953	1.97831924326224e-05	0.0143477461314681	4.89789859042989e-06	1.82486625577765e-05	1.05907065329176e-05	2.0478784645123e-05	0	4.89789859042989e-06	5.8556626218573e-06	4.03945169855975e-06
"Apodemus_uralensis"	0.00178974620982889	0.00137200091995694	0.000585240911189976	1.00178693906917	0.00103334311198485	0.000255866735431903	0.00103334311198485	0.000572728726813054	0.000694452081579356	0.000179021572058149	0.00045514479782414	0.000266401869355397	0	7.67809838330365e-05	0.00843114829711546	0.008445908221634	0.00841267536079352	8.36058444557109e-06	0.00838971218052719	0.00842475220409649	0.00842084036382503	0.00839291932047939	0.00840449352183904	0.00841905461788953	0.00840127990492496	0.00838969534460424	2.1524515408951e-05	3.00922324155513e-05	8.1818389544722e-06	0.00836015613364194	9.80000657112098e-06	2.17316479699802e-05	0	8.18183895447219e-06	5.11733470863807e-06	4.47553930145372e-06
"Apodemus_agrarius"	0.00138037518059423	0.00137959462308083	0.000555501578401347	0.0013777908159798	1.00137479695386	0.000340117523966068	0.00137479695386247	0.000538998726927346	0.000701597337676727	0.000237939145448081	0.000383087705004574	0.0003543205648725	0	0.000102092991333675	0.0112161552785609	0.0112302290467043	0.0111915937639496	7.93573683430496e-06	4.99316094193733e-05	0.0112052816602573	0.0111974134044478	0.0111722004931751	0.0111838937821364	0.0112005870409382	0.0111801362300094	4.8051268104266e-05	2.19533303194849e-05	2.69924853459867e-05	7.69998181324779e-06	2.06840913371265e-05	9.8542473077202e-06	1.90567485116817e-05	0	7.69998181324779e-06	6.80235047932137e-06	5.94847863620203e-06
"Sorex_araneus"	0.00128541297150946	0.000615110636406066	0.000409896383530011	0.000614080165036569	0.000612211543138923	1.00328501298404	0.000612211543138923	0.00042831751483998	0.000387219313789825	0.00109804736166373	0.000185010610002536	0.000385338359106189	0	0.000183140714810127	0.0201502536354432	0.020145478629114	4.42575797506459e-05	5.8556626218573e-06	3.06528787920031e-05	5.56086353303444e-05	4.82848523927362e-05	3.16851028802443e-05	3.81387581100747e-05	0.020136811030865	3.75407655021016e-05	2.85613297935223e-05	0.0201017208635324	1.88187298348208e-05	6.11882164057114e-06	1.36867545187011e-05	4.39364740290047e-06	1.29630672129635e-05	0	6.11882164057114e-06	0.0200657002596808	2.74511840415932e-05
"Sicista_tianshanica"	0.00138037518059423	0.00137959462308083	0.000555501578401347	0.0013777908159798	0.00137479695386247	0.000340117523966068	1.00137479695386	0.000538998726927346	0.000701597337676727	0.000237939145448081	0.000383087705004574	0.0003543205648725	0	0.000102092991333675	0.0112161552785609	0.0112302290467043	0.0111915937639496	7.93573683430496e-06	4.99316094193733e-05	0.0112052816602573	0.0111974134044478	0.0111722004931751	0.0111838937821364	0.0112005870409382	0.0111801362300094	4.8051268104266e-05	2.19533303194849e-05	2.69924853459867e-05	7.69998181324779e-06	2.06840913371265e-05	9.8542473077202e-06	1.90567485116817e-05	0	7.69998181324779e-06	6.80235047932137e-06	5.94847863620203e-06
"Dryomys_nitedula"	0.000983792797960459	0.000983080834256202	0.000342852901330093	0.000981820674536664	0.000692998363192302	0.000305941082028557	0.000692998363192302	1.0038450110732	0.000639214030521856	0.000305472091987405	0.000181800598759821	0.000145406501936634	0	6.20788107063321e-07	0.014407061517038	6.82866917769653e-05	0.0143884590096998	4.89789859042989e-06	0.0143730590460733	5.7207892735258e-05	0.0143872483560839	3.71624271930104e-05	4.78159943683747e-05	0.0143964589650551	4.20603257834403e-05	3.12053771259402e-05	2.0314242593326e-05	1.84785232024725e-05	0.0143406430153314	1.47404576075419e-05	7.02200595897287e-06	1.35806246120426e-05	0	0.0143406430153314	6.11882164057114e-06	7.63680229968512e-06
"Arvicola_terrestris"	0.00139124541294041	0.00139053041675277	0.00015721718483446	0.00138890416315871	0.00105239600651509	0.00032268276149152	0.00105239600651509	0.000745749702275499	1.00138317931092	0.000169783406794083	0.000364106451772853	0.000530140829345458	0	0.00015267844769144	0.0167829109325568	0.0167946292460583	0.0167545413311789	2.24595978334942e-06	0.0167311547532563	0.016770661786276	7.61702970745138e-05	5.41681088214788e-05	0.0167438877640035	7.77658761798751e-05	5.64140686048283e-05	4.2130151976592e-05	1.99732098192852e-05	2.14532893226147e-05	1.06535671753643e-05	2.08491707792586e-05	9.93236011966262e-06	1.92073295392653e-05	0	1.06535671753643e-05	6.45365522983041e-06	4.24458516985208e-06
"Neomys_fodiens"	0.00137607061204016	0.000537985886396091	0.000282761618899183	0.000537064716174446	0.000535363077258183	0.00137255920207966	0.000535363077258183	0.000534576160977959	0.000254675110191125	1.00387884140487	2.14195058049005e-06	0.000252937501966952	0	6.69782317794436e-07	0.025174123913684	7.36760549573879e-05	4.12704444550633e-05	4.03945169855975e-06	2.93734871826593e-05	4.21184409854556e-05	4.11188597482833e-05	2.93890569855261e-05	3.36336421553782e-05	0.0251654875301471	3.34285086840859e-05	2.15851001761941e-05	0.0251335960232436	1.70560121102281e-05	7.63680229968512e-06	1.36493433817214e-05	3.84275633140065e-06	1.30165604116684e-05	0	7.63680229968512e-06	2.74511840415932e-05	0.0250969710351218
"Cricetulus_migratorius"	0.00136796760336508	0.00136745948667497	0.00104855234971295	0.00136543439347242	0.000861947336260291	0.00023126326250317	0.000861947336260291	0.000318151047829687	0.00054615967765928	2.14195058049005e-06	1.00135791646726	0.000543405049158025	0	0.000228664140274125	8.58603488967234e-05	0.0251530554301537	6.30680332435469e-05	1.49793192816136e-05	4.39136479933183e-05	0.0251105844315946	0.0251028926029123	4.94203569802301e-05	5.85230182745514e-05	7.3623505245415e-05	6.43996762618437e-05	0.0250791932026931	1.37985980370095e-05	3.38666710660115e-05	4.54501496899553e-06	2.04984039680373e-05	9.76756776196407e-06	1.88873517843979e-05	0	4.54501496899553e-06	4.6252652500634e-06	5.35487645122513e-08
"Cricetus_cricetus"	0.00106792960954614	0.00106694522053078	0.000309200564472815	0.00106560747742159	0.0010629616946175	0.000642230598510314	0.0010629616946175	0.000339281837852145	0.00106028165869091	0.000337250002622603	0.000724540065544033	1.00105728041689	0	0.000304539259697247	0.0334596121216312	0.0334993185666971	6.97602456992295e-05	4.41715092104022e-06	4.61388747077295e-05	0.0334516028778362	7.46195372806887e-05	4.72420013231598e-05	6.49133623013417e-05	7.77818976778592e-05	5.16591522442e-05	4.61512828913009e-05	2.8395392766079e-05	1.91577189408535e-05	4.84688339788779e-06	1.59995930421542e-05	7.6210372895056e-06	1.47405680198132e-05	0	4.84688339788778e-06	1.28446119702063e-05	8.43125006556507e-06
"Marmota_baibacina"	0	0	0	0	0	0	0	0	0	0	0	0	1.01010101010101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.101010101010101	0	0	0
