"Ehretia_tinifolia"	"Metopium_browneii"	"Ficus_padifolia"	"Talisia_olivaeformis"	"Neea_psychotrioides"	"Centurus_aurifrons"	"Icterus_gularis"	"Pteroglossus_torguatus"	"Trogon_citreolus"	"Centurus_pygmaeus"	"Megarynchus_pitangua"	"Psilorhinus_morio"	"Ramphastos_sulfuratus"	"Saltator_atriceps"	"Tityra_semifasciata"	"Amazona_albifrons"	"Aratinga_astec"	"Cissilopha_yucatanica"	"Cyanocorax_yncas"	"Dives_dives"	"Euphonia_hirundinacea"	"Icterus_chrysater"	"Myiozetetes_similis"	"Tyrannus_melancholicus"	"Euphonia_affinis"	"Icterus_auratus"	"Icterus_mesomelas"	"Icterus_prosthemelas"	"Ortalis_vetula"	"Pitangus_sulphuratus"	"Turdus_grayi"	"Cotinga_amabilis"
"Psilorhinus_morio"	0.0253011476270712	0.0252249267733118	0.0252064533872307	0.0251998017412402	7.77714812472357e-05	0.000532474119549022	0.000532474119549022	0.000532474119549022	0.000532474119549022	0.000531501976033432	0.000374975358666271	1.00053150197603	0.000374975358666271	0.000531501976033432	0.000374975358666271	0.00039146612388215	0.000391466123882151	0.000391466123882151	0.000391466123882151	0.000398739203542317	0.000374003215150681	0.000391466123882151	0.000374003215150681	0.000374003215150681	0.000141007995666872	0.000258703351391036	0.000258703351391036	0.000258703351391036	0.000233967362999399	0.000241240442659566	0.000241240442659566	0.000140035852151281
"Ramphastos_sulfuratus"	0.0252705911551496	0.0252230869515807	0.0252412162508016	0.000145748104913147	0.025129458547656	0.000689093590511971	0.000689093590511971	0.000689093590511971	0.000689093590511971	0.000374975358666271	0.000688182664856264	0.000374975358666271	1.00068818266486	0.000374975358666271	0.000688182664856264	0.000234746379495151	0.000234746379495151	0.000234746379495151	0.000234746379495151	0.000242222269447425	0.000374064433010564	0.000234746379495151	0.000374064433010564	0.000374064433010564	0.00045434721101682	0.000101993290276305	0.000101993290276305	0.000101993290276305	0.000233835453839444	0.000241311343791718	0.000241311343791718	0.00014022897917112
"Saltator_atriceps"	0.0253011476270712	0.0252249267733118	0.0252064533872307	0.0251998017412402	7.77714812472356e-05	0.000532474119549022	0.000532474119549022	0.000532474119549022	0.000532474119549022	0.000531501976033432	0.000374975358666271	0.000531501976033432	0.000374975358666271	1.00053150197603	0.000374975358666271	0.000391466123882151	0.000391466123882151	0.000391466123882151	0.000391466123882151	0.000398739203542317	0.000374003215150681	0.000391466123882151	0.000374003215150681	0.000374003215150681	0.000141007995666872	0.000258703351391036	0.000258703351391036	0.000258703351391036	0.000233967362999399	0.000241240442659566	0.000241240442659566	0.000140035852151281
"Tityra_semifasciata"	0.0252705911551496	0.0252230869515807	0.0252412162508016	0.000145748104913147	0.025129458547656	0.000689093590511972	0.000689093590511971	0.000689093590511972	0.000689093590511972	0.000374975358666271	0.000688182664856264	0.000374975358666271	0.000688182664856263	0.000374975358666271	1.00068818266486	0.000234746379495151	0.000234746379495151	0.000234746379495151	0.000234746379495151	0.000242222269447425	0.000374064433010564	0.000234746379495151	0.000374064433010564	0.000374064433010564	0.00045434721101682	0.000101993290276305	0.000101993290276305	0.000101993290276305	0.000233835453839444	0.000241311343791718	0.000241311343791718	0.00014022897917112
"Amazona_albifrons"	0.0336481146557598	0.0335714018411865	0.000160893155739313	0.0335643093946858	6.53819627296411e-05	0.000522772106376988	0.000522772106376988	0.000522772106376988	0.000522772106376988	0.000521954831842867	0.000312995172660202	0.000521954831842867	0.000312995172660202	0.000521954831842867	0.000312995172660202	1.00052106098098	0.000521060980977649	0.000521060980977649	0.000521060980977649	0.000345263243205044	0.000312177898126081	0.000521060980977649	0.000312177898126081	0.000312177898126081	1.71112539933892e-06	0.000344369392339826	0.000344369392339825	0.000344369392339825	0.000311284047260863	0.000135486309488258	0.000135486309488258	8.93850865218407e-07
"Aratinga_astec"	0.0336481146557598	0.0335714018411865	0.000160893155739313	0.0335643093946858	6.53819627296411e-05	0.000522772106376988	0.000522772106376988	0.000522772106376988	0.000522772106376988	0.000521954831842868	0.000312995172660202	0.000521954831842868	0.000312995172660202	0.000521954831842868	0.000312995172660202	0.000521060980977649	1.00052106098098	0.000521060980977649	0.000521060980977649	0.000345263243205044	0.000312177898126081	0.000521060980977649	0.000312177898126081	0.000312177898126081	1.71112539933892e-06	0.000344369392339825	0.000344369392339825	0.000344369392339825	0.000311284047260863	0.000135486309488258	0.000135486309488258	8.93850865218408e-07
"Cissilopha_yucatanica"	0.0336481146557598	0.0335714018411865	0.000160893155739313	0.0335643093946858	6.53819627296411e-05	0.000522772106376988	0.000522772106376988	0.000522772106376988	0.000522772106376988	0.000521954831842867	0.000312995172660202	0.000521954831842868	0.000312995172660202	0.000521954831842868	0.000312995172660202	0.000521060980977649	0.000521060980977649	1.00052106098098	0.000521060980977649	0.000345263243205044	0.000312177898126081	0.000521060980977649	0.000312177898126081	0.000312177898126081	1.71112539933892e-06	0.000344369392339825	0.000344369392339825	0.000344369392339825	0.000311284047260863	0.000135486309488258	0.000135486309488258	8.93850865218407e-07
"Cyanocorax_yncas"	0.0336481146557598	0.0335714018411865	0.000160893155739313	0.0335643093946858	6.53819627296411e-05	0.000522772106376988	0.000522772106376988	0.000522772106376988	0.000522772106376988	0.000521954831842868	0.000312995172660202	0.000521954831842868	0.000312995172660202	0.000521954831842868	0.000312995172660202	0.000521060980977649	0.000521060980977649	0.000521060980977649	1.00052106098098	0.000345263243205044	0.000312177898126081	0.000521060980977649	0.000312177898126081	0.000312177898126081	1.71112539933892e-06	0.000344369392339825	0.000344369392339825	0.000344369392339825	0.000311284047260863	0.000135486309488258	0.000135486309488258	8.93850865218408e-07
"Dives_dives"	0.0336379730869973	0.000203230532386776	0.0335500250732482	0.0335426746361714	7.61976812972667e-05	0.000532604742405972	0.000532604742405972	0.000532604742405972	0.000532604742405972	0.000531652271389756	0.0003229630259299	0.000531652271389756	0.0003229630259299	0.000531652271389756	0.0003229630259299	0.000345263243205044	0.000345263243205044	0.000345263243205043	0.000345263243205044	1.00053058263701	0.000322010554913685	0.000345263243205044	0.000322010554913685	0.000322010554913685	0.000187341499200928	0.000344193608824061	0.000344193608824061	0.000344193608824061	0.000135621526728972	0.000320940920532702	0.000320940920532702	0.000186389028184713
"Euphonia_hirundinacea"	0.0336286378086596	0.0335654757379057	0.0335687499734688	0.000160471723341831	8.6765766725132e-05	0.000499755525618305	0.000499755525618305	0.000499755525618305	0.000499755525618305	0.000498670953534241	0.000498752577347419	0.000498670953534241	0.000498752577347418	0.000498670953534241	0.000498752577347418	0.000312177898126081	0.000312177898126081	0.000312177898126081	0.000312177898126081	0.000322010554913685	1.00049766800526	0.000312177898126081	0.000497668005263355	0.000497668005263355	0.000187577627492224	0.000135517499505525	0.000135517499505525	0.000135517499505525	0.000311174949855195	0.000321007606642798	0.000321007606642798	0.00018649305540816
"Icterus_chrysater"	0.0336481146557598	0.0335714018411865	0.000160893155739313	0.0335643093946858	6.53819627296411e-05	0.000522772106376988	0.000522772106376988	0.000522772106376988	0.000522772106376988	0.000521954831842867	0.000312995172660202	0.000521954831842867	0.000312995172660202	0.000521954831842867	0.000312995172660202	0.000521060980977649	0.000521060980977649	0.000521060980977649	0.000521060980977649	0.000345263243205044	0.000312177898126081	1.00052106098098	0.000312177898126081	0.000312177898126081	1.71112539933892e-06	0.000344369392339825	0.000344369392339825	0.000344369392339825	0.000311284047260863	0.000135486309488258	0.000135486309488258	8.93850865218408e-07
"Myiozetetes_similis"	0.0336286378086596	0.0335654757379057	0.0335687499734688	0.000160471723341831	8.6765766725132e-05	0.000499755525618305	0.000499755525618305	0.000499755525618305	0.000499755525618305	0.000498670953534241	0.000498752577347419	0.000498670953534241	0.000498752577347418	0.000498670953534241	0.000498752577347418	0.000312177898126081	0.000312177898126081	0.000312177898126081	0.000312177898126081	0.000322010554913684	0.000497668005263355	0.000312177898126081	1.00049766800526	0.000497668005263355	0.000187577627492224	0.000135517499505525	0.000135517499505525	0.000135517499505525	0.000311174949855195	0.000321007606642798	0.000321007606642798	0.00018649305540816
"Tyrannus_melancholicus"	0.0336286378086596	0.0335654757379057	0.0335687499734688	0.000160471723341831	8.6765766725132e-05	0.000499755525618305	0.000499755525618305	0.000499755525618305	0.000499755525618305	0.000498670953534241	0.000498752577347418	0.000498670953534241	0.000498752577347418	0.000498670953534241	0.000498752577347418	0.000312177898126081	0.000312177898126081	0.000312177898126081	0.000312177898126081	0.000322010554913684	0.000497668005263355	0.000312177898126081	0.000497668005263355	1.00049766800526	0.000187577627492224	0.000135517499505525	0.000135517499505525	0.000135517499505525	0.000311174949855195	0.000321007606642798	0.000321007606642798	0.00018649305540816
"Euphonia_affinis"	0.00022834886781237	0.000190711081146726	0.0503008745822523	0.000103928015265234	0.0501862384636243	0.000909343972129048	0.000909343972129048	0.000909343972129048	0.000909343972129048	0.000282015991333744	0.000908694422033641	0.000282015991333744	0.000908694422033641	0.000282015991333744	0.000908694422033641	2.56668809900838e-06	2.56668809900838e-06	2.56668809900838e-06	2.56668809900838e-06	0.000281012248801392	0.000281366441238336	2.56668809900838e-06	0.000281366441238336	0.000281366441238336	1.00090677728403	1.56294556665719e-06	1.56294556665719e-06	1.56294556665719e-06	1.91713800360067e-06	0.000280362698705985	0.000280362698705985	0.000279449303234735
"Icterus_auratus"	0.0503268363599933	0.000212095013736296	0.000153470569020041	0.0502608725638055	5.68265035458903e-05	0.000518117034076395	0.000518117034076395	0.000518117034076395	0.000518117034076395	0.000517406702782072	0.000203986580552611	0.000517406702782072	0.000203986580552611	0.000517406702782072	0.000203986580552611	0.000516554088509738	0.000516554088509738	0.000516554088509738	0.000516554088509738	0.000516290413236091	0.000203276249258287	0.000516554088509738	0.000203276249258287	0.000203276249258287	1.56294556665719e-06	1.00051543779896	0.000515437798963758	0.000515437798963758	0.000202423634985954	0.000202159959712307	0.000202159959712307	8.52614272333564e-07
"Icterus_mesomelas"	0.0503268363599933	0.000212095013736296	0.000153470569020041	0.0502608725638055	5.68265035458903e-05	0.000518117034076395	0.000518117034076395	0.000518117034076395	0.000518117034076395	0.000517406702782072	0.000203986580552611	0.000517406702782072	0.000203986580552611	0.000517406702782072	0.000203986580552611	0.000516554088509738	0.000516554088509738	0.000516554088509738	0.000516554088509738	0.000516290413236091	0.000203276249258287	0.000516554088509738	0.000203276249258287	0.000203276249258287	1.56294556665719e-06	0.000515437798963758	1.00051543779896	0.000515437798963758	0.000202423634985954	0.000202159959712307	0.000202159959712307	8.52614272333564e-07
"Icterus_prosthemelas"	0.0503268363599933	0.000212095013736296	0.000153470569020041	0.0502608725638055	5.68265035458903e-05	0.000518117034076395	0.000518117034076395	0.000518117034076395	0.000518117034076395	0.000517406702782072	0.000203986580552611	0.000517406702782072	0.000203986580552611	0.000517406702782072	0.000203986580552611	0.000516554088509738	0.000516554088509738	0.000516554088509738	0.000516554088509738	0.000516290413236091	0.000203276249258287	0.000516554088509738	0.000203276249258287	0.000203276249258287	1.56294556665719e-06	0.000515437798963758	0.000515437798963758	1.00051543779896	0.000202423634985954	0.000202159959712307	0.000202159959712307	8.52614272333564e-07
"Ortalis_vetula"	0.0503128334424868	0.0502554628220147	0.000181557919350822	0.000187568194561059	7.26786316876882e-05	0.000468843208894895	0.000468843208894895	0.000468843208894895	0.000468843208894895	0.000467934725998798	0.000467670907678888	0.000467934725998799	0.000467670907678888	0.000467934725998798	0.000467670907678888	0.000466926070891294	0.000466926070891294	0.000466926070891294	0.000466926070891294	0.000203432290093458	0.000466762424782792	0.000466926070891294	0.000466762424782792	0.000466762424782792	1.91713800360067e-06	0.000202423634985954	0.000202423634985954	0.000202423634985954	1.00046575376968	0.000202259988877452	0.000202259988877452	1.00865510750456e-06
"Pitangus_sulphuratus"	0.050297621089343	0.000203205858815119	0.0502652557956142	0.00015511605678955	8.89022095391266e-05	0.000483592162938371	0.000483592162938371	0.000483592162938371	0.000483592162938371	0.000482480885319132	0.000482622687583436	0.000482480885319132	0.000482622687583436	0.000482480885319132	0.000482622687583436	0.000203229464232386	0.000203229464232386	0.000203229464232386	0.000203229464232386	0.000481411380799052	0.000481511409964197	0.000203229464232386	0.000481511409964197	0.000481511409964197	0.000280362698705985	0.000202159959712307	0.000202159959712307	0.000202159959712307	0.000202259988877452	1.00048044190544	0.000480441905444118	0.000279251421086746
"Turdus_grayi"	0.050297621089343	0.000203205858815119	0.0502652557956142	0.00015511605678955	8.89022095391266e-05	0.000483592162938371	0.000483592162938371	0.000483592162938371	0.000483592162938371	0.000482480885319132	0.000482622687583436	0.000482480885319132	0.000482622687583436	0.000482480885319132	0.000482622687583436	0.000203229464232386	0.000203229464232386	0.000203229464232386	0.000203229464232386	0.000481411380799052	0.000481511409964197	0.000203229464232386	0.000481511409964197	0.000481511409964197	0.000280362698705985	0.000202159959712307	0.000202159959712307	0.000202159959712307	0.000202259988877452	0.000480441905444118	1.00048044190544	0.000279251421086746
"Cotinga_amabilis"	0.000260246541005259	0.000185501569687738	0.100343134081705	0.000106278780903375	0.00011494003680002	0.000561580159065126	0.000561580159065126	0.000561580159065126	0.000561580159065126	0.000560143408605125	0.00056091591668448	0.000560143408605125	0.00056091591668448	0.000560143408605125	0.00056091591668448	2.68155259565522e-06	2.68155259565522e-06	2.68155259565522e-06	2.68155259565522e-06	0.000559167084554137	0.000559479166224479	2.68155259565522e-06	0.000559479166224479	0.000559479166224479	0.00055889860646947	1.70522854466713e-06	1.70522854466713e-06	1.70522854466713e-06	2.01731021500913e-06	0.000558502842173491	0.000558502842173491	1.00055746185601
