File	N.modules	Modularity	P.Null1	P.Null2
M_10_littlecolorado_GC1_83.txt	4	0.363200	0.000000	0.000000
M_10_littlecolorado_GC1_84.txt	6	0.384400	0.000000	0.000000
M_10_littlecolorado_GC1_85.txt	5	0.393000	0.000000	0.000000
M_10_littlecolorado_GC1_86.txt	5	0.401400	0.000000	0.000000
M_10_littlecolorado_GC1_87.txt	5	0.381800	0.000000	0.000000
M_10_littlecolorado_GC1_88.txt	5	0.425400	0.000000	0.000000
M_10_littlecolorado_GC1_89.txt	6	0.365400	0.000000	0.000000
M_10_littlecolorado_GC1_9.txt	6	0.374400	0.000000	0.000000
M_10_littlecolorado_GC1_90.txt	5	0.388800	0.000000	0.000000
M_10_littlecolorado_GC1_91.txt	5	0.401800	0.000000	0.000000
M_10_littlecolorado_GC1_92.txt	4	0.393600	0.000000	0.000000
M_10_littlecolorado_GC1_93.txt	5	0.359400	0.000000	0.000000
M_10_littlecolorado_GC1_94.txt	6	0.367200	0.000000	0.000000
M_10_littlecolorado_GC1_95.txt	6	0.359200	0.000000	0.000000
M_10_littlecolorado_GC1_96.txt	6	0.375400	0.000000	0.000000
M_10_littlecolorado_GC1_97.txt	5	0.406200	0.000000	0.000000
M_10_littlecolorado_GC1_98.txt	6	0.365800	0.000000	0.000000
M_10_littlecolorado_GC1_99.txt	5	0.378600	0.000000	0.000000
M_11_lakemichigan_GC1_1.txt	8	0.537862	0.000000	0.000000
M_11_lakemichigan_GC1_10.txt	9	0.517419	0.000000	0.000000
M_11_lakemichigan_GC1_100.txt	9	0.524846	0.000000	0.000000
M_11_lakemichigan_GC1_11.txt	12	0.514386	0.000000	0.000000
M_11_lakemichigan_GC1_12.txt	12	0.499614	0.000000	0.000000
M_11_lakemichigan_GC1_13.txt	10	0.508857	0.000000	0.000000
M_11_lakemichigan_GC1_14.txt	12	0.490605	0.000000	0.000000
M_11_lakemichigan_GC1_15.txt	9	0.517693	0.000000	0.000000
M_11_lakemichigan_GC1_16.txt	9	0.509841	0.000000	0.000000
M_11_lakemichigan_GC1_17.txt	11	0.504920	0.000000	0.000000
M_11_lakemichigan_GC1_18.txt	9	0.530497	0.000000	0.000000
M_11_lakemichigan_GC1_19.txt	8	0.517653	0.000000	0.000000
M_11_lakemichigan_GC1_2.txt	10	0.505905	0.000000	0.000000
M_11_lakemichigan_GC1_20.txt	12	0.503835	0.000000	0.000000
M_11_lakemichigan_GC1_21.txt	11	0.501339	0.000000	0.000000
M_11_lakemichigan_GC1_22.txt	12	0.501684	0.000000	0.000000
M_11_lakemichigan_GC1_23.txt	9	0.535671	0.000000	0.000000
M_11_lakemichigan_GC1_24.txt	10	0.513189	0.000000	0.000000
M_11_lakemichigan_GC1_25.txt	9	0.540642	0.000000	0.000000
M_11_lakemichigan_GC1_26.txt	10	0.527991	0.000000	0.000000
M_11_lakemichigan_GC1_27.txt	10	0.520615	0.000000	0.000000
M_11_lakemichigan_GC1_28.txt	9	0.538400	0.000000	0.000000
M_11_lakemichigan_GC1_29.txt	11	0.517927	0.000000	0.000000
M_11_lakemichigan_GC1_3.txt	9	0.516212	0.000000	0.000000
M_11_lakemichigan_GC1_30.txt	9	0.505205	0.000000	0.000000
M_11_lakemichigan_GC1_31.txt	10	0.518596	0.000000	0.000000
M_11_lakemichigan_GC1_32.txt	10	0.507264	0.000000	0.000000
M_11_lakemichigan_GC1_33.txt	10	0.491113	0.000000	0.000000
M_11_lakemichigan_GC1_34.txt	11	0.525982	0.000000	0.000000
M_11_lakemichigan_GC1_35.txt	11	0.496338	0.000000	0.000000
M_11_lakemichigan_GC1_36.txt	10	0.534839	0.000000	0.000000
M_11_lakemichigan_GC1_37.txt	10	0.507832	0.000000	0.000000
M_11_lakemichigan_GC1_38.txt	11	0.517288	0.000000	0.000000
M_11_lakemichigan_GC1_39.txt	7	0.527281	0.000000	0.000000
M_11_lakemichigan_GC1_4.txt	10	0.515086	0.000000	0.000000
M_11_lakemichigan_GC1_40.txt	10	0.515796	0.000000	0.000000
M_11_lakemichigan_GC1_41.txt	11	0.508238	0.000000	0.000000
M_11_lakemichigan_GC1_42.txt	11	0.507538	0.000000	0.000000
M_11_lakemichigan_GC1_43.txt	8	0.519327	0.000000	0.000000
M_11_lakemichigan_GC1_44.txt	11	0.514427	0.000000	0.000000
M_11_lakemichigan_GC1_45.txt	10	0.509090	0.000000	0.000000
M_11_lakemichigan_GC1_46.txt	10	0.506148	0.000000	0.000000
M_11_lakemichigan_GC1_47.txt	9	0.517379	0.000000	0.000000
M_11_lakemichigan_GC1_48.txt	10	0.509273	0.000000	0.000000
M_11_lakemichigan_GC1_49.txt	10	0.520707	0.000000	0.000000
M_11_lakemichigan_GC1_5.txt	12	0.503226	0.000000	0.000000
M_11_lakemichigan_GC1_50.txt	11	0.523689	0.000000	0.000000
M_11_lakemichigan_GC1_51.txt	10	0.509110	0.000000	0.000000
M_11_lakemichigan_GC1_52.txt	9	0.508928	0.000000	0.000000
M_11_lakemichigan_GC1_53.txt	9	0.527352	0.000000	0.000000
M_11_lakemichigan_GC1_54.txt	11	0.528782	0.000000	0.000000
M_11_lakemichigan_GC1_55.txt	12	0.522086	0.000000	0.000000
M_11_lakemichigan_GC1_56.txt	11	0.507944	0.000000	0.000000
M_11_lakemichigan_GC1_57.txt	10	0.518089	0.000000	0.000000
M_11_lakemichigan_GC1_58.txt	10	0.514457	0.000000	0.000000
M_11_lakemichigan_GC1_59.txt	9	0.515137	0.000000	0.000000
M_11_lakemichigan_GC1_6.txt	10	0.512408	0.000000	0.000000
M_11_lakemichigan_GC1_60.txt	10	0.512428	0.000000	0.000000
M_11_lakemichigan_GC1_61.txt	10	0.506655	0.000000	0.000000
M_11_lakemichigan_GC1_62.txt	10	0.523567	0.000000	0.000000
M_11_lakemichigan_GC1_63.txt	11	0.509709	0.000000	0.000000
M_11_lakemichigan_GC1_64.txt	8	0.533916	0.000000	0.000000
M_11_lakemichigan_GC1_65.txt	10	0.502141	0.000000	0.000000
M_11_lakemichigan_GC1_66.txt	8	0.509445	0.000000	0.000000
M_11_lakemichigan_GC1_67.txt	10	0.520767	0.000000	0.000000
M_11_lakemichigan_GC1_68.txt	10	0.506036	0.000000	0.000000
M_11_lakemichigan_GC1_69.txt	10	0.517521	0.000000	0.000000
M_11_lakemichigan_GC1_7.txt	9	0.504586	0.000000	0.000000
M_11_lakemichigan_GC1_70.txt	11	0.503591	0.000000	0.000000
M_11_lakemichigan_GC1_71.txt	8	0.525607	0.000000	0.000000
M_11_lakemichigan_GC1_72.txt	11	0.509009	0.000000	0.000000
M_11_lakemichigan_GC1_73.txt	13	0.490717	0.000000	0.000000
M_11_lakemichigan_GC1_74.txt	11	0.513737	0.000000	0.000000
M_11_lakemichigan_GC1_75.txt	10	0.520250	0.000000	0.000000
M_11_lakemichigan_GC1_76.txt	9	0.510226	0.000000	0.000000
M_11_lakemichigan_GC1_77.txt	9	0.510926	0.000000	0.000000
M_11_lakemichigan_GC1_78.txt	10	0.528356	0.000000	0.000000
M_11_lakemichigan_GC1_79.txt	10	0.528813	0.000000	0.000000
M_11_lakemichigan_GC1_8.txt	11	0.504991	0.000000	0.000000
M_11_lakemichigan_GC1_80.txt	11	0.503125	0.000000	0.000000
M_11_lakemichigan_GC1_81.txt	10	0.516222	0.000000	0.000000
M_11_lakemichigan_GC1_82.txt	9	0.531247	0.000000	0.000000
M_11_lakemichigan_GC1_83.txt	9	0.524044	0.000000	0.000000
M_11_lakemichigan_GC1_84.txt	9	0.512874	0.000000	0.000000
M_11_lakemichigan_GC1_85.txt	9	0.513169	0.000000	0.000000
M_11_lakemichigan_GC1_86.txt	9	0.507761	0.000000	0.000000
M_11_lakemichigan_GC1_87.txt	12	0.509100	0.000000	0.000000
M_11_lakemichigan_GC1_88.txt	10	0.515106	0.000000	0.000000
M_11_lakemichigan_GC1_89.txt	11	0.522309	0.000000	0.000000
M_11_lakemichigan_GC1_9.txt	9	0.521325	0.000000	0.000000
M_11_lakemichigan_GC1_90.txt	10	0.514183	0.000000	0.000000
M_11_lakemichigan_GC1_91.txt	11	0.515806	0.000000	0.000000
M_11_lakemichigan_GC1_92.txt	10	0.495191	0.000000	0.000000
M_11_lakemichigan_GC1_93.txt	10	0.500629	0.000000	0.000000
M_11_lakemichigan_GC1_94.txt	9	0.511890	0.000000	0.000000
M_11_lakemichigan_GC1_95.txt	11	0.523243	0.000000	0.000000
M_11_lakemichigan_GC1_96.txt	11	0.518535	0.000000	0.000000
M_11_lakemichigan_GC1_97.txt	9	0.510024	0.000000	0.000000
M_11_lakemichigan_GC1_98.txt	9	0.523192	0.000000	0.000000
M_11_lakemichigan_GC1_99.txt	11	0.516364	0.000000	0.000000
M_12_lakesuperior_GC1_1.txt	10	0.486400	0.000000	0.000000
M_12_lakesuperior_GC1_10.txt	11	0.470141	0.000000	0.000000
M_12_lakesuperior_GC1_100.txt	10	0.479296	0.000000	0.000000
M_12_lakesuperior_GC1_11.txt	11	0.480900	0.000000	0.000000
M_12_lakesuperior_GC1_12.txt	9	0.476922	0.000000	0.000000
M_12_lakesuperior_GC1_13.txt	12	0.477343	0.000000	0.000000
M_12_lakesuperior_GC1_14.txt	11	0.468919	0.000000	0.000000
M_12_lakesuperior_GC1_15.txt	13	0.472887	0.000000	0.000000
M_12_lakesuperior_GC1_16.txt	10	0.479473	0.000000	0.000000
M_12_lakesuperior_GC1_17.txt	10	0.470297	0.000000	0.000000
M_12_lakesuperior_GC1_18.txt	11	0.488085	0.000000	0.000000
M_12_lakesuperior_GC1_19.txt	10	0.477360	0.000000	0.000000
M_12_lakesuperior_GC1_2.txt	11	0.489745	0.000000	0.000000
M_12_lakesuperior_GC1_20.txt	9	0.490281	0.000000	0.000000
M_12_lakesuperior_GC1_21.txt	10	0.486804	0.000000	0.000000
M_12_lakesuperior_GC1_22.txt	11	0.476741	0.000000	0.000000
M_12_lakesuperior_GC1_23.txt	13	0.476626	0.000000	0.000000
M_12_lakesuperior_GC1_24.txt	11	0.468146	0.000000	0.000000
M_12_lakesuperior_GC1_25.txt	12	0.479598	0.000000	0.000000
M_12_lakesuperior_GC1_26.txt	12	0.478505	0.000000	0.000000
M_12_lakesuperior_GC1_27.txt	11	0.477096	0.000000	0.000000
M_12_lakesuperior_GC1_28.txt	11	0.477848	0.000000	0.000000
M_12_lakesuperior_GC1_29.txt	11	0.478610	0.000000	0.000000
M_12_lakesuperior_GC1_3.txt	11	0.484872	0.000000	0.000000
M_12_lakesuperior_GC1_30.txt	10	0.473249	0.000000	0.000000
M_12_lakesuperior_GC1_31.txt	12	0.482609	0.000000	0.000000
M_12_lakesuperior_GC1_32.txt	9	0.481325	0.000000	0.000000
M_12_lakesuperior_GC1_33.txt	9	0.491722	0.000000	0.000000
M_12_lakesuperior_GC1_34.txt	11	0.478586	0.000000	0.000000
M_12_lakesuperior_GC1_35.txt	9	0.488663	0.000000	0.000000
M_12_lakesuperior_GC1_36.txt	12	0.480584	0.000000	0.000000
M_12_lakesuperior_GC1_37.txt	11	0.482481	0.000000	0.000000
M_12_lakesuperior_GC1_38.txt	11	0.468164	0.000000	0.000000
M_12_lakesuperior_GC1_39.txt	11	0.463144	0.000000	0.000000
M_12_lakesuperior_GC1_4.txt	12	0.471157	0.000000	0.000000
M_12_lakesuperior_GC1_40.txt	11	0.470371	0.000000	0.000000
M_12_lakesuperior_GC1_41.txt	9	0.486257	0.000000	0.000000
M_12_lakesuperior_GC1_42.txt	12	0.476706	0.000000	0.000000
M_12_lakesuperior_GC1_43.txt	12	0.475735	0.000000	0.000000
M_12_lakesuperior_GC1_44.txt	11	0.473806	0.000000	0.000000
M_12_lakesuperior_GC1_45.txt	10	0.484426	0.000000	0.000000
M_12_lakesuperior_GC1_46.txt	10	0.492826	0.000000	0.000000
M_12_lakesuperior_GC1_47.txt	10	0.474314	0.000000	0.000000
M_12_lakesuperior_GC1_48.txt	12	0.480594	0.000000	0.000000
M_12_lakesuperior_GC1_49.txt	12	0.474022	0.000000	0.000000
M_12_lakesuperior_GC1_5.txt	11	0.481245	0.000000	0.000000
M_12_lakesuperior_GC1_50.txt	11	0.482522	0.000000	0.000000
M_12_lakesuperior_GC1_51.txt	11	0.473942	0.000000	0.000000
M_12_lakesuperior_GC1_52.txt	11	0.476709	0.000000	0.000000
M_12_lakesuperior_GC1_53.txt	11	0.491778	0.000000	0.000000
M_12_lakesuperior_GC1_54.txt	10	0.480761	0.000000	0.000000
M_12_lakesuperior_GC1_55.txt	11	0.474050	0.000000	0.000000
M_12_lakesuperior_GC1_56.txt	12	0.472612	0.000000	0.000000
M_12_lakesuperior_GC1_57.txt	9	0.493324	0.000000	0.000000
M_12_lakesuperior_GC1_58.txt	11	0.492561	0.000000	0.000000
M_12_lakesuperior_GC1_59.txt	12	0.486348	0.000000	0.000000
M_12_lakesuperior_GC1_6.txt	12	0.471930	0.000000	0.000000
M_12_lakesuperior_GC1_60.txt	10	0.482578	0.000000	0.000000
M_12_lakesuperior_GC1_61.txt	10	0.478265	0.000000	0.000000
M_12_lakesuperior_GC1_62.txt	11	0.491479	0.000000	0.000000
M_12_lakesuperior_GC1_63.txt	11	0.476131	0.000000	0.000000
M_12_lakesuperior_GC1_64.txt	12	0.471324	0.000000	0.000000
M_12_lakesuperior_GC1_65.txt	11	0.482641	0.000000	0.000000
M_12_lakesuperior_GC1_66.txt	12	0.482683	0.000000	0.000000
M_12_lakesuperior_GC1_67.txt	10	0.488015	0.000000	0.000000
M_12_lakesuperior_GC1_68.txt	9	0.481941	0.000000	0.000000
M_12_lakesuperior_GC1_69.txt	8	0.494469	0.000000	0.000000
M_12_lakesuperior_GC1_7.txt	12	0.488259	0.000000	0.000000
M_12_lakesuperior_GC1_70.txt	12	0.475923	0.000000	0.000000
M_12_lakesuperior_GC1_71.txt	12	0.476702	0.000000	0.000000
M_12_lakesuperior_GC1_72.txt	10	0.485767	0.000000	0.000000
M_12_lakesuperior_GC1_73.txt	10	0.478335	0.000000	0.000000
M_12_lakesuperior_GC1_74.txt	10	0.481791	0.000000	0.000000
M_12_lakesuperior_GC1_75.txt	12	0.468397	0.000000	0.000000
M_12_lakesuperior_GC1_76.txt	12	0.465522	0.000000	0.000000
M_12_lakesuperior_GC1_77.txt	11	0.484740	0.000000	0.000000
M_12_lakesuperior_GC1_78.txt	12	0.482554	0.000000	0.000000
M_12_lakesuperior_GC1_79.txt	11	0.486247	0.000000	0.000000
M_12_lakesuperior_GC1_8.txt	12	0.484698	0.000000	0.000000
M_12_lakesuperior_GC1_80.txt	11	0.482251	0.000000	0.000000
M_12_lakesuperior_GC1_81.txt	11	0.478290	0.000000	0.000000
M_12_lakesuperior_GC1_82.txt	10	0.473521	0.000000	0.000000
M_12_lakesuperior_GC1_83.txt	9	0.479943	0.000000	0.000000
M_12_lakesuperior_GC1_84.txt	9	0.483647	0.000000	0.000000
M_12_lakesuperior_GC1_85.txt	12	0.475310	0.000000	0.000000
M_12_lakesuperior_GC1_86.txt	10	0.479727	0.000000	0.000000
M_12_lakesuperior_GC1_87.txt	11	0.487159	0.000000	0.000000
M_12_lakesuperior_GC1_88.txt	10	0.482425	0.000000	0.000000
M_12_lakesuperior_GC1_89.txt	11	0.476452	0.000000	0.000000
M_12_lakesuperior_GC1_9.txt	14	0.479696	0.000000	0.000000
M_12_lakesuperior_GC1_90.txt	10	0.487998	0.000000	0.000000
M_12_lakesuperior_GC1_91.txt	12	0.487848	0.000000	0.000000
M_12_lakesuperior_GC1_92.txt	10	0.473831	0.000000	0.000000
M_12_lakesuperior_GC1_93.txt	12	0.492711	0.000000	0.000000
M_12_lakesuperior_GC1_94.txt	11	0.479971	0.000000	0.000000
M_12_lakesuperior_GC1_95.txt	8	0.482857	0.000000	0.000000
M_12_lakesuperior_GC1_96.txt	12	0.470844	0.000000	0.000000
M_12_lakesuperior_GC1_97.txt	11	0.481029	0.000000	0.000000
M_12_lakesuperior_GC1_98.txt	10	0.492819	0.000000	0.000000
M_12_lakesuperior_GC1_99.txt	11	0.479999	0.000000	0.000000
M_13_guandu_GC1_1.txt	10	0.622250	0.000000	0.000000
M_13_guandu_GC1_10.txt	11	0.597847	0.000000	0.000000
M_13_guandu_GC1_100.txt	10	0.605895	0.000000	0.000000
M_13_guandu_GC1_11.txt	11	0.611174	0.000000	0.000000
M_13_guandu_GC1_12.txt	11	0.599555	0.000000	0.000000
M_13_guandu_GC1_13.txt	11	0.584209	0.000000	0.000000
M_13_guandu_GC1_14.txt	12	0.596346	0.000000	0.000000
M_13_guandu_GC1_15.txt	10	0.610424	0.000000	0.000000
M_13_guandu_GC1_16.txt	9	0.596967	0.000000	0.000000
M_13_guandu_GC1_17.txt	9	0.610527	0.000000	0.000000
M_13_guandu_GC1_18.txt	9	0.595828	0.000000	0.000000
M_13_guandu_GC1_19.txt	9	0.596864	0.000000	0.000000
M_13_guandu_GC1_2.txt	10	0.610786	0.000000	0.000000
M_13_guandu_GC1_20.txt	7	0.617903	0.000000	0.000000
M_13_guandu_GC1_21.txt	8	0.613633	0.000000	0.000000
M_13_guandu_GC1_22.txt	10	0.626443	0.000000	0.000000
M_13_guandu_GC1_23.txt	10	0.611770	0.000000	0.000000
M_13_guandu_GC1_24.txt	10	0.615341	0.000000	0.000000
M_13_guandu_GC1_25.txt	10	0.606283	0.000000	0.000000
M_13_guandu_GC1_26.txt	9	0.605766	0.000000	0.000000
M_13_guandu_GC1_27.txt	8	0.629859	0.000000	0.000000
M_13_guandu_GC1_28.txt	9	0.611045	0.000000	0.000000
M_13_guandu_GC1_29.txt	9	0.616428	0.000000	0.000000
M_13_guandu_GC1_3.txt	9	0.610890	0.000000	0.000000
M_13_guandu_GC1_30.txt	11	0.591558	0.000000	0.000000
M_13_guandu_GC1_31.txt	10	0.595388	0.000000	0.000000
M_13_guandu_GC1_32.txt	11	0.584312	0.000000	0.000000
M_13_guandu_GC1_33.txt	10	0.606154	0.000000	0.000000
M_13_guandu_GC1_34.txt	9	0.622302	0.000000	0.000000
M_13_guandu_GC1_35.txt	8	0.605973	0.000000	0.000000
M_13_guandu_GC1_36.txt	9	0.610657	0.000000	0.000000
M_13_guandu_GC1_37.txt	10	0.581569	0.000000	0.000000
M_13_guandu_GC1_38.txt	8	0.606904	0.000000	0.000000
M_13_guandu_GC1_39.txt	11	0.597743	0.000000	0.000000
M_13_guandu_GC1_4.txt	9	0.602583	0.000000	0.000000
M_13_guandu_GC1_40.txt	8	0.610631	0.000000	0.000000
M_13_guandu_GC1_41.txt	11	0.600849	0.000000	0.000000
M_13_guandu_GC1_42.txt	10	0.603074	0.000000	0.000000
M_13_guandu_GC1_43.txt	8	0.628435	0.000000	0.000000
M_13_guandu_GC1_44.txt	12	0.589436	0.000000	0.000000
M_13_guandu_GC1_45.txt	10	0.602091	0.000000	0.000000
M_13_guandu_GC1_46.txt	10	0.608561	0.000000	0.000000
M_13_guandu_GC1_47.txt	9	0.594845	0.000000	0.000000
M_13_guandu_GC1_48.txt	8	0.632058	0.000000	0.000000
M_13_guandu_GC1_49.txt	12	0.610294	0.000000	0.000000
M_13_guandu_GC1_5.txt	10	0.591067	0.000000	0.000000
M_13_guandu_GC1_50.txt	10	0.602143	0.000000	0.000000
M_13_guandu_GC1_51.txt	10	0.595725	0.000000	0.000000
M_13_guandu_GC1_52.txt	11	0.592412	0.000000	0.000000
M_13_guandu_GC1_53.txt	10	0.610916	0.000000	0.000000
M_13_guandu_GC1_54.txt	11	0.600279	0.000000	0.000000
M_13_guandu_GC1_55.txt	9	0.605766	0.000000	0.000000
M_13_guandu_GC1_56.txt	9	0.598520	0.000000	0.000000
M_13_guandu_GC1_57.txt	10	0.614901	0.000000	0.000000
M_13_guandu_GC1_58.txt	12	0.597381	0.000000	0.000000
M_13_guandu_GC1_59.txt	12	0.597847	0.000000	0.000000
M_13_guandu_GC1_6.txt	9	0.601341	0.000000	0.000000
M_13_guandu_GC1_60.txt	9	0.612494	0.000000	0.000000
M_13_guandu_GC1_61.txt	9	0.595984	0.000000	0.000000
M_13_guandu_GC1_62.txt	9	0.607707	0.000000	0.000000
M_13_guandu_GC1_63.txt	11	0.588893	0.000000	0.000000
M_13_guandu_GC1_64.txt	9	0.605352	0.000000	0.000000
M_13_guandu_GC1_65.txt	10	0.600978	0.000000	0.000000
M_13_guandu_GC1_66.txt	9	0.610657	0.000000	0.000000
M_13_guandu_GC1_67.txt	10	0.601341	0.000000	0.000000
M_13_guandu_GC1_68.txt	9	0.627970	0.000000	0.000000
M_13_guandu_GC1_69.txt	10	0.589799	0.000000	0.000000
M_13_guandu_GC1_7.txt	9	0.615160	0.000000	0.000000
M_13_guandu_GC1_70.txt	10	0.610890	0.000000	0.000000
M_13_guandu_GC1_71.txt	10	0.601211	0.000000	0.000000
M_13_guandu_GC1_72.txt	10	0.596760	0.000000	0.000000
M_13_guandu_GC1_73.txt	9	0.604187	0.000000	0.000000
M_13_guandu_GC1_74.txt	10	0.606283	0.000000	0.000000
M_13_guandu_GC1_75.txt	10	0.604601	0.000000	0.000000
M_13_guandu_GC1_76.txt	9	0.613478	0.000000	0.000000
M_13_guandu_GC1_77.txt	9	0.623958	0.000000	0.000000
M_13_guandu_GC1_78.txt	8	0.625977	0.000000	0.000000
M_13_guandu_GC1_79.txt	8	0.611588	0.000000	0.000000
M_13_guandu_GC1_8.txt	10	0.604342	0.000000	0.000000
M_13_guandu_GC1_80.txt	10	0.609130	0.000000	0.000000
M_13_guandu_GC1_81.txt	11	0.608638	0.000000	0.000000
M_13_guandu_GC1_82.txt	11	0.602919	0.000000	0.000000
M_13_guandu_GC1_83.txt	9	0.600409	0.000000	0.000000
