"Microtus_arvalis"	"Clethrionomys_centralis"	"Spermophilus_undulatus"	"Apodemus_uralensis"	"Apodemus_agrarius"	"Sorex_araneus"	"Sicista_tianshanica"	"Dryomys_nitedula"	"Arvicola_terrestris"	"Neomys_fodiens"	"Cricetulus_migratorius"	"Cricetus_cricetus"	"Marmota_baibacina"	"Spermophilus_erythrogenys"	"Ctenophthalmus_assimilis"	"Neopsylla_mana"	"Megabothris_rectangulatus"	"Citellophilus_tesquorum"	"Amphipsylla_rossica"	"Hystrichopsylla_talpae"	"Nosopsyllus_consimilis"	"Pectinoctenus_nemorosa"	"Frontopsylla_elata"	"Frontopsylla_protera"	"Amalaraeus_penicilliger"	"Neopsylla_teratura"	"Palaeopsylla_soricis"	"Frontopsylla_elatoides"	"Ceratophyllus_sciurorum"	"Ctenophthalmus_arvalis"	"Amphipsylla_sibirica"	"Frontopsylla_ornata"	"Oropsylla_silantiewi"	"Amphipsylla_primaris"	"Corrodopsylla_birulai"	"Rhadinopsylla_angusta"
"Microtus_arvalis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06	0.06	0.06	0	0.06	0.06	0.06	0.06	0.06	0.06	0.06	0.06	0.06	0.06	0	0.06	0	0.06	0	0	0	0
"Clethrionomys_centralis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0642857142857143	0.0642857142857143	0.0642857142857143	0	0.0642857142857143	0.0642857142857143	0.0642857142857143	0.0642857142857143	0.0642857142857143	0.0642857142857143	0.0642857142857143	0.0642857142857143	0	0.0642857142857143	0	0	0.0642857142857143	0.0642857142857143	0	0	0	0
"Spermophilus_undulatus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.128571428571429	0	0.128571428571429	0	0	0.128571428571429	0	0	0.128571428571429	0.128571428571429	0.128571428571429	0	0.128571428571429	0	0	0	0	0	0	0	0
"Apodemus_uralensis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.075	0.075	0.075	0	0.075	0.075	0.075	0.075	0.075	0.075	0.075	0.075	0	0	0	0.075	0	0	0	0	0	0
"Apodemus_agrarius"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0.1	0.1	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	0	0	0	0	0	0	0	0
"Sorex_araneus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.18	0.18	0	0	0	0	0	0	0	0.18	0	0	0.18	0	0	0	0	0	0	0	0.18	0
"Sicista_tianshanica"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0.1	0.1	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	0	0	0	0	0	0	0	0
"Dryomys_nitedula"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.128571428571429	0	0.128571428571429	0	0.128571428571429	0	0.128571428571429	0	0	0.128571428571429	0	0	0	0	0.128571428571429	0	0	0	0	0.128571428571429	0	0
"Arvicola_terrestris"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.15	0.15	0.15	0	0.15	0.15	0	0	0.15	0	0	0	0	0	0	0	0	0	0	0	0	0
"Neomys_fodiens"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.225	0	0	0	0	0	0	0	0	0.225	0	0	0.225	0	0	0	0	0	0	0	0	0.225
"Cricetulus_migratorius"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.225	0	0	0	0.225	0.225	0	0	0	0	0.225	0	0	0	0	0	0	0	0	0	0
"Cricetus_cricetus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3	0.3	0	0	0	0.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Marmota_baibacina"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0	0
"Spermophilus_erythrogenys"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ctenophthalmus_assimilis"	0.09	0.09	0	0.09	0.09	0.09	0.09	0.09	0.09	0.09	0	0.09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
