"Marmota_caudata"	"Microtus_juldaschi"	"Apodemus_uralensis"	"Alticola_argentatus"	"Cricetulus_migratorius"	"Dryomys_nitedula"	"Rattus_turkestanicus"	"Citellophilus_lebedewi"	"Rhadinopsylla_li"	"Amphipsylla_phaiomydis"	"Oropsylla_silantiewi"	"Callopsylla_caspia"	"Pectinoctenus_nemorosa"	"Frontopsylla_elata"	"Leptopsylla_nana"	"Ceratophyllus_sinicus"	"Amphipsylla_montana"	"Neopsylla_pleskei"	"Amphipsylla_anceps"	"Ceratophyllus_sciurorum"	"Frontopsylla_ambigua"	"Nosopsyllus_simla"	"Frontopsylla_ornata"	"Amphipsylla_primaris"	"Frontopsylla_protera"	"Neopsylla_meridiana"	"Callopsylla_lagomys"	"Rhadinopsylla_altifrons"	"Paraneopsylla_ioffi"	"Leptopsylla_taschenbergi"
"Marmota_caudata"	0	0	0	0	0	0	0	0.128571428571429	0.128571428571429	0	0.128571428571429	0	0	0.128571428571429	0	0.128571428571429	0	0	0	0	0.128571428571429	0	0	0	0	0	0	0	0.128571428571429	0
"Microtus_juldaschi"	0	0	0	0	0	0	0	0.0529411764705882	0	0.0529411764705882	0	0.0529411764705882	0.0529411764705882	0.0529411764705882	0.0529411764705882	0	0.0529411764705882	0.0529411764705882	0.0529411764705882	0.0529411764705882	0.0529411764705882	0	0.0529411764705882	0.0529411764705882	0.0529411764705882	0.0529411764705882	0.0529411764705882	0.0529411764705882	0	0
"Apodemus_uralensis"	0	0	0	0	0	0	0	0.05625	0	0.05625	0	0.05625	0.05625	0.05625	0.05625	0.05625	0.05625	0.05625	0.05625	0	0.05625	0	0.05625	0	0.05625	0	0	0.05625	0.05625	0.05625
"Alticola_argentatus"	0	0	0	0	0	0	0	0	0	0.1	0	0.1	0.1	0.1	0.1	0	0.1	0.1	0.1	0	0.1	0	0	0	0	0	0	0	0	0
"Cricetulus_migratorius"	0	0	0	0	0	0	0	0.0818181818181818	0	0.0818181818181818	0	0.0818181818181818	0	0	0.0818181818181818	0	0.0818181818181818	0.0818181818181818	0.0818181818181818	0	0	0	0.0818181818181818	0.0818181818181818	0	0.0818181818181818	0	0.0818181818181818	0	0
"Dryomys_nitedula"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0	0	0	0	0	0	0	0	0
"Rattus_turkestanicus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.45	0	0	0	0	0	0	0.45	0
"Citellophilus_lebedewi"	0.225	0.225	0.225	0	0.225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Rhadinopsylla_li"	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Amphipsylla_phaiomydis"	0	0.225	0.225	0.225	0.225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Oropsylla_silantiewi"	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Callopsylla_caspia"	0	0.225	0.225	0.225	0.225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Pectinoctenus_nemorosa"	0	0.3	0.3	0.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
