"Ficus_pellucido-punctata"	"Ficus_caulocarpa"	"Ficus_binnendykii"	"Ficus_pisocarpa"	"Ficus_crassiramea"	"Ficus_stupenda"	"Ficus_kerkhovenii"	"Ficus_delosyce"	"Ficus_obscura"	"Ficus_trichocarpa"	"Ficus_benjamina"	"Ficus_sundaica"	"Ficus_cucurbitina"	"Ficus_virens"	"Ficus_consociata"	"Ficus_parietalis"	"Ficus_dubia"	"Ficus_bracteata"	"Ficus_drupacea"	"Ficus_heteropleura"	"Ficus_stricta"	"Ficus_subcordata"	"Ficus_sumatrana"	"Ficus_sagittata"	"Calorhamphus_fuliginosus"	"Irene_puella"	"Megalaima_chrysopogon"	"Calyptomena_viridis"	"Chloropsis_sonnerati"	"Megalaima_australis"	"Treron_curvirostra"	"Megalaima_mystacophanos"	"Anthracoceros_malayanus"	"Hypsipetes_charlottae"	"Megalaima_henricii"	"Pycnonotus_brunneus"	"Chloropsis_cyanopogon"	"Prionochilus_percussus"	"Pycnonotus_eutilotus"	"Buceros_rhinoceros"	"Criniger_phaeocephalus"	"Dicaeum_chrysorrherum"	"Pycnonotus_cyaniventris"	"Treron_capellei"	"Gracula_religiosa"	"Pycnonotus_erythropthalmos"	"Pycnonotus_simplex"	"Anorrhinus_galeritus"	"Criniger_bres"	"Prionochilus_maculatus"	"Rhinoplax_vigil"	"Oriolus_xanthonotus"	"Alcippe_brunneicauda"	"Loriculus_galgulus"	"Pycnonotus_atriceps"	"Criniger_finschii"	"Ptilinopus_jambu"	"Rhyticeros_corrugatus"	"Chloropsis_cochinchinensis"	"Hypsipetes_criniger"	"Treron_olax"	"Corvus_enca"	"Dicaeum_agile"	"Hypsipetes_malaccensis"	"Lophura_ignita"	"Chalcophaps_indica"	"Dicaeum_concolor"	"Ducula_badia"	"Melanochlora_sultanea"	"Platysmurus_leucopterus"	"Pycnonotus_goavier"	"Zoothera_interpres"	"Anthracoceros_albirostris"	"Coracina_striata"	"Dicaeum_ignipectus"	"Dicaeum_trigonostigma"	"Harpactes_diardi"	"Hypsipetes_flavala"	"Pycnonotus_finlaysoni"	"Pycnonotus_melanoleucos"	"Pycnonotus_plumosus"	"Pycnonotus_squamatus"	"Pycnonotus_zeylanicus"	"Treron_fulvicollis"	"Turdus_obscurus"
"Ficus_benjamina"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0375	0.0375	0.0375	0.0375	0.0375	0.0375	0.0375	0	0	0.0375	0	0.0375	0	0.0375	0.0375	0	0.0375	0.0375	0.0375	0	0	0.0375	0.0375	0	0.0375	0.0375	0	0.0375	0.0375	0	0.0375	0.0375	0	0	0	0.0375	0	0	0	0	0	0.0375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ficus_sundaica"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0391304347826087	0.0391304347826087	0.0391304347826087	0.0391304347826087	0.0391304347826087	0.0391304347826087	0.0391304347826087	0.0391304347826087	0.0391304347826087	0.0391304347826087	0.0391304347826087	0.0391304347826087	0.0391304347826087	0.0391304347826087	0.0391304347826087	0.0391304347826087	0.0391304347826087	0	0	0	0.0391304347826087	0.0391304347826087	0.0391304347826087	0.0391304347826087	0	0.0391304347826087	0.0391304347826087	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ficus_cucurbitina"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0409090909090909	0.0409090909090909	0.0409090909090909	0.0409090909090909	0.0409090909090909	0.0409090909090909	0.0409090909090909	0.0409090909090909	0.0409090909090909	0	0.0409090909090909	0	0.0409090909090909	0	0	0.0409090909090909	0	0.0409090909090909	0	0.0409090909090909	0.0409090909090909	0	0	0.0409090909090909	0	0	0.0409090909090909	0	0	0	0	0	0	0	0.0409090909090909	0	0	0.0409090909090909	0	0	0	0	0.0409090909090909	0.0409090909090909	0	0.0409090909090909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ficus_virens"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0409090909090909	0.0409090909090909	0.0409090909090909	0.0409090909090909	0.0409090909090909	0.0409090909090909	0.0409090909090909	0.0409090909090909	0.0409090909090909	0.0409090909090909	0.0409090909090909	0.0409090909090909	0.0409090909090909	0	0.0409090909090909	0.0409090909090909	0	0.0409090909090909	0.0409090909090909	0	0.0409090909090909	0	0	0	0	0	0	0.0409090909090909	0	0.0409090909090909	0	0	0	0	0	0	0	0	0	0.0409090909090909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0409090909090909	0	0	0
"Ficus_consociata"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05625	0.05625	0.05625	0.05625	0.05625	0.05625	0	0	0.05625	0.05625	0.05625	0.05625	0.05625	0.05625	0.05625	0	0	0	0	0	0	0.05625	0	0	0.05625	0	0	0.05625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ficus_parietalis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05625	0.05625	0.05625	0.05625	0	0.05625	0	0.05625	0.05625	0	0	0.05625	0	0.05625	0.05625	0	0.05625	0	0.05625	0	0	0	0	0.05625	0.05625	0	0	0	0	0	0.05625	0.05625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ficus_dubia"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06	0	0.06	0.06	0.06	0.06	0.06	0.06	0.06	0	0.06	0	0	0	0	0.06	0	0	0	0.06	0	0	0	0.06	0	0	0.06	0	0	0	0	0	0.06	0.06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ficus_bracteata"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0642857142857143	0.0642857142857143	0.0642857142857143	0.0642857142857143	0.0642857142857143	0.0642857142857143	0.0642857142857143	0.0642857142857143	0.0642857142857143	0.0642857142857143	0.0642857142857143	0	0	0	0	0.0642857142857143	0	0	0	0.0642857142857143	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0642857142857143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ficus_drupacea"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0692307692307692	0.0692307692307692	0.0692307692307692	0	0.0692307692307692	0.0692307692307692	0.0692307692307692	0	0.0692307692307692	0	0	0	0	0.0692307692307692	0	0.0692307692307692	0	0	0	0.0692307692307692	0	0	0	0	0	0	0.0692307692307692	0	0	0	0	0	0	0.0692307692307692	0	0	0	0	0	0	0.0692307692307692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ficus_heteropleura"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0818181818181818	0	0.0818181818181818	0	0.0818181818181818	0	0.0818181818181818	0	0	0	0	0	0	0.0818181818181818	0	0.0818181818181818	0	0.0818181818181818	0	0	0.0818181818181818	0.0818181818181818	0	0	0	0	0	0.0818181818181818	0	0	0	0	0	0	0	0.0818181818181818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ficus_stricta"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0818181818181818	0.0818181818181818	0	0.0818181818181818	0.0818181818181818	0	0.0818181818181818	0.0818181818181818	0.0818181818181818	0	0.0818181818181818	0	0	0	0.0818181818181818	0	0	0	0	0.0818181818181818	0.0818181818181818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ficus_subcordata"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0818181818181818	0	0.0818181818181818	0	0.0818181818181818	0	0.0818181818181818	0	0	0	0	0	0	0.0818181818181818	0	0.0818181818181818	0	0.0818181818181818	0.0818181818181818	0	0	0	0	0	0.0818181818181818	0	0	0	0	0	0	0	0	0	0	0.0818181818181818	0	0	0.0818181818181818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ficus_sumatrana"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0.1	0	0	0.1	0.1	0.1	0	0	0.1	0.1	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ficus_sagittata"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.15	0	0	0	0	0	0	0.15	0	0.15	0.15	0	0	0	0	0	0	0	0	0	0.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Calorhamphus_fuliginosus"	0.0428571428571429	0.0428571428571429	0.0428571428571429	0.0428571428571429	0.0428571428571429	0.0428571428571429	0.0428571428571429	0.0428571428571429	0.0428571428571429	0.0428571428571429	0.0428571428571429	0.0428571428571429	0.0428571428571429	0.0428571428571429	0.0428571428571429	0.0428571428571429	0.0428571428571429	0.0428571428571429	0.0428571428571429	0	0.0428571428571429	0	0.0428571428571429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Irene_puella"	0.0428571428571429	0.0428571428571429	0.0428571428571429	0.0428571428571429	0.0428571428571429	0.0428571428571429	0.0428571428571429	0.0428571428571429	0.0428571428571429	0.0428571428571429	0.0428571428571429	0.0428571428571429	0.0428571428571429	0.0428571428571429	0.0428571428571429	0.0428571428571429	0	0.0428571428571429	0.0428571428571429	0.0428571428571429	0.0428571428571429	0	0.0428571428571429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Megalaima_chrysopogon"	0.0428571428571429	0.0428571428571429	0.0428571428571429	0.0428571428571429	0.0428571428571429	0.0428571428571429	0.0428571428571429	0.0428571428571429	0.0428571428571429	0.0428571428571429	0.0428571428571429	0.0428571428571429	0.0428571428571429	0.0428571428571429	0.0428571428571429	0.0428571428571429	0.0428571428571429	0.0428571428571429	0.0428571428571429	0	0	0.0428571428571429	0	0.0428571428571429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Calyptomena_viridis"	0.045	0.045	0.045	0.045	0.045	0.045	0.045	0.045	0.045	0.045	0.045	0.045	0.045	0.045	0.045	0.045	0.045	0.045	0	0.045	0.045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Chloropsis_sonnerati"	0.045	0.045	0.045	0.045	0.045	0.045	0.045	0.045	0	0.045	0.045	0.045	0.045	0.045	0.045	0	0.045	0.045	0.045	0	0.045	0.045	0.045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Megalaima_australis"	0.045	0.045	0.045	0.045	0.045	0.045	0.045	0.045	0	0.045	0.045	0.045	0.045	0.045	0.045	0.045	0.045	0.045	0.045	0.045	0	0	0.045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Treron_curvirostra"	0.0473684210526316	0.0473684210526316	0.0473684210526316	0.0473684210526316	0.0473684210526316	0.0473684210526316	0.0473684210526316	0.0473684210526316	0.0473684210526316	0	0.0473684210526316	0.0473684210526316	0.0473684210526316	0.0473684210526316	0	0	0.0473684210526316	0.0473684210526316	0.0473684210526316	0	0.0473684210526316	0.0473684210526316	0.0473684210526316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Megalaima_mystacophanos"	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0	0.05	0.05	0.05	0	0.05	0.05	0.05	0	0.05	0.05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Anthracoceros_malayanus"	0.0529411764705882	0	0	0.0529411764705882	0.0529411764705882	0.0529411764705882	0.0529411764705882	0.0529411764705882	0	0.0529411764705882	0	0.0529411764705882	0.0529411764705882	0.0529411764705882	0.0529411764705882	0.0529411764705882	0.0529411764705882	0.0529411764705882	0.0529411764705882	0	0.0529411764705882	0.0529411764705882	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Hypsipetes_charlottae"	0.0529411764705882	0.0529411764705882	0.0529411764705882	0.0529411764705882	0.0529411764705882	0.0529411764705882	0.0529411764705882	0.0529411764705882	0.0529411764705882	0.0529411764705882	0.0529411764705882	0.0529411764705882	0	0.0529411764705882	0.0529411764705882	0	0	0.0529411764705882	0	0	0	0	0.0529411764705882	0.0529411764705882	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Megalaima_henricii"	0.0529411764705882	0.0529411764705882	0.0529411764705882	0.0529411764705882	0.0529411764705882	0.0529411764705882	0.0529411764705882	0.0529411764705882	0	0.0529411764705882	0	0.0529411764705882	0.0529411764705882	0.0529411764705882	0.0529411764705882	0	0.0529411764705882	0.0529411764705882	0	0	0.0529411764705882	0	0.0529411764705882	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Pycnonotus_brunneus"	0.05625	0.05625	0.05625	0.05625	0.05625	0.05625	0.05625	0.05625	0.05625	0.05625	0.05625	0.05625	0	0.05625	0.05625	0.05625	0	0	0	0	0	0	0	0.05625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Chloropsis_cyanopogon"	0.0642857142857143	0.0642857142857143	0.0642857142857143	0.0642857142857143	0.0642857142857143	0.0642857142857143	0.0642857142857143	0.0642857142857143	0	0.0642857142857143	0	0.0642857142857143	0.0642857142857143	0.0642857142857143	0.0642857142857143	0	0	0	0	0	0	0	0	0.0642857142857143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Prionochilus_percussus"	0.0642857142857143	0.0642857142857143	0.0642857142857143	0.0642857142857143	0.0642857142857143	0.0642857142857143	0.0642857142857143	0	0.0642857142857143	0.0642857142857143	0.0642857142857143	0.0642857142857143	0	0	0.0642857142857143	0.0642857142857143	0	0	0.0642857142857143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Pycnonotus_eutilotus"	0.0642857142857143	0.0642857142857143	0.0642857142857143	0.0642857142857143	0	0	0	0.0642857142857143	0.0642857142857143	0.0642857142857143	0.0642857142857143	0.0642857142857143	0	0.0642857142857143	0.0642857142857143	0.0642857142857143	0	0	0	0.0642857142857143	0.0642857142857143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Buceros_rhinoceros"	0.0692307692307692	0	0	0.0692307692307692	0.0692307692307692	0.0692307692307692	0.0692307692307692	0.0692307692307692	0	0	0	0.0692307692307692	0.0692307692307692	0.0692307692307692	0	0	0.0692307692307692	0.0692307692307692	0.0692307692307692	0	0	0.0692307692307692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Criniger_phaeocephalus"	0.075	0.075	0.075	0.075	0	0	0.075	0	0.075	0.075	0.075	0.075	0	0	0	0.075	0	0	0	0.075	0	0	0.075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
