"Rhombomys_opimus"	"Meriones_libycus"	"Spermophilus_fulvus"	"Meriones_meridianus"	"Spermophilopsis_leptodactylus"	"Dipus_sagitta"	"Blanfordimys_afghanus"	"Allactaga_elater"	"Microtus_socialis"	"Cricetulus_migratorius"	"Apodemus_uralensis"	"Allactaga_severtzovi"	"Pygeretmus_pumilio"	"Calomyscus_mystax"	"Microtus_transcaspicus"	"Eremodipus_lichtensteini"	"Nesokia_indica"	"Xenopsylla_gerbilli"	"Xenopsylla_hirtipes"	"Xenopsylla_conformis"	"Citellophilus_trispinus"	"Xenopsylla_nuttalli"	"Nosopsyllus_laeviceps"	"Paradoxopsyllus_teretifrons"	"Nosopsyllus_turkmenicus"	"Coptopsylla_olgae"	"Coptopsylla_lamellifer"	"Rostropsylla_daca"	"Nosopsyllus_tersus"	"Coptopsylla_bairamalensis"	"Rhadinopsylla_cedestis"	"Stenoponia_vlasovi"	"Echidnophaga_oschanini"	"Paradoxopsyllus_repandus"	"Neopsylla_setosa"	"Ctenophthalmus_dolichus"	"Mesopsylla_eucta"	"Nosopsyllus_consimilis"	"Amphipsylla_parthiana"	"Desertopsylla_rothschildi"	"Frontopsylla_macrophthalma"	"Leptopsylla_taschenbergi"	"Ophthalmopsylla_karakum"	"Amphipsylla_schelkovnikovi"	"Ophthalmopsylla_volgensis"	"Mesopsylla_lenis"	"Amphipsylla_rossica"	"Peromyscopsylla_tikhomirovae"	"Nosopsyllus_fidus"	"Xenopsylla_persica"	"Nosopsyllus_philippovi"	"Phaenopsylla_kopetdag"	"Paradoxopsyllus_microphthalmus"	"Amphipsylla_argoi"	"Phaenopsylla_tiflovi"	"Wagnerina_schelkovnikovi"
"Rhombomys_opimus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0	0.05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Meriones_libycus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0428571428571429	0.0428571428571429	0.0428571428571429	0.0428571428571429	0.0428571428571429	0.0428571428571429	0.0428571428571429	0.0428571428571429	0.0428571428571429	0.0428571428571429	0.0428571428571429	0.0428571428571429	0.0428571428571429	0.0428571428571429	0.0428571428571429	0.0428571428571429	0.0428571428571429	0.0428571428571429	0.0428571428571429	0.0428571428571429	0	0	0	0.0428571428571429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Spermophilus_fulvus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0	0	0.05	0.05	0.05	0.05	0.05	0.05	0	0.05	0.05	0	0	0	0.05	0.05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Meriones_meridianus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0375	0.0375	0.0375	0.0375	0.0375	0.0375	0.0375	0.0375	0.0375	0.0375	0.0375	0.0375	0.0375	0.0375	0.0375	0.0375	0.0375	0	0.0375	0.0375	0	0.0375	0.0375	0.0375	0	0	0	0.0375	0	0	0	0.0375	0	0	0	0	0	0	0
"Spermophilopsis_leptodactylus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0428571428571429	0.0428571428571429	0.0428571428571429	0.0428571428571429	0.0428571428571429	0.0428571428571429	0.0428571428571429	0.0428571428571429	0.0428571428571429	0.0428571428571429	0.0428571428571429	0.0428571428571429	0.0428571428571429	0.0428571428571429	0.0428571428571429	0.0428571428571429	0	0.0428571428571429	0.0428571428571429	0.0428571428571429	0	0	0.0428571428571429	0	0	0	0	0	0	0	0	0.0428571428571429	0	0	0	0	0	0	0
"Dipus_sagitta"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05	0.05	0.05	0.05	0	0	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0	0	0.05	0	0	0	0.05	0	0	0.05	0	0.05	0	0	0	0	0	0	0	0	0	0	0
"Blanfordimys_afghanus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0692307692307692	0	0.0692307692307692	0	0	0.0692307692307692	0	0.0692307692307692	0.0692307692307692	0.0692307692307692	0	0	0.0692307692307692	0.0692307692307692	0.0692307692307692	0	0.0692307692307692	0	0.0692307692307692	0	0.0692307692307692	0.0692307692307692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Allactaga_elater"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.045	0	0.045	0.045	0.045	0.045	0	0.045	0.045	0.045	0	0	0.045	0.045	0	0.045	0.045	0.045	0.045	0.045	0	0	0	0.045	0	0	0.045	0.045	0.045	0	0	0.045	0	0	0	0	0	0	0
"Microtus_socialis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.225	0.225	0	0	0	0	0	0	0	0.225	0	0	0.225	0	0	0	0	0	0
"Cricetulus_migratorius"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0529411764705882	0	0.0529411764705882	0	0.0529411764705882	0.0529411764705882	0	0.0529411764705882	0	0.0529411764705882	0.0529411764705882	0	0	0.0529411764705882	0	0	0	0.0529411764705882	0	0	0.0529411764705882	0	0	0	0.0529411764705882	0	0.0529411764705882	0	0	0.0529411764705882	0	0.0529411764705882	0.0529411764705882	0.0529411764705882	0	0	0	0	0.0529411764705882
"Apodemus_uralensis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.45	0	0	0	0.45	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Allactaga_severtzovi"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3	0	0.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Pygeretmus_pumilio"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.225	0	0.225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.225	0	0	0	0	0	0	0	0.225	0	0	0	0	0	0	0	0	0	0	0
"Calomyscus_mystax"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.128571428571429	0	0	0	0	0	0	0	0	0	0.128571428571429	0	0	0	0.128571428571429	0.128571428571429	0.128571428571429	0.128571428571429	0.128571428571429
"Microtus_transcaspicus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.45	0	0	0	0	0.45	0	0	0	0	0	0	0	0	0
"Eremodipus_lichtensteini"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3	0.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Nesokia_indica"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.128571428571429	0	0	0	0	0.128571428571429	0	0.128571428571429	0.128571428571429	0	0.128571428571429	0	0	0	0.128571428571429	0	0	0	0	0	0.128571428571429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Xenopsylla_gerbilli"	0.075	0.075	0.075	0.075	0.075	0.075	0.075	0.075	0	0.075	0	0.075	0.075	0	0	0	0.075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Xenopsylla_hirtipes"	0.128571428571429	0.128571428571429	0.128571428571429	0.128571428571429	0.128571428571429	0.128571428571429	0	0	0	0	0	0	0	0	0	0.128571428571429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Xenopsylla_conformis"	0.075	0.075	0.075	0.075	0.075	0.075	0.075	0.075	0	0.075	0	0.075	0.075	0	0	0.075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
