"Miconia_sp1_M_SD_010"	"Cecropia_peltata"	"Trema_micrantha"	"Ficus_clusiifolia"	"Didymopanax_morototoni"	"Alchornea_glandulosa"	"Protium_heptaphyllum"	"Unidentified_sp2_M_SD_010"	"Aechmaea_nudicaulis"	"Gravisia_aquilega"	"Clidemia_sp1_M_SD_010"	"Rhipsalis_sp1_M_SD_010"	"Hieronyma_caribaea"	"Cordia_curassavica"	"Sapium_aucuparium"	"Cordia_bicolor"	"Anthurium_scandens"	"Laetia_procera"	"Sloanea_stipilata"	"Ficus_citrifolia"	"Ilex_sp1_M_SD_010"	"Chiococca_alba"	"Clusia_sp1_M_SD_010"	"Piper_sp1_M_SD_010"	"Coussarea_paniculata"	"Lacistema_aggregatum"	"Ficus_tobagensis"	"Doliocarpus_dentatus"	"Myrcia_leptoclada"	"Byrsonima_spicata"	"Anthurium_gracile"	"Calycolpus_glaber"	"Cupania_sp1_M_SD_010"	"Wulffia_baccata"	"Davilla_aspera"	"Eugenia_baileyi"	"Psidium_guajava"	"Castilla_elastica"	"Myrcia_sp1_M_SD_010"	"Henriettea_sp1_M_SD_010"	"Isertia_parviflora"	"Solanum_sp1_M_SD_010"	"Unidentified_sp1_M_SD_010"	"Aechmaea_mertensii"	"Rourea_surinamensis"	"Aechmaea_dichlamydea"	"Aegiphilia_integrifolia"	"Norantea_guianensis"	"Phytolacca_rivinoides"	"Psychotria_sp1_M_SD_010"	"Tangara_gyrola"	"Ramphocelus_carbo"	"Tangara_mexicana"	"Euphonia_violacea"	"Chlorophanes_spiza"	"Thraupis_palmarum"	"Tachyphonus_rufus"	"Dacnis_cayana"	"Thraupis_episcopus"	"Cyanerpes_caeruleus"	"Tangara_guttata"	"Cyanerpes_cyaneus"	"Coereba_flaveola"	"Tachyphonus_luctuosus"
"Clidemia_sp1_M_SD_010"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.225	0.225	0	0.225	0	0	0.225	0	0	0	0	0	0	0
"Rhipsalis_sp1_M_SD_010"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.225	0.225	0	0.225	0	0	0	0	0	0	0.225	0
"Hieronyma_caribaea"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1125	0	0.1125	0	0.1125	0	0.1125	0.1125	0	0.1125	0.1125	0	0.1125	0
"Cordia_curassavica"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.18	0.18	0	0	0	0.18	0	0.18	0	0	0	0.18	0
"Sapium_aucuparium"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.128571428571429	0	0	0	0.128571428571429	0	0	0.128571428571429	0	0.128571428571429	0.128571428571429	0.128571428571429	0.128571428571429	0
"Cordia_bicolor"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.15	0	0.15	0	0	0.15	0.15	0	0.15	0	0	0	0.15	0
"Anthurium_scandens"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3	0	0	0.3	0	0	0	0	0	0	0.3
"Laetia_procera"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.15	0.15	0	0	0.15	0.15	0.15	0.15	0	0	0	0	0
"Sloanea_stipilata"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09	0.09	0	0	0	0.09	0.09	0.09	0.09	0	0.09	0.09	0.09	0.09
"Ficus_citrifolia"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.225	0	0.225	0.225	0	0	0.225	0	0	0	0	0	0	0
"Ilex_sp1_M_SD_010"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3	0.3	0.3	0	0	0	0	0	0	0	0	0	0	0
"Chiococca_alba"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.225	0	0.225	0.225	0.225	0	0	0	0	0	0	0	0	0
"Clusia_sp1_M_SD_010"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.225	0	0	0.225	0	0.225	0	0.225	0	0
"Piper_sp1_M_SD_010"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.45	0	0	0	0	0.45	0	0	0	0	0
"Coussarea_paniculata"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.18	0	0.18	0	0.18	0.18	0	0.18	0	0	0	0	0
"Lacistema_aggregatum"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.128571428571429	0.128571428571429	0.128571428571429	0	0.128571428571429	0.128571428571429	0	0.128571428571429	0.128571428571429	0	0	0	0	0
"Ficus_tobagensis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.18	0.18	0.18	0.18	0.18	0	0	0	0	0	0	0	0	0
"Doliocarpus_dentatus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.225	0	0.225	0.225	0	0	0.225	0	0
"Myrcia_leptoclada"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.45	0	0	0.45	0	0	0	0	0	0	0	0	0	0
"Byrsonima_spicata"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.45	0	0	0	0	0	0	0.45	0	0	0	0	0	0
"Anthurium_gracile"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3	0	0.3	0	0	0.3	0	0	0	0	0	0	0
"Calycolpus_glaber"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.15	0.15	0	0	0.15	0	0.15	0.15	0	0	0	0.15	0
"Cupania_sp1_M_SD_010"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.45	0.45	0
"Wulffia_baccata"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.225	0.225	0	0	0	0	0	0.225	0	0.225	0	0	0	0
"Davilla_aspera"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3	0	0	0	0.3	0.3	0	0	0	0	0	0	0
"Eugenia_baileyi"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3	0	0	0.3	0	0	0.3	0	0	0	0	0
"Psidium_guajava"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.45	0.45	0	0	0	0	0	0	0	0	0	0	0
"Castilla_elastica"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.45	0	0	0	0	0	0	0.45	0	0	0	0	0
"Myrcia_sp1_M_SD_010"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3	0	0	0	0	0	0	0.3	0.3	0	0	0
"Henriettea_sp1_M_SD_010"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3	0.3	0	0	0	0	0.3	0	0	0	0	0	0	0
"Isertia_parviflora"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.45	0	0	0	0	0.45	0	0	0	0	0	0	0
"Solanum_sp1_M_SD_010"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.45	0.45	0	0	0	0	0	0	0	0	0	0	0	0
"Unidentified_sp1_M_SD_010"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.45	0	0	0	0	0.45	0	0	0	0	0	0	0
"Aechmaea_mertensii"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.45	0	0	0	0	0.45	0	0	0	0	0	0	0
"Rourea_surinamensis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3	0	0	0.3	0	0	0	0	0.3	0
"Aechmaea_dichlamydea"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.45	0	0	0	0	0.45	0	0	0	0	0	0	0
"Aegiphilia_integrifolia"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.45	0	0.45	0	0	0	0	0	0	0	0	0	0	0
"Norantea_guianensis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.45	0	0	0	0	0	0	0.45	0	0	0	0	0	0
"Phytolacca_rivinoides"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3	0	0	0	0.3	0.3	0	0	0	0	0	0	0
"Psychotria_sp1_M_SD_010"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.45	0	0	0	0	0	0	0	0	0	0.45	0	0	0
"Tangara_gyrola"	0.0346153846153846	0.0346153846153846	0.0346153846153846	0.0346153846153846	0.0346153846153846	0.0346153846153846	0.0346153846153846	0.0346153846153846	0	0	0.0346153846153846	0	0.0346153846153846	0	0.0346153846153846	0.0346153846153846	0	0	0.0346153846153846	0.0346153846153846	0.0346153846153846	0.0346153846153846	0	0	0	0.0346153846153846	0.0346153846153846	0	0.0346153846153846	0.0346153846153846	0	0	0	0.0346153846153846	0	0	0	0	0	0.0346153846153846	0	0.0346153846153846	0	0	0	0	0.0346153846153846	0.0346153846153846	0	0.0346153846153846	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ramphocelus_carbo"	0.0333333333333333	0.0333333333333333	0.0333333333333333	0	0.0333333333333333	0	0.0333333333333333	0	0	0.0333333333333333	0.0333333333333333	0	0	0.0333333333333333	0	0	0	0.0333333333333333	0.0333333333333333	0	0.0333333333333333	0	0	0	0.0333333333333333	0.0333333333333333	0.0333333333333333	0	0	0	0.0333333333333333	0.0333333333333333	0	0.0333333333333333	0.0333333333333333	0	0.0333333333333333	0.0333333333333333	0	0.0333333333333333	0.0333333333333333	0.0333333333333333	0.0333333333333333	0.0333333333333333	0	0.0333333333333333	0	0	0.0333333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Tangara_mexicana"	0.0409090909090909	0.0409090909090909	0.0409090909090909	0.0409090909090909	0.0409090909090909	0	0.0409090909090909	0.0409090909090909	0	0	0	0.0409090909090909	0.0409090909090909	0.0409090909090909	0	0.0409090909090909	0	0.0409090909090909	0	0.0409090909090909	0.0409090909090909	0.0409090909090909	0	0	0	0.0409090909090909	0.0409090909090909	0	0	0	0	0.0409090909090909	0	0	0	0.0409090909090909	0.0409090909090909	0	0.0409090909090909	0	0	0	0	0	0	0	0.0409090909090909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Euphonia_violacea"	0.05625	0	0.05625	0.05625	0	0	0.05625	0.05625	0.05625	0	0.05625	0.05625	0	0	0	0	0.05625	0	0	0.05625	0	0.05625	0	0.05625	0.05625	0	0.05625	0	0.05625	0	0.05625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Chlorophanes_spiza"	0.06	0.06	0.06	0.06	0.06	0.06	0.06	0.06	0	0	0	0	0.06	0	0.06	0	0	0	0	0	0	0.06	0.06	0	0	0.06	0.06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Thraupis_palmarum"	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0	0	0	0	0.05	0	0	0	0.05	0	0.05	0.05	0	0	0	0	0	0.05	0.05	0	0.05	0	0	0	0.05	0	0	0.05	0.05	0	0	0	0	0	0	0	0	0	0	0	0	0.05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Tachyphonus_rufus"	0.036	0.036	0.036	0.036	0	0	0.036	0.036	0.036	0.036	0.036	0	0.036	0.036	0	0.036	0.036	0.036	0.036	0.036	0	0	0	0	0.036	0	0	0	0	0	0.036	0	0	0	0.036	0	0	0	0	0.036	0.036	0	0.036	0.036	0	0.036	0	0	0.036	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Dacnis_cayana"	0.045	0.045	0.045	0.045	0.045	0.045	0.045	0.045	0	0	0	0	0.045	0	0.045	0	0	0.045	0.045	0	0	0	0.045	0	0	0.045	0	0.045	0	0.045	0	0.045	0	0.045	0	0	0	0	0	0	0	0	0	0	0.045	0	0	0.045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Thraupis_episcopus"	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0	0	0	0	0	0	0.05	0	0.05	0	0.05	0.05	0	0	0	0	0.05	0.05	0.05	0	0.05	0	0	0	0.05	0	0	0	0.05	0	0.05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Cyanerpes_caeruleus"	0.09	0	0.09	0.09	0	0.09	0	0.09	0	0	0	0	0.09	0	0.09	0	0	0	0	0	0	0	0.09	0	0	0	0	0	0	0	0	0	0	0.09	0	0	0	0	0.09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Tangara_guttata"	0.09	0.09	0.09	0.09	0	0.09	0	0	0	0	0	0	0.09	0	0.09	0	0	0	0.09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09	0	0	0	0	0	0	0	0	0	0	0.09	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Cyanerpes_cyaneus"	0.1125	0	0.1125	0.1125	0	0	0	0	0	0	0	0	0	0	0.1125	0	0	0	0.1125	0	0	0	0.1125	0	0	0	0	0.1125	0	0	0	0	0.1125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Coereba_flaveola"	0.06	0.06	0.06	0.06	0.06	0	0	0.06	0	0	0	0.06	0.06	0.06	0.06	0.06	0	0	0.06	0	0	0	0	0	0	0	0	0	0	0	0	0.06	0.06	0	0	0	0	0	0	0	0	0	0	0	0.06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Tachyphonus_luctuosus"	0.225	0	0	0	0	0	0.225	0	0	0	0	0	0	0	0	0	0.225	0	0.225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
