"Canthium_bibracteatum"	"Memecylon_eleagni"	"Cinnamomum_verum"	"Ochna_kirkii"	"Paragenipa_wrightii"	"Apis_mellifera"	"Lasioglossum_mahense"	"Xylocopa_caffra"	"Lygistorrhina_sp1_M_PL_108"	"Hemipyrellia_sp1_M_PL_108"	"Unidentified_sp1_M_PL_108"	"Scaptodrosophila_sp1_M_PL_108"	"Chalcidoma_disjunctum"	"Hemipyrellia_germana"	"Nectarinia_dussumieri"	"Phalanta_phalantha"
"Canthium_bibracteatum"	1.17009553098249	0.0510527283486015	0.0288809575362324	0.0271095390917338	0.0561945773742785	0.19132473836889	0.235591361033269	0.0345819720294868	0.00842361261473444	0.0948110157092753	0.0702057318589492	0.00392713294989242	0.00196356647494621	0.0234019106196497	0.00123225177689699	0.00120337323067635
"Memecylon_eleagni"	0.0981783237473106	1.1303128635743	0.0240941770188474	0.0284253778819814	0.0523225911108919	0.331078901821917	0.165744834516419	0.0133863044878899	0.00702746829716381	0.00885818994223683	0.00589069942483864	0.0869471433518694	0.0434735716759347	0.00196356647494621	0.00129206263099915	0.00100392404245197
"Cinnamomum_verum"	0.0601686615338174	0.0261020251037513	1.21539256082189	0.0106534087626145	0.0210166771112634	0.121052442387433	0.071170612439757	0.00554839770565656	0.354489496906384	0.0554548496236173	0.00361011969202905	0.00200784808490395	0.00100392404245197	0.00120337323067635	0.000484245852846112	0.050641356700912
"Ochna_kirkii"	0.0616125888448496	0.033593628405978	0.0116219004683067	1.18780961502907	0.0386956005851243	0.185889403781083	0.0277629362877288	0.380930565676381	0.00338972096992278	0.00541325296043408	0.00369675533069097	0.00258412526199831	0.00129206263099915	0.00123225177689699	0.0539913461376852	0.000484245852846112
"Paragenipa_wrightii"	0.127714948577906	0.0618357894946904	0.0229272841213782	0.0386956005851243	1.08215971055423	0.189282703047127	0.375402437304186	0.0640556132738356	0.00668712453540198	0.0111724993912899	0.00766289691467435	0.00475659919189926	0.00237829959594963	0.00255429897155812	0.00175889093568747	0.000955303505057425
"Apis_mellifera"	0.217414475419193	0.195637532894769	0.0660286049385997	0.0929447018905416	0.0946413515235636	1.11419197014989	0.0945725162387064	0.0382234833609909	0.0192583431070916	0.0201443499059771	0.0130448685251516	0.0150490409919053	0.00752452049595265	0.00434828950838386	0.0042247591768428	0.00275119187244165
"Lasioglossum_mahense"	0.294489201291587	0.107734142435673	0.0427023674638542	0.0152696149582508	0.206471340517302	0.104029767862577	1.13291361066044	0.0201333588087889	0.0124548571769575	0.0253384014143209	0.0176693520774952	0.00828724172582097	0.00414362086291049	0.00588978402583174	0.00069407340719322	0.00177926531099392
"Xylocopa_caffra"	0.0960610334152411	0.0193357731491743	0.00739786360754207	0.465581802493355	0.0782901940013546	0.0934351815490889	0.0447407973528643	1.15361953027989	0.00215771021886644	0.00799312699020021	0.00576366200491446	0.0014873671653211	0.000743683582660551	0.00192122066830482	0.0211628092042434	0.00030824431698092
"Lygistorrhina_sp1_M_PL_108"	0.0300843307669087	0.0130510125518757	0.607696280410943	0.00532670438130723	0.0105083385556317	0.0605262211937164	0.0355853062198785	0.00277419885282828	1.17724474845319	0.0277274248118087	0.00180505984601452	0.00100392404245197	0.000501962021225987	0.000601686615338174	0.000242122926423056	0.025320678350456
"Hemipyrellia_sp1_M_PL_108"	0.474055078546377	0.0230312938498157	0.133091639096682	0.011909156512955	0.0245794986608378	0.0886351395862992	0.101353605657283	0.0143876285823604	0.0388183947365321	1.04346989124607	0.0284433047127826	0.00177163798844737	0.000885818994223683	0.00948110157092753	0.000541325296043408	0.00554548496236174
"Unidentified_sp1_M_PL_108"	0.585047765491243	0.0255263641743008	0.0144404787681162	0.0135547695458669	0.0280972886871393	0.0956623691844449	0.117795680516635	0.0172909860147434	0.00421180630736722	0.0474055078546377	1.03510286592947	0.00196356647494621	0.000981783237473106	0.0117009553098249	0.000616125888448496	0.000601686615338175
"Scaptodrosophila_sp1_M_PL_108"	0.0490891618736553	0.565156431787151	0.0120470885094237	0.0142126889409907	0.026161295555446	0.165539450910958	0.0828724172582097	0.00669315224394496	0.00351373414858191	0.00442909497111841	0.00294534971241932	1.04347357167593	0.0217367858379673	0.000981783237473106	0.000646031315499577	0.000501962021225987
"Chalcidoma_disjunctum"	0.0490891618736553	0.565156431787151	0.0120470885094237	0.0142126889409907	0.026161295555446	0.165539450910958	0.0828724172582097	0.00669315224394496	0.00351373414858191	0.00442909497111841	0.00294534971241932	0.0434735716759347	1.02173678583797	0.000981783237473106	0.000646031315499577	0.000501962021225987
"Hemipyrellia_germana"	0.585047765491243	0.0255263641743008	0.0144404787681162	0.0135547695458669	0.0280972886871393	0.0956623691844449	0.117795680516635	0.0172909860147434	0.00421180630736722	0.0474055078546377	0.0351028659294746	0.00196356647494621	0.000981783237473106	1.01170095530982	0.000616125888448496	0.000601686615338174
"Nectarinia_dussumieri"	0.0308062944224248	0.016796814202989	0.00581095023415334	0.593904807514537	0.0193478002925622	0.0929447018905416	0.0138814681438644	0.19046528283819	0.00169486048496139	0.00270662648021704	0.00184837766534549	0.00129206263099915	0.000646031315499577	0.000616125888448496	1.02699567306884	0.000242122926423056
"Phalanta_phalantha"	0.0300843307669087	0.0130510125518757	0.607696280410943	0.00532670438130723	0.0105083385556317	0.0605262211937164	0.0355853062198785	0.00277419885282828	0.177244748453192	0.0277274248118087	0.00180505984601452	0.00100392404245197	0.000501962021225987	0.000601686615338174	0.000242122926423056	1.02532067835046
