"Dillenia_ferruginea"	"Gastonia_crassa"	"Erythroxylum_sechellarum"	"Nephrosperma_vanhoutteanum"	"Psychotria_pervillei"	"Roscheria_melanochaetes"	"Memecylon_eleagni"	"Aphloia_theiformis"	"Campnosperma_seychellarum"	"Cinnamomum_verum"	"Paragenipa_wrightii"	"Lasioglossum_mahense"	"Apis_mellifera"	"Nectarinia_dussumieri"	"Lygistorrhina_sp1_M_PL_102"	"Phelsuma_sp1_M_PL_102"	"Ornidia_obesa"	"Unidentified_sp1_M_PL_102"	"Mabuya_sechellensis"	"Neavella_albipectus"	"Cratopus_aurostriatus"	"Pachycerina_seychellensis"	"Parasarcophaga_hirticeps"	"Polistes_olivaceus"	"Unidentified_sp2_M_PL_102"	"Dichaetomyia_fasciculifera"	"Foudia_madagascariensis"	"Plagiostenopterina_cyanosoma"	"Scaptodrosophila_sp1_M_PL_102"	"Unidentified_sp3_M_PL_102"	"Unidentified_sp4_M_PL_102"	"Unidentified_sp5_M_PL_102"
"Dillenia_ferruginea"	1.1358990518259	0.0258158652685358	0.0455164894143661	0.0372429758628516	0.0220493131712525	0.00185079801895862	0.03795843317834	0.0133318881600831	0.000395578380521749	0.00975065161366537	0.0035222884388621	0.28650470604095	0.246560190720347	0.00968842414507627	0.00255894421872958	0.00733711894602742	0.0799913289604987	0.00791156761043499	0.00189822538739234	0.00273098936486197	0.0148325057734717	0.00182065957657464	0.000131859460173917	0.000759290154956934	0.000108870471703448	0.000910329788287322	0.000379645077478467	0.000910329788287322	0.000612480921423682	5.44352358517241e-05	5.44352358517241e-05	0.000910329788287322
"Gastonia_crassa"	0.0311308963532343	1.18892744424176	0.0112059587775928	0.0373551812981152	0.0539036463631724	0.00167989035343286	0.00484316365682049	0.000697424818662901	0.00031160279753618	0.00287021197143538	0.000407912701569514	0.11326576641383	0.028553889109866	0.205802409924019	0.00250955611146035	0.161290168437991	0.00418454891197741	0.00623205595072359	0.0874211356060119	0.000672357526655566	0.00136267616427097	0.000448238351103711	0.000103867599178727	0.0349684542424047	9.88170796136978e-05	0.000224119175551855	0.0174842271212024	0.000224119175551855	0.00149732351008812	4.94085398068489e-05	4.94085398068489e-05	0.000224119175551855
"Erythroxylum_sechellarum"	0.0746470426395604	0.0152401039375262	1.14265549275496	0.0283772298328905	0.0200691155335548	0.0130770721659714	0.0235364037950586	0.00131796317185496	0.00593159385327246	0.00581892073656883	0.00266239491211289	0.145200187924973	0.186367643847902	0.0074825898144591	0.00572435587771874	0.00500414940448149	0.00790777903112978	0.118631877065449	0.00112059587775928	0.0685593295652978	0.00165709899441602	0.0457062197101985	0.00197719795109082	0.00044823835110371	0.00076923953917479	0.0228531098550992	0.000224119175551855	0.0228531098550992	0.000557475431487633	0.000384619769587395	0.000384619769587395	0.0228531098550992
"Nephrosperma_vanhoutteanum"	0.080366421598785	0.0668461139018904	0.0373384603064349	1.06514685273341	0.0253653131829955	0.0361053215802693	0.00999851404422966	0.00118435262108458	0.00319296974180385	0.0070016092049356	0.000787404417495943	0.285853420222224	0.055118309224716	0.0171546702504664	0.0677414941226195	0.120968001121491	0.0071061157265075	0.0638593948360771	0.00491515543396253	0.00224030761838609	0.02901025864727	0.0014935384122574	0.00106432324726795	0.00196606217358501	0.00212384244589819	0.000746769206128698	0.000983031086792505	0.000746769206128698	0.000704592032860985	0.0010619212229491	0.0010619212229491	0.000746769206128698
"Psychotria_pervillei"	0.0502234355567419	0.101817998685992	0.0278737715743817	0.0267744972487174	1.09768229420177	0.00759788698158119	0.00731211461865162	0.00622151220702928	0.0033088661561024	0.00424368746466163	0.000277268637707489	0.18245526603989	0.0194088046395242	0.290891132161411	0.00386732397152765	0.016294279722237	0.0373290732421757	0.0661773231220481	0.00748661755044061	0.0016724262944629	0.00131707295428467	0.00111495086297527	0.00110295538536747	0.00299464702017624	0.000446934528328305	0.000557475431487633	0.00149732351008812	0.000557475431487633	0.030491174838938	0.000223467264164153	0.000223467264164153	0.000557475431487633
"Roscheria_melanochaetes"	0.00446368933984138	0.00335978070686573	0.0192309884793697	0.0403530064720656	0.00804482150990949	1.25260437862461	0.00078220649081411	0.00010304602261925	0.00394167157963833	0.000377485332495944	7.22587751008684e-05	0.0140404216401735	0.00505811425706079	0.00255469931535271	0.407378200236214	0.00469236175005803	0.000618276135715499	0.0788334315927667	0.000247042699034245	0.00115385930876219	0.00111635645880082	0.00076923953917479	0.00131389052654611	9.88170796136978e-05	0.0736826105073301	0.000384619769587395	4.94085398068489e-05	0.000384619769587395	0.000223467264164153	0.0368413052536651	0.0368413052536651	0.000384619769587395
"Memecylon_eleagni"	0.141481432755631	0.014969778575627	0.0534918268069514	0.0172701606218512	0.0119652784668845	0.00120886457671272	1.05922037020408	0.0191367357100703	0.000352637943352216	0.00815997931318302	0.00607626835899336	0.0958507038927242	0.425338785129535	0.00541290144513136	0.00130005906760975	0.00379920586765014	0.114820414260422	0.00705275886704433	0.00110071901291375	0.00320950960841708	0.00217986123738953	0.00213967307227805	0.000117545981117405	0.0004402876051655	7.11096809831009e-05	0.00106983653613903	0.00022014380258275	0.00106983653613903	0.000332368846302347	3.55548404915504e-05	3.55548404915504e-05	0.00106983653613903
"Aphloia_theiformis"	0.136651853640852	0.00592811095863466	0.00823726982409352	0.00562567495015177	0.0279968049316318	0.000437945596131812	0.0526260232026933	1.0934353278279	0.000136182589668536	0.00157538418543988	0.000682755626136471	0.0410609137279566	0.0477928938295529	0.00795816035856943	0.000437776436372615	0.00137677923153806	0.560611966967398	0.00272365179337072	0.000435890511664313	0.000494236189445611	0.00181453009764596	0.000329490792963741	4.53941965561787e-05	0.000174356204665725	2.57615056548125e-05	0.00016474539648187	8.71781023328626e-05	0.00016474539648187	0.00077768902587866	1.28807528274062e-05	1.28807528274062e-05	0.00016474539648187
"Campnosperma_seychellarum"	0.00540623786713058	0.0035314983720767	0.0494299487772705	0.0202221416980911	0.0198531969366144	0.0223361389512839	0.00129300579229146	0.000181576786224715	1.21050878138001	0.000439833341907819	0.000130973430430026	0.0142075559279785	0.00916814013010181	0.0055345710296366	0.00829072114327157	0.00259605069084017	0.00108946071734829	0.210175627600244	0.000259668997946816	0.00296579692663623	0.000598091353720933	0.00197719795109082	0.403502927126671	0.000103867599178727	0.00131389052654611	0.000988598975545409	5.19337995893633e-05	0.000988598975545409	0.000551477692683734	0.000656945263273056	0.000656945263273055	0.000988598975545409
"Cinnamomum_verum"	0.13325890538676	0.032529069009601	0.0484910061380736	0.0443435249645921	0.0254621247879698	0.00213908355081035	0.0299199241483377	0.00210051224725317	0.000439833341907819	1.01157149359436	0.00307785616367103	0.390707321811548	0.215449931456972	0.0116275864779573	0.00302592617788776	0.00897305742711013	0.012603073483519	0.00879666683815639	0.00239184330952948	0.00290946036828442	0.00279204346976683	0.00193964024552294	0.000146611113969273	0.000956737323811792	0.000125828444165315	0.000969820122761472	0.000478368661905896	0.000969820122761471	0.000707281244110271	6.29142220826573e-05	6.29142220826573e-05	0.000969820122761471
