"Potentilla_vahliana"	"Dryas_integrifolia"	"Astragalus_alpinus"	"Taraxacum_sp1_M_PL_024"	"Caltha_palustris"	"Cerastium_alpinum"	"Arnica_alpina"	"Papaver_radicatum"	"Geum_rossii"	"Oxytropis_arctica"	"Petasites_frigidus"	"Spilogona_sanctipauli"	"Bombus_polaris"	"Spilogona_almquistii"	"Colias_hecla"	"Eupogonomyia_probilofensis"	"Boloria_improba"	"Pogonomyiodes_segnis"	"Spilogona_latilamina"	"Boreellus_atriceps"	"Spilogona_dorsata"	"Spilogona_projecta"	"Spilogona_aesturium"	"Spilogona_melanosoma"	"Anarta_richardsoni"	"Colias_nastes"	"Protocalliphora_sp1_M_PL_024"	"Rhamphomyia_sp1_M_PL_024"	"Spilogona_hurdiana"
"Potentilla_vahliana"	1.18112964003601	0.0801012565167371	0	0.0181717176208707	0.0218752292077093	0.0110870918329846	0.0141992476068669	0.00411098497913966	0.00265816553301421	0	0	0.28538524256468	0	0.0797449659904263	0	0.0980843193539477	0.00942367723726319	0.0203394722457564	0.0671096386384097	0.0414015155343502	0.0284063718273431	0.00339537802125482	0.00227146470260884	0.0149844440996612	0	0	0.0134219277276819	0.00113573235130442	0.00156251637197924
"Dryas_integrifolia"	0.103660449609895	1.16542563437064	0	0.0115003644909384	0.0139201036503243	0.0169988599475504	0.0111330096230083	0.00852611834159131	0.00216879329938861	0	0	0.291044980015188	0	0.0650637989816582	0	0.0439145683257942	0.137108898161251	0.0890025505908379	0.0058897982732895	0.00425265174465735	0.0033502124271961	0.0205383842596665	0.00143754556136731	0.0021722527725382	0	0	0.0011779596546579	0.000718772780683653	0.000994293117880304
"Astragalus_alpinus"	0	0	1.32167832167832	0	0	0	0	0	0	0	0.0116550116550117	0	0.372960372960373	0	0.269230769230769	0	0	0	0	0	0	0	0	0	0	0.0244755244755245	0	0	0
"Taraxacum_sp1_M_PL_024"	0.0999444469147889	0.0488765490864884	0	1.14052762948641	0.0130291405955554	0.004384531346459	0.0107659898267608	0.00814415284075486	0.00766089323611833	0	0	0.110442298787615	0	0.22982679708355	0	0.0107334207488433	0.00575018224546922	0.0067656344649114	0.0056786617565221	0.0746901738968137	0.00320211760229137	0.00159567904997545	0.142565953685801	0.00206638525098695	0	0	0.00113573235130442	0.0712829768429005	0.000930652899682529
"Caltha_palustris"	0.137501440734173	0.0676119320158607	0	0.0148904463949205	1.08502330986799	0.0109677742795796	0.0104787317623737	0.00369620749042976	0.00316349078800203	0	0	0.283947870931673	0	0.0949047236400609	0	0.014236042309912	0.00795434494304244	0.0074580338339882	0.00781258185989618	0.00561820201562024	0.0806266977345295	0.00318784797379622	0.00186130579936506	0.0790641813625502	0	0	0.00156251637197924	0.000930652899682529	0.077501664990571
"Cerastium_alpinum"	0.0975664081302646	0.115592247643343	0	0.0070152501543344	0.0153548839914114	1.08618707874759	0.00992013593335012	0.00120254924034611	0.00049477949269181	0	0	0.378628707430131	0	0.0148433847807543	0	0.0124007532642681	0.0135990879580404	0.00990877646716021	0.00554354591649231	0.00376458068454128	0.00331419579455488	0.218937301744273	0.0008769062692918	0.00220548661125642	0	0	0.00110870918329846	0.0004384531346459	0.00109677742795796
"Arnica_alpina"	0.156191723675536	0.0946305817955703	0	0.0215319796535217	0.018337780584154	0.0124001699166877	1.0195309735457	0.00571800991839613	0.00499211424376488	0	0	0.318475673610117	0	0.149763427312946	0	0.142648965754973	0.0111330096230083	0.0101625394448376	0.00887452975429184	0.00667046658092021	0.00485965337201345	0.00387166018621357	0.00269149745669021	0.00308474742115508	0	0	0.00177490595085837	0.00134574872834511	0.00130984147029672
"Papaver_radicatum"	0.0904416695410726	0.144944011807052	0	0.0325766113630194	0.0129367262165041	0.00300637310086528	0.0114360198367923	1.02859719980988	0.00939472165814782	0	0	0.0600692331493495	0	0.281841649744435	0	0.0128867853638891	0.0170522366831826	0.268834694124244	0.00513873122392458	0.00511927694454346	0.00297954436217727	0.00273280420557088	0.00407207642037743	0.00195179811739235	0	0	0.00102774624478492	0.00203603821018872	0.000924051872607439
"Geum_rossii"	0.116959283452625	0.0737389721792126	0	0.0612871458889467	0.0221444355160142	0.00247389746345905	0.0199684569750595	0.0187894433162956	1.01797169854172	0	0	0.0558284885919143	0	0.539150956251614	0	0.0139684297868208	0.00867517319755443	0.0114484268440525	0.00664541383253552	0.00781769491758048	0.00423991092701522	0.00157917614238611	0.00766089323611833	0.00291082816050812	0	0	0.0013290827665071	0.00383044661805917	0.00158174539400101
"Oxytropis_arctica"	0	0	0	0	0	0	0	0	0	1.33333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.666666666666667	0	0	0	0
"Petasites_frigidus"	0	0	0.314685314685315	0	0	0	0	0	0	0	1.01864801864802	0	0.596736596736597	0	0.0641025641025641	0	0	0	0	0	0	0	0	0	0	0.00582750582750583	0	0	0
"Spilogona_sanctipauli"	0.292022108670835	0.230128588849219	0	0.0205474044256027	0.0462240720121328	0.0440265938872246	0.029625644056755	0.00279391782089998	0.00129833694399801	0	0	1.14561764755872	0	0.0389501083199402	0	0.033700724785968	0.0270739516293198	0.0209381322766276	0.0165921652653884	0.0112395119358332	0.00993858553559339	0.0121895627311099	0.00256842555320034	0.00662015248251573	0	0	0.00331843305307767	0.00128421277660017	0.00330171942943806
"Bombus_polaris"	0	0	0.629370629370629	0	0	0	0	0	0	0	0.0372960372960373	0	1.19347319347319	0	0.128205128205128	0	0	0	0	0	0	0	0	0	0	0.0116550116550117	0	0	0
"Spilogona_almquistii"	0.23391856690525	0.147477944358425	0	0.122574291777893	0.0442888710320284	0.0049477949269181	0.039936913950119	0.0375788866325913	0.0359433970834409	0	0	0.111656977183829	0	1.07830191250323	0	0.0279368595736415	0.0173503463951089	0.0228968536881051	0.013290827665071	0.015635389835161	0.00847982185403045	0.00315835228477223	0.0153217864722367	0.00582165632101624	0	0	0.00265816553301421	0.00766089323611833	0.00316349078800203
"Colias_hecla"	0	0	0.660839160839161	0	0	0	0	0	0	0	0.00582750582750583	0	0.186480186480187	0	1.13461538461538	0	0	0	0	0	0	0	0	0	0	0.0122377622377622	0	0	0
