"Nephrosperma_vanhoutteanum"	"Gastonia_crassa"	"Erythroxylum_sechellarum"	"Paragenipa_wrightii"	"Chrysobalanus_icaco"	"Canthium_bibracteatum"	"Nepenthes_pervillei"	"Dillenia_ferruginea"	"Memecylon_eleagni"	"Apis_mellifera"	"Lasioglossum_mahense"	"Lygistorrhina_sp1_M_PL_131"	"Hemipyrellia_germana"	"Unidentified_sp2_M_PL_131"	"Eristalinus_vicarians"	"Hemipyrellia_sp1_M_PL_131"	"Neophyllomyza_approximatonervis"	"Phelsuma_sp1_M_PL_131"	"Eagris_sabadius"	"Melanostoma_annulipes"	"Polistes_olivaceus"	"Rhynchium_brunneum"	"Unidentified_sp1_M_PL_131"
"Nephrosperma_vanhoutteanum"	1.100231075397	0.0589401536810706	0.0572327104346569	0.0537596573819907	0.0324046535681052	0.0117622407999326	0.00564489170828134	0.00853162871539283	0.00482632164690478	0.307169111947663	0.302956803065799	0.00546867736259253	0.00212487078472686	0.0029902039043602	0.00282945565168372	0.000940917771764213	0.0194286689173772	0.0194286689173772	0.000900129265780699	0.000588112039996629	0.000900129265780699	0.000352805731767584	0.000588112039996629
"Gastonia_crassa"	0.065489059645634	1.10259103690081	0.0281911792731927	0.0377774717683532	0.0604544048439197	0.0206384528472195	0.00932410267691694	0.00815818542194666	0.000709439955340879	0.573057379249655	0.0325703448475175	0.00417818373021141	0.00276804242966526	0.00146489588797235	0.00198828798780806	0.00161467905966829	0.0215098368626274	0.0215098368626274	0.00167928902344221	0.00103192264236098	0.00167928902344221	0.000582756417307309	0.00103192264236098
"Erythroxylum_sechellarum"	0.0858490656519854	0.0380580920188102	1.08271823811781	0.0495792573012651	0.0243501817107865	0.0259312048401435	0.00979508413261901	0.00767852703873255	0.0093736825211855	0.230819430800163	0.305882800831799	0.0837969883428498	0.00279639415470763	0.0300235693415302	0.00260943459480343	0.00190875300029586	0.00213559724269624	0.00213559724269624	0.000676393936410735	0.00129656024200718	0.000676393936410735	0.000612192758288688	0.00129656024200718
"Paragenipa_wrightii"	0.0848836695505116	0.0536837756708177	0.0521886918960685	1.07731768201133	0.0345463996597762	0.0123930363639056	0.00588240212821943	0.00822404853680648	0.00421362751589468	0.327471080108295	0.263153225836421	0.0051534555285957	0.00213095646614195	0.0027257743093891	0.0567009306321754	0.000987301951208995	0.00240887181974589	0.00240887181974589	0.000959622212771561	0.000619651818195281	0.000959622212771561	0.000367650133013715	0.000619651818195281
"Chrysobalanus_icaco"	0.0540077559468419	0.0906816072658795	0.0270557574564294	0.0364656440853193	1.08741683807754	0.0200827630980805	0.00907002600888531	0.00790303279024366	0.000649908604110347	0.557805444276713	0.0290932123027984	0.00403745811904026	0.00268850897544645	0.00140574771299365	0.00191924442554312	0.00157101478045936	0.00257941828922291	0.00257941828922291	0.0302060232799318	0.00100413815490403	0.0302060232799318	0.000566876625555332	0.00100413815490403
"Canthium_bibracteatum"	0.0352867223997977	0.0557238226874927	0.051862409680287	0.0235467690914207	0.036148973576545	1.10310122510731	0.0214193165755039	0.00537385455594924	0.000870239659024425	0.342662145360999	0.0276337892998332	0.114199803236753	0.00468785367740063	0.00285282744273227	0.00123930363639056	0.0564937685413346	0.00162003468235761	0.00162003468235761	0.00100413815490403	0.0551550612553656	0.00100413815490403	0.00133870728596899	0.0551550612553656
"Nepenthes_pervillei"	0.021168343906055	0.0314688465345947	0.0244877103315475	0.0139707050545212	0.020407558519992	0.0267741457193799	1.15185599683497	0.0302547749405562	0.0129452514917199	0.193446648470757	0.0213733743640098	0.00451399284680405	0.219754846274126	0.0758395054334041	0.000735300266027429	0.0733297070881544	0.000935562149074892	0.000935562149074892	0.000566876625555332	0.00133870728596899	0.000566876625555332	0.0719909998021854	0.00133870728596899
"Dillenia_ferruginea"	0.0639872153654462	0.05506775159814	0.0383926351936628	0.0390642305498308	0.0355636475560965	0.0134346363898731	0.0605095498811123	1.02406459222673	0.00324907457243972	0.337113742458831	0.162639353848035	0.00422291127851202	0.13935361463105	0.00555393139052102	0.00205601213420162	0.00445357868706318	0.00208622676716744	0.00208622676716744	0.000987879098780457	0.000671731819493655	0.000987879098780457	0.00378184686756952	0.000671731819493655
"Memecylon_eleagni"	0.0723948247035717	0.00957743939710187	0.093736825211855	0.0400294614009994	0.00584917743699313	0.00435119829512212	0.0517810059668795	0.00649814914487944	1.04911525177593	0.055445327788164	0.313051249097739	0.00746538172040134	0.0105212072618998	0.267858546447209	0.00210681375794734	0.00345387278768607	0.00138394040056142	0.00138394040056141	0.000162477151027587	0.000217559914756106	0.000162477151027587	0.00323631287292997	0.000217559914756106
"Apis_mellifera"	0.118141966133717	0.198366015894111	0.0591844694359393	0.079768596436636	0.128724333294626	0.0439310442770511	0.0198406818944366	0.017287884228658	0.00142167507149139	1.22019940935531	0.0636414019123714	0.00883193963540056	0.00588111338378912	0.00307507312217362	0.00419834718087558	0.00343659483225485	0.00564247750767512	0.00564247750767512	0.00357567592485072	0.00219655221385256	0.00357567592485072	0.00124004261840229	0.00219655221385256
