"Nephrosperma_vanhoutteanum"	"Gastonia_crassa"	"Erythroxylum_sechellarum"	"Paragenipa_wrightii"	"Chrysobalanus_icaco"	"Canthium_bibracteatum"	"Nepenthes_pervillei"	"Dillenia_ferruginea"	"Memecylon_eleagni"	"Apis_mellifera"	"Lasioglossum_mahense"	"Lygistorrhina_sp1_M_PL_131"	"Hemipyrellia_germana"	"Unidentified_sp2_M_PL_131"	"Eristalinus_vicarians"	"Hemipyrellia_sp1_M_PL_131"	"Neophyllomyza_approximatonervis"	"Phelsuma_sp1_M_PL_131"	"Eagris_sabadius"	"Melanostoma_annulipes"	"Polistes_olivaceus"	"Rhynchium_brunneum"	"Unidentified_sp1_M_PL_131"
"Lasioglossum_mahense"	0.259677259770685	0.0251256945966563	0.174790171903885	0.1428546083112	0.0149622234700106	0.00789536837138091	0.00488534271177368	0.0185873547254897	0.0178886428055851	0.141829409976142	1.14548709234203	0.0138987997299295	0.00323942109914378	0.00914724891847926	0.00751866359532632	0.0007001023380549	0.00479324497019024	0.00479324497019023	0.000415617318611405	0.000394768418569046	0.000415617318611405	0.000305333919485855	0.000394768418569046
"Lygistorrhina_sp1_M_PL_131"	0.0328120641755552	0.0225621921431416	0.335187953371399	0.0195831310086637	0.0145348492285449	0.228399606473506	0.00722238855488648	0.00337832902280961	0.00298615268816053	0.137778258312249	0.0972915981095065	1.04797905715021	0.00177648898189242	0.00957763629100552	0.00103069110571914	0.0118713796083557	0.000964686109280394	0.000964686109280394	0.000403745811904026	0.0114199803236753	0.000403745811904026	0.000451399284680405	0.0114199803236753
"Hemipyrellia_germana"	0.0159365308854514	0.0186842864002405	0.0139819707735382	0.0101220432141743	0.012098290389509	0.0117196341935016	0.439509692548252	0.13935361463105	0.00526060363094992	0.114681710983888	0.0283449346175081	0.00222061122736552	1.09982726918168	0.0291340559613417	0.000532739116535488	0.0280553374939408	0.000611614151799014	0.000611614151799014	0.000336063621930807	0.000585981709675079	0.000336063621930807	0.0274693557842657	0.000585981709675079
"Unidentified_sp2_M_PL_131"	0.029902039043602	0.0131840629917511	0.200157128943535	0.0172632372927976	0.00843448627796192	0.00950942480910758	0.202238681155744	0.00740524185402802	0.178572364298139	0.0799519011765141	0.106717904048925	0.0159627271516759	0.0388454079484555	1.06228693687036	0.000908591436463032	0.0131153888126894	0.000742516632055425	0.000742516632055425	0.000234291285498942	0.000475471240455379	0.000234291285498942	0.012639917572234	0.000475471240455379
"Eristalinus_vicarians"	0.0424418347752558	0.0268418878354088	0.0260943459480343	0.538658841005666	0.0172731998298881	0.00619651818195281	0.00294120106410972	0.00411202426840324	0.00210681375794734	0.163735540054147	0.131576612918211	0.00257672776429785	0.00106547823307098	0.00136288715469455	1.02835046531609	0.000493650975604498	0.00120443590987295	0.00120443590987295	0.00047981110638578	0.00030982590909764	0.00047981110638578	0.000183825066506857	0.00030982590909764
"Hemipyrellia_sp1_M_PL_131"	0.0141137665764632	0.0217981673055219	0.0190875300029586	0.00937936853648546	0.0141391330241342	0.282468842706673	0.293318828352618	0.00890715737412635	0.00345387278768607	0.134027198457939	0.0122517909159608	0.0296784490208892	0.0561106749878816	0.0196730832190341	0.000493650975604498	1.03245586890737	0.000638899207858125	0.000638899207858125	0.00039275369511484	0.0141234421353337	0.00039275369511484	0.0183324267720386	0.0141234421353337
"Neophyllomyza_approximatonervis"	0.291430033760658	0.29038279764547	0.0213559724269624	0.022884282287586	0.0232147646030062	0.00810017341178803	0.00374224859629957	0.00417245353433487	0.00138394040056141	0.22005662279933	0.0838817869783291	0.00241171527320098	0.00122322830359803	0.00111377494808314	0.00120443590987295	0.000638899207858125	1.010234626445	0.0102346264450012	0.000644854572305728	0.000405008670589402	0.000644854572305728	0.000233890537268723	0.000405008670589402
"Phelsuma_sp1_M_PL_131"	0.291430033760658	0.29038279764547	0.0213559724269624	0.022884282287586	0.0232147646030062	0.00810017341178803	0.00374224859629957	0.00417245353433487	0.00138394040056142	0.22005662279933	0.0838817869783291	0.00241171527320098	0.00122322830359803	0.00111377494808314	0.00120443590987295	0.000638899207858125	0.0102346264450012	1.010234626445	0.000644854572305728	0.000405008670589401	0.000644854572305728	0.000233890537268723	0.000405008670589402
"Eagris_sabadius"	0.027003877973421	0.0453408036329398	0.0135278787282147	0.0182328220426597	0.543708419038772	0.0100413815490403	0.00453501300444266	0.00395151639512183	0.000324954302055174	0.278902722138356	0.0145466061513992	0.00201872905952013	0.00134425448772323	0.000702873856496827	0.000959622212771561	0.00078550739022968	0.00128970914461146	0.00128970914461146	1.01510301163997	0.000502069077452013	0.0151030116399659	0.000283438312777666	0.000502069077452013
"Melanostoma_annulipes"	0.0176433611998989	0.0278619113437464	0.0259312048401435	0.0117733845457103	0.0180744867882725	0.551550612553656	0.0107096582877519	0.00268692727797462	0.000435119829512212	0.1713310726805	0.0138168946499166	0.0570999016183764	0.00234392683870032	0.00142641372136614	0.000619651818195281	0.0282468842706673	0.000810017341178803	0.000810017341178803	0.000502069077452013	1.02757753062768	0.000502069077452013	0.000669353642984497	0.0275775306276828
"Polistes_olivaceus"	0.027003877973421	0.0453408036329398	0.0135278787282147	0.0182328220426596	0.543708419038772	0.0100413815490403	0.00453501300444266	0.00395151639512183	0.000324954302055174	0.278902722138356	0.0145466061513992	0.00201872905952013	0.00134425448772323	0.000702873856496827	0.000959622212771561	0.000785507390229679	0.00128970914461146	0.00128970914461146	0.0151030116399659	0.000502069077452013	1.01510301163997	0.000283438312777666	0.000502069077452013
"Rhynchium_brunneum"	0.0105841719530275	0.0157344232672973	0.0122438551657738	0.00698535252726058	0.010203779259996	0.0133870728596899	0.575927998417484	0.0151273874702781	0.00647262574585994	0.0967233242353785	0.0106866871820049	0.00225699642340202	0.109877423137063	0.0379197527167021	0.000367650133013715	0.0366648535440772	0.000467781074537446	0.000467781074537446	0.000283438312777666	0.000669353642984497	0.000283438312777666	1.03599549990109	0.000669353642984497
"Unidentified_sp1_M_PL_131"	0.0176433611998989	0.0278619113437464	0.0259312048401435	0.0117733845457103	0.0180744867882725	0.551550612553656	0.0107096582877519	0.00268692727797462	0.000435119829512212	0.1713310726805	0.0138168946499166	0.0570999016183764	0.00234392683870032	0.00142641372136614	0.000619651818195281	0.0282468842706673	0.000810017341178803	0.000810017341178803	0.000502069077452013	0.0275775306276828	0.000502069077452013	0.000669353642984497	1.02757753062768
