"Sideroxylon_puberulum"	"Psiadia_terebinthina"	"Aphloia_theiformis"	"Coffea_mauritiana"	"Polyscias_mauritiana"	"Dracaena_reflexa"	"Claoxylon_linostachys"	"Bertiera_zaluzania"	"Pittosporum_senacia"	"Coffea_macrocarpa"	"Antirhea_borbonica"	"Stillingia_lineata"	"Doratoxylon_apetalum"	"Mimusops_erythroxylon"	"Phyllanthus_phillyreifolius"	"Antidesma_madagascariense"	"Croton_fothergillifolius"	"Grangeria_borbonica"	"Erythroxylum_macrocarpum"	"Chassalia_coriacea"	"Chassalia_petrinensis"	"Erythrospermum_monticolum"	"Flagellaria_indica"	"Monimiastrum_globosum"	"Roussea_simplex"	"Cordemoya_integrifolia"	"Molinaea_alternifolia"	"Euodia_chapelieri"	"Faujasiopsis_flexuosa"	"Ochna_mauritiana"	"Agauria_salicifolia"	"Olea_lancea"	"Pandanus_wiehii"	"Apis_mellifera"	"Nacoleia_sp1_M_PL_064"	"Pachycerina_crinicornis"	"Technomyrmex_albipes"	"Brachymyrmex_sp1_M_PL_064"	"Stomorhina_lunata"	"Chaetocnema_sp1_M_PL_064"	"Lygistorrhina_sp1_M_PL_064"	"Chrysomya_megacephala"	"Panara_naso"	"Psilopa_iceryae"	"Lygaeidae_sp1_M_PL_064"	"Ornidia_obesa"	"Sapromyza_sp1_M_PL_064"	"Zosterops_mauritianus"	"Drosophila_sp1_M_PL_064"	"Eristalinus_flaveolus"	"Musca_domestica"	"Polistes_hebraeus"	"Stomoxys_calcitrans"	"Ahasverus_advena"	"Allograpta_nasuta"	"Nacoleia_sp2_M_PL_064"	"Paragus_borbonicus"	"Pelecophora_intemipta"	"Acopsis_viridicans"	"Dysauxes_florida"	"Eilema_squalida"	"Lecithoceridae_sp1_M_PL_064"	"Mauritiborium_undulatus"	"Pheidole_megacephala"	"Bactrocera_cucurbitae"	"Calcidoidae_sp1_M_PL_064"	"Condica_capensis"	"Dioxyna_sororcula"	"Episyrphus_sp1_M_PL_064"	"Eumolpinae_sp1_M_PL_064"	"Fannia_pusio"	"Henotesia_narcissus"	"Homoneura_sp1_M_PL_064"	"Ischiodon_aegyptius"	"Lecithoceridae_sp2_M_PL_064"	"Limoniidae_sp1_M_PL_064"	"Melanostoma_bituberculatum"	"Miridae_sp1_M_PL_064"	"Mythimna_sp1_M_PL_064"	"Orthellia_albigena"	"Psyllidae_sp1_M_PL_064"	"Sarcophaga_arno"	"Spilogona_sp1_M_PL_064"	"Stomoxys_niger"	"Syritta_sp1_M_PL_064"	"Trichoplusia_indicator"	"Zaprionus_vittiger"
"Sideroxylon_puberulum"	1.18489105844323	0.00880141045253817	0.00429158045230973	0.00816472835735265	0.0104129532205747	0.0185406498107234	0.000677095748872016	0.0267494144679464	0.00161953944258221	0.00683086400815004	0.00137767711631742	0.0041709488436392	0.00898604671198307	0.000607885949648758	0.00321129713383772	0.000998187147903325	0.00662952414596027	0.00921978591602932	0.00713463534186561	0.000284301237972888	0.000404460756881671	0.00322632361487312	0.00156647947897719	0.00274056674217599	0.00284953558923511	0.000545395745944287	0.0051679539999439	0.0011434841909246	0.00168293091225537	5.41526167567406e-05	0.000234498015173111	0	0.000117967720757154	0.284105675181577	0.0120327075172297	0.0225118094566186	0.0540688742394268	0.0024474289373203	0.0811122422366067	0.00275038976153034	0.0515049970491786	0.026641373322627	0.00094767079324296	0.000846043360234861	0.000634524491350534	0.0142834630301021	0.000709791165527272	0.0203090999980525	0.00070997637890023	0.00719636998754369	0.0252104480519836	0.0136270511647933	0.00727188940601193	0.000324122660298405	0.000583368751298115	0.000268223778269358	0.000463087946489226	0.000425874699316363	3.98291616983539e-05	0.0126052240259918	0.000320128751954894	0.000178815852179572	0.000456761123695999	0.000321129713383772	0	0.000160564856691886	3.37050630734726e-05	0.000141958233105454	0.000177494094725058	2.7631179529489e-05	5.54548415501847e-05	2.7631179529489e-05	5.54548415501847e-05	0.000891647148931548	0.0063026120129959	0.0063026120129959	0.000226368548273363	3.37050630734726e-05	0.000262725538775001	2.7631179529489e-05	0.000130539956581432	1.35381541891851e-05	0.000226368548273363	5.54548415501847e-05	0.000268860301239427	0.0063026120129959	3.37050630734726e-05
"Psiadia_terebinthina"	0.0266881478238254	1.11896651332183	0.0263638905587157	0.00981111584531267	0.0160841566711439	0.00452328548965301	0.0410853195339017	0.00162208945368315	0.0138885048437783	0.00603824915660434	0.00790414997782421	0.0049528571769789	0.00435946589597142	0.00416057369762733	0.00723473518413994	0.0078748556593642	0.00624080810512115	0.00132923881101675	0.00149749936079058	0.000230178341574703	0.00241987168649691	0.0059137245103678	0.00305723164963044	0.000855560314451125	0.00296402588161731	0.00201917952818391	0.00121908291838676	0.000792384030132393	0.0017762879141006	4.38434936332768e-05	0.000710710588915417	0	0.0007057959085616	0.00808038433464334	0.0719911826732832	0.06822821653588	0.00835244562248067	0.16451141285894	0.0596723302103702	0.0215193006127108	0.0199654587569055	0.0024309359560059	0.000767261138582345	0.0203459436840171	0.0211639416506709	0.000883412034060649	0.0902392349453088	0.000586908587828938	0.000853140508288058	0.000953150498855253	0.000567832932421817	0.000464727306879421	0.00065338752973581	0.000871044348375559	0.000497866947014956	0.00164774315991973	0.0187713205074757	0.0541435409671853	0.00241678350199422	0.000283916466210909	0.000561579934586432	0.00109849543994649	0.000142593385741854	0.000723473518413995	0	0.000361736759206997	0.000201655973874743	0.0180478469890618	0.000213285127072015	0.000189116986255788	0.000437491981075789	0.000189116986255788	0.000437491981075789	5.4069648456105e-05	0.000141958233105454	0.000141958233105454	0.000349655579807475	0.000201655973874743	0.00023224035217709	0.000189116986255788	0.00025476930413587	1.09608734083192e-05	0.000349655579807475	0.000437491981075789	0.000492810375863983	0.000141958233105454	0.000201655973874743
"Aphloia_theiformis"	0.0168086901048798	0.0340533586383411	1.10532755055703	0.011536416972381	0.00589571805736351	0.00163685999342805	0.0360456538685452	0.00282146602048475	0.0342491419994587	0.018717111196579	0.0318322155087474	0.00155611905516453	0.00319598901202785	0.000537202474409931	0.000500794254394018	0.00130765701121124	0.00437687534729231	0.00362311721255757	0.000590715603288444	0.000440403866167289	0.00976228292181422	0.000339320013016945	0.00143619960551981	0.000516087637847231	0.00106750014376558	0.000740978182993022	0.000370398224852068	0.000366938388932554	0.000418435950966554	8.38864506985313e-05	0.000330916540313607	0	0.00284733251886248	0.0284914154790478	0.290427916923973	0.0317679878701063	0.00505841222739683	0.158770635713799	0.004901086996565	0.00284922368516907	0.00179401254779431	0.00231008062413429	0.0014680128872243	0.000823743890677941	0.00292591586818736	0.000531093345293812	0.00274623859986622	0.00040446661728231	0.00100316669325052	0.00177234545195826	0.000357631704359144	0.000422294113429564	0.000288174788951574	7.7113256334133e-05	0.000544590649779196	0.0690829719098143	0.000599327145412645	0.00164774315991973	0.00212033258050266	0.000178815852179572	0.00204623120504059	0.0460553146065429	8.60146063078719e-05	5.00794254394018e-05	0	2.50397127197009e-05	0.000813523576817851	0.000549247719973243	0.00025079167331263	2.44182942913605e-05	7.26476117339581e-05	2.44182942913605e-05	7.2647611733958e-05	9.40488673494918e-05	8.94079260897859e-05	8.9407926089786e-05	0.000128167783855728	0.000813523576817852	0.000719888892176117	2.44182942913605e-05	0.000119683300459984	2.09716126746328e-05	0.000128167783855729	7.2647611733958e-05	2.82766677514121e-05	8.9407926089786e-05	0.000813523576817851
"Coffea_mauritiana"	0.0333688898083108	0.0132236778784649	0.0120380003190062	1.09494403577665	0.0222361527634929	0.0172552532903973	0.00136665606219592	0.00503131207817381	0.0117669066171461	0.00654363227078653	0.00952107649848837	0.0154410173484194	0.00969278165767586	0.0103598685526092	0.00667235896960972	0.00511177601438926	0.00817935469866562	0.00706541874128686	0.00370616871899162	0.000556631066570509	0.00291708438770821	0.00156992010762382	0.00728463742446837	0.0107239026765057	0.00546071688016615	0.00445204119133732	0.000793963809089311	0.00163825133797762	0.00200364867797987	0.000106024965061049	0.00145135646433498	0	0.000850816279748229	0.0129981573330345	0.0867832605343194	0.139330220576158	0.112865760746457	0.00495861744699204	0.030928363964114	0.0557758174560248	0.026559539691869	0.00314691120859556	0.00185543688856836	0.00132690114740753	0.00126046591072901	0.00136847745984462	0.00106642563536007	0.000964919023851796	0.0952125248501436	0.00113525901761741	0.00070997637890023	0.00101223778992577	0.0014951589891411	0.0010726329076907	0.0484999209814473	0.000752375019937889	0.000880521024032987	0.000639855381216044	8.03915330703482e-05	0.000354988189450115	0.000648389685031369	0.00050158334662526	0.00178731711275096	0.000667235896960972	0	0.000333617948480486	0.000243090365642351	0.000213285127072015	0.0238031312125359	0.000470903116027692	0.000283987556354959	0.000470903116027692	0.000283987556354959	0.000167710402605794	0.000177494094725058	0.000177494094725058	0.000483394625293323	0.000243090365642351	0.00025167816426102	0.000470903116027692	0.000607053118705698	2.65062412652623e-05	0.000483394625293323	0.000283987556354959	0.000130826675635318	0.000177494094725058	0.000243090365642351
"Polyscias_mauritiana"	0.0425572870753922	0.0216786459480635	0.00615205362507496	0.0222361527634929	1.10713017799593	0.00337256588876878	0.0120513987269555	0.00514772984196732	0.00522653501663652	0.0118139289812303	0.00121511104771865	0.0125842168019314	0.00116330000334253	0.00103590146587921	0.000700397921224218	0.0131681169045071	0.0135556400436714	0.0008728877895683	0.000796150021249209	9.69665965624255e-05	0.000339384364674768	0.0017579785019439	0.0159132309359548	0.00046842648879001	0.0115338814189749	0.00772180088329639	0.000752336396583724	0.0040135161573762	0.00437301036154791	1.84698279166525e-05	0.00378714643074805	0	9.89871063634741e-05	0.0121624608396757	0.0100966848490744	0.363566057351813	0.00975301670059077	0.00857545203079093	0.0328083801247921	0.00531028878481054	0.00413861104153877	0.0980864273518305	0.000323221988541418	0.0028373381475493	0.0491946560827505	0.000683881041735758	0.00174827789903738	0.00090756449821299	0.00193357850117329	0.00188822342959761	0.000905474193093451	0.000558098721294511	0.00181095781302521	0.000240671069029799	0.00100582479131915	0.000384503351567185	0.000419695371929897	0.00104896673942243	0.000708905807467968	0.000452737096546726	0.000505011510881752	0.000256335567711457	7.80710814650018e-05	7.00397921224218e-05	0	3.50198960612109e-05	2.8282030389564e-05	0.000349655579807475	0.000483394625293323	4.70864302672369e-05	0.000731562050250392	4.70864302672369e-05	0.000731562050250392	0.000171590994732244	0.000226368548273363	0.000226368548273363	0.0240680473477375	2.8282030389564e-05	0.000454381883893474	4.70864302672369e-05	0.00132610257799623	4.61745697916312e-06	0.0240680473477375	0.000731562050250392	0.000146498208495325	0.000226368548273363	2.8282030389564e-05
"Dracaena_reflexa"	0.0917274253793686	0.00738009737785491	0.00206761262327753	0.0208879381936389	0.00408257976008852	1.0612020712282	0.000718719346545873	0.0180654749684128	0.000936203095033929	0.00265873362433157	0.000656594094104381	0.0175098037574722	0.02989602174898	0.00098158146749015	0.0230847894289154	0.0006389758327037	0.00972078962592653	0.0227381237043703	0.00189291128004951	0.000100115356986486	0.000194552673008724	0.00371285981298437	0.0048087398941537	0.00134973674120653	0.000621015870987084	0.000380057864590145	0.00301528481479926	0.000303450669277252	0.00180037800905967	1.90695918069498e-05	0.000124880968079762	0	5.67445296275445e-05	0.114100911804088	0.00578794202200954	0.0119885729356571	0.394449778519511	0.00290685028251059	0.093827834294875	0.00469065342350235	0.00591295120194716	0.00251117225525951	0.000333717856621621	0.000844339769623091	0.00033881490512536	0.00419619130238	0.000595169143375396	0.00220112595889496	0.00181634245162077	0.00123247367633376	0.0019516473484972	0.00237426071751081	0.00142855760957992	0.000398639663278105	0.0010206492875776	0.000129225788954846	0.00242751277156662	0.000357101486025237	4.22776086203454e-05	0.000975823674248602	0.000129617072805563	8.61505259698973e-05	0.000224956123534422	0.00230847894289154	0	0.00115423947144577	1.6212722750727e-05	0.000119033828675079	0.000454085612905193	4.46173394313704e-05	3.54986573724278e-05	4.46173394313705e-05	3.54986573724278e-05	0.000602182498947093	0.000487911837124301	0.000487911837124301	8.87517339149678e-05	1.6212722750727e-05	0.000102258985551214	4.46173394313705e-05	0.000400728324512808	4.76739795173744e-06	8.87517339149679e-05	3.54986573724278e-05	0.000309404984415364	0.000487911837124301	1.6212722750727e-05
"Claoxylon_linostachys"	0.00374394119964526	0.0749202885618208	0.0508879819320637	0.00184900526061801	0.0163048335717633	0.000803274563786563	1.14636316871718	0.000390165864064546	0.0176970096297564	0.00174471026773061	0.00255459723197938	0.000769672873885705	0.00810411196347899	0.000422671959147033	0.000666623648464935	0.000774892907887481	0.000901435490218488	0.000465771951049494	0.000209136952128182	0.00022141932753613	0.00078271504952092	0.000433015836344209	0.000537923277315139	0.000143667709623928	0.000434163669664864	0.000300096846361187	0.000182393753729932	0.000131780479744386	0.00020309882732564	4.21751100068819e-05	0.000119297010045976	0	0.000228291889443602	0.00221902702853723	0.0232857727232474	0.0114525129644137	0.00367888965533819	0.455891630332474	0.0046929017676612	0.00221410174569249	0.00183054334864649	0.00163167842046577	0.000738064425120435	0.00140970987503572	0.069350425130064	0.000806965571878705	0.00604195875498555	8.76876250731238e-05	0.000160783066140696	0.000204202812438884	7.96583233967077e-05	8.06437349245452e-05	9.98677575872861e-05	7.45093765875053e-05	9.23638422056755e-05	0.00318049887075398	0.0012750541158436	0.00362517525299133	0.0674331275715989	3.98291616983539e-05	0.000173545792399036	0.00212033258050266	2.39446182706547e-05	6.66623648464935e-05	0	3.33311824232468e-05	6.52262541267433e-05	0.00120839175099711	4.01957665351741e-05	1.92123617794106e-05	4.3049605993749e-05	1.92123617794106e-05	4.30496059937489e-05	1.30055288021515e-05	1.99145808491769e-05	1.99145808491769e-05	0.000354452903733984	6.52262541267433e-05	6.7104241066562e-05	1.92123617794106e-05	4.48269397762616e-05	1.05437775017205e-05	0.000354452903733984	4.30496059937489e-05	3.60846530286841e-05	1.99145808491769e-05	6.52262541267433e-05
"Bertiera_zaluzania"	0.167629663999131	0.00335231820427851	0.00451434563277561	0.00771467851986651	0.00789318575768323	0.0228829349599896	0.000442187979273152	1.05568176022171	0.00108808596015864	0.00128732231836948	0.000487987372781949	0.00584218417554254	0.00773688789003287	0.000605675228387712	0.00543365552336089	0.00163930046696426	0.00332762407569951	0.0116133226683165	0.00786583900255459	0.000326818055737328	0.000146657476914404	0.000635419255748142	0.00294739845284671	0.00374767861982328	0.00172448614134254	0.00101765893950574	0.00375551353323728	0.000698748772090804	0.000724169742157766	6.22510582356815e-05	0.00046479823138562	0	4.27750974333678e-05	0.394925784144416	0.00436305993820351	0.0446206302130195	0.0926781368098194	0.00159013805245856	0.0145248046032402	0.00317024916244218	0.00792219473245632	0.0043519773683759	0.00108939351912443	0.000433189602241505	0.000423262695524896	0.00311256666461775	0.000270348242280525	0.0384261790972245	0.000670841610423174	0.0011755399468578	0.00356658859572619	0.00299032453358696	0.00187160432564147	0.000108012989044561	0.000647727356863528	0.000282146602048475	0.000597435200792195	0.000162208945368315	2.60110576043031e-05	0.0017832942978631	6.98452040596125e-05	0.000188097734698984	0.00062461310330388	0.000543365552336089	0	0.000271682776168045	1.22214564095337e-05	5.40696484561051e-05	0.000167710402605794	2.75306921994414e-05	9.1072248164681e-05	2.75306921994415e-05	9.10722481646809e-05	0.0351893920073903	0.000891647148931548	0.000891647148931548	0.000171590994732244	1.22214564095337e-05	4.95123968603646e-05	2.75306921994415e-05	0.000245616537737226	1.55627645589204e-05	0.000171590994732244	9.1072248164681e-05	5.29516046456785e-05	0.000891647148931548	1.22214564095337e-05
"Pittosporum_senacia"	0.0101491138401818	0.0287029100104751	0.0547986271991339	0.0180425901462907	0.00801402035884266	0.00118585725370964	0.0200566109137239	0.00108808596015864	1.04541119172005	0.025388489800171	0.0433137167916862	0.00630087136621625	0.002026749741535	0.00750529804519532	0.000518146080828393	0.00181450391709797	0.00594410721395723	0.00434924014936052	0.00465342647405495	0.0127418683453498	0.0132836609291035	0.000454487607857425	0.00208580303815376	0.00378932816448601	0.00151839062774514	0.00209426347705792	0.000160512263747951	0.000583692770253145	0.000572006679474206	0.0024270225419714	0.00048433880114506	0	0.00387440110432185	0.0050774594656787	0.395188912640829	0.0464965249099258	0.00590777987044272	0.0880083383007151	0.00490940118643216	0.0405210914916408	0.00156898138343914	0.00286577068175514	0.0424728944844995	0.000841115415618509	0.0019911864712188	0.000318971316633321	0.00231475080729638	0.000530611081553148	0.00156892088228615	0.00233717358049856	0.000215938592344294	0.000681981354204038	0.000794831752864676	0.000720173789611935	0.00110023778818358	0.00342491419994587	0.000514764769542116	0.00138885048437783	0.00117980064198376	0.000107969296172147	0.00278121857658324	0.00228327613329725	0.000631554694081002	5.18146080828394e-05	0	2.59073040414197e-05	0.00110697174409196	0.000462950161459276	0.000392230220571537	0.000341149911145241	0.00010080577317211	0.000341149911145242	0.00010080577317211	3.62695320052881e-05	5.39846480860736e-05	5.39846480860736e-05	0.000174217833887884	0.00110697174409196	0.000976480376929655	0.000341149911145242	0.000173816919846147	0.000606755635492849	0.000174217833887884	0.00010080577317211	3.78739673214521e-05	5.39846480860736e-05	0.00110697174409196
"Coffea_macrocarpa"	0.0493924012897003	0.0143989018349796	0.0345546668244536	0.0115771955560069	0.0209015666590998	0.00388584145094614	0.00228154419626311	0.00148537190581094	0.0292944113078897	1.07934141411037	0.0424105859825509	0.00101780418205992	0.00089761578931947	0.000463752166019059	0.000469038371429773	0.000681954446597512	0.0165952326034294	0.00352455133144952	0.000523033056672812	0.000374385775186911	0.00984639778199947	0.00201540039920769	0.000703717427011861	0.000349103055944184	0.000567066991020397	0.000363466067361884	0.00107859148665008	0.000200640040429499	0.00104294530213266	7.13115762260783e-05	0.000151558345364966	0	0.00287186601974984	0.0134568214725157	0.292930334014484	0.0145496011550367	0.00654359866494434	0.00904337277589438	0.049917669578991	0.00217257755875029	0.00269740691821201	0.0858946923145485	0.00124795258395637	0.000681799493144623	0.00127521260209716	0.000786817760717695	0.00116120176088545	0.000875048517233427	0.00100671265704408	0.0842109455295067	0.00105090215510001	0.000758618988900812	0.000392653560516264	0.000210109321087222	0.000532448249850723	0.00215966667652835	0.000279144189320067	0.00069672105653127	0.000134208482133124	0.000525451077550003	0.0432802390612103	0.00143977778435223	5.81838426573641e-05	4.69038371429773e-05	0	2.34519185714887e-05	0.000820533148499955	0.00023224035217709	0.00025167816426102	2.10796439099572e-05	3.78863581443063e-05	2.10796439099572e-05	3.78863581443062e-05	4.95123968603646e-05	0.000262725538775001	0.000262725538775002	0.000454381883893474	0.000820533148499956	0.0415131313119373	2.10796439099572e-05	5.8643118917655e-05	1.78278940565196e-05	0.000454381883893474	3.78863581443062e-05	0.000167950033267307	0.000262725538775001	0.000820533148499955
