"Nephrosperma_vanhoutteanum"	"Phoenicophorium_borsigianum"	"Northea_hornei"	"Paragenipa_wrightii"	"Erythroxylum_sechellarum"	"Pittosporum_senacia"	"Memecylon_eleagni"	"Colea_seychellarum"	"Lasioglossum_mahense"	"Apis_mellifera"	"Phelsuma_sp1_M_PL_099"	"Rhiparida_seychellensis"	"Cratopus_aurostriatus"	"Hemipyrellia_germana"	"Unidentified_sp2_M_PL_099"	"Neophyllomyza_approximatonervis"	"Unidentified_sp1_M_PL_099"	"Unidentified_sp4_M_PL_099"	"Melanostoma_annulipes"	"Nectarinia_dussumieri"	"Unidentified_sp3_M_PL_099"	"Mabuya_sechellensis"	"Pachycerina_seychellensis"	"Tricimba_seychellensis"	"Ceratina_tabescens"	"Forcipomyia_sp1_M_PL_099"	"Lygistorrhina_sp1_M_PL_099"
"Nephrosperma_vanhoutteanum"	1.1718694472933	0.0684867772763061	0.023080551045655	0.0223369988848653	0.0191667513227054	0.0171227112532199	0.00873202341564113	0.002538072841643	0.412711597954427	0.0751802803902374	0.0162669405620898	0.0443183046400667	0.0207546476899907	0.0207546476899907	0.0374000887434031	0.00287498887459058	0.00343576302746272	0.0145212995660902	0.00273947109105224	0.00216222388450167	0.00205460331828918	0.00100350221937631	0.00136973554552612	0.00691821589666358	0.000778305056964542	0.000684867772763061	0.000737182743180979
"Phoenicophorium_borsigianum"	0.128755141279455	1.1322389724995	0.0148792810617912	0.0187148028114837	0.0166002310114644	0.0138882775521761	0.00755971186583499	0.000696915251626155	0.35757264128869	0.0225726130675786	0.00371171289413135	0.0161164641343364	0.0360217724932742	0.0360217724932742	0.00410920663657837	0.0236151673453242	0.00291975254276248	0.0353369047205112	0.0452895588999801	0.00152082327214255	0.033967169174985	0.000646925263556139	0.02264477944999	0.0120072574977581	0.000631285343280731	0.011322389724995	0.000638470423517862
"Northea_hornei"	0.0943292086213727	0.032346263177807	1.15951882291622	0.0211643411444838	0.00369901927324543	0.00811032270036123	0.00176668936426941	0.0123986661355698	0.0763089918410351	0.236173420800727	0.130760304039972	0.00383572039959514	0.00247564122439867	0.00247564122439867	0.00301050665812892	0.0762677180624403	0.00215693595142676	0.00197389011471051	0.00129385052711228	0.0762432734207807	0.000970387895334209	0.0504138618659228	0.000646925263556139	0.000825213741466222	0.000368651031834601	0.00032346263177807	0.000142269972047901
"Paragenipa_wrightii"	0.123510464422196	0.0550435376808345	0.0286341086072428	1.05710905140026	0.0305187199307725	0.0173485526665294	0.0188427381135993	0.00232616051190332	0.454652417635609	0.0147495477874141	0.036099327036576	0.00514922926486884	0.00362221779673668	0.00362221779673668	0.00394182333262329	0.00296831261930644	0.096018353161276	0.00296524724129946	0.00220174150723338	0.0329588845539325	0.00165130613042504	0.00124496124379316	0.00110087075361669	0.00120740593224556	0.000788570575751338	0.000550435376808345	0.00117379692041433
"Erythroxylum_sechellarum"	0.138590355718024	0.0638470423517862	0.00654441871420346	0.0399090952940872	1.04848954748672	0.0201829235027879	0.0153370029115699	0.000432947354156869	0.532560645908847	0.011053552799242	0.00346774910555501	0.00579874962578471	0.00412695950009652	0.00412695950009652	0.00442309645908587	0.00170375076317943	0.0451259953943886	0.00338977675691554	0.00255388169407145	0.00160060683655803	0.00191541127055359	0.000284539944095803	0.00127694084703572	0.00137565316669884	0.000917405613763085	0.000638470423517862	0.0403265210571815
"Pittosporum_senacia"	0.146321350709334	0.063128534328073	0.0169579474643917	0.0268113995755455	0.0238525459578402	1.04383315607663	0.0108620170008588	0.0015663822206647	0.513804872154096	0.0603490574514149	0.0045800314040196	0.00607942074203252	0.00422877120073582	0.00422877120073582	0.00466983034178725	0.00236852378206526	0.004188285424422	0.00345046614377127	0.00252514137312292	0.00189452367125514	0.00189385602984219	0.000737302063669203	0.00126257068656146	0.00140959040024527	0.0474469616398466	0.000631285343280731	0.000917405613763085
"Memecylon_eleagni"	0.136801700178378	0.0629975988819582	0.00677230922969939	0.0533877579885314	0.0332301729750681	0.0199136978349078	1.01977615678521	0.000453939459580828	0.525413950476921	0.0109780007579928	0.00387517084541426	0.00572365631461024	0.00407293382036903	0.00407293382036903	0.00436601170782057	0.00170162431870652	0.0909701145031315	0.00334526520239893	0.00251990395527833	0.00201190051720063	0.00188992796645875	0.000294448227378234	0.00125995197763917	0.00135764460678968	0.000905168083404898	0.000629975988819583	0.00127808357596416
"Colea_seychellarum"	0.119289423557221	0.0174228812906539	0.142584660559053	0.0197723643511782	0.00281415780201965	0.00861510221365584	0.00136181837874248	1.02147292518081	0.0573270611643096	0.290810754782825	0.272717140513462	0.00461585628578179	0.00242624106995186	0.00242624106995187	0.0038071092624645	0.00964745722749045	0.00196634208736191	0.00179172285954112	0.000696915251626155	0.0098805397296532	0.000522686438719616	0.00619933306778492	0.000348457625813078	0.000808747023317288	0.000391595555166174	0.000174228812906539	0.000108236838539217
"Lasioglossum_mahense"	0.315405611444847	0.145354732231175	0.0142691610759659	0.0628381390228077	0.0562868975350813	0.0459500292170329	0.0256299488037522	0.000932147336005035	1.21255484415876	0.0250215978807931	0.00698759200778027	0.0131973732803645	0.00939371023467216	0.00939371023467216	0.0100661365354738	0.00383769210609954	0.00984525141988859	0.00771602081209319	0.00581418928924699	0.00277877802097038	0.00436064196693524	0.000620398307650692	0.0029070946446235	0.00313123674489072	0.00208863769168332	0.00145354732231175	0.00216488067442621
"Apis_mellifera"	0.307258537247057	0.0490708979729969	0.236173420800727	0.0109018396689582	0.00624766027783246	0.028862592694155	0.00286382628469377	0.0252878917202457	0.133811153884241	1.07231035427828	0.0355823471163989	0.0119311864304183	0.00637518870377061	0.00637518870377061	0.00980612352916141	0.0163840323595074	0.00144087384607559	0.00474083478224371	0.00196283591891988	0.0157232567432521	0.00147212693918991	0.0102684096000316	0.000981417959459938	0.00212506290125687	0.0013119360315525	0.000490708979729969	0.000240294626070479
