"Apodemus_flavicollis"	"Clethrionomys_glareolus"	"Apodemus_agrarius"	"Microtus_arvalis"	"Apodemus_uralensis"	"Sorex_araneus"	"Microtus_subterraneus"	"Neomys_fodiens"	"Crocidura_leucodon"	"Apodemus_sylvaticus"	"Arvicola_terrestris"	"Talpa_europaea"	"Neomys_anomalus"	"Sorex_alpinus"	"Micromys_minutus"	"Myoxus_glis"	"Muscardinus_avellanarius"	"Ctenophthalmus_agyrtes"	"Megabothris_turbidus"	"Ctenophthalmus_assimilis"	"Amalaraeus_penicilliger"	"Palaeopsylla_soricis"	"Peromyscopsylla_bidentata"	"Doratopsylla_dasycnema"	"Ctenophthalmus_solutus"	"Hystrichopsylla_orientalis"	"Rhadinopsylla_integella"	"Ctenophthalmus_uncinatus"	"Rhadinopsylla_pentacantha"	"Atyphloceras_nuperus"	"Ceratophyllus_sciurorum"	"Ctenophthalmus_bisoctodentatus"	"Peromyscopsylla_silvatica"	"Amalaraeus_arvicolae"	"Rhadinopsylla_isacantha"	"Amphipsylla_rossica"	"Ctenophthalmus_obtusus"	"Palaeopsylla_kohauti"
"Apodemus_flavicollis"	1.12727618987102	0.0813050952423361	0.0632901874646825	0.0251791345967274	0.0151126256504014	0.00354357992598398	0.00761964103356368	0.000849041839322243	0.00286087019558654	0.00246898902537706	0.00209112405484328	0.0006615295275657	0.000203662352990999	0.000330324593836815	0.000233048492294961	0.000201604140385537	0.000106685326419257	0.410279313243753	0.131372764370845	0.0673533642257755	0.00851158512277482	0.00422138313473087	0.00329714689152079	0.000790360695703247	0.0207016292315693	0.00893970043370216	0.00321805740944816	0.00366049036892969	0.000921815746727328	0.000367219399722829	0.00224039185480439	0.000161101450122019	0.000204010777623794	0.000158742521532577	9.52050295577705e-05	7.96831296522159e-05	7.37337679274882e-05	1.89678602436085e-05
"Clethrionomys_glareolus"	0.0955586482389851	1.13776035204044	0.0496064269462066	0.0221101688892519	0.0118907678433319	0.00235816275241247	0.00801592160269902	0.000630817900174894	0.000484802830477289	0.00204359982042224	0.00161634106995307	0.000484897364696166	0.000178520547315174	0.00024469854477762	0.000226265016235626	8.52176151468274e-05	3.77243108085419e-05	0.313819644184048	0.127548822009397	0.0463824612731034	0.113114271300503	0.00206213223673514	0.0295455388763901	0.000562932825976183	0.00186448817419164	0.00156494427963257	0.0133489837608709	0.000409827752046351	0.00525664204259544	0.00513876371781396	0.000792210526979381	9.16460015241481e-05	0.00285486873211887	0.000166998366722896	0.0013322720749888	0.000783497293313276	1.24949183112703e-05	1.32263194040576e-05
"Apodemus_agrarius"	0.117328986049303	0.0782446491515629	1.06621284410006	0.0333927623115653	0.0158843616221267	0.00517986829891176	0.0083434494299006	0.00107337003050354	0.00153899913158576	0.0024165188730979	0.0020689664052061	0.000723361119075032	0.000246512322867673	0.000333726534825645	0.000241335421394699	8.98031364788955e-05	1.38193948652551e-05	0.366900950134137	0.136044224689069	0.111899951573241	0.00830773175540592	0.00938993482052137	0.0049564435360233	0.00108055017850866	0.00447451576314688	0.0186817095135353	0.00169955983429919	0.00133044478279882	0.000483719958121708	0.000353396709115456	0.000290207292170357	0.000159816815459009	0.000196331505064142	0.000173821863122929	9.16213690299331e-05	8.58819378078328e-05	3.9664926071798e-05	2.61877100179725e-05
"Microtus_arvalis"	0.0888095379902643	0.0663527056325038	0.06353341825343	1.0746850340749	0.0191104869471804	0.00412523833867706	0.00890540500730436	0.00101377675251319	0.000814044833458989	0.00191197310076439	0.00202784477992788	0.00110592884231286	0.000353860865444522	0.000155983921787966	0.000179483975469802	0.000235523329226359	1.30866881665903e-05	0.172296062051227	0.10117768102912	0.349747141101887	0.0170782901115477	0.00430204094795965	0.0111408871108174	0.000967744778407866	0.00179395310703891	0.00389138375572993	0.000976352942939604	0.000504371593280759	0.000423235301831115	0.000299686024101305	0.000274820451498397	0.000196604897090125	0.000166492235611836	0.000185529270985507	7.76963766188569e-05	0.0011233989677243	2.09805369448193e-05	2.23140743050525e-05
"Apodemus_uralensis"	0.114419512736767	0.0765980713011188	0.0648725544696769	0.0410216487055855	1.01705899134346	0.00332863391812615	0.00810006102134889	0.000865796941147395	0.000765450656506359	0.0023965094375535	0.00219818793608049	0.000831531393919394	0.000246555154204413	0.000286371000662395	0.000211831235805345	0.000117701329110102	1.39247522608004e-05	0.366350623691494	0.119412293783984	0.156839005164621	0.00821041618316192	0.00251159787974972	0.0025979236200069	0.000784317236025267	0.00225644216990436	0.00416197360346555	0.00114634532709027	0.000551764144529421	0.000472700513250301	0.000345959840269355	0.000292419797476807	0.000151627909862918	0.000192199911260753	0.000168751271278102	8.96932919216847e-05	9.24397039522505e-05	1.97281097037721e-05	1.84435136578437e-05
"Sorex_araneus"	0.0392700198106679	0.0222351686654917	0.0309648278436523	0.0129613166729412	0.00487219601896067	1.12893269577078	0.0371143950840705	0.0443838883222931	0.00108899043354275	0.000649882720458151	0.000660331467172709	0.00222691293794316	0.00569284583694424	0.00220391738544427	3.71497557865876e-05	3.42053265514434e-05	4.58928063438591e-06	0.11697084327513	0.0209418480476964	0.0442606770717805	0.00339617833577498	0.310280673715845	0.00101908734293853	0.154277423985413	0.000848168533688606	0.00085882305989765	0.000351235150596309	0.000453771923661787	0.00047406340131312	0.000100426489456052	9.63748933221042e-05	0.007457574236763	5.57924941422509e-05	0.000773216564251468	2.60364972663837e-05	2.7891368591489e-05	2.80667637511018e-05	0.00396849351538743
"Microtus_subterraneus"	0.0857942274067603	0.0767935566361134	0.0506757585566078	0.0284287929079332	0.0120462445958522	0.0377091770565716	1.03081352530337	0.00497297651856898	0.000538345542777675	0.00168602879506728	0.00162000458117288	0.000657879800266327	0.000366080309530937	0.0010205572569747	0.000120810656414053	7.85938118094808e-05	1.07735975465259e-05	0.287953440846409	0.0681026928871219	0.101142133093301	0.0376110124028801	0.118510220484475	0.00899722955382614	0.00641273437504121	0.00169383432744482	0.00153096622661904	0.00108407125627552	0.000403601797909925	0.0102951441637721	0.000346842761655246	0.000226245548477045	0.000340220548683809	0.000192690423141804	0.0214752817771535	8.9922197466175e-05	7.99270776048154e-05	1.38748851231359e-05	0.000164580032285262
"Neomys_fodiens"	0.0273640732251288	0.0172983000332363	0.0186608826404056	0.00926350133489115	0.00368559431827882	0.129079748607036	0.0142345749889314	1.09657747719571	0.000255125741908074	0.000538464860237054	0.000469192909118672	0.000398518824276848	0.0146048802658249	0.000820643678513135	5.43412383511731e-05	2.47578966230496e-05	3.25557486034041e-06	0.0776698682494029	0.0306329323619613	0.0321967456187132	0.00221201620429142	0.111862266421162	0.000676820133325238	0.397808064937974	0.000551111072475419	0.000532889151041571	0.000264035600566909	0.000156277065965518	0.000226683797862857	7.81288224987254e-05	6.83670720671486e-05	0.000875259776011228	4.34049013881808e-05	0.000296553645602737	2.02556206478177e-05	2.08753445216787e-05	6.57540571928026e-06	0.0104675354634679
"Crocidura_leucodon"	0.103610690691706	0.0149389243329548	0.0300660139624229	0.00835864591881601	0.00366153716102011	0.00355886564363971	0.00173158566336737	0.000286687689360619	1.16087784513781	0.000450296559593532	0.000447398841881786	0.00514928986049729	5.46158424794501e-05	6.8653319985172e-05	2.85477041479556e-05	3.35270590056375e-05	1.02079446487767e-05	0.0790624400632732	0.0160927486525476	0.0295085300926053	0.00160907395488801	0.00154575292163109	0.000609908868892492	0.000549064528382655	0.0797270850241425	0.0431196428416987	0.000394750393321217	0.365284852293785	0.000128362681785116	6.74725588808598e-05	0.000214366837624311	0.0187097855029231	3.7484754933811e-05	3.60747013201535e-05	1.74928856357785e-05	1.8388149426944e-05	0.0299195320911806	1.38568677881528e-05
"Apodemus_sylvaticus"	0.122162795016192	0.0860326741301702	0.0644972290777539	0.0268214818079061	0.0156616954792229	0.00290158904767935	0.00740902794452102	0.000826657320645618	0.00061519389127567	1.00276187907878	0.00203690740903776	0.000610323101029193	0.000271182858261152	0.000292451787971861	0.000355973911176326	6.22286692030575e-05	1.40428025074609e-05	0.376470724197974	0.200667579071683	0.0666864340158231	0.00898934578109649	0.00231289089157735	0.00271839468593404	0.000727195933925478	0.00238554656677737	0.00201651513675061	0.00127047374444091	0.000523055924738108	0.000511974190126306	0.000388571796840849	0.00029489885265668	0.000115008877535652	0.000215873220467138	0.000154354748844188	0.000100740836217998	8.44953907268856e-05	1.58555126617441e-05	1.67372898689465e-05
