"Alticola_strelzowi"	"Alticola_barakshin"	"Alticola_argentatus"	"Spermophilus_undulatus"	"Meriones_meridianus"	"Cricetulus_longicaudatus"	"Cricetulus_barabensis"	"Phodopus_sungorus"	"Allactaga_sibirica"	"Meriones_unguiculatus"	"Apodemus_peninsulae"	"Amphipsylla_primaris"	"Paradoxopsyllus_scorodumovi"	"Callopsylla_caspia"	"Paramonopsyllus_scalonae"	"Citellophilus_tesquorum"	"Wagnerina_tuvensis"	"Paradoxopsyllus_dashidorzhii"	"Frontopsylla_elatoides"	"Nosopsyllus_laeviceps"	"Amphipsylla_vinogradovi"	"Frontopsylla_hetera"	"Pectinoctenus_pavlovskii"	"Neopsylla_mana"	"Frontopsylla_wagneri"	"Neopsylla_bidentatiformis"	"Amphipsylla_longispina"	"Ophthalmopsylla_praefecta"	"Oropsylla_alaskensis"	"Rhadinopsylla_li"	"Neopsylla_pleskei"	"Echidnophaga_oschanini"	"Frontopsylla_luculenta"	"Ophthalmopsylla_kukuschkini"	"Amphalius_runatus"	"Ctenophyllus_hirticrus"	"Rhadinopsylla_rothschildi"
"Alticola_strelzowi"	1.1264750875911	0.0919191647502363	0.0914461731524615	0.00521169346296721	0.00320352321424714	0.0087616126387853	0.00261715681246661	0.00323651171198014	0	0.000395556469448619	6.68535296393405e-05	0.241298849375208	0.18810127874787	0.0769144528348997	0.0357651445137178	0.00342128277746729	0.0472177452060364	0.0235234024630986	0.00999060368852681	0.00298019766722326	0.00845846791276413	0.0177583157971629	0.00307177259085843	0.00566899076643007	0	0.000599163508032964	0.000867497324708237	0	7.56536147850079e-05	0.000757661487784906	4.12037989008978e-05	5.88417003883395e-05	0	3.81714172433092e-05	3.36238287933368e-05	1.21728223835656e-05	1.21728223835656e-05
"Alticola_barakshin"	0.0982919388046005	1.14708786167963	0.0698746893313653	0.00460200598864214	0.00420987558940446	0.00439516273476682	0.00138709933829301	0.00307906752265376	0	0.000383309300366867	2.23230436108231e-05	0.239879520782198	0.0245922183558203	0.147701870169801	0.0844854729560836	0.00209795313862694	0.0502265937912666	0.0769612790972137	0.0134387873030262	0.00184116621654882	0.00199791899280021	0.0151989594103257	0.00411362982163717	0.00179174881737417	0	0.00103438608900399	0.000281906305906259	0	6.68033127383537e-05	0.000806839502713406	3.99280521215486e-05	5.19581321298307e-05	0	1.5132808455701e-05	2.96903612170461e-05	6.45162482926979e-06	6.45162482926979e-06
"Alticola_argentatus"	0.11882344250653	0.084907226017599	1.10527528562479	0.00727794604856943	0.00250042754771431	0.00736014767953701	0.00307068866287633	0.00377532271397889	0	0.000272229751006921	7.06167807299987e-05	0.300884824484957	0.159388407111078	0.0447261525323241	0.0378296184063059	0.00448570230606503	0.0316840237520545	0.00755905936007259	0.0517674300944312	0.00119851312584064	0.00385435844878127	0.0104262211666972	0.00229885117627776	0.00592773230571525	0	0.00375606591191014	0.000326478340164383	0	0.000105647603930847	0.000219789525135566	2.83572657298876e-05	8.21703586128806e-05	0	4.17443542455871e-05	4.69544906359318e-05	1.42822728505876e-05	1.42822728505876e-05
"Spermophilus_undulatus"	0.0229482631514524	0.0189498730467797	0.0246628462065232	1.22533846486676	0.00946784337644346	0.00824178650467536	0.0192223154585653	0.00402139391028225	0	0.000329831884129527	0.000150714927720473	0.0168892250394008	0.0251046560938963	0.00426338857684255	0.0115585833665035	0.455491697406971	0.002483462642113	0.01476076433417	0.0397165483096	0.00365455916856854	0.00689264048674403	0.0192767882018191	0.00160071051254085	0.0101536306424435	0	0.00163773639470204	0.00726731844114536	0	0.0177871712641949	0.00602672259149317	3.43574879301591e-05	0.0138344665388183	0	0.000148017479192116	0.0079054094507533	8.94061184119317e-05	8.94061184119317e-05
"Meriones_meridianus"	0.023509726814233	0.0288919687627677	0.0141220383810424	0.0157797389607391	1.19226820238318	0.00896122075993201	0.00755405029147685	0.00435924971289508	0	0.0378591145123613	2.80227547096577e-05	0.0138902600448402	0.00635020732785093	0.00525177610268394	0.0148664770464609	0.0242379773715158	0.00270019464701148	0.0424854721719361	0.0227618598025015	0.45465923570572	0.0264287196208567	0.0238309556852569	0.00150170022160324	0.00110319866304314	0	0.00389940031906759	0.0179438676668146	0	0.000229060726849439	0.000186379579509137	0.0039436577617043	0.000178158343105119	0	4.60328555774207e-05	0.000101804767488639	3.5135117634776e-05	3.5135117634776e-05
"Cricetulus_longicaudatus"	0.072045790674349	0.0337977423549991	0.04657732010454	0.0153912880508998	0.0100408859117311	1.0798678320358	0.0514540785187336	0.0230815368559308	0	0.000355583154781473	0.000721275671569245	0.0331310747000162	0.0970628442895733	0.0142307391442698	0.00893119088593888	0.0201523976219083	0.0537497038056367	0.00382459144783725	0.0262345418487888	0.00394778491294614	0.232219127207042	0.0216350116451925	0.0745991717657217	0.0565845666165757	0	0.0106449778471353	0.00762873967880823	0	0.000223421923319513	0.000558210193580233	3.70399119564034e-05	0.000173772607026288	0	0.000519817389935121	9.92986325864501e-05	0.00023932129543597	0.00023932129543597
"Cricetulus_barabensis"	0.0332318051071342	0.0164709981891258	0.0300070552590845	0.0554317934153977	0.0130702637601367	0.0794546700847421	1.08906361462374	0.0135170707964365	0	0.000431815622262869	0.00265424647527125	0.0179640179390548	0.0156598748539692	0.00499346226283394	0.0035983828993926	0.115206173926175	0.00609496643109954	0.0026122344391247	0.0233844728323127	0.0050387021030655	0.285535501434121	0.0238756937545214	0.0275598322107609	0.0308415662855654	0	0.0841955905764503	0.00150001751810225	0	0.000804655065707385	0.000544630592166012	4.49807939857155e-05	0.000625842828883522	0	0.00609761912364614	0.000357624473647727	0.00506541216104066	0.00506541216104066
"Phodopus_sungorus"	0.0649682130419543	0.0578004366568753	0.0583231839858063	0.0183328251792279	0.0119238300970365	0.0563461046777133	0.0213688986855429	1.04320690367396	0	0.000476246207944557	0.000586691127276227	0.170228664684296	0.0219600565495718	0.0124399992381326	0.0152071413723022	0.00943916016321663	0.00843875366493678	0.00538461017482127	0.0477840957325186	0.00467780625655062	0.0632617502914058	0.0344535776836758	0.161589892312366	0.0500649418830794	0	0.00222582493007942	0.0390081111158568	0	0.000266121655827501	0.0193349618365271	4.96089799942247e-05	0.000206983510088057	0	0.000327547887051807	0.00011827629147889	9.93902264443858e-05	9.93902264443858e-05
"Allactaga_sibirica"	0	0	0	0	0	0	0	0	1.33333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.457142857142857	0	0	0.133333333333333	0	0	0	0	0.0761904761904762	0	0	0	0
"Meriones_unguiculatus"	0.0149981827999268	0.0135915089421751	0.00794381537313251	0.00284021900222648	0.195605424980533	0.00163963343593679	0.00128944942759051	0.00089957617056194	0	1.09451980433416	5.71886709272756e-06	0.0223482083756402	0.00351022998441344	0.00271288209840339	0.0185895457625522	0.00409231043407027	0.00132598143192475	0.00772500719693958	0.00412577072602501	0.475166462308092	0.00445177379698997	0.00421567465666119	0.000330681710924854	0.000274858676413168	0	0.000667217998907734	0.0029592399092486	0	4.12289855161909e-05	4.65056920412944e-05	0.114012479618141	3.20669887348151e-05	0	8.22144306748945e-06	1.83239935627515e-05	5.9974391980954e-06	5.9974391980954e-06
