"Rhombomys_opimus"	"Meriones_meridianus"	"Meriones_libycus"	"Spermophilus_fulvus"	"Meriones_tamariscinus"	"Allactaga_elater"	"Dipus_sagitta"	"Cricetulus_migratorius"	"Ellobius_talpinus"	"Spermophilopsis_leptodactylus"	"Pygeretmus_pumilio"	"Diplomesodon_pulchellum"	"Microtus_socialis"	"Crocidura_suaveolens"	"Allactaga_major"	"Allactaga_severtzovi"	"Eremodipus_lichtensteini"	"Xenopsylla_gerbilli"	"Coptopsylla_lamellifer"	"Nosopsyllus_laeviceps"	"Xenopsylla_conformis"	"Xenopsylla_skrjabini"	"Echidnophaga_oschanini"	"Ctenophthalmus_dolichus"	"Citellophilus_trispinus"	"Neopsylla_setosa"	"Nosopsyllus_turkmenicus"	"Rhadinopsylla_cedestis"	"Stenoponia_conspecta"	"Xenopsylla_hirtipes"	"Stenoponia_vlasovi"	"Oropsylla_ilovaiskii"	"Nosopsyllus_tersus"	"Nosopsyllus_aralis"	"Rostropsylla_daca"	"Mesopsylla_lenis"	"Mesopsylla_tuschkan"	"Desertopsylla_rothschildi"	"Ophthalmopsylla_volgensis"	"Frontopsylla_macrophthalma"	"Amphipsylla_rossica"	"Synosternus_longispinus"	"Mesopsylla_eucta"	"Paradoxopsyllus_repandus"	"Leptopsylla_nana"	"Mesopsylla_hebes"	"Nosopsyllus_fidus"
"Rhombomys_opimus"	1.32151392598578	0.00704791965061932	0.00282409962124509	0.00101187807158074	0.000665447018182677	5.78101490848341e-05	7.18202765853595e-05	6.87425062880088e-05	4.47198503797012e-05	1.25572131192028e-05	1.41917322063893e-06	8.11904078490512e-06	0	4.23976653205194e-06	0	2.18977837442553e-07	4.16032089976168e-07	0.558521814303827	0.0451550437963867	0.0253126096993188	0.00905105902970445	0.00875488752817269	0.00828298067831013	0.00423043904568142	0.000753080467425217	0.000617792861851006	0.00102365278690987	0.00169530293142974	0.000831534329820284	0.000894062067822742	0.000735168822368	0.000192955187066313	0.000367655826218993	0.000166845802166222	2.45097828415969e-05	1.41896278998436e-05	1.77002984557498e-06	8.73667388949952e-06	2.22422432638279e-06	3.23670304521577e-06	0	1.42879639770419e-05	1.09488918721277e-06	7.98153822513026e-06	8.47953306410388e-07	0	9.02115642767236e-07
"Meriones_meridianus"	0.302732649717894	1.0140796014398	0.0122664722240431	0.000954926810717821	0.00269965962321194	0.000116416330630703	0.000140426972302014	0.00013640398743452	0.000174810593250011	4.71819516196552e-06	2.85788813022597e-06	1.46959443411791e-05	0	8.43918654212013e-06	0	4.40970949358723e-07	8.13448924920201e-07	0.445826024617498	0.0292160298093798	0.121552787233866	0.0374610855480268	0.00204438446536548	0.00190628111246694	0.00842062033172746	0.000770083971489028	0.000291635841380907	0.014739414256333	0.000478220912307809	0.00210051420188784	0.000209836671866744	0.000809911792492886	7.0661856306386e-05	0.000352383896426139	0.000348558895451636	6.47794917019756e-06	1.90782649313215e-05	3.56443259515354e-06	1.70824274233242e-05	4.47907571034029e-06	5.16339260267449e-06	0	5.03172297784727e-06	2.20485474679362e-06	1.82841222343981e-06	1.68783730842403e-06	0	1.63288270457546e-06
"Meriones_libycus"	0.221396751778273	0.0223878606058767	1.0674927445249	0.0101880431946299	0.00892404672056907	0.000227599464199282	0.000763544071012986	0.000288614180392368	0.00155244897901097	2.19150572864813e-06	5.58730724166436e-06	9.77225418595856e-05	0	8.93371750834457e-07	0	8.62119182573037e-07	4.42296870403864e-06	0.108719471649	0.0206768325285799	0.127079642864372	0.335967183962728	0.00500743086434313	0.0014231642539814	0.000891406332982621	0.015496520496638	0.00599535477001944	0.028413186743503	0.00853590643047401	0.00399022034977408	0.000505396742592834	0.00154926982418585	0.000827905544008046	0.000572313651887218	0.000823599875930969	4.14732786660363e-06	3.58072724817223e-05	6.96863528025891e-06	9.28823427848114e-05	8.75680607916883e-06	2.05047480326025e-05	0	6.10815029036426e-06	4.31059591286519e-06	1.33716838127135e-06	1.78674350166891e-07	0	1.08580602066206e-05
"Spermophilus_fulvus"	0.104798583079057	0.00230249658864489	0.0134594332112541	1.21140539776272	0.000317805369068839	0.000439036706223197	3.75749563348857e-05	0.000306453000025284	0.000247789850369063	1.35131417674901e-06	1.07778503638721e-05	4.39800250519218e-06	0	3.54964951500356e-07	0	1.66301782660302e-06	2.17659808037448e-07	0.105655922548971	0.00431950500980787	0.0100864647432291	0.0126411275957333	0.00124328668138002	0.002952613374495	0.000354184028607055	0.330830818484428	0.158478802699465	0.000469610211221839	0.000236798461960206	0.000118297216694752	0.00234820763557826	8.16487326769035e-05	0.0351287821061236	3.58749386619275e-05	3.13996048141808e-05	2.11031477995602e-06	6.77741894801665e-05	1.34424160051484e-05	4.5708559687864e-06	1.68917765758329e-05	0.00153048684070973	0	8.53849897657423e-06	8.31508913301509e-06	6.32951254116393e-07	7.09929903000713e-08	0	4.88666945021353e-07
"Meriones_tamariscinus"	0.237113952790237	0.0223951677782086	0.0405615208188849	0.00109339637737027	1.03083253743305	0.00010426706448933	0.000348070035114393	0.000143161683800255	0.000682037372801333	2.65799702016914e-06	2.55963750414734e-06	4.9187788189164e-05	0	2.40534631616202e-06	0	3.94951001853524e-07	2.01625934974801e-06	0.170105021270528	0.112467455953866	0.0410458925054774	0.14524827168378	0.00170399206645376	0.0014955706867206	0.00240005455426646	0.000863611130589491	0.000416325426429805	0.119049098123073	0.000613948682743751	0.012896323220068	0.000174772663453339	0.00464388332274149	8.00138841975747e-05	9.04141754105952e-05	0.0532824942695537	4.58749214859793e-06	1.69502458737516e-05	3.19244663745422e-06	4.23414463447082e-05	4.01163714242232e-06	4.92244439287472e-06	0	4.16410525505061e-06	1.97475500926762e-06	1.43209544802585e-06	4.81069263232404e-07	0	5.465309798796e-06
"Allactaga_elater"	0.163154036321161	0.00764908208757641	0.00819358071117415	0.0119637502445821	0.00082584254487572	1.10974705932552	9.12988783896058e-05	0.00011178947522376	0.000136372443079356	2.1147662488665e-06	0.0272430245071058	1.06885649230049e-05	0	5.7725209254929e-07	0	0.00420358734592999	5.28865454086131e-07	0.166386448213174	0.0247904727710337	0.0868406410230043	0.0292351567986792	0.00111181603524137	0.0262705717368352	0.000575982137945681	0.0034188337613698	0.00166244431292272	0.000502516748737652	0.000269971349546167	0.000151280262082288	0.000135073461521743	0.000110352640817466	0.000370655225294302	5.08638511881376e-05	6.26588496480036e-05	3.29056397230298e-06	0.170245944443677	0.0339782105242925	1.11061745358087e-05	0.0426971119182102	0.0378472532738093	0	0.0189177853904658	0.0210179367296499	9.8540026849149e-07	1.15450418509858e-07	0	1.18761832477832e-06
"Dipus_sagitta"	0.222963355398877	0.010149359423128	0.0302363452121142	0.0011263093161382	0.00303256018093415	0.000100428766228566	1.05863151893807	0.000138220972019798	0.000752719312056713	3.28751741704181e-06	2.46541165988411e-06	5.00121361067255e-05	0	1.40536110343907e-05	0	3.80411993290024e-07	0.00613231672555589	0.295996721650318	0.0282690849065685	0.0285922460730234	0.163970774308549	0.00157614265337512	0.00140670838695846	0.0140226930901151	0.000742467937490093	0.000372746001276065	0.00138050885362998	0.000516178834073921	0.000295512686436037	0.000162031596282096	0.000193153785774522	7.43411750955937e-05	7.84455688883703e-05	0.000189926113547181	4.68316088984783e-06	1.6304439185563e-05	3.07492570756004e-06	0.128778651236674	3.86396002173238e-06	4.83276880216843e-06	0	3.95623761309759e-06	1.90205996645012e-06	1.34663018597549e-06	2.81072220687815e-06	0	5.55690401185838e-06
"Cricetulus_migratorius"	0.289367502274085	0.0133675907685829	0.0154971139573393	0.0124554965095022	0.00169124904421657	0.000166736844401541	0.000187418267145489	1.00024939188992	0.000300357800889771	3.75820335021056e-06	4.09319934673174e-06	2.2891854148218e-05	0	1.80154868560324e-05	0	6.31578956066443e-07	1.0856545962696e-06	0.296392681439826	0.0782485894574518	0.135823498428865	0.0582715098560962	0.00197144425387267	0.0442229672153619	0.0179758527849491	0.00368316532685286	0.0272330391286302	0.000938735296029615	0.000486280773681216	0.000274061345102135	0.000223424109894027	0.000198856586250018	0.000403865274815763	9.061676156727e-05	0.000123102206588005	5.83960310868291e-06	2.67440749459115e-05	5.10514495499101e-06	2.27987465216617e-05	6.41513905937152e-06	2.1266566538087e-05	0	5.75492336535021e-06	3.15789478033222e-06	1.74769083783073e-06	3.60309737120648e-06	0	2.543539349802e-06
"Ellobius_talpinus"	0.20193614328639	0.0183773609122102	0.089421061191032	0.0108036374760911	0.00864327361531871	0.000218195908926969	0.00109486445390067	0.000322202004590845	1.00235877244647	1.96154291030508e-06	5.35646068560929e-06	0.000142528820108867	0	8.06512414158101e-07	0	8.26499655026398e-07	6.34220262930268e-06	0.0927193181346258	0.00912181259995716	0.0162119302363476	0.49565923052609	0.00163719233143678	0.00130364401783035	0.000804738086846953	0.00407944104092461	0.0200983126402501	0.00361575981277429	0.000947261689639724	0.000571638275440039	0.000184692331714031	0.018496516676526	0.000380254972831767	0.000102803620170927	0.000497749842316576	3.76528189973195e-06	3.4286324217291e-05	6.68071743624709e-06	0.000133186255215356	8.39500773195353e-06	2.09543069153683e-05	0	5.75196891942339e-06	4.13249827513199e-06	1.21963228308276e-06	1.6130248283162e-07	0	1.58365355676519e-05
"Spermophilopsis_leptodactylus"	0.0974584930826828	0.000852518888327645	0.000216959067136165	0.000101264106120129	5.78944975955591e-05	5.81560718438288e-06	8.21879354260452e-06	6.92918742695072e-06	3.37140187708686e-06	1.23462054540747	1.42766522980594e-07	7.95684231879025e-07	0	3.15205535845412e-07	0	2.20288150923594e-08	4.76088650333798e-08	0.0798788251181555	0.00333737005894936	0.00190609982969529	0.000682393675368046	0.000645691933929292	0.000611014092549643	0.000314512083666552	6.29982054732285e-05	4.91292040853948e-05	8.12924830854614e-05	0.000125091731760661	6.20656612914758e-05	6.59876755309527e-05	5.44686320051208e-05	1.50062060628973e-05	2.7204176562541e-05	1.28202910949116e-05	0.578729754104936	1.28457992121564e-06	1.78062130083633e-07	9.99786165700976e-07	2.23753357792055e-07	3.24945039901454e-07	0	1.08016194285334e-06	1.10144075461797e-07	5.88619364962631e-07	6.30411071690824e-08	0	8.84093590976694e-08
"Pygeretmus_pumilio"	0.0125879144127937	0.000590153898891663	0.000632163905056882	0.000923045899020193	6.37166907282391e-05	0.0856209341651897	7.0440333139546e-06	8.62495576632759e-06	1.05216192038754e-05	1.63161740549251e-07	1.23256381886959	8.24660814284274e-07	0	4.45370528333909e-08	0	0.000324321720322688	4.08038515137614e-08	0.0128373064913535	0.00191267318008724	0.00670006443847898	0.00225559636723891	8.57805630186224e-05	0.00202686808156856	4.44390713171574e-05	0.000263775189079468	0.000128263493806023	3.87709551460511e-05	2.08292501897043e-05	1.16718104827533e-05	1.04213981548611e-05	8.51409887954978e-06	2.85973694421821e-05	3.92432709541436e-06	4.83435319381601e-06	2.53878718462327e-07	0.0131350803578268	0.398127157815732	8.56880881788989e-07	0.223019577423902	0.00292005025258604	0	0.0014595744533468	0.00162160860161344	7.60271368199426e-08	8.90741056667818e-09	0	9.16289793649194e-08
"Diplomesodon_pulchellum"	0.224046734690742	0.0094413277978553	0.0343983347345741	0.0011718233341612	0.00380932092976081	0.000104510412580492	0.000444552320948671	0.000150068821638318	0.000871009456220852	2.82909949112542e-06	2.56561142221774e-06	1.0588864924459	0	7.92654626421865e-07	0	3.95872774926108e-07	2.57515063964169e-06	0.215549269324683	0.126225367498781	0.00918377289877371	0.189761588666747	0.00159712535800249	0.00141417396860109	0.000790910786243736	0.000804334695671292	0.000399269979030828	0.00156511106221308	0.000549737844712501	0.000318807468197104	0.000164161431622729	0.00020406752267288	7.77639700933156e-05	8.05313358963498e-05	0.000231343928915649	4.48354513615037e-06	1.69349630272746e-05	3.19989746384092e-06	5.40781634324755e-05	4.02099987115957e-06	5.02885580939903e-06	0	4.03671659408558e-06	1.97936387463054e-06	1.35317346415085e-06	1.58530925284373e-07	0	0.117654054716211
"Microtus_socialis"	0	0	0	0	0	0	0	0	0	0	0	0	1.33333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.666666666666667	0	0	0	0	0	0
