"Geissomeria_schottiana"	"Justicia_scheidweileri"	"Ruellia_brevifolia"	"Passiflora_speciosa"	"Mendoncia_velloziana"	"Fridericia_speciosa"	"Corymborkis_flava"	"Heliconia_simulans"	"Mutisia_speciosa"	"Lantana_camara"	"Rubus_rosaefolius"	"Passiflora_kermesina"	"Hyptis_asperrima"	"Ruellia_subsessilis"	"Thalurania_glucopis"	"Phaethornis_squalidus"	"Phaethornis_ruber"	"Calliphlox_amethystina"	"Chlorostilbon_aureoventris"	"Phaethornis_pretrei"	"Amazilia_fimbriata"	"Amazilia_lactea"
"Geissomeria_schottiana"	1.1459900024415	0.0693080517147239	0.0267215525678223	0.0177350584848505	0.0272380860146187	0.00578126822483703	0.0100706758073083	0.0113420823066129	0.00455445170006435	0.00613810604653606	0.00421482187268552	0.0026025438286082	0.000335360408862374	0.0013012719143041	0.401550717560068	0.177350584848505	0.0611597799722927	0.0013685663744016	0.00198503771422214	0.0112790573553205	0.010611018541125	0.00136190430073094
"Justicia_scheidweileri"	0.113413175533185	1.0782073936994	0.0288324942854151	0.0101009222350209	0.0241469277162926	0.00329269513313187	0.005735707794289	0.0185912536916031	0.0173705728044617	0.00771781777446231	0.0108443072602787	0.00992604160254955	0.00019100300196457	0.00496302080127477	0.326457033902592	0.101009222350209	0.233261977659914	0.000779460780076003	0.0011305692395697	0.00177093435281301	0.00105012199567763	0.00120734638581463
"Ruellia_brevifolia"	0.0721481919331203	0.0475736155709349	1.06356802413175	0.0366126813698496	0.00508820653575658	0.0119349891972673	0.020790145396306	0.0159772308950477	0.0168126073284544	0.0147888788310758	0.0129356297667654	0.00960720418768821	0.000692326095469545	0.0048036020938441	0.0396676050443295	0.366126813698496	0.225769298410673	0.00282530134548233	0.00409795960921312	0.0272572394174894	0.000668038814195558	0.000254410326787829
"Passiflora_speciosa"	0.0870630143801753	0.0303027667050628	0.0665685115815447	1.0584001345213	0.0028495810467521	0.0190372556325434	0.0331619330361728	0.00752483256887213	0.00224168596904914	0.0165677911203429	0.00659006654918533	0.00128096341088522	0.00110431510600379	0.000640481705442611	0.0381005603518609	0.584001345213012	0.0301026401558027	0.00450658002817725	0.0065365710318607	0.00247035181157728	0.00080613902203866	0.000142479052337605
"Mendoncia_velloziana"	0.147085664478941	0.0796848614637655	0.0101764130715132	0.00313453915142732	1.05922557630683	0.00102179598737349	0.00177991674661263	0.0127820461156104	0.00635283715853095	0.00266997064503447	0.00391515076669289	0.00363019266201768	5.92724479773061e-05	0.00181509633100884	0.493479525371614	0.0313453915142732	0.0853095275574156	0.000241883886966212	0.000350840592806849	0.00161631462751876	0.00136190430073094	0.0529612788153414
"Fridericia_speciosa"	0.0346876093490222	0.0120732154881502	0.0265221982161495	0.0232677568842197	0.00113532887485943	1.14013643399278	0.0410821908409053	0.0029980406079906	0.000893131575229111	0.00660093232757991	0.00262561152596907	0.000510360900130921	0.0405453423002848	0.00025518045006546	0.0151800091333058	0.232677568842197	0.0119934811530766	0.263499987573466	0.141953435429382	0.000984236523450238	0.000321181568046501	5.67664437429714e-05
"Corymborkis_flava"	0.0679770616993314	0.0236597946514421	0.0519753634907651	0.0455976579247376	0.00222489593326579	0.0462174646960184	1.05299728121925	0.00587523888821191	0.00175026360519947	0.0129358002043361	0.00514539226106415	0.00100015063154255	0.0154768928123943	0.000500075315771276	0.0297481560942519	0.455976579247376	0.02350353984125	0.0141397709133249	0.140629157210618	0.0019288013252259	0.000629417237956771	0.00011124479666329
"Heliconia_simulans"	0.0765590555696369	0.0766889214778627	0.0399430772376191	0.0103466447821992	0.0159775576445131	0.00337279568398943	0.00587523888821191	1.02399050225393	0.028228964115535	0.0108872305320513	0.0170714407085576	0.0161308366374486	0.000195649483055049	0.00806541831872428	0.17895384793259	0.103466447821992	0.379074660980041	0.000798422522761413	0.00115807230778908	0.00170745707510378	0.000708880144163304	0.000798877882225653
"Mutisia_speciosa"	0.0351343416862107	0.0818898432210338	0.0480360209384411	0.00352264937993436	0.00907548165504421	0.00114831202529457	0.0020003012630851	0.0322616732748971	1.04381157608028	0.0134783157239571	0.0253554271843077	0.0250351863315864	6.6611403471982e-05	0.0125175931657932	0.0401418694769585	0.0352264937993436	0.588326878792279	0.000271833300933456	0.000394280733786364	0.00152621850203705	0.000325317978576025	0.000453774082752211
"Lantana_camara"	0.0662915453025894	0.0509375973114512	0.0591555153243032	0.0364491404647544	0.00533994129006895	0.0118816781896438	0.0206972803269377	0.0174195688512821	0.0188696420135399	1.01533200096179	0.0140962108032343	0.0107826525791657	0.000689233624991069	0.00539132628958284	0.0389170840019	0.364491404647544	0.253392335610393	0.00281268133727973	0.00407965491263096	0.00209269848776119	0.000613810604653606	0.000266997064503447
