"Phoenicophorium_borsigianum"	"Nephrosperma_vanhoutteanum"	"Erythroxylum_sechellarum"	"Memecylon_eleagni"	"Canthium_bibracteatum"	"Alstonia_macrophylla"	"Lasioglossum_mahense"	"Rhiparida_seychellensis"	"Apis_mellifera"	"Phelsuma_sp1_M_PL_097"	"Unidentified_sp1_M_PL_097"	"Cratopus_aurostriatus"	"Eagris_sabadius"	"Hemipyrellia_germana"	"Hemipyrellia_sp1_M_PL_097"	"Neophyllomyza_approximatonervis"	"Rhynchium_brunneum"
"Phoenicophorium_borsigianum"	1.26816788389575	0.0371522777470489	0.0190815726419751	0.00803868587588423	0.000892913172673283	0	0.135425164522115	0.503792720999682	0.00747199754096964	0.000898845429364086	0.000773577269269261	0.00902102664137475	0	0.000299615143121362	0.00868608139654625	0.000148818862112214	0.000148818862112214
"Nephrosperma_vanhoutteanum"	0.0437438108957188	1.16945106542072	0.0886281110908493	0.0283224781192	0.00318786780684154	0	0.483493284037633	0.017377678301039	0.121636488736997	0.0282931709375982	0.00359303153071011	0.00147971839808803	0	0.00943105697919939	0.000299615143121362	0.000531311301140256	0.000531311301140256
"Erythroxylum_sechellarum"	0.0376474271044374	0.148511969936018	1.1139424212177	0.0304938096597727	0.00273770541540565	0	0.415218654669858	0.0149558272058724	0.183842786142314	0.0035930315307101	0.0451598278872041	0.00152843449224695	0	0.00119767717690337	0.000257859089756421	0.000456284235900942	0.000456284235900942
"Memecylon_eleagni"	0.0489020057449624	0.146332803615867	0.0940225797842992	1.04148315016694	0.00259279402126849	0	0.393240426559054	0.0194268242000535	0.200537990259852	0.0035403097649	0.00381172620747159	0.0437300765017842	0	0.00118010325496667	0.000334945244828509	0.000432132336878081	0.000432132336878082
"Canthium_bibracteatum"	0.0217275538683832	0.0658826013413918	0.0337650334566697	0.010371176085074	1.20158696858181	0	0.240690234908555	0.0086314940025084	0.0125920802549655	0.00159393390342077	0.00136885270770283	0.000580951198990295	0	0.000531311301140256	0.000148818862112214	0.200264494763636	0.200264494763636
"Alstonia_macrophylla"	0	0	0	0	0	1.33333333333333	0	0	0	0	0	0	0.666666666666667	0	0	0	0
"Lasioglossum_mahense"	0.108637769341916	0.329413006706959	0.168825167283349	0.0518558804253698	0.00793484290907324	0	1.20345117454277	0.043157470012542	0.0629604012748275	0.00796966951710384	0.00684426353851413	0.00290475599495148	0	0.00265655650570128	0.00074409431056107	0.00132247381817887	0.00132247381817887
"Rhiparida_seychellensis"	0.634083941947876	0.0185761388735244	0.00954078632098756	0.00401934293794211	0.000446456586336642	0	0.0677125822610573	1.25189636049984	0.00373599877048482	0.000449422714682043	0.000386788634634631	0.00451051332068738	0	0.000149807571560681	0.00434304069827312	7.4409431056107e-05	7.4409431056107e-05
"Apis_mellifera"	0.0209790700188763	0.290056242372839	0.261622426433293	0.092555995504547	0.00145293233711141	0	0.220361404461896	0.00833415110338922	1.08004661509061	0.00701748973482675	0.0106063145851335	0.00400019207309272	0	0.00233916324494225	0.000143692260403262	0.000242155389518567	0.000242155389518568
"Phelsuma_sp1_M_PL_097"	0.0218719054478594	0.584725532710362	0.0443140555454246	0.0141612390596	0.00159393390342077	0	0.241746642018817	0.0086888391505195	0.0608182443684985	1.0141465854688	0.00179651576535505	0.000739859199044014	0	0.00471552848959969	0.000149807571560681	0.000265655650570128	0.000265655650570128
"Unidentified_sp1_M_PL_097"	0.0188237135522187	0.0742559849680089	0.55697121060885	0.0152469048298864	0.00136885270770283	0	0.207609327334929	0.00747791360293619	0.091921393071157	0.00179651576535505	1.0225799139436	0.000764217246123475	0	0.000598838588451684	0.00012892954487821	0.000228142117950471	0.000228142117950471
"Cratopus_aurostriatus"	0.329267472410179	0.0458712703407289	0.0282760381065686	0.262380459010705	0.000871426798485443	0	0.132166397770292	0.130804886299934	0.0520024969502054	0.00110978879856602	0.00114632586918521	1.01318777578579	0	0.000369929599522007	0.00225525666034369	0.000145237799747574	0.000145237799747574
"Eagris_sabadius"	0	0	0	0	0	0.666666666666667	0	0	0	0	0	0	1.33333333333333	0	0	0	0
"Hemipyrellia_germana"	0.0218719054478594	0.584725532710362	0.0443140555454246	0.0141612390596	0.00159393390342077	0	0.241746642018817	0.0086888391505195	0.0608182443684985	0.0141465854687991	0.00179651576535505	0.000739859199044014	0	1.0047155284896	0.000149807571560681	0.000265655650570128	0.000265655650570128
"Hemipyrellia_sp1_M_PL_097"	0.634083941947876	0.0185761388735244	0.00954078632098756	0.00401934293794211	0.000446456586336642	0	0.0677125822610573	0.251896360499841	0.00373599877048482	0.000449422714682043	0.000386788634634631	0.00451051332068738	0	0.000149807571560681	1.00434304069827	7.44094310561069e-05	7.44094310561069e-05
"Neophyllomyza_approximatonervis"	0.0108637769341916	0.0329413006706959	0.0168825167283349	0.00518558804253698	0.600793484290907	0	0.120345117454277	0.0043157470012542	0.00629604012748276	0.000796966951710385	0.000684426353851414	0.000290475599495148	0	0.000265655650570128	7.44094310561069e-05	1.10013224738182	0.100132247381818
"Rhynchium_brunneum"	0.0108637769341916	0.0329413006706959	0.0168825167283349	0.00518558804253698	0.600793484290907	0	0.120345117454277	0.0043157470012542	0.00629604012748276	0.000796966951710385	0.000684426353851414	0.000290475599495148	0	0.000265655650570128	7.44094310561069e-05	0.100132247381818	1.10013224738182
