"Cnidoscolus_halteris"	"Tacinga_palmadora"	"Oxalis_psoraleoides"	"Melocactus_zehntneri"	"Melochia_tomentosa"	"Tabebuia_impetiginosa"	"Unidentified_sp1_M_PL_067"	"Cnidoscolus_obtusifolius"	"Cissus_simsiana"	"Bauhinia_cheilantha"	"Plumbago_scandens"	"Jatropha_mollissima"	"Encholirium_spectabile"	"Ipomoea_sp1_M_PL_067"	"Tacinga_inamoena"	"Ruellia_asperula"	"Allamanda_blanchetii"	"Cissus_verticillata"	"Pithecoseris_pacourinoides"	"Pilosocereus_sp1_M_PL_067"	"Ceiba_glaziovii"	"Conocliniopsis_prasiifolia"	"Dioclea_grandiflora"	"Hyptis_pectinata"	"Anadenanthera_macrocarpa"	"Caesalpinia_pyramidalis"	"Croton_blanchetianus"	"Pilosocereus_gounellei"	"Psidium_sp1_M_PL_067"	"Staelia_galioides"	"Walteria_rotundifolia"	"Chlorostilbon_lucidus"	"Eupetomena_macroura"	"Heliomaster_squamosus"	"Chrysolampis_mosquitus"	"Calliphlox_amethystina"
"Cnidoscolus_halteris"	1.20360646912731	0.0366050043461133	0.0215665602782296	0.0205424100594078	0.0135752502806005	0.00913077262687879	0.00731928086283565	0.00483348736224996	0.00467237111684163	0.00283411496978485	0.00222193088834979	0.00192847550390546	0.00209691985713775	0.000527530683975259	0.00050802206743889	0.000414298916764282	0.000166407580724172	0.000115083032434523	0.000115083032434523	0.000141413088375406	7.96324900923928e-05	6.90498194607137e-05	5.13245482896487e-05	4.60332129738091e-05	2.30166064869046e-05	2.30166064869046e-05	2.83079418027441e-05	2.30166064869046e-05	2.30166064869046e-05	2.30166064869046e-05	2.30166064869046e-05	0.53053277952315	0.0941104103138328	0.0332901395600271	0.00378094103872493	0.00495239623093156
"Tacinga_palmadora"	0.186599638515158	1.04232187759443	0.0254456125306173	0.0237394197195561	0.0158409382168471	0.00780957580689698	0.00863575750772286	0.00570285873151509	0.00551276344046459	0.00271310681955129	0.00258601710845993	0.00219464893626284	0.00174416254775674	0.000563882107266112	0.000528277821257576	0.000488816462701294	0.000181705232041636	0.000135782350750359	0.000135782350750359	2.46097768124211e-05	6.46892924324811e-05	8.14694104502156e-05	4.59228812912765e-05	5.43129403001438e-05	2.71564701500719e-05	2.71564701500719e-05	1.87664111412046e-05	2.71564701500719e-05	2.71564701500719e-05	2.71564701500719e-05	2.71564701500719e-05	0.625956636959157	0.0163778064686663	0.0220692995020566	0.00116645824394049	0.00109646549284651
"Oxalis_psoraleoides"	0.185030499548226	0.0428257534266634	1.02614667655256	0.0243851543755414	0.0162520920592091	0.00663480685964506	0.00887368531879929	0.00585998087090519	0.00566464817520835	0.00269242055171167	0.00265667130564938	0.00224929526326547	0.00163257512708842	0.000524824554864732	0.000541643902133099	0.000502284074649016	0.000173063144936934	0.000139523354069171	0.000139523354069171	2.29103133404971e-05	3.91749109216919e-05	8.37140124415027e-05	3.3539790867763e-05	5.58093416276685e-05	2.79046708138342e-05	2.79046708138342e-05	5.6351200539288e-06	2.79046708138342e-05	2.79046708138342e-05	2.79046708138342e-05	2.79046708138342e-05	0.643202662258879	0.0152468135281008	0.00662690118342027	0.000817163447123352	0.000773126249142887
"Melocactus_zehntneri"	0.186599360980316	0.0423017682460338	0.0258179544066466	1.02412186244497	0.016054447856223	0.00666208010503684	0.00876212326714368	0.00578630781792507	0.0055934308906609	0.00270266920586774	0.00262636272172461	0.00222430562186832	0.00166264879110023	0.000518637761073141	0.000541017648853085	0.000495969241536435	0.000170990210396322	0.000137769233760121	0.000137769233760121	3.49891211292529e-05	3.88881065203774e-05	8.26615402560724e-05	3.32209766362008e-05	5.51076935040483e-05	2.75538467520241e-05	2.75538467520241e-05	5.66712988417661e-06	2.75538467520241e-05	2.75538467520241e-05	2.75538467520241e-05	2.75538467520241e-05	0.635116167634157	0.0232852601115178	0.0066645447437917	0.000821293903957401	0.000779400273243204
"Melochia_tomentosa"	0.185597681982564	0.0424849652516462	0.0258983167678213	0.0241635822325805	1.01619377082345	0.00709826338318926	0.00878939672589879	0.00580431859257468	0.00561084130615552	0.00272883087698635	0.00263215459280057	0.0022755360987727	0.00163780228634659	0.000523200335865552	0.000537935474504623	0.000497513022220686	0.000172259502484779	0.000138198061727968	0.000138198061727968	2.55656798766859e-05	4.04832691680266e-05	8.29188370367811e-05	3.40614407568101e-05	5.52792246911874e-05	2.76396123455937e-05	2.76396123455937e-05	6.42182841121645e-06	2.76396123455937e-05	2.76396123455937e-05	2.76396123455937e-05	2.76396123455937e-05	0.637093064565935	0.0170139599579345	0.00755207021159054	0.00423222545439038	0.000775346476816734
"Tabebuia_impetiginosa"	0.206766989147827	0.0346921156266945	0.0175121521901054	0.0166082842055144	0.011757123575536	1.01993875366443	0.00594329177849896	0.00392481532542384	0.00379398814790971	0.00315657705463928	0.0017990577950774	0.00188241976157942	0.00273088808579412	0.000832267961146226	0.000402194539452536	0.000336412742179186	0.000236101385468155	9.34479839386628e-05	9.34479839386628e-05	9.41844009712337e-05	0.000266617206271252	5.60687903631977e-05	0.000142653401529492	3.73791935754651e-05	1.86895967877326e-05	1.86895967877326e-05	0.00012396380474176	1.86895967877326e-05	1.86895967877326e-05	1.86895967877326e-05	1.86895967877326e-05	0.430795205957236	0.0626797188463561	0.14578143437631	0.0265505320372148	0.000859775449550559
"Unidentified_sp1_M_PL_067"	0.185030499548226	0.0428257534266634	0.0261466765525627	0.0243851543755414	0.0162520920592091	0.00663480685964506	1.0088736853188	0.00585998087090519	0.00566464817520835	0.00269242055171167	0.00265667130564938	0.00224929526326547	0.00163257512708842	0.000524824554864732	0.000541643902133099	0.000502284074649016	0.000173063144936934	0.000139523354069171	0.000139523354069171	2.29103133404971e-05	3.91749109216919e-05	8.37140124415027e-05	3.3539790867763e-05	5.58093416276685e-05	2.79046708138342e-05	2.79046708138342e-05	5.6351200539288e-06	2.79046708138342e-05	2.79046708138342e-05	2.79046708138342e-05	2.79046708138342e-05	0.643202662258879	0.0152468135281008	0.00662690118342027	0.000817163447123352	0.000773126249142887
"Cnidoscolus_obtusifolius"	0.185030499548226	0.0428257534266634	0.0261466765525627	0.0243851543755414	0.0162520920592091	0.00663480685964506	0.00887368531879929	1.00585998087091	0.00566464817520835	0.00269242055171167	0.00265667130564938	0.00224929526326547	0.00163257512708842	0.000524824554864732	0.000541643902133099	0.000502284074649016	0.000173063144936934	0.000139523354069171	0.000139523354069171	2.29103133404971e-05	3.91749109216919e-05	8.37140124415027e-05	3.3539790867763e-05	5.58093416276685e-05	2.79046708138342e-05	2.79046708138342e-05	5.6351200539288e-06	2.79046708138342e-05	2.79046708138342e-05	2.79046708138342e-05	2.79046708138342e-05	0.643202662258879	0.0152468135281008	0.00662690118342027	0.000817163447123352	0.000773126249142887
"Cissus_simsiana"	0.185030499548226	0.0428257534266634	0.0261466765525627	0.0243851543755414	0.0162520920592091	0.00663480685964506	0.00887368531879929	0.00585998087090519	1.00566464817521	0.00269242055171167	0.00265667130564938	0.00224929526326547	0.00163257512708842	0.000524824554864732	0.000541643902133099	0.000502284074649016	0.000173063144936934	0.000139523354069171	0.000139523354069171	2.29103133404971e-05	3.91749109216919e-05	8.37140124415027e-05	3.3539790867763e-05	5.58093416276685e-05	2.79046708138342e-05	2.79046708138342e-05	5.6351200539288e-06	2.79046708138342e-05	2.79046708138342e-05	2.79046708138342e-05	2.79046708138342e-05	0.643202662258879	0.0152468135281008	0.00662690118342027	0.000817163447123352	0.000773126249142887
"Bauhinia_cheilantha"	0.199854826685091	0.0375313110037929	0.0221298075171389	0.0209812477823943	0.0140750224181401	0.00982969170523637	0.00751043627582729	0.00495972206894255	0.0047943979999778	1.00288812123629	0.00227298451154675	0.00205163310272434	0.00203618873191735	0.000539896437154902	0.000507338195525986	0.00042511903448079	0.000170400695495458	0.000118088620689108	0.000118088620689108	0.000117202873814749	8.10064254748776e-05	7.0853172413465e-05	5.23120748063496e-05	4.72354482756433e-05	2.36177241378217e-05	2.36177241378217e-05	2.8694350668528e-05	2.36177241378217e-05	2.36177241378217e-05	2.36177241378217e-05	2.36177241378217e-05	0.54438854137679	0.0779985125237157	0.0337445563861889	0.00970275508687892	0.000832301293093647
"Plumbago_scandens"	0.186063566785874	0.042480718542097	0.0259302188895153	0.0242117813408987	0.0161219468809035	0.00665276580471331	0.00880022369996356	0.00581146848110801	0.00561775286507108	0.00269916910746176	1.00263671364436	0.00223284003064904	0.00165237809781049	0.00052075066163143	0.000541231525531304	0.000498125869809258	0.000171698154558629	0.000138368297169238	0.000138368297169238	3.08639925763966e-05	3.89860553449334e-05	8.30209783015431e-05	3.33298573893906e-05	5.53473188676954e-05	2.76736594338477e-05	2.76736594338477e-05	5.65619795554287e-06	2.76736594338477e-05	2.76736594338477e-05	2.76736594338477e-05	2.76736594338477e-05	0.637877849950189	0.0205399870595919	0.00665168879571842	0.000819883279190416	0.000777257581976801
"Jatropha_mollissima"	0.186783308143325	0.0416983297889939	0.025392646526262	0.0237169936789574	0.0161206653744379	0.00805131343808067	0.00861778185202916	0.00569098801549095	0.00550128841497459	0.00281790570735632	0.00258256196316034	1.00235288236476	0.00162944651194435	0.000511097656764682	0.000531033685135188	0.000487798972756367	0.000168424328587535	0.000135499714654546	0.000135499714654546	3.22695388958225e-05	3.87492849350668e-05	8.12998287927279e-05	3.2924613932988e-05	5.41998858618186e-05	2.70999429309093e-05	2.70999429309093e-05	5.82467100207873e-06	2.70999429309093e-05	2.70999429309093e-05	2.70999429309093e-05	2.70999429309093e-05	0.624653684557459	0.0214753781351699	0.00684981309844458	0.0129078268262314	0.000779964049361587
"Encholirium_spectabile"	0.21071423414413	0.0343818042226548	0.0191215361760231	0.0183930522515463	0.0120378468046474	0.0121183158807114	0.00648948613017647	0.0042855097086071	0.00414265938498687	0.00290156894298223	0.00198285371737258	0.00169055075614226	1.00250681863164	0.000628604147835308	0.000476078100593667	0.000367329403594895	0.000187761820591735	0.000102035945443026	0.000102035945443026	0.000176683015820334	0.000151044561208812	6.12215672658158e-05	8.57258751487086e-05	4.08143781772105e-05	2.04071890886053e-05	2.04071890886053e-05	6.53186860601033e-05	2.04071890886053e-05	2.04071890886053e-05	2.04071890886053e-05	2.04071890886053e-05	0.470385708492351	0.117582547028432	0.0768147748066815	0.00100775588220936	0.000875880456992802
"Ipomoea_sp1_M_PL_067"	0.19276450765805	0.04042009468903	0.0223527549049206	0.0208633826613514	0.0139837180676793	0.0134297784639505	0.00758610038395385	0.00500968893279971	0.00484269930170639	0.00279764517434813	0.0022723665234826	0.00192823206870312	0.00228583326485566	1.00076548352088	0.000465414915971155	0.00042940190852569	0.000227154372597446	0.000119278307923803	0.000119278307923803	2.43146917214104e-05	0.000191896467762527	7.15669847542816e-05	0.000107876064673644	4.77113231695211e-05	2.38556615847605e-05	2.38556615847605e-05	8.40204030888832e-05	2.38556615847605e-05	2.38556615847605e-05	2.38556615847605e-05	2.38556615847605e-05	0.54987299952873	0.0161814273405986	0.0988079940325266	0.00100013423641049	0.000804111528400754
"Tacinga_inamoena"	0.194475685721011	0.0396711487677713	0.0241676350618435	0.02280002948738	0.0150621932861294	0.00679900292884048	0.00820203623230122	0.00541643902133099	0.00523589105395329	0.00275412163285536	0.00247420125957168	0.00209884742220098	0.00181363085940444	0.000487577531017401	1.00053787360177	0.000464266201828371	0.000160583232906714	0.000128962833841214	0.000128962833841214	9.56296663544355e-05	3.74482313627578e-05	7.73777003047285e-05	3.16203990655003e-05	5.15851335364856e-05	2.57925667682428e-05	2.57925667682428e-05	5.82783229725749e-06	2.57925667682428e-05	2.57925667682428e-05	2.57925667682428e-05	2.57925667682428e-05	0.594518664007997	0.0636415429588768	0.00685353078157481	0.000842030483165071	0.00081089843505296
"Ruellia_asperula"	0.185030499548226	0.0428257534266634	0.0261466765525627	0.0243851543755414	0.0162520920592091	0.00663480685964506	0.00887368531879929	0.00585998087090519	0.00566464817520835	0.00269242055171167	0.00265667130564938	0.00224929526326547	0.00163257512708842	0.000524824554864732	0.000541643902133099	1.00050228407465	0.000173063144936934	0.000139523354069171	0.000139523354069171	2.29103133404971e-05	3.91749109216919e-05	8.37140124415027e-05	3.3539790867763e-05	5.58093416276685e-05	2.79046708138342e-05	2.79046708138342e-05	5.6351200539288e-06	2.79046708138342e-05	2.79046708138342e-05	2.79046708138342e-05	2.79046708138342e-05	0.643202662258879	0.0152468135281008	0.00662690118342027	0.000817163447123352	0.000773126249142887
