"Sideroxylon_puberulum"	"Grangeria_borbonica"	"Badula_platiphylla"	"Helichrysum_proteoides"	"Myonima_violacea"	"Harungana_madagascariensis"	"Stillingia_lineata"	"Ochna_mauritiana"	"Olea_lancea"	"Psiadia_terebinthina"	"Aphloia_theiformis"	"Psidium_cattleianum"	"Coffea_macrocarpa"	"Homalanthus_populifolius"	"Faujasiopsis_flexuosa"	"Gaertnera_sp1_M_PL_077"	"Coffea_mauritiana"	"Gaertnera_rotundifolia"	"Warneckea_trinervis"	"Wikstroemia_indica"	"Apis_mellifera"	"Chaetocnema_sp1_M_PL_077"	"Dysauxes_florida"	"Brachymyrmex_sp1_M_PL_077"	"Stomorhina_lunata"	"Nacoleia_sp1_M_PL_077"	"Technomyrmex_albipes"	"Lygistorrhina_sp1_M_PL_077"	"Panara_naso"	"Chrysomya_megacephala"	"Eumolpinae_sp1_M_PL_077"	"Pachycerina_crinicornis"	"Polistes_hebraeus"	"Allograpta_nasuta"	"Syritta_nigrofemorata"	"Musca_domestica"	"Ornidia_obesa"	"Cerambycidae_sp1_M_PL_077"	"Cixiidae_sp1_M_PL_077"	"Eristalinus_flaveolus"	"Fannia_pusio"	"Ischiodon_aegyptius"	"Lygaeidae_sp1_M_PL_077"	"Melanostoma_bituberculatum"	"Mordellidae_sp1_M_PL_077"	"Nitidulidae_sp1_M_PL_077"	"Sarcophaga_arno"	"Villa_unifasciata"
"Sideroxylon_puberulum"	1.18872566961286	0.0468021342413439	0.00510896160500956	0.014755363129548	0.0132263018047761	0.000939150891656504	0.00124673102085255	0.0133907389046607	0.00109300085043603	0.00828936055396141	0.0204957219913815	0.000560435277945146	0.000535788337018354	0.000544867631335559	0.00580718667184136	0.00752545509025446	0.000100461058661004	0.00153647139869281	0.00256196524892268	8.75680121789291e-05	0.507269119286691	0.0171633303870701	0.0111195123539186	0.000572479916068399	0.0262063005597484	0.00160737693857606	0.000204003105793635	0.0481915812005212	0.0184376567843137	0.00926573773994952	0.00187208536965375	0.00921218442523416	0.00929251399395003	0.00130392437188041	0.00105395450925343	0.000882489370111509	0.000819339512164582	4.1557700695085e-05	3.89191165239685e-05	3.50272048715717e-05	0.000351318169751143	3.50272048715716e-05	0.000351318169751143	0.00041446802769807	0.00041446802769807	7.98275250782744e-05	0.000351318169751143	7.98275250782744e-05
"Grangeria_borbonica"	0.0692671586771889	1.08483897967061	0.0256700359377682	0.0166172407356577	0.031732163223738	0.0112520512945962	0.0152638624627611	0.0111858955697271	0.0108543328459523	0.00863208612737196	0.00866932460154945	0.00686146960230783	0.0106663674814739	0.00667087322446594	0.00871893596034062	0.00183804473011735	0.0022963034165325	0.000142437570619478	0.00108366557519368	0.0010721046253606	0.214565783888349	0.210132506570677	0.10228400344573	0.00383033463096998	0.00365275492185681	0.03674085466452	0.00274753950234495	0.00280812805448063	0.00170925084743374	0.0121436640344324	0.0433935591868244	0.00172687854409487	0.00172539750237386	0.000799719554077996	0.00118694576683269	0.0112799941030747	0.0112440383856503	0.000508795415425368	0.00047649094460471	0.000428841850144239	0.000395648588944231	0.000428841850144239	0.000395648588944231	0.000431604306368598	0.000431604306368598	0.000401094311527628	0.000395648588944231	0.000401094311527628
"Badula_platiphylla"	0.0118144737115846	0.0401094311527628	1.10628458354043	0.0132026628002977	0.00171471591788332	0.0350094716507669	0.0320117613243988	0.0160104871152461	0.0227334622150625	0.00761256554307663	0.000650911901113412	0.0143900489001107	0.00967793688065616	0.013990325319552	0.00268902510938597	0.0027643539614631	0.00025602630694371	8.12808543211478e-05	8.13639876391766e-05	0.00224844514064229	0.016110069552557	0.44069524756589	0.00518657054468601	0.106464841598015	0.0364033196622436	0.00409642091109936	0.00686942326177884	0.000478965150469647	0.000975370251853775	0.00117589922805254	0.00160437724611051	0.00115543319367874	0.0013756293834658	0.0014940648518376	0.000943047342878406	0.00078172258868146	0.00071544342582043	0.00106705871081329	0.000999308951396576	0.000899378056256917	0.000314349114292802	0.000899378056256917	0.000314349114292802	0.000380628277153832	0.000380628277153832	0.0172856966178192	0.000314349114292802	0.0172856966178192
"Helichrysum_proteoides"	0.0519950891231691	0.0395648588944231	0.0201183433147393	1.11742723949081	0.019287281644042	0.00725377552217313	0.0101182949806833	0.0145230325873701	0.00737502241121087	0.015241583792071	0.00361019063034299	0.00454841450560239	0.00134858781923249	0.00442206965822454	0.00510967468986022	0.00764112111494527	0.000101435907892109	0.00248535365125159	0.000451273828792873	0.000710689766500373	0.089352218100989	0.139295194234073	0.0652668289611165	0.00240911506490545	0.0302920288422286	0.00162297452627374	0.00137640573469842	0.00210790901850686	0.0298242438150191	0.0281144564123657	0.00158259435577692	0.0284808870130251	0.0541672654556919	0.00160874847724289	0.0798162313922005	0.00115772777854778	0.0270010590530111	0.000337276499356109	0.00031586211844461	0.000284275906600149	0.0266054104640668	0.000284275906600149	0.0266054104640668	0.000762079189603551	0.000762079189603551	0.000314349114292802	0.0266054104640668	0.000314349114292802
"Myonima_violacea"	0.0515129649238646	0.0835056926940474	0.00288794259854032	0.021317521817099	1.12618963633566	0.00117622176762252	0.00160748423910462	0.00427171477481987	0.00117320930868538	0.00198023653310101	0.00657828499836855	0.000722602438911792	0.000864714867983331	0.00070253014894202	0.0263375766479681	0.00126918174878947	0.000177563365914439	0.000123061868030345	0.000822285624796069	0.000112906631079968	0.162812553709622	0.0221296996916736	0.458828510322859	0.000401699482068752	0.00202475505890334	0.00284101385463102	0.000269333894940599	0.00208836344285938	0.00147674241636414	0.00178968937066968	0.00334022770776189	0.00105364427038426	0.00154116877595592	0.000264857987314247	0.00152268012979279	0.000934068753595524	0.00134261697020474	5.3582807970154e-05	5.018072492443e-05	4.5162652431987e-05	0.000507560043264263	4.5162652431987e-05	0.000507560043264262	9.90118266550504e-05	9.90118266550504e-05	4.51241031021925e-05	0.000507560043264262	4.51241031021925e-05
"Harungana_madagascariensis"	0.00408806858721066	0.0330942685135183	0.0659001819308554	0.00896054623327268	0.00131460079910753	1.10910407691389	0.0260144507015011	0.0114604452491744	0.0184283721584667	0.0045170829387324	0.000416011929962144	0.0116941149820081	0.0218398841124634	0.0113692784547301	0.0021525274152546	0.000601510287262084	0.000466631931914891	3.2073236828571e-05	5.2001491245268e-05	0.00182720546593877	0.0102962952665631	0.358132271323998	0.00413128738073877	0.0729795500673887	0.00310909183563023	0.00746611091063825	0.197284240589475	0.000165732510292324	0.000384878841942853	0.000797765256007969	0.00132377074054073	0.000692676717809406	0.000931833314872545	0.000937904994473984	0.000640039016662335	0.000556796832071803	0.000544289024022628	0.000867148356716703	0.000812091318195008	0.000730882186375507	0.000213346338887445	0.000730882186375507	0.000213346338887445	0.00022585414693662	0.00022585414693662	0.00102969034266962	0.000213346338887445	0.00102969034266962
"Stillingia_lineata"	0.00615053970287258	0.0508795415425368	0.0682917574920507	0.0141656129729566	0.00203614670286585	0.0294830441283679	1.05835712037659	0.0181661451995702	0.0293308879798446	0.00710637341350505	0.000642824183877158	0.0186138674454784	0.00449848183359989	0.0180968155719929	0.00341206975651075	0.00088259038083413	0.00018139785613947	4.93469823958232e-05	8.03530229846447e-05	0.002908416788356	0.0159098985509596	0.570049690517776	0.00640167588079516	0.00845796910928458	0.0037818576087948	0.00290236569823152	0.00552421027127164	0.00024934620417051	0.000592163788749879	0.00124294828615182	0.00203518166170147	0.0010894715414017	0.00147303341605606	0.00148032057770772	0.00101182949806833	0.000864114086100621	0.000846071914781477	0.0352785706792198	0.00129262968371378	0.0011633667153424	0.000337276499356109	0.0011633667153424	0.000337276499356109	0.000355318670675253	0.000355318670675253	0.00106705871081329	0.000337276499356109	0.00106705871081329
"Ochna_mauritiana"	0.0825762232454079	0.0466078982071962	0.042694632307323	0.0254153070278977	0.00676354839346479	0.0162356307696638	0.0227076814994627	1.0221648900645	0.016201626017398	0.00830018222493551	0.00887787879327481	0.0102076434930918	0.00265576094840862	0.00992409784050593	0.00427933579347978	0.00465996486244176	0.00013916295410441	0.000217189745820502	0.00110973484915935	0.0015949442957956	0.219727500133552	0.312609081975937	0.00867854025482224	0.00514735609351002	0.0470067192496313	0.00222660726567055	0.00305480852289422	0.00334768472616519	0.00260627694984603	0.00204416190548669	0.00186431592828785	0.00199309203466151	0.0443584039226626	0.00151309835665232	0.00181537907342127	0.000881088093318738	0.00107120533987905	0.000756922716648758	0.00070886413146471	0.000637977718318239	0.000605126357807089	0.000637977718318238	0.000605126357807089	0.000415009111246776	0.000415009111246776	0.000667103629801921	0.000605126357807089	0.000667103629801921
"Olea_lancea"	0.00735291481202418	0.0493378765725105	0.0661337082620001	0.0140795882395844	0.00202645244227475	0.0284802115176303	0.0399966654270608	0.0176745011098887	1.03643474646996	0.00697365236089542	0.000706017654511551	0.0179794534110216	0.00434778303784612	0.0174800241496044	0.00332048273210381	0.017642596784058	0.000175636130469304	0.000293480417603276	8.82522068139439e-05	0.00280928959547213	0.0174739369491609	0.550620760712538	0.00624752282940418	0.00818589764069784	0.00510628880808181	0.00281017808750886	0.00533647561085654	0.000298091141028007	0.00352176501123931	0.00122697153202655	0.00197351506290042	0.00108227538434622	0.00145657598592072	0.0500511030914321	0.00100568487425603	0.000842061383769876	0.000828607057143781	0.00133322218090203	0.00124857315354317	0.00112371583818885	0.000335228291418676	0.00112371583818885	0.000335228291418676	0.000348682618044771	0.000348682618044771	0.00103333919159375	0.000335228291418676	0.00103333919159375
"Psiadia_terebinthina"	0.0613412680993144	0.0431604306368598	0.0243602097378452	0.0320073259633491	0.00376244941289192	0.00767904099584509	0.0106595601202576	0.00996021866992262	0.00767101759698496	1.10990844147159	0.00378591245922426	0.00479172607310627	0.00145183436080772	0.00465862257107554	0.00206908395038488	0.00452994617096259	0.000110298241063189	0.00020400054552117	0.000473239057403033	0.000748707198922854	0.0937013333658004	0.146746610988879	0.00697944121757786	0.00283918041113964	0.0590546665260786	0.00176477185701102	0.00145882733596313	0.00248680816618842	0.00244800654625404	0.0571035735972498	0.00172641722547439	0.112167391364461	0.00235363551815195	0.00110367364653854	0.00228623756881065	0.0559270263799482	0.00119368349597215	0.000355318670675253	0.000332758755076824	0.000299482879569142	0.000762079189603551	0.000299482879569141	0.000762079189603551	0.0554954220735796	0.0554954220735796	0.000380628277153832	0.000762079189603551	0.000380628277153832
