"Psiadia_terebinthina"	"Gaertnera_sp1_M_PL_079"	"Stillingia_lineata"	"Syzygium_coriaceum"	"Antidesma_madagascariense"	"Psathura_terniflora"	"Tabernaemontana_persicarifolia"	"Labourdonnaisia_callophylloides"	"Euodia_obtusifolia"	"Tristhema_mauritiana"	"Olea_lancea"	"Psidium_cattleianum"	"Villa_unifasciata"	"Nacoleia_sp1_M_PL_079"	"Chaetocnema_sp1_M_PL_079"	"Technomyrmex_albipes"	"Ahasverus_advena"	"Apis_mellifera"	"Dysauxes_florida"	"Brachymyrmex_sp1_M_PL_079"	"Allograpta_nasuta"	"Polistes_hebraeus"	"Syritta_nigrofemorata"	"Chrysomya_megacephala"	"Miridae_sp1_M_PL_079"	"Orthellia_albigena"	"Pachycerina_crinicornis"	"Phalanta_phalantha"	"Phorinia_sp1_M_PL_079"	"Stomorhina_lunata"
"Psiadia_terebinthina"	1.16044686931377	0.0171377019775653	0.0303924610280055	0.0111165079123466	0.00966904714366176	0.0189237670987165	0.026495681963115	0.0205491359163666	0.0250127857861354	0.00479625006834652	0.00439656256265098	0.00439656256265098	0.0791381261277176	0.0158175592211157	0.233452667337264	0.00625207122566173	0.0361747424121769	0.0719219757072831	0.0634588855367125	0.00166747618685199	0.031551157542524	0.00114251346517102	0.0610761510165143	0.000555825395617331	0.0305380755082572	0.00101308203426685	0.00101308203426685	0.000799375011391086	0.000555825395617331	0.0305380755082572
"Gaertnera_sp1_M_PL_079"	0.0217077558382494	1.15362115920534	0.0756148652820548	0.000629885058271773	0.00037080665344992	0.0140370095910194	0.0356938164981991	0.013198850701783	0.00146646175534664	0.00599743155868792	0.00549764559546393	0.00549764559546393	0.0989576207183507	0.36509178392376	0.0136869763832353	0.000280479783925155	0.0516277729197727	0.0461959774562407	0.0023431648188768	9.4482758740766e-05	0.00309175224198734	0.0769080772803562	0.00114251346517102	3.14942529135887e-05	0.00057125673258551	0.00252049550940183	0.00252049550940183	0.000999571926447987	3.14942529135887e-05	0.00057125673258551
"Stillingia_lineata"	0.0384971173021404	0.0756148652820548	1.1525420077274	0.000594502237443587	0.000567346320056094	0.0201094049826021	0.018285719952314	0.00151555319264518	0.00132370520828136	0.00857050981002153	0.0078563006591864	0.0078563006591864	0.141413411865355	0.180928157269682	0.0123545819439593	0.00035529474751209	0.195623912164902	0.00530443617425812	0.00374922667708855	8.9175335616538e-05	0.0394311489585136	0.00504099101880365	0.0020261640685337	2.97251118721794e-05	0.00101308203426685	0.0384180669242467	0.0384180669242467	0.00142841830167026	2.97251118721794e-05	0.00101308203426685
"Syzygium_coriaceum"	0.0211213650334586	0.00094482758740766	0.000891753356165381	1.2156756161912	0.0774616093724156	0.00122524594921549	0.00776091322506777	0.000381048348049417	0.00754129662850734	0.000116349755946546	0.000106653942951001	0.000106653942951001	0.00191977097311802	0.00234257702997796	0.0703854351994018	0.275410793810079	0.000735945207891817	0.00133366921817296	0.00766888873470392	0.18235134242868	0.00058555050748951	6.29885058271773e-05	0.00111165079123466	0.0607837808095599	0.000555825395617331	2.97251118721794e-05	2.97251118721794e-05	1.93916259910911e-05	0.0607837808095599	0.000555825395617331
"Antidesma_madagascariense"	0.0306186492882623	0.000927016633624801	0.00141836580014023	0.129102682287359	1.15296977809617	0.0134678738033863	0.00149019560294459	0.00054746947057704	0.00141146722817813	0.000487000631537285	0.000446417245575844	0.000446417245575844	0.0080355104203652	0.000839769330842287	0.0131736941296625	0.50622461066421	0.00107304878311601	0.00191614314701964	0.0988146455155735	0.0193654023431039	0.000853032788643155	6.18011089083201e-05	0.00161150785727696	0.00645513411436797	0.00080575392863848	4.72788600046745e-05	4.72788600046745e-05	8.11667719228808e-05	0.00645513411436797	0.00080575392863848
"Psathura_terniflora"	0.0599252624792689	0.0350925239775485	0.0502735124565052	0.00204207658202582	0.0134678738033863	1.08106635976028	0.00303359409796404	0.00144123732745701	0.00134709809371814	0.0302272216782988	0.0277082865384405	0.0277082865384405	0.49874915769193	0.0179892907119563	0.0125729155413693	0.00602002940114945	0.0111256501335622	0.00504433064609954	0.0943651473134249	0.000306311487303873	0.00325276434010988	0.00233950159850324	0.00315396118311942	0.000102103829101291	0.00157698059155971	0.00167578374855017	0.00167578374855017	0.00503787027971646	0.000102103829101291	0.00157698059155971
"Tabernaemontana_persicarifolia"	0.0839029928831975	0.0892345412454979	0.0457142998807851	0.0129348553751129	0.00149019560294459	0.00303359409796404	1.05973407229371	0.00246347723401192	0.0318154047532829	0.00106231763535186	0.000973791165739206	0.000973791165739206	0.0175282409833057	0.297799120431181	0.296943777697307	0.00320788590958284	0.0128015081852404	0.00862217031904173	0.00479292946892822	0.00194022830626694	0.00373178349295242	0.00594896941636652	0.0044159469938525	0.000646742768755648	0.00220797349692625	0.00152380999602617	0.00152380999602617	0.00017705293922531	0.000646742768755648	0.00220797349692625
"Labourdonnaisia_callophylloides"	0.0976083956027414	0.0494956901316864	0.00568332447241941	0.000952620870123543	0.00082120420586556	0.00216185599118552	0.00369521585101788	1.16892904677227	0.00214550138865073	0.00064958048730754	0.000595448780031912	0.000595448780031912	0.0107180780405744	0.016530287598583	0.0200246796274068	0.000532692593135359	0.00516571907267194	0.59125166370295	0.00538587232884591	0.000142893130518531	0.00275808613862647	0.00329971267544576	0.00513728397909165	4.76310435061771e-05	0.00256864198954583	0.000189444149080647	0.000189444149080647	0.000108263414551257	4.76310435061771e-05	0.00256864198954583
"Euodia_obtusifolia"	0.158414309978858	0.00733230877673318	0.00661852604140678	0.0251376554283578	0.00282293445635626	0.00269419618743629	0.0636308095065659	0.00286066851820097	1.06185050964889	0.000695793455479769	0.000637810667523122	0.000637810667523122	0.0114805920154162	0.0189898651485157	0.577271423389664	0.00620375377582	0.00551629559714814	0.0100123398137034	0.00879735614902786	0.00377064831425367	0.00438941516573613	0.000488820585115545	0.00833759526204514	0.00125688277141789	0.00416879763102257	0.000220617534713559	0.000220617534713559	0.000115965575913295	0.00125688277141789	0.00416879763102257
"Tristhema_mauritiana"	0.0303762504328613	0.0299871577934396	0.0428525490501077	0.000387832519821821	0.000974001263074569	0.0604544433565975	0.00212463527070372	0.000866107316410053	0.000695793455479769	1.116922786897	0.0238458879889179	0.0238458879889179	0.429225983800523	0.0152409793623888	0.00649407225114451	0.000483400363578768	0.00894103844619035	0.00303137560743519	0.00671778707442152	5.81748779732732e-05	0.00222779331306134	0.00199914385289597	0.00159875002278217	1.93916259910911e-05	0.000799375011391086	0.00142841830167025	0.00142841830167026	0.186153797816167	1.93916259910911e-05	0.000799375011391086
"Olea_lancea"	0.0417673443451843	0.0412323419659795	0.058922254943898	0.000533269714755004	0.00133925173672753	0.0831248596153216	0.00292137349721762	0.00119089756006382	0.000956716001284683	0.0357688319833769	1.03278809598476	0.0327880959847622	0.590185727725719	0.0209563466232846	0.00892934934532371	0.000664675499920806	0.0122939278635117	0.00416814146022338	0.00923695722732959	7.99904572132506e-05	0.00306321580545934	0.00274882279773196	0.00219828128132549	2.66634857377502e-05	0.00109914064066274	0.0019640751647966	0.0019640751647966	0.00596147199722948	2.66634857377502e-05	0.00109914064066274
