"Clethrionomys_centralis"	"Alticola_argentatus"	"Microtus_gregalis"	"Sicista_tianshanica"	"Sorex_minutus"	"Sorex_asper"	"Apodemus_uralensis"	"Amalaraeus_penicilliger"	"Amphipsylla_primaris"	"Paraneopsylla_ioffi"	"Corrodopsylla_birulai"	"Frontopsylla_ornata"	"Amphipsylla_kuznetzovi"	"Neopsylla_mana"	"Rhadinopsylla_dahurica"	"Frontopsylla_elata"	"Amphipsylla_sibirica"	"Stenoponia_suknevi"	"Rhadinopsylla_angusta"	"Pectinoctenus_nemorosa"	"Palaeopsylla_soricis"	"Callopsylla_caspia"	"Ctenophthalmus_assimilis"
"Clethrionomys_centralis"	1.23527517829429	0.0735803664210968	0.0120074376634147	0.00498721096046472	0.00367672710483659	0.00284022026931715	0.000966192619915126	0.450791187794414	0.118128567739626	0.0241718972818873	0.00932245758923374	0.0109429590023683	0.00395732371254901	0.0236059283679766	0.0162973356424899	0.00161114676543529	0.00185180194906096	0.00100464152009019	0.00268348417338527	0.000676415520872221	0.000550562755111861	0.000992986477728527	7.79703744377577e-05
"Alticola_argentatus"	0.147160732842194	1.17171320932149	0.00718123775301695	0.00187957286480344	0.0026273762540141	0.00227059671507764	0.000500607582742245	0.159896839380799	0.278687520282977	0.180517183831789	0.00848335071841272	0.00307716455283668	0.00278647725217245	0.0106796358451569	0.0150667088171597	0.00227669793980473	0.000365172457084042	0.00217608856915079	0.00132749730597286	0.00106361579972589	9.77860906070092e-05	0.000118296409037133	4.66314139806295e-05
"Microtus_gregalis"	0.0969951458005706	0.0290047394959516	1.17176213420502	0.0197216007783543	0.00637204386745332	0.00939410317847606	8.35660075039825e-05	0.118634087801358	0.022207021561947	0.00552600360969694	0.0230702688571069	0.0428154842727226	0.274392135019125	0.0743896956678654	0.009143805728955	0.0386038622362323	0.00014829281447063	0.0381298417377262	0.011713913597889	7.27466451471914e-05	0.000132691714681428	7.79703744377577e-05	0.00760884502730535
"Sicista_tianshanica"	0.0912366240414428	0.0171925635574668	0.0446636252921552	1.11469277294437	0.02961250258151	0.0358599849306862	7.52599856972139e-05	0.0960943366413287	0.0118997489765617	0.00389387251606252	0.0920781373657173	0.399065313779058	0.0272351112471747	0.00514508938770296	0.00162029971645855	0.0261399109872588	0.000138234501117295	0.00151442915054128	0.000946770315455558	5.98985557508882e-05	0.000472148647966799	7.33413376538929e-05	0.000290023540858151
"Sorex_minutus"	0.0672624782120105	0.0240327651470113	0.0144308052292325	0.02961250258151	1.11444306473435	0.0834924684269876	5.92490022324512e-05	0.0705106978472788	0.0192704923657493	0.00510589296354175	0.492018359604882	0.0507213085674443	0.00461469150100437	0.0037261078186608	0.0012022492319194	0.00121445700835856	0.000103322650208565	0.000534205281524985	0.00102744259877798	5.37598264470762e-05	0.0164159033571583	5.40695162475969e-05	9.37065274625489e-05
"Sorex_asper"	0.0619865616672024	0.0247773887154087	0.0253805594646546	0.042780332899766	0.0996050500532484	1.07874796717457	5.5473358487743e-05	0.0415312305228682	0.0116163550885229	0.0138947988600137	0.441711889201094	0.104377913375892	0.0160946877468415	0.0217715664963164	0.00121599463786729	0.00185739140829481	9.55451480991444e-05	0.000888793381440641	0.00985440328747068	5.17658977442556e-05	0.00148969436073063	4.98284257774939e-05	0.000164808827692563
"Apodemus_uralensis"	0.075121476198401	0.0194611197791048	0.000804322822225831	0.000319854939213159	0.000251808259487918	0.000197623839612584	1.23717712749529	0.02878268432004	0.0105938006686244	0.00375912256866586	0.000661941438516597	0.000688334741800656	0.000270491834148169	0.00153694466930218	0.00116023779346151	0.000124845013670194	0.46403200336885	8.75958706387325e-05	0.000176179439478674	0.154692978443244	3.38965820118759e-05	6.03870387446954e-05	5.22287546899891e-06
"Amalaraeus_penicilliger"	0.539734588658567	0.095722650716898	0.0175838782689212	0.00628913849048157	0.00461475212089986	0.00227842169374734	0.000443236717151723	1.20391344720054	0.0661790119000369	0.0202803183809093	0.00640282824617994	0.0068139585404123	0.00473380820042007	0.0115023524037856	0.00791643443145368	0.00129740131967661	0.000817019141108625	0.000941735199504133	0.0013528807855052	0.000349287182124819	0.000284799125836849	0.000433870248117819	0.000114181027720267
"Amphipsylla_primaris"	0.299901914832846	0.353762525746962	0.00697934963375477	0.00165139373552285	0.00267427240994072	0.00135129028580777	0.000345920021832634	0.14032651706967	1.10513314346373	0.0571771305817187	0.00493951887636079	0.00330566681841715	0.00219312863394292	0.0081535222759194	0.00776329074185098	0.0010728588148922	0.000491338072696296	0.000915891657066376	0.000966905896689254	0.000448154378262347	0.000159866890276658	0.000241078709672706	4.53204521672388e-05
"Paraneopsylla_ioffi"	0.138570692251925	0.517427135222917	0.00392167998107524	0.00122019968245277	0.00160000332498083	0.00364978587567181	0.000277170327643566	0.0971025382385471	0.129109649700655	1.08050836188071	0.00529016687331702	0.00224321684902405	0.00149404558107346	0.00613976155447814	0.00757516450830173	0.00109751109648044	0.000271025720436986	0.00101489931115769	0.000764630138088319	0.000506280118406314	7.92250765183658e-05	0.000111391231713766	2.54654544225665e-05
