"Cecropia_schreberiana"	"Guarea_guidonia"	"Schefflera_morototoni"	"Alchornea_latifolia"	"Dendropanax_arboreus"	"Ocotea_floribunda"	"Inga_vera"	"Ficus_sp1_M_SD_006"	"Miconia_prasina"	"Musa_acuminata"	"Phytolacca_rivinoides"	"Tournefortia_hisutissima"	"Casearia_sylvestris"	"Citrus_sinensis"	"Coffea_arabica"	"Miconia_laevigatta"	"Momordica_charantia"	"Murraya_paniculata"	"Piper_amalaga"	"Roystonea_borinquena"	"Solanum_rugosum"	"Spindalis_portoricensis"	"Loxigilla_portoricensis"	"Vireo_altiloquous"	"Turdus_plumbeus"	"Coereba_flaveola"	"Tyrannus_dominicensis"	"Nesospingus_speculiferus"	"Melanerpes_portoricensis"	"Tyrannus_caudifasciatus"	"Columba_squamosa"	"Euphonia_musica"	"Icterus_dominicensis"	"Myarchus_antillarum"	"Vireo_flavirostris"	"Vireo_latimeri"
"Cecropia_schreberiana"	1.14149120424231	0.0418903812738268	0.046877145615531	0.0111564934315584	0.0108403449528741	0.00652094275617625	0.0142921226922262	0.0074169310548492	0.00846853886335747	0.00485784773225669	0.0058337739102869	0.0058337739102869	0	0.00260625980105564	0.00260625980105564	0.0042506167657246	0.00144542418468055	0.0041934220481061	0.0042506167657246	0.0042506167657246	0.0042506167657246	0.280540706537824	0.0801051366813955	0.0886128332358917	0.0443284000477443	0.0801360470157989	0.0231267869548887	0.0335473763848488	0.0158923373849895	0.00174543255307612	0.000652094275617625	0.0150196211084514	0.00121446193306417	0.000872716276538059	0.000872716276538059	0
"Guarea_guidonia"	0.0663264370168925	1.16828963016843	0.010482841822356	0.0264577747604977	0.0214842023742687	0.00255133483121383	0.0121111627816869	0.000772953543304865	0.0116376310344523	0.000352950501989263	0.000540892616272735	0.000540892616272735	0	0.00416518941838901	0.00416518941838901	0.000308831689240605	0.00172758530855675	0.000491338363397978	0.000308831689240605	0.000308831689240605	0.000308831689240605	0.02038289148988	0.335092956127935	0.141616440225226	0.00649770595689963	0.00771896088506065	0.027641364936908	0.00393070690718382	0.0252120835717137	0.0486787345903513	0.000255133483121383	0.000872716276538059	8.82376254973158e-05	0.0243393672951756	0.0243393672951756	0
"Schefflera_morototoni"	0.111333220836886	0.0157242627335341	1.0916984738342	0.00154929712350818	0.010863366212148	0.0274982456174277	0.00598491622090999	0.0156258370764357	0.00103143482940457	0.00488571078139266	0.00995041700507712	0.00995041700507712	0	0.000313554772931419	0.000313554772931419	0.00427499693371858	0.00909707312248074	0.000413563654116193	0.00427499693371858	0.00427499693371858	0.00427499693371858	0.282149797625426	0.0146071873131341	0.0106608622796682	0.158911761998039	0.0429363603649729	0.145553169959692	0.00330850923292955	0.00179249960743397	0.000655177613897252	0.00274982456174277	0.00146491080048534	0.00122142769534817	0.000327588806948626	0.000327588806948626	0
"Alchornea_latifolia"	0.0847893500798438	0.126997318850389	0.00495775079522616	1.04124658874331	0.0165907015428076	0.000900213690581452	0.016773567761598	0.000724660871786242	0.0161900316890183	0.000396381478974391	0.000535747332944417	0.000535747332944417	0	0.0101810953122441	0.0101810953122441	0.000346833794102593	0.000288462389526905	0.000657284973486407	0.000346833794102593	0.000346833794102593	0.000346833794102593	0.0228910304107711	0.25687926735781	0.346157240616301	0.0052895790875711	0.00992656836852952	0.00461539823243047	0.00525827978789126	0.0037614268192056	0.00529155495209953	9.00213690581452e-05	0.00111564934315584	9.90953697435978e-05	0.00264577747604977	0.00264577747604977	0
"Dendropanax_arboreus"	0.0823866216418433	0.10312417139649	0.0347627718788736	0.0165907015428076	1.02805635217712	0.014182927735915	0.00903227699752384	0.0106959105310427	0.00841273012795369	0.00240036389193538	0.0063981144682431	0.0063981144682431	0	0.000717292134518074	0.000717292134518074	0.00210031840544345	0.000580393160720321	0.000476025423808947	0.00210031840544345	0.00210031840544345	0.00210031840544345	0.138621014759268	0.34653180334208	0.0243879325736145	0.12033828975839	0.00876457834703282	0.00928629057152514	0.00380820339047158	0.00323245473271428	0.00429684047485374	0.0014182927735915	0.00108403449528741	0.000600090972983844	0.00214842023742687	0.00214842023742687	0
"Ocotea_floribunda"	0.0495591649469395	0.0122464071898264	0.0879943859757688	0.000900213690581452	0.014182927735915	1.10149031834269	0.00116124808798146	0.0263676034084954	0.000560008533666012	0.000769641756875578	0.0135205199728807	0.0135205199728807	0	0.000152869505075096	0.000152869505075096	0.000673436537266131	0.00787455211870831	0.000186336440912834	0.000673436537266131	0.000673436537266131	0.000673436537266131	0.0444468114595646	0.0105985242085479	0.00519756317255325	0.359718336197209	0.00630060796182626	0.125992833899333	0.00149069152730267	0.000907227758739008	0.000510266966242765	0.110149031834269	0.000652094275617625	0.000192410439218894	0.000255133483121383	0.000255133483121383	0
"Inga_vera"	0.135775165576149	0.0726669766901215	0.02393966488364	0.0209669597019976	0.0112903462469048	0.00145156010997683	1.04191241504383	0.00122934285613836	0.00881485543858644	0.000670772280995388	0.000908134301004662	0.000908134301004662	0	0.00468182835713248	0.00468182835713248	0.000586925745870964	0.000415356439076892	0.000672289766153907	0.000586925745870964	0.000586925745870964	0.000586925745870964	0.0387370992274837	0.166115391134402	0.159182164142504	0.00899383954374354	0.270158794971214	0.00664570302523027	0.00537831812923125	0.00330041068423914	0.00302779069542173	0.000145156010997683	0.00178651533652828	0.000167693070248847	0.00151389534771086	0.00151389534771086	0
"Ficus_sp1_M_SD_006"	0.0939477933614231	0.00618362834643892	0.0833377977409901	0.00120776811964374	0.0178265175517379	0.0439460056808256	0.00163912380818448	1.03061027535388	0.000838030205544921	0.00396980764999656	0.0170419285238135	0.0170419285238135	0	0.000228236255898042	0.000228236255898042	0.00347358169374699	0.00104366490658486	0.000348264273672074	0.00347358169374699	0.00347358169374699	0.00347358169374699	0.229256391787301	0.0125534244467907	0.00776003270053343	0.379913711241862	0.00919486301049306	0.0166986385053578	0.00278611418937659	0.00136498076635901	0.000257651181101621	0.00439460056808256	0.0012361551758082	0.000992451912499139	0.000128825590550811	0.000128825590550811	0
"Miconia_prasina"	0.107268158935861	0.0931010482756184	0.00550098575682438	0.0269833861483638	0.0140212168799228	0.000933347556110019	0.0117531405847819	0.000838030205544921	1.03383266600045	0.00048529134533776	0.000631330066357731	0.000631330066357731	0	0.00601893164644012	0.00601893164644012	0.00042462992717054	0.000266579760742947	0.0233504387494927	0.00042462992717054	0.00042462992717054	0.00042462992717054	0.0280255751932557	0.214238189017041	0.204643675978964	0.00578760389724133	0.0101673066705608	0.00426527617188715	0.186803509995941	0.00335102831630163	0.00387921034481743	9.3334755611002e-05	0.00141142314389291	0.00012132283633444	0.00193960517240872	0.00193960517240872	0
"Musa_acuminata"	0.0922991069128771	0.00423540602387116	0.0390856862511413	0.000990953697435978	0.00600090972983844	0.00192410439218895	0.00134154456199078	0.00595471147499484	0.00072793701800664	1.14858349249267	0.00548263370304195	0.00548263370304195	0	0.000215145448746107	0.000215145448746107	0.00501055593108907	0.000411665856720842	0.000340032893661705	0.00501055593108907	0.00501055593108907	0.00501055593108907	0.330696691451878	0.0082924164287438	0.00731494525736763	0.0132181776146808	0.00762912350116672	0.00658665370753347	0.00272026314929364	0.00130269955856149	0.000176475250994632	0.000192410439218895	0.00121446193306417	0.287145873123168	8.82376254973158e-05	8.82376254973158e-05	0
