"Centaurea_nigra"	"Leucanthemum_vulgare"	"Cirsium_palustre"	"Ranunculus_acris"	"Cirsium_arvense"	"Filipendula_ulmaria"	"Galium_verum"	"Hypochoeris_radicata"	"Primula_veris"	"Lotus_corniculatus"	"Lathyrus_pratensis"	"Orchis_morio"	"Taraxacum_officinale"	"Trifolium_repens"	"Cerastium_fontanum"	"Trifolium_dubium"	"Bombus_lapidarius"	"Maniola_jurtina"	"Bombus_pascuorum"	"Calocoris_bipunctatus"	"Empis_livida"	"Psithyrus_vest"	"Episyrphus_balteatus"	"Bombus_pratorum"	"Apis_mellifera"	"Bombus_terrestris.lucorum"	"Eristalis_tenax"	"Helophilus_sp1_M_PL_007"	"Syrphus_sp1_M_PL_007"	"Scathophaga_stercoraria"	"Sphaerophoria_sp1_M_PL_007"	"Anthophora_plumipes"	"Cheilosia_bergenstammi"	"Lucillia_sp1_M_PL_007"	"Melanostoma_sp1_M_PL_007"	"Platycheirus_sp1_M_PL_007"	"Eriothrix_rufomaculatus"	"Eristalis_nemorum"	"Meliscaeva_sp1_M_PL_007"	"Andrena_chrysosceles"	"Pollenia_sp1_M_PL_007"	"Andrena_pubescens"	"Bombus_hortorum"	"Cephus_pygmaeus"	"Eristalis_intricarius"	"Lasioglossum_calceatum"	"Lasioglossum_villosulum"	"Lycaena_phlaeas"	"Panameria_tenebrata"	"Sarcophagus_sp1_M_PL_007"	"Tropidia_scitta"	"Volucella_bombylans"
"Centaurea_nigra"	1.27150103607318	0.0367717258287039	0.00727774298837857	0.00203231196987151	0.00367471971445019	0.00264226886012532	0.0012786656087778	0.00233535542847591	0.000825659168642899	0.00186970939948552	0.00136149575637367	0.000583773027763364	0.000101801123823014	0.000680747878186837	0	0.000396320507099562	0.418514455497138	0.101137469794515	0.0326758981529682	0.0316661544498271	0.0122925303383781	0.0121517591618792	0.00831460803009804	0.00826801540617878	0.0122596518629645	0.00768677188783821	0.00387053790334677	0.00307045839809837	0.00674783585325215	0.000766167456436722	0.00063605123134655	0.000258018490200906	0.000239095525867237	0.000503722271626081	0.000421729553118405	0.00198740394131143	0.000424006120898099	0.000377791703719561	0.000245478330840138	0.000251861135813041	0.00025186113581304	5.97738814668092e-05	0.000875689418783179	5.97738814668092e-05	5.16036980401812e-05	5.97738814668092e-05	0.000145959714279745	0	1.69668539705024e-05	0.00012593056790652	0.00012593056790652	0.00012593056790652
"Leucanthemum_vulgare"	0.182851184600267	1.11818769284846	0.00658576553501988	0.0081659125031922	0.00464531136173708	0.004894557268505	0.00160461897094056	0.00130360752106368	0.00112210259205075	0.000682945302151515	0.000229488787412398	0.000730650150545779	0.00202535119546509	0.000114744393706199	0	0.000189400302815105	0.200006719772751	0.133876238413975	0.00550773089789757	0.00471216626624	0.0781521002088826	0.0141447470637536	0.00270966216732963	0.0207271693422433	0.00176302795069128	0.0202246254903317	0.0350464207530447	0.0387861341031185	0.00902968903181809	0.0199649558619593	0.00852267062925431	0.000350657060015861	0.000960695588610848	0.0153176396280611	0.00810293359737097	0.00428521092901602	0.000535997464815817	0.0114882297210458	0.0043097577013207	0.00765881981403055	0.00765881981403055	0.000240173897152712	0.00012593056790652	0.000240173897152712	7.01314120031721e-05	0.000240173897152712	8.14754700664801e-05	0	0.000337558532577516	0.00382940990701528	0.00382940990701528	0.00382940990701528
"Cirsium_palustre"	0.22972353954621	0.0418052942657784	1.04742963507029	0.00187430774306684	0.00116471758354179	0.00102310994281223	0.000342250022739415	0.00118640585576066	0.00039465667033969	0.00234961434626975	0.00320517840060876	0.000883840374562157	9.918592906386e-05	0.00160258920030438	0	0.000249008381988455	0.262952851379809	0.0221654394249528	0.0769242816146104	0.00574042177756292	0.00464850299475713	0.184489723761476	0.00186016397615458	0.0930623763448538	0.00221496525733261	0.00200620455455119	0.0018057843370443	0.0018032384663028	0.00155322978850975	0.000842628464721765	0.000535586183021325	0.000123330209481153	0.000220506793301981	0.000572675263914772	0.000384093911233391	0.000502222005119575	0.000134390490408668	0.000429506447936079	0.000253422212629683	0.000286337631957386	0.000286337631957386	5.51266983254953e-05	0.000158211804095186	5.51266983254953e-05	2.46660418962306e-05	5.51266983254953e-05	7.41503659850411e-05	0	1.653098817731e-05	0.000143168815978693	0.000143168815978693	0.000143168815978693
"Ranunculus_acris"	0.0867916758898069	0.0701307779685919	0.00253582812297278	1.15715404268264	0.00137714876733522	0.00510273530189223	0.000475867757479314	0.000555899541519294	0.000198182217113144	0.00108896544815859	0.00157424550061937	0.000552038529668818	0.00490818862261147	0.000787122750309684	0	0.000100614232616301	0.106248629642813	0.0483722637666181	0.0377818920148648	0.00220482699308725	0.00551395789947126	0.00187882185566381	0.0016685912087393	0.00189956733080001	0.000836834340535328	0.0016914469260676	0.00255350068968701	0.036555229166303	0.0013587366277424	0.0700867857865501	0.0016624830936159	6.19319428478574e-05	0.136135769727369	0.000960695588610848	0.0347269041970599	0.000572335630998506	0.000158901780846372	0.000720521691458136	0.0683080587608373	0.000480347794305424	0.000480347794305424	0.0340339424318423	5.97738814668092e-05	0.0340339424318423	1.23863885695715e-05	0.0340339424318423	3.47437213449559e-05	0	0.000818031437101912	0.000240173897152712	0.000240173897152712	0.000240173897152712
"Cirsium_arvense"	0.20521896251468	0.0521704199087395	0.00206065418626624	0.00180088684959221	1.06872693535737	0.000787453471350545	0.000277603747465609	0.000745082912153862	0.000271417005891117	0.000556153564717581	0.000226501152849428	0.000124951577822498	0.000105426178577349	0.000113250576424714	0	0.000147634329430956	0.155901851879089	0.267767791604421	0.00543602766838628	0.0461929555799068	0.0462328876711949	0.00259039658949799	0.00147998726657594	0.00220319941763285	0.00197869523085779	0.00204097565995615	0.00206480907665182	0.00212229622360025	0.0014588680632616	0.0010168346583535	0.000463238965683326	8.48178143409741e-05	0.000211869041128495	0.000714663286421089	0.000443109464798941	0.000494147130176944	0.123314646387389	0.000535997464815817	0.00028460034216952	0.000357331643210545	0.000357331643210544	5.29672602821239e-05	0.000141335373632699	5.29672602821239e-05	1.69635628681948e-05	5.29672602821239e-05	4.65676820096164e-05	0	1.75710297628914e-05	0.000178665821605272	0.000178665821605272	0.000178665821605272
"Filipendula_ulmaria"	0.159857266037582	0.0595504467668108	0.00196096072372344	0.00722887501101399	0.00085307459396309	1.04216361611172	0.0343893999739142	0.0137777994717806	0.000259484333884057	0.000549010453766356	0.000243750527386807	0.00818151721726114	0.00405387845014156	0.000121875263693404	0	0.000142378396690984	0.150351586905679	0.0188420127528098	0.00585001265728337	0.00399621385149426	0.00532264817928454	0.00227399073622986	0.190556528432396	0.00207097404144902	0.00154132350173977	0.00191667348851474	0.0455892265878601	0.00247220190446637	0.0888866219995417	0.00212057378111982	0.0501692713850035	8.10888543387677e-05	0.000850455883648705	0.000815759544750833	0.0440439777479426	0.0438476129625198	9.84316839188182e-05	0.000611819658563125	0.00062916782801206	0.000407879772375417	0.000407879772375416	0.000212613970912176	0.000110094535838555	0.000212613970912176	1.62177708677535e-05	0.000212613970912176	0.00086111246698629	0	0.000675646408356927	0.000203939886187708	0.000203939886187708	0.000203939886187708
"Galium_verum"	0.116038903996585	0.0292842962196653	0.00098396881537582	0.00101121898464354	0.000451106089631615	0.0515840999608713	1.08044088030173	0.021139968487817	0.000109951461529826	0.000281071567950484	0.000272054375047377	0.0202683316377233	0.0112831061204324	0.000136027187523689	0	4.83481268089319e-05	0.0510556219102321	0.0120336184566868	0.00652930500113705	0.00289434785396665	0.00290220655392704	0.00143099027500441	0.420422564244946	0.00122633873849268	0.00111883240768057	0.00114764819915344	0.00329168547116954	0.00119246179277753	0.0063799166024357	0.00244144458484258	0.142663597867146	3.43598317280705e-05	0.000118966939369828	0.000401154742735141	0.00237965660457966	0.00240945938515065	5.20507026498018e-05	0.000300866057051355	0.000159772155368699	0.00020057737136757	0.00020057737136757	2.97417348424571e-05	7.99166005486124e-05	2.97417348424571e-05	6.8719663456141e-06	2.97417348424571e-05	0.00132124803048856	0	0.00188051768673874	0.000100288685683785	0.000100288685683785	0.000100288685683785
"Hypochoeris_radicata"	0.211933505134189	0.0237908372594122	0.00341091683531189	0.0011812865257285	0.00121075973225002	0.020666699207671	0.021139968487817	1.04355882090861	0.000461257252332501	0.00108614723234662	0.000267354711609692	0.00379789667618926	0.000376716055216435	0.000133677355804846	0	0.000317489958847259	0.335269396542706	0.0188954579562354	0.00641651307863261	0.00530111739608042	0.00328163394041641	0.0025891459094367	0.143617451158055	0.00187165652851052	0.00204343599991642	0.00160388364284114	0.00203227084042385	0.00114141785056925	0.0681293201808517	0.000539650802225051	0.004362328256664	0.000144142891353907	0.000138974885379824	0.000325901880265921	0.00105880712846421	0.00123450736561226	0.000139703046028849	0.00024442641019944	0.000150962912756392	0.00016295094013296	0.00016295094013296	3.47437213449559e-05	0.000145959714279745	3.47437213449559e-05	2.88285782707813e-05	3.47437213449559e-05	0.0652224263067879	0	6.27860092027391e-05	8.14754700664801e-05	8.14754700664802e-05	8.14754700664802e-05
"Primula_veris"	0.0749285695543431	0.0204783723049263	0.00113463792722661	0.000421137211365431	0.000441052634573065	0.000389226500826085	0.000109951461529826	0.000461257252332501	1.23431547641733	0.00033899660052424	8.46607923583973e-05	4.83009393797028e-05	4.04746056550473e-05	4.23303961791986e-05	0	9.88887347816805e-05	0.104426503929455	0.00796464832229701	0.00203185901660154	0.00187469669231472	0.00198723248137363	0.00102696694766154	0.000584639778970994	0.000862150811922233	0.000722451772562536	0.0779082039204206	0.000802211573016846	0.000816907904681655	0.000562752830293901	0.000382175604764178	0.000185020451737784	0.385723586380416	4.95455542782859e-05	0.000280525648012689	0.000168866983443669	0.000189556578951288	5.08906886045845e-05	0.000210394236009516	9.49041891423151e-05	0.000140262824006344	0.000140262824006344	1.23863885695715e-05	5.16036980401812e-05	1.23863885695715e-05	0.0771447172760833	1.23863885695715e-05	2.88285782707813e-05	0	6.74576760917455e-06	7.01314120031721e-05	7.01314120031721e-05	7.01314120031721e-05
"Lotus_corniculatus"	0.271481804805298	0.0199420028228242	0.0108082259928408	0.00370248252373919	0.00144599926826571	0.00131762508903925	0.000449714508720775	0.0017378355717546	0.000542394560838784	1.00561348862207	0.00898376229520257	0.00235207135289986	9.01756140831456e-05	0.00449188114760129	0	0.000373869158155919	0.39480583101265	0.0231265225146569	0.215610295084862	0.00678656919461964	0.00347818630020887	0.00432822634704388	0.00249325598048455	0.00277708590917208	0.00261759315927973	0.0018711398307166	0.00123046463715866	0.00116578372686448	0.0016638024540581	0.000574295009721332	0.00065474558056087	0.00016949830026212	0.000435586179263434	0.000273178120860606	0.000300386650622797	0.000497137455488892	0.000166846069415275	0.000204883590645454	0.000286087619846868	0.000136589060430303	0.000136589060430303	0.000108896544815859	0.000186970939948552	0.000108896544815859	3.3899660052424e-05	0.000108896544815859	0.000108614723234662	0	1.50292690138576e-05	6.82945302151514e-05	6.82945302151515e-05	6.82945302151515e-05
