"Miconia_argentea"	"Miconia_lacera"	"Miconia_minutiflora"	"Miconia_impetiolaris"	"Pipra_mentalis"	"Pipra_coronata"	"Catharus_ustulatus"	"Tachyphonus_luctuosus"	"Eucometis_penicillata"	"Euphonia_fulvicrissa"	"Manacus_vitellinus"	"Mionectes_oleagineus"	"Catharus_minimus"	"Dendroica_pensylvanica"	"Catharus_fuscescens"	"Dendroica_striata"	"Empidonax_virescens"	"Habia_fuscicauda"	"Leptotila_cassinii"	"Oryzoborus_angolensis"	"Ramphocelus_dimidiatus"	"Schiffornis_turdinus"	"Seiurus_aurocapillus"
"Miconia_argentea"	1.19412904653445	0.0486125271265679	0.0540168152144738	0.0365749444578408	0.214065395089893	0.0668689164447489	0.11533205260494	0.102129457927289	0.0791152873076484	0.00297627717101436	0.0178126483370817	0.00969639262133543	0.00163514971431995	0.0157122242965059	0.00049604619516906	0.00785611214825296	0.000496046195169061	0.00785611214825296	0.00785611214825296	0.00785611214825296	0.00785611214825296	0.0005541658251188	0.00049604619516906
"Miconia_lacera"	0.0753990216656971	1.12830702464084	0.071540229985827	0.0580870570409709	0.221158163438596	0.225915381011374	0.0465946741183189	0.00644860053719778	0.0058405688765538	0.069080021916786	0.0257789802123265	0.00307949192921861	0.0238783433768552	0.000992092390338121	0.011513336986131	0.00049604619516906	0.011513336986131	0.00049604619516906	0.00049604619516906	0.00049604619516906	0.00049604619516906	0.000880106924863196	0.011513336986131
"Miconia_minutiflora"	0.0977447132452384	0.0834636016501315	1.08874010335015	0.0633849150878141	0.260924875276361	0.240438773824072	0.0893249609888215	0.00835974521176381	0.00739095074114883	0.00511001642755907	0.00491020845981105	0.0275258182384111	0.0146645305157358	0.00128611464796366	0.000851669404593178	0.000643057323981831	0.000851669404593179	0.000643057323981831	0.000643057323981832	0.000643057323981832	0.000643057323981832	0.000960377501330517	0.000851669404593178
"Miconia_impetiolaris"	0.0842332054180576	0.0862504786365932	0.0806717101117634	1.08217793916692	0.240467733426357	0.295444853940325	0.0161609073342359	0.0072041557265444	0.021938293693111	0.00528064154917917	0.03566181638381	0.0188715562697029	0.00272059135105691	0.0011083316502376	0.000880106924863195	0.0005541658251188	0.000880106924863196	0.0005541658251188	0.0005541658251188	0.0005541658251188	0.0005541658251188	0.016396635441923	0.000880106924863195
"Pipra_mentalis"	0.235782174301911	0.157054347949148	0.158823837124741	0.115006307290867	1.11592344766659	0.0931325905300658	0.0378691251683511	0.020165580696874	0.0172545049588789	0.0096155723234172	0.00979262741963545	0.00707523825412298	0.00509595074024313	0.0031023970302883	0.0016025953872362	0.00155119851514415	0.0016025953872362	0.00155119851514415	0.00155119851514415	0.00155119851514415	0.00155119851514415	0.00174251980743737	0.0016025953872362
"Pipra_coronata"	0.0941118083296466	0.204997290176988	0.1870079351965	0.180549632963532	0.119002754566195	1.1180467046634	0.0283013297796763	0.00804903623871978	0.0089271668369242	0.0125508545006319	0.0108931324332676	0.00780732701882609	0.00640990310969278	0.00123831326749535	0.00209180908343865	0.000619156633747675	0.00209180908343865	0.000619156633747675	0.000619156633747675	0.000619156633747675	0.000619156633747675	0.00273560049944745	0.00209180908343865
"Catharus_ustulatus"	0.381097217303279	0.0992669144259838	0.1631151461535	0.0231873887839037	0.113607375505053	0.0664466003522834	1.04979092445124	0.0325938409535699	0.0254235094213833	0.00607756618934594	0.00774294061119542	0.0067422365634091	0.00396770237446651	0.00501443706977999	0.00101292769822432	0.00250721853488999	0.00101292769822432	0.00250721853488999	0.00250721853488999	0.00250721853488999	0.00250721853488999	0.000351324072483389	0.00101292769822432
"Tachyphonus_luctuosus"	0.597064523267226	0.024306263563284	0.0270084076072369	0.0182874722289204	0.107032697544946	0.0334344582223745	0.0576660263024699	1.05106472896364	0.0395576436538242	0.00148813858550718	0.00890632416854083	0.00484819631066772	0.000817574857159976	0.00785611214825297	0.00024802309758453	0.00392805607412648	0.00024802309758453	0.00392805607412648	0.00392805607412648	0.00392805607412648	0.00392805607412648	0.0002770829125594	0.00024802309758453
"Eucometis_penicillata"	0.546614712307389	0.0260170795410124	0.0282199937389319	0.065814881079333	0.108232803832968	0.0438242735630825	0.0531582469719833	0.0467499424999741	1.03695868939862	0.00159288242087831	0.00971764998884666	0.00526524920377532	0.000866913113375292	0.00719229884614986	0.000265480403479718	0.00359614942307493	0.000265480403479718	0.00359614942307493	0.00359614942307493	0.00359614942307493	0.00359614942307493	0.000997195167868683	0.000265480403479718
"Euphonia_fulvicrissa"	0.0376995108328486	0.564153512320419	0.0357701149929135	0.0290435285204854	0.110579081719298	0.112957690505687	0.0232973370591594	0.00322430026859889	0.0029202844382769	1.03454001095839	0.0128894901061633	0.00153974596460931	0.0119391716884276	0.00049604619516906	0.0057566684930655	0.00024802309758453	0.0057566684930655	0.00024802309758453	0.00024802309758453	0.00024802309758453	0.00024802309758453	0.000440053462431598	0.0057566684930655
