"Microtus_arvalis"	"Lagurus_lagurus"	"Marmota_bobak"	"Arvicola_terrestris"	"Allocricetulus_eversmanni"	"Apodemus_uralensis"	"Microtus_gregalis"	"Spermophilus_major"	"Sorex_araneus"	"Clethrionomys_glareolus"	"Microtus_oeconomus"	"Spermophilus_pygmaeus"	"Allactaga_major"	"Cricetus_cricetus"	"Spermophilus_fulvus"	"Micromys_minutus"	"Ctenophthalmus_breviatus"	"Ctenophthalmus_assimilis"	"Citellophilus_tesquorum"	"Neopsylla_pleskei"	"Frontopsylla_elata"	"Oropsylla_ilovaiskii"	"Amalaraeus_penicilliger"	"Peromyscopsylla_bidentata"	"Corrodopsylla_birulai"	"Mesopsylla_hebes"	"Amphipsylla_prima"	"Frontopsylla_semura"	"Palaeopsylla_soricis"	"Leptopsylla_segnis"	"Neopsylla_setosa"	"Oropsylla_silantiewi"	"Amphipsylla_kalabukhovi"	"Amphipsylla_kuznetzovi"
"Microtus_arvalis"	1.11931138347157	0.0349501104228265	0.0231270494187352	0.0332248352096539	0.0252542076340995	0.0255880783910464	0.02137092984034	0.00863936833418447	0.00893784400375213	0.0117882176968075	0.009620159884759	0.00640478724075421	0.00183317139330159	0.00277438504183783	0.000334653108070581	0.000174152241593942	0.179383568291305	0.164871213099148	0.071244901554925	0.157187360358103	0.0588434430746114	0.00251061639446168	0.00330889259028489	0.016122647196924	0.00189048066249031	0.000672162844210582	0.00178375383738412	0.00114431895051605	0.000802114205464935	0.000753559438347624	0.000360765386619107	0.000608606563650927	0.000435417373001716	0.00474284484521852
"Lagurus_lagurus"	0.0841655720386435	1.09163918026324	0.042773092573506	0.0168218724051625	0.0235747482035635	0.018470744937371	0.00771256574221384	0.0167321604839005	0.00392320360998508	0.00679606544970648	0.00368757675488202	0.0127175895017036	0.000508380649162261	0.00324763118946511	0.000477200454462429	8.57490763636954e-05	0.431537054215267	0.0361458949871053	0.104221025905747	0.0295023485912734	0.00632244502998874	0.00463110878300769	0.00162923245091021	0.00222949857466363	0.000807516299784264	0.000186406238026162	0.0447626426124982	0.00109568634888584	0.000352082375255071	0.000669888690044562	0.000685132909158195	0.00112560769930279	0.000406461175923508	0.00035663377982476
"Marmota_bobak"	0.0718155745108094	0.0551547772658367	1.09457740355536	0.0112731793719072	0.0246045303105522	0.0181477457895876	0.00411304622990201	0.0265443277991536	0.00205534893843315	0.00145603455540789	0.00197459224948176	0.0188381406426958	0.000468993979322833	0.00162911118551988	0.0006543314725113	2.61954768528597e-05	0.216599488744243	0.0198979650147981	0.364459448070628	0.016349491585967	0.00507357676353262	0.00730729001647822	0.000497714060204334	0.00141935789685167	0.000424832833467265	0.000171964459085039	0.00229533765786036	0.00116959534501132	0.000184454391910667	0.000276852428614768	0.0010061095617374	0.0288046685146147	0.000424216039837106	0.000304303281825464
"Arvicola_terrestris"	0.105960285263221	0.0222776148068369	0.0115778598954723	1.0552585957774	0.0173163739126365	0.0280741450256659	0.0366251417798373	0.00452249237580159	0.0195992792085376	0.00676951414218317	0.0192490103909951	0.00340919590515465	0.000835000419517728	0.00147861751669975	0.000202765158684139	0.000177441754687937	0.112682186613454	0.391329769749035	0.0293499594386186	0.0710002314149962	0.0452516437186822	0.00131053382921497	0.00337139333907081	0.00267793894798588	0.00406858863438106	0.000306166820489834	0.00111442719246642	0.00078018962038284	0.00175890967256107	0.000416367866001618	0.000196136855264245	0.00030468052356506	0.000298558170907527	0.000448984259589917
"Allocricetulus_eversmanni"	0.102758500028405	0.0398331952405038	0.0322404190276201	0.022093304647157	1.05347566765063	0.0206742719488777	0.0117463791030429	0.0121241808363267	0.00512063430317686	0.00704905080309697	0.00489508987620079	0.00874125176847601	0.0021867733546375	0.00308146919423822	0.00721229121163345	0.000100854339306256	0.196454671482235	0.0850421033708703	0.114122168466343	0.181683546213882	0.00780196800574691	0.00462136225138962	0.00191623244681887	0.0025365783729965	0.00105740112870451	0.000801816896700418	0.00183945230378788	0.0466104824857306	0.000459544104131257	0.000653817484985023	0.00161829861948538	0.000848432079674212	0.0181633735801833	0.000435417373001716
"Apodemus_uralensis"	0.109796118187035	0.0329115091611338	0.0250768850910665	0.0377724860345323	0.0218019595097256	1.02616908239268	0.0246759966981869	0.00906490628528423	0.0115092583995391	0.0119888802871944	0.0119431183375128	0.00666158058286555	0.00127255176803851	0.00218477568528424	0.00031775594394831	0.000186468969301233	0.162544061507535	0.219567824793748	0.0860761885802947	0.1060997013399	0.0555828398244198	0.00258532080555403	0.00354291041672342	0.0215065306572204	0.00241583966398622	0.000466602314947452	0.00170662630717833	0.000992698958031282	0.0010328821640612	0.000675410214825718	0.000370177446984983	0.000659918028712276	0.000375895853615959	0.000465237788928117
"Microtus_gregalis"	0.0988929302415732	0.0148202243673913	0.00612924536220691	0.053142362582509	0.0133586272152252	0.0266113689882408	1.0467165203732	0.00250800890188202	0.0186289136913572	0.0261581302228075	0.0189447688029624	0.00191382857816383	0.000617035336269575	0.00118952839766342	0.000137989007423948	0.00356385126445519	0.0718946540689852	0.375314468960145	0.012157984993251	0.0532799343646066	0.0709774889301628	0.000741296260496775	0.0677131740246486	0.00491163904378286	0.00389418431534964	0.000226246289965511	0.00139757772984873	0.000598801065111974	0.00167182558768591	0.000962603241049979	0.000114132862102269	0.000161295930584392	0.000230321158883193	0.000419037840006666
"Spermophilus_major"	0.0407778185373507	0.032795034548445	0.0403473782547135	0.00669328871618636	0.014064049770139	0.00997139691381266	0.00255816907991966	1.14803458860321	0.00128692771189447	0.000869203061350585	0.00122754465740888	0.0101354306093194	0.0124609230801989	0.00108221816822325	0.0110133968800226	1.59647411353884e-05	0.144989325929158	0.0114946032954278	0.170665940181862	0.0101454096873792	0.00289439236479594	0.312635633274885	0.000303330081572379	0.000805018172587127	0.000265635646041115	0.00456900512940627	0.00136491232541963	0.00244177518848676	0.000115493512605914	0.000180942082168058	0.00231820569949516	0.00106177311196614	0.000242483616726534	0.000172787366683689
"Sorex_araneus"	0.0540854149970642	0.00985830650714199	0.00400529536720306	0.0371883759341482	0.00761530229703226	0.0162310054352475	0.0243608871348518	0.00164990732294163	1.14720689642505	0.00293567400289998	0.0261091176588268	0.00127044421079496	0.000156832694400406	0.000473392081848757	8.25746497586486e-05	0.000103906614127403	0.0492685481471727	0.289696678804582	0.00731340700110116	0.0125350800239239	0.00723948821142371	0.000469692931780708	0.00197422566842067	0.00133847492463764	0.192289029306625	5.75053212801487e-05	0.000491339675704063	0.000342008230291625	0.102954465063786	0.000156587258533804	7.425978499763e-05	0.000105402509663238	0.000131298315466073	0.000229175487275696
"Clethrionomys_glareolus"	0.0843036174680782	0.0201822549718556	0.00335329170336363	0.0151801226218653	0.0123892408054432	0.019981467145324	0.0404262012534297	0.00131697433537967	0.00346943291251816	1.10607434806323	0.00417375350869082	0.000956040527760357	0.00132894213906342	0.00999469478738813	0.000109776143150657	0.0100931749467915	0.0288276003998264	0.0680261436894756	0.0095520971835297	0.118812645186464	0.0415984284664495	0.000462475237015183	0.191770323989038	0.135504573503956	0.000752145214948477	0.000487278784323253	0.0343411699958199	0.000552315024093062	0.000311359363943937	0.03494521802782	6.38217632756028e-05	8.82445185095692e-05	0.000213607600093848	0.000357218718085077
