"Cordia_martinicensis"	"Cordia_sp1_M_PL_041"	"Cornutia_pyramidata"	"Unidentified_sp21_M_PL_041"	"Croton_flavens"	"Vernonia_sp1_M_PL_041"	"Chamaecrista_glandulosa"	"Wedelia_calycina"	"Mimosa_casta"	"Lantana_camara"	"Gonzalagunia_hirsuta"	"Guettarda_scabra"	"Ipomoea_tiliacea"	"Calliandra_tergemina"	"Daphnopsis_americana"	"Lantana_involucrata"	"Tetrazygia_angustifolia"	"Wedelia_trilobata"	"Sida_rhombifolia"	"Byrsonima_spicata"	"Miconia_striata"	"Spermacoce_assurgens"	"Ludwigia_octovalvis"	"Odontonema_nitidum"	"Palicourea_crocea"	"Centrosema_virginianum"	"Coccoloba_sp1_M_PL_041"	"Desmodium_adscendens"	"Oxalis_barrelieri"	"Oxalis_frutescens"	"Stigmaphyllon_diversifolium"	"Orthorhyncus_cristatus"	"Apis_mellifera"	"Unidentified_sp1_M_PL_041"	"Unidentified_sp2_M_PL_041"	"Unidentified_sp8_M_PL_041"	"Xylocopa_sp1_M_PL_041"	"Unidentified_sp4_M_PL_041"	"Unidentified_sp3_M_PL_041"	"Wasmannia_auropunctata"	"Appias_drusilla"	"Unidentified_sp6_M_PL_041"	"Ascia_monuste"	"Unidentified_sp7_M_PL_041"	"Unidentified_sp5_M_PL_041"	"Coereba_flaveola"	"Electrostrymon_angerona"	"Polygonus_sp1_M_PL_041"	"Janonia_evarete"	"Dryas_iulia"	"Agraulis_vanillae"	"Allosmaitia_piplea"	"Urbanus_sp1_M_PL_041"	"Phoebis_sp1_M_PL_041"	"Unidentified_sp10_M_PL_041"	"Eulampis_holosericeus"	"Eulampis_jugularis"	"Marpesia_petreus"	"Unidentified_sp18_M_PL_041"	"Unidentified_sp13_M_PL_041"	"Unidentified_sp16_M_PL_041"	"Unidentified_sp20_M_PL_041"	"Cyanophaia_bicolor"	"Loxigilla_noctis"	"Unidentified_sp17_M_PL_041"	"Unidentified_sp19_M_PL_041"	"Unidentified_sp9_M_PL_041"	"Anartia_jatrophae"	"Anolis_oculatus"	"Hemiargus_hanno"	"Pyrgus_oileus"	"Unidentified_sp11_M_PL_041"	"Unidentified_sp12_M_PL_041"	"Unidentified_sp15_M_PL_041"
"Cordia_martinicensis"	1.14932420695062	0.0219903671981682	0.0269411430455278	0.0253977254661668	0.00253869011296086	0.0176236409689348	0.0119249572548166	0.0153838958494268	0.0101555839688015	0.0133534959225451	0.00329213390819301	0.00602243915561411	0.00332683973158861	0.00419017816084405	0.00304875883983335	0.00495498137133097	0.00260561015566461	0.00367643087014684	0.000829404490810601	0.00121899890323491	0.00163808875842213	0.000224322775685309	9.9414028157988e-05	0.00111914001947242	0.00111914001947242	0	0.000830405183945509	0.000102581273965679	0	0.000373046673157474	2.77122758242375e-05	0.107437441869352	0.0475606379014003	0.0440058604067801	0.0790365990887346	0.00159516566715699	0.0747364665550958	0.0573594858675355	0.00800133936932293	0.0013301892395634	0.0331799991810514	0.00296490491246452	0.0299317619279222	0.0248894536083777	0.0245346092762376	0.00422701638165412	0.0217575710905109	0.0263192491358356	0.0167832718544704	0.00412798942118323	0.00402033502172107	0.0111672054322985	0.00373620926674674	0.00819966246964238	0.00336992603223658	0.000687198974942757	0.000625363874490779	0.0104484018813693	0.000687198974942757	0.00020735112270265	0.000718803550929248	0.00783630141102696	0.000273747234346096	0.000464502466302204	0.000479202367286165	0.000366283234510163	0.0026812175112432	0.000229776929384178	0.000121899890323491	0.000247749068566548	0	7.15681284389785e-05	0	0.000247749068566548
"Cordia_sp1_M_PL_041"	0.0755918872437033	1.08029108526301	0.0409519461197336	0.00420959576331747	0.000796604534653894	0.00660717491249565	0.0215037945938489	0.00918011327749953	0.0117629818945061	0.0166377361632643	0.00619725874104328	0.0156149944396957	0.00788149671508562	0.00590960471698795	0.00344238023034174	0.00417492435783675	0.00801409573796602	0.000663990104708525	0.000158851608341867	0.00374928455577358	0.00276424399514862	0.000335415350787576	0.000145414507844859	0.00280881541079157	0.00280881541079157	0	0.000114015242970343	3.41727311597092e-05	0	0.000936271803597191	4.63679064290447e-05	0.269646279435991	0.0537011315933312	0.135349172463426	0.00943031160567102	0.000618457278657016	0.0102613718673309	0.00504871754802103	0.00266547303045732	0.00222565950859414	0.0200023259538797	0.00412254426150929	0.00341770231792452	0.00205428351709746	0.0102465023138369	0.0120745396777907	0.00174953500730959	0.0101660695048768	0.00126861310720535	0.0183930599147801	0.0101521049735811	0.000806338477678157	0.000715112288060064	0.00902699045343841	0.000496538162405314	0.033759096414469	0.0012806673252351	0.000687198974942757	0.033759096414469	3.97129020854668e-05	0.0001191395027354	0.000515399231207067	0.000709772474531622	0.000706068036547132	7.94263351569334e-05	0.000218574125654751	0.000185037377764178	4.14993815442828e-05	0.000374928455577357	0.000208746217891837	0	0.000134723016109637	0	0.000208746217891837
"Cornutia_pyramidata"	0.102190542586485	0.0451883543390164	1.07820860608031	0.00278035266666682	0.000316090350933068	0.00424099350401355	0.0153228698824546	0.00357083851953824	0.00314311936623294	0.0120684549031284	0.00647389596920322	0.0168722023401202	0.00959537097758968	0.0083434677348308	0.000536217462048778	0.00442041517953751	0.00479582886757878	0.000384336701404953	0.000180351015692609	0.00224366262810703	0.00168382717007375	0.000278708084618908	0.000146580551868948	0.00374969088942485	0.00374969088942485	0	0.00153123010532636	1.97440957554706e-05	0	0.00124989696314162	4.79935088081641e-05	0.359970325384785	0.00836499240796094	0.0809962208746638	0.00967528152701361	0.000254802493556624	0.137810709479373	0.00563071685411406	0.00154003946892671	0.00230368842279188	0.00429199890619006	0.00282927872208273	0.00386589657385762	0.00238948960026578	0.00258436233876408	0.00446993891498158	0.00211911420927218	0.00267883895760681	0.00153568932973626	0.00187478887452764	0.00170273477949211	0.00100769415901951	0.000498074446712692	0.00109588547320528	0.000413054481961782	0.00141213607309426	0.00161659475894025	0.000929004932604408	0.00141213607309426	4.50877539231523e-05	7.86892264150988e-05	0.000696753699453306	0.000766918288187283	0.0185898035531088	5.24594842767325e-05	8.50199647509105e-05	0.000247280484458819	2.40210438378095e-05	0.000224366262810703	0.000221020758976876	0	0.000140736868895722	0	0.000221020758976876
"Unidentified_sp21_M_PL_041"	0.105424520802956	0.00508328545004374	0.00304265008805049	1.1078320945212	0.00117201547357283	0.0452126220713087	0.00751405841271184	0.0221080398825791	0.0106810024465619	0.0045348419068962	0.000738322610330227	0.000672121963370199	0.000656854014931008	0.000720935675416664	0.00300417591918723	0.00211879331354679	0.000497242286412064	0.00507488672754836	8.57235739104907e-05	0.000232627970251258	0.00432986709449765	0.00016559805767217	3.11243463598725e-05	0.000125467112248906	0.000125467112248906	0	8.32780977951548e-05	0.00201723306924243	0	4.18223707496353e-05	6.66096173555343e-06	0.012044842775895	0.0468651443393209	0.00839786972607042	0.0635562575818607	0.0010918631930148	0.00749502880156393	0.184632247294803	0.157344179400909	0.000319726163306565	0.00472677570994322	0.0030579186217757	0.00300757401917039	0.0153280554997659	0.0238532486650592	0.000464934045621211	0.0333600010696713	0.00244793349852568	0.00319777032799894	0.000918132685108744	0.000699207120378605	0.0323121432587572	0.0025034986693524	0.00124995826276107	0.00197711676738623	0.000158852670313867	0.000118153535637209	0.00095840473457233	0.000158852670313867	2.14308934776227e-05	0.0313537385241849	0.000718803550929247	3.0550998335009e-05	5.24594842767325e-05	0.0209024923494566	0.000526381901966168	0.00024674481480229	0.000317180420471772	2.32627970251258e-05	0.00010593966567734	0	1.6050491528918e-05	0	0.00010593966567734
"Croton_flavens"	0.0116356630177373	0.00106213937953852	0.000381942507377458	0.00129410041873667	1.29179773224849	0.00119564552549505	0.000797217985952482	0.0144262186457121	0.000598171560620274	0.00104444239894114	0.000982796714941466	9.69805044994575e-05	6.75686349914002e-05	7.24287441372617e-05	0.000167422894003212	0.000508420949605383	4.68186887673621e-05	9.14049581275616e-05	0.000148223614498824	2.19034801250817e-05	4.31153973990903e-05	0.000214133353708067	0.00650798855736437	1.8793078149668e-05	1.8793078149668e-05	0	8.78448467389257e-06	1.82199029284958e-05	0	6.26435938322268e-06	5.99982492742882e-05	0.00180413550236813	0.0026117971464501	0.000790715632515449	0.0157293257585114	0.620143393335068	0.000790603620650332	0.000798876779806754	0.00142115242842267	0.00287991596516583	0.00110609837253213	0.000716910723589247	0.000371879116275564	0.000486932125850957	0.000455453996204983	5.88122685773931e-05	0.000257673683271514	0.0137289712282579	0.000194515518608194	0.000292147418270474	0.000131450282110907	0.000142404238255853	0.000580655224215147	0.000100628176948922	0.000237173827888667	3.31918556105789e-05	1.20675165807881e-05	0.000105778754706702	3.31918556105789e-05	3.70559036247059e-05	3.6625483549151e-05	7.93340660300267e-05	4.40820474997534e-06	6.58521564443892e-06	2.44169890327673e-05	0.00034348139632648	3.87966565515776e-05	5.7128098829726e-06	2.19034801250817e-06	2.54210474802691e-05	0	2.13651459769884e-05	0	2.54210474802691e-05
"Vernonia_sp1_M_PL_041"	0.0842869785470793	0.00919259118260264	0.00534733963549534	0.0520928036908556	0.00124763011356005	1.07509870905054	0.0143780236330239	0.0411116973118868	0.0163984634395072	0.00365897631260744	0.00159146457111934	0.000700008273050059	0.000967423698358973	0.00111047675920627	0.00576520749757607	0.00224457992122721	0.0012927942547903	0.00836442391899566	0.000104229948293737	0.00060481602563289	0.00339560470204389	0.00137174110260015	7.78969834947355e-05	0.000130484263222382	0.000130484263222382	0	0.000198101345224367	0.00240631842432242	0	4.34947544074606e-05	2.05697093904844e-05	0.0125264892693487	0.0899372369621867	0.0218338585253473	0.0478386941620221	0.00158640982168167	0.017829121070193	0.0480185179133907	0.187692837097149	0.000987346050743251	0.0163449804689541	0.0275106714630026	0.00243373358405266	0.0611341960119596	0.014954032542195	0.000486485823682727	0.00317798209981006	0.00200042641442759	0.0149263294021853	0.00109565580252191	0.000602172536513017	0.00224056989227897	0.0367174028183497	0.0123323565964113	0.0357385528823524	0.000287268474456332	0.000176451800255185	0.000766245259518902	0.000287268474456332	2.60574870734342e-05	0.00147432463276006	0.000574683944639176	3.18185578659118e-05	9.21955109568162e-05	0.00098288308850671	0.000978849935997305	0.000200247143904204	0.000522776494937229	6.04816025632889e-05	0.000112228996061361	0	3.45970558938987e-05	0	0.000112228996061361
"Chamaecrista_glandulosa"	0.0624640618109439	0.0327676870001507	0.0211601536471992	0.00948202609223161	0.000911106269659979	0.0157473592171215	1.10593417958669	0.018672176940076	0.0083115964132176	0.00424111048102587	0.00395038205150497	0.00173755030177981	0.0010025940826364	0.00100161639885999	0.000693802973329862	0.00184449358150495	0.0176339333671181	0.000439416102854784	0.000247856286450645	0.00824979338812542	0.00617164283004962	0.00917704226381213	0.000273669819301347	0.000357370535414713	0.000357370535414713	0	0.000220938150615767	7.51698775370466e-05	0	0.000119123511804904	8.81098168995813e-05	0.0343075713998124	0.0108233263839458	0.297817541311328	0.046880873225402	0.000915356123055124	0.0198844335554191	0.0187905840586959	0.00586325044788963	0.0042292712111799	0.00354620589120235	0.187166969075381	0.00192583869714444	0.00244524962870544	0.00210603246768716	0.000805735141605153	0.0145699525340876	0.00168512601342818	0.00113280363478421	0.00119040303886344	0.000790656746441535	0.00083621433639764	0.0013223280830252	0.00085305583323003	0.000877752441594815	0.00102399021875471	0.00017540508027255	0.000567855107372218	0.00102399021875471	6.19640716126613e-05	0.000268359229025423	0.000425891330529163	7.89795591718094e-05	0.000364830235296538	0.000178906152683615	0.000444575641430382	0.000162618467380608	2.7463506428424e-05	0.000824979338812542	9.22246790752476e-05	0	8.58778706848907e-05	0	9.22246790752476e-05
"Wedelia_calycina"	0.0805823115922359	0.013988744041904	0.00493115795555281	0.0278982408042069	0.016487107023671	0.045027097055876	0.018672176940076	1.05537546811443	0.0259860078688674	0.0102138436028888	0.00327219632979378	0.00142122816066727	0.00176871979378435	0.00166048329676817	0.00952567894232046	0.00562241163625428	0.000687351661342017	0.00377697708493425	0.000147372612515071	0.00032156802869802	0.00147293876651895	0.00213008964181234	0.000457747930282159	0.000288268994903316	0.000288268994903316	0	7.07787751139198e-05	0.00112296033360239	0	9.60896649677719e-05	4.0047684438093e-05	0.0276738235107183	0.148600591500199	0.0116086058359985	0.0990961171946109	0.0330852779428523	0.00637008976025279	0.0103940642723524	0.0875909060209867	0.00192228885302846	0.0537950490392774	0.0422088783584594	0.0028541629622657	0.0169225840143011	0.0153373621561169	0.000707554623116536	0.0024769936117051	0.00211244393354143	0.0025325189427627	0.0137222904185602	0.0012381549396092	0.00152213932196958	0.039343397525338	0.00114813688259127	0.01421541018928	0.000437148251309501	0.000304114139061452	0.000732566469020326	0.000437148251309502	3.68431531287677e-05	0.000789572852949253	0.000549424851765244	6.46012800303306e-05	8.50199647509105e-05	0.000526381901966168	0.025127987336058	0.000195422668298004	0.00023606106780839	3.2156802869802e-05	0.000281120581812714	0	7.11347028216039e-05	0	0.000281120581812714
"Mimosa_casta"	0.0720718862302044	0.0242848658467223	0.00588067494327454	0.0182610686989606	0.000926201126121714	0.0243332038134622	0.0112608725598432	0.0352068493707236	1.08164717287146	0.00268281772701209	0.00436476115037458	0.000999357164831894	0.00375152465070994	0.00360683247257593	0.0307153868104848	0.0011575846777684	0.00377449776639527	0.00383900060102441	0.000125290946746475	0.0017658469082551	0.00166900519457936	0.000276171578584046	0.000112329675891035	0.000171504316390516	0.000171504316390516	0	6.38125209592021e-05	0.00012310658062893	0	5.71681054635055e-05	3.30347074939383e-05	0.0164644143734896	0.479160034243564	0.0637470733880091	0.0275046147284734	0.0012961042341036	0.0057431268863282	0.024745011496406	0.00960231328905655	0.00158566595970904	0.00449670048828356	0.00371841657814686	0.00218086601842184	0.0033880577940674	0.00269209215830997	0.000871881709298221	0.00196127863715025	0.00183737085714745	0.0022070399446483	0.00116110716850053	0.000601934304657216	0.00117202166475632	0.00221466125635363	0.00094561608452287	0.00137640293800307	0.000758902057710073	0.000649282204967539	0.000655198965729131	0.000758902057710073	3.13227366866187e-05	0.000516822699027187	0.000491399224296848	4.5425325674177e-05	0.000101390947297837	0.000344548466018125	0.000838258318350561	0.000174240653661156	0.000239937537564026	0.00017658469082551	5.78792338884199e-05	0	9.48861119646648e-05	0	5.78792338884199e-05
"Lantana_camara"	0.108806263072589	0.0394375968314412	0.0259248290511647	0.00890172670612957	0.00185678648700647	0.00623381149555343	0.00659728297048469	0.0158882011600493	0.00308027220508795	1.07869995676583	0.00336294950413709	0.00920955734938378	0.00525600492913266	0.00637251304874133	0.000628097537127319	0.00596775975279525	0.000687417826746357	0.00046916174948524	0.000131571206903428	0.000321598983273149	0.000351650688178354	0.0001632309385759	8.88951675722756e-05	0.00201943863885113	0.00201943863885113	0	0.000114754527328316	4.41388885371995e-05	0	0.000673146212950377	2.52809994239291e-05	0.193866109329708	0.00979832157918618	0.0116097232961607	0.129926576216397	0.00127911259144783	0.0103279074595484	0.00674003706907704	0.00344283330590156	0.0012134879723486	0.0050778793902554	0.00183514674638636	0.0829424827304246	0.00283750056251348	0.00295855005917516	0.00276748401720708	0.00230877043670509	0.00280031736643808	0.00166877102714682	0.080956345165098	0.10043501881324	0.00124108350760868	0.00101799917905618	0.00111772593043531	0.000639708675245486	0.00123242490098254	0.000975626268578649	0.000989147846114449	0.00123242490098254	3.2892801725857e-05	0.000251935661494233	0.000741860884585836	0.000418616243153808	0.000446979811226978	0.000167957107662822	0.000378290503810698	0.000258251228770564	2.93226093428275e-05	3.21598983273149e-05	0.000298387987639763	0	7.31075979160238e-05	0	0.000298387987639763
