"Fuchsia_regia"	"Spirotheca_rivieri"	"Inga_sp1_M_PL_069_02"	"Aegiphila_obducta"	"Nematanthus_australis"	"Justicia_carnea"	"Vriesea_altodaserrae"	"Vriesea_incurvata"	"Heliconia_farinosa"	"Nidularium_inocentii"	"Clytolaema_rubricauda"	"Thalurania_glaucopis"	"Phaethornis_eurynome"	"Amazilia_versicolor"
"Fuchsia_regia"	1.16297737125258	0.0773242293105692	0.0724756061013605	0.0143711425968242	0.00318492605013857	0.000295753234714269	0.000974573296876199	0.000246461028928557	0.00138468604977	9.8584411571423e-05	0.455515558959935	0.207702907465499	0.00325328558185696	0.00019491465937524
"Spirotheca_rivieri"	0.138057819382089	1.10264460940482	0.086310810819635	0.00290786619281256	0.00166795497991128	5.98428988402516e-05	0.00133443467818781	4.98690823668763e-05	0.00028017826172535	1.99476329467505e-05	0.623714768584984	0.0420267392588026	0.000658271887242767	0.000266886935637563
"Inga_sp1_M_PL_069_02"	0.144331762577923	0.0962697505295929	1.08282755040804	0.00579395119830083	0.00204987959772913	0.000119237548241485	0.00124383313461042	9.93646235345709e-05	0.00055825786594785	3.97458494138284e-05	0.581367607116911	0.0837386798921775	0.00131161303065634	0.000248766626922084
"Aegiphila_obducta"	0.136672498982042	0.0154888382923281	0.0276690730694366	1.09801514115864	0.00403949403258949	0.0225967787581952	0.000141095802880148	0.0188306489651627	0.00234750468599842	0.00753225958606507	0.0659481782661809	0.352125702899762	0.248564566340147	2.82191605760295e-05
"Nematanthus_australis"	0.185521942420572	0.0544170312196056	0.059958978233577	0.0247419009496106	1.00455732080387	0.000509179920074306	0.000649008833929405	0.000424316600061922	0.00238392771200306	0.000169726640024769	0.303346728978604	0.35758915680046	0.00560097912081736	0.000129801766785881
"Justicia_carnea"	0.0229701678961415	0.00260316609955094	0.00465026438141792	0.184540359858594	0.000678906560099074	1.05421794600978	2.37135803159912e-05	0.0451816216748172	0.000394538602688809	0.0180726486699269	0.0110837274396943	0.0591807904033214	0.596397406107588	4.74271606319824e-06
"Vriesea_altodaserrae"	0.0908302312688617	0.0696574902014038	0.0582113906997677	0.00138273886822545	0.00103841413428705	2.84562963791894e-05	1.11201818341607	2.37135803159912e-05	0.000133229435892567	9.48543212639647e-06	0.423965595339396	0.0199844153838851	0.000313019260171083	0.222403636683215
"Vriesea_incurvata"	0.0229701678961415	0.00260316609955094	0.00465026438141792	0.184540359858594	0.000678906560099074	0.0542179460097807	2.37135803159912e-05	1.04518162167482	0.000394538602688809	0.0180726486699269	0.0110837274396943	0.0591807904033214	0.596397406107588	4.74271606319824e-06
"Heliconia_farinosa"	0.215087899730939	0.0243755087701055	0.0435441135439323	0.0383425765379741	0.00635714056534151	0.000789077205377619	0.000222049059820945	0.000657564337814682	1.0036943778469	0.000263025735125873	0.10378573056031	0.554156677035239	0.0086798492591538	4.4409811964189e-05
"Nidularium_inocentii"	0.0229701678961415	0.00260316609955094	0.00465026438141792	0.184540359858594	0.000678906560099074	0.0542179460097807	2.37135803159912e-05	0.0451816216748172	0.000394538602688809	1.01807264866993	0.0110837274396943	0.0591807904033214	0.596397406107588	4.74271606319824e-06
"Clytolaema_rubricauda"	0.272490693806585	0.208972470604212	0.174634172099303	0.00414821660467634	0.00311524240286114	8.53688891375682e-05	0.00272121691488701	7.11407409479735e-05	0.000399688307677701	2.84562963791894e-05	1.27189678601819	0.0599532461516552	0.00093905778051325	0.000544243382977402
"Thalurania_glaucopis"	0.430175799461878	0.048751017540211	0.0870882270878646	0.0766851530759483	0.012714281130683	0.00157815441075524	0.00044409811964189	0.00131512867562936	0.00738875569380319	0.000526051470251746	0.207571461120619	1.10831335407048	0.0173596985183076	8.8819623928378e-05
"Phaethornis_eurynome"	0.0459403357922831	0.00520633219910189	0.00930052876283584	0.369080719717188	0.00135781312019815	0.108435892019561	4.74271606319824e-05	0.0903632433496345	0.000789077205377619	0.0361452973398538	0.0221674548793886	0.118361580806643	1.19279481221518	9.48543212639647e-06
"Amazilia_versicolor"	0.0454151156344309	0.0348287451007019	0.0291056953498838	0.000691369434112723	0.000519207067143524	1.42281481895947e-05	0.556009091708037	1.18567901579956e-05	6.66147179462835e-05	4.74271606319824e-06	0.211982797669698	0.00999220769194253	0.000156509630085542	1.11120181834161
