"Canthium_bibracteatum"	"Nephrosperma_vanhoutteanum"	"Dillenia_ferruginea"	"Roscheria_melanochaetes"	"Soulamea_terminaloides"	"Excoecaria_benthiamiana"	"Apis_mellifera"	"Lasioglossum_mahense"	"Hemipyrellia_germana"	"Neophyllomyza_approximatonervis"	"Unidentified_sp7_M_PL_098"	"Ornidia_obesa"	"Rhiparida_seychellensis"	"Unidentified_sp1_M_PL_098"	"Forcipomyia_sp1_M_PL_098"	"Melanostoma_annulipes"	"Lygistorrhina_sp1_M_PL_098"	"Phelsuma_sp1_M_PL_098"	"Unidentified_sp2_M_PL_098"	"Unidentified_sp3_M_PL_098"	"Unidentified_sp6_M_PL_098"	"Hemipyrellia_sp1_M_PL_098"	"Unidentified_sp4_M_PL_098"	"Unidentified_sp5_M_PL_098"
"Unidentified_sp1_M_PL_098"	0.0579826893851759	0.570590550883845	0.0286122913798497	0.00553836637392333	0.00128160436941983	0.00266116427445281	0.117685003438635	0.133896239774644	0.0156672310207346	0.0163112680557115	0.00103533397937908	0.00178958917855481	0.00911704756976936	1.01584973752455	0.000461530531160277	0.0118873031434134	0.000213600728236638	0.00792486876227562	0.000260643874505078	0.000307687020773518	0.000260643874505078	0.000357917835710962	0.000153843510386759	0.000153843510386759
"Forcipomyia_sp1_M_PL_098"	0.00734174546077377	0.0221534654956933	0.00353932489383827	0.616146586906504	0.0100311046092935	0.0074544393005642	0.00866766546254908	0.0235969951709564	0.00329437572478838	0.0519609229504223	0.0863213587781819	0.000226597082122647	0.000455158891350112	0.000615374041547036	1.05134554890888	0.000461530531160277	0.00167185076821558	0.000307687020773518	0.0179511083537329	0.0342303659392502	0.0179511083537329	4.53194164245294e-05	0.0171151829696251	0.0171151829696251
"Melanostoma_annulipes"	0.0579826893851759	0.570590550883845	0.0286122913798497	0.00553836637392333	0.00128160436941983	0.00266116427445281	0.117685003438635	0.133896239774644	0.0156672310207346	0.0163112680557115	0.00103533397937908	0.00178958917855481	0.00911704756976936	0.0158497375245513	0.000461530531160277	1.01188730314341	0.000213600728236638	0.00792486876227562	0.000260643874505078	0.000307687020773518	0.000260643874505078	0.000357917835710962	0.000153843510386759	0.000153843510386759
"Lygistorrhina_sp1_M_PL_098"	0.0287464726364688	0.015379252433038	0.00910931450853962	0.0300933138278804	0.579432202234617	0.00390611102612308	0.0133386416187959	0.0104248233173314	0.0987782139485374	0.00293497760879664	0.00457023802315125	0.000887236809767555	0.000593155499425789	0.000427201456473277	0.00250777615232336	0.000320401092354958	1.09657203370577	0.000213600728236638	0.0491219422369925	0.00167185076821558	0.0491219422369925	0.000177447361953511	0.000835925384107788	0.000835925384107788
"Phelsuma_sp1_M_PL_098"	0.0579826893851759	0.570590550883845	0.0286122913798497	0.00553836637392333	0.00128160436941983	0.00266116427445281	0.117685003438635	0.133896239774644	0.0156672310207346	0.0163112680557115	0.00103533397937908	0.00178958917855481	0.00911704756976936	0.0158497375245512	0.000461530531160277	0.0118873031434134	0.000213600728236638	1.00792486876228	0.000260643874505078	0.000307687020773518	0.000260643874505078	0.000357917835710962	0.000153843510386759	0.000153843510386759
"Unidentified_sp2_M_PL_098"	0.0180441090486213	0.0187663589643656	0.00632431970118894	0.323119950367192	0.294731653421955	0.00568027516334364	0.0110031535406725	0.0170109092441439	0.0510362948366629	0.0274479502796095	0.0454457984006666	0.000556916945945101	0.000524157195387951	0.000521287749010157	0.0269266625305993	0.000390965811757617	0.0491219422369925	0.000260643874505078	1.03353652529536	0.0179511083537329	0.0335365252953627	0.00011138338918902	0.00897555417686645	0.00897555417686644
"Unidentified_sp3_M_PL_098"	0.00734174546077377	0.0221534654956933	0.00353932489383827	0.616146586906504	0.0100311046092935	0.00745443930056419	0.00866766546254908	0.0235969951709564	0.00329437572478837	0.0519609229504223	0.0863213587781819	0.000226597082122647	0.000455158891350112	0.000615374041547036	0.0513455489088753	0.000461530531160277	0.00167185076821558	0.000307687020773518	0.0179511083537329	1.03423036593925	0.0179511083537329	4.53194164245294e-05	0.0171151829696251	0.0171151829696251
"Unidentified_sp6_M_PL_098"	0.0180441090486213	0.0187663589643656	0.00632431970118894	0.323119950367192	0.294731653421955	0.00568027516334364	0.0110031535406725	0.0170109092441439	0.0510362948366629	0.0274479502796095	0.0454457984006666	0.000556916945945101	0.000524157195387951	0.000521287749010157	0.0269266625305993	0.000390965811757617	0.0491219422369925	0.000260643874505078	0.0335365252953627	0.0179511083537329	1.03353652529536	0.00011138338918902	0.00897555417686645	0.00897555417686645
"Hemipyrellia_sp1_M_PL_098"	0.577825348518079	0.0515401683423786	0.0296636478465831	0.00163149899128306	0.00212936834344213	0.00387663462490042	0.166563507135219	0.109288187627491	0.027608063884494	0.00156762959211744	0.000614260544612689	0.0178341156950024	0.00195182099836289	0.00143167134284385	0.000135958249273588	0.00107375350713289	0.000354894723907022	0.000715835671421925	0.00022276677837804	9.06388328490589e-05	0.00022276677837804	1.003566823139	4.53194164245295e-05	4.53194164245294e-05
"Unidentified_sp4_M_PL_098"	0.00734174546077377	0.0221534654956933	0.00353932489383827	0.616146586906504	0.0100311046092935	0.0074544393005642	0.00866766546254908	0.0235969951709564	0.00329437572478838	0.0519609229504223	0.0863213587781819	0.000226597082122647	0.000455158891350112	0.000615374041547036	0.0513455489088753	0.000461530531160277	0.00167185076821558	0.000307687020773518	0.0179511083537329	0.0342303659392502	0.0179511083537329	4.53194164245295e-05	1.01711518296963	0.0171151829696251
"Unidentified_sp5_M_PL_098"	0.00734174546077377	0.0221534654956933	0.00353932489383827	0.616146586906504	0.0100311046092935	0.0074544393005642	0.00866766546254908	0.0235969951709564	0.00329437572478838	0.0519609229504223	0.0863213587781819	0.000226597082122647	0.000455158891350112	0.000615374041547036	0.0513455489088753	0.000461530531160277	0.00167185076821558	0.000307687020773518	0.0179511083537329	0.0342303659392502	0.0179511083537329	4.53194164245294e-05	0.0171151829696251	1.01711518296962
