"Nephrosperma_vanhoutteanum"	"Nepenthes_pervillei"	"Erythroxylum_sechellarum"	"Psychotria_pervillei"	"Canthium_bibracteatum"	"Dillenia_suffruticosa"	"Paragenipa_wrightii"	"Chrysobalanus_icaco"	"Memecylon_eleagni"	"Roscheria_melanochaetes"	"Apis_mellifera"	"Lasioglossum_mahense"	"Hemipyrellia_sp1_M_PL_127"	"Xylocopa_caffra"	"Lygistorrhina_sp1_M_PL_127"	"Megachile_seychellensis"	"Unidentified_sp1_M_PL_127"	"Cratopus_aurostriatus"	"Eristalinus_vicarians"	"Leptotes_pirithous"	"Unidentified_sp2_M_PL_127"
"Nephrosperma_vanhoutteanum"	1.17920705627376	0.0246319374379634	0.0339858678545247	0.0317713379994878	0.0165941707666029	0.00295964790140758	0.0162780634577417	0.0139526258209214	0.0139526258209214	0	0.358117396070317	0.24795025089027	0.00554218592354176	0.00126842052917468	0.021132359565452	0.0193312632176027	0.0024275619896089	0	0.000615798435949084	0.000615798435949084	0.00966563160880133
"Nepenthes_pervillei"	0.0751274091857883	1.18126918962029	0.0165875961649525	0.00755331667635845	0.0151286302562274	0.00236475641262797	0.0130061602694538	0.0111481373738176	0.0111481373738176	0	0.286135525927984	0.0197924798944967	0.265785567664565	0.00101346703398341	0.0318439430592788	0.00123159687189817	0.00118482829749661	0	0.0295317297405072	0.0295317297405072	0.000615798435949084
"Erythroxylum_sechellarum"	0.148081281366143	0.0236965659499321	1.06902533303706	0.0265864312856774	0.0154575939110231	0.0031695326859594	0.0174324297727767	0.01494208266238	0.01494208266238	0	0.383513455001088	0.191153899544874	0.00533172733873473	0.00135837115112546	0.00412408998914457	0.0024275619896089	0.0763589523597901	0	0.000592414148748303	0.000592414148748303	0.00121378099480445
"Psychotria_pervillei"	0.193805161796875	0.0151066333527169	0.0372210037999484	1.04562750736536	0.00990530098543645	0.00198810836081574	0.0109345959844866	0.00937251084384564	0.00937251084384564	0	0.240561111658705	0.409412519434397	0.0033989925043613	0.000852046440349604	0.00426232113272644	0.00317713379994878	0.00265864312856774	0	0.000377665833817922	0.000377665833817923	0.00158856689997439
"Canthium_bibracteatum"	0.144606345251826	0.0432246578749355	0.0309151878220462	0.0141504299791949	1.03036873114977	0.00439888671559598	0.0241938769357779	0.0207376088020953	0.0207376088020953	0	0.532265292587113	0.0378162557814727	0.00972554802186048	0.00188523716382685	0.0770489787813714	0.00237059582380042	0.00220822770157473	0	0.00108061644687339	0.00108061644687339	0.00118529791190021
"Dillenia_suffruticosa"	0.0257912174265517	0.00675644689322277	0.0063390653719188	0.00284015480116535	0.00439888671559598	1.2736363491917	0.00499992055433031	0.00428564618942598	0.00428564618942598	0	0.109998252195267	0.00697331706452354	0.00152020055097512	0.545844149653584	0.000905924209359935	0.000422806843058225	0.000452790383708486	0	0.000168911172330569	0.000168911172330569	0.000211403421529113
"Paragenipa_wrightii"	0.141851695846035	0.0371604579127252	0.0348648595455534	0.0156208514064094	0.0241938769357779	0.00499992055433031	1.02749956304882	0.0235710540418429	0.0235710540418429	0	0.604990387073968	0.0383532438548795	0.00836110303036317	0.00214282309471299	0.00498258315147964	0.00232543763682024	0.00249034711039667	0	0.00092901144781813	0.00092901144781813	0.00116271881841012
"Chrysobalanus_icaco"	0.141851695846035	0.0371604579127252	0.0348648595455534	0.0156208514064094	0.0241938769357779	0.00499992055433031	0.0274995630488167	1.02357105404184	0.0235710540418429	0	0.604990387073968	0.0383532438548795	0.00836110303036317	0.00214282309471299	0.00498258315147964	0.00232543763682024	0.00249034711039667	0	0.00092901144781813	0.00092901144781813	0.00116271881841012
"Memecylon_eleagni"	0.141851695846035	0.0371604579127252	0.0348648595455534	0.0156208514064094	0.0241938769357779	0.00499992055433031	0.0274995630488167	0.0235710540418429	1.02357105404184	0	0.604990387073968	0.0383532438548795	0.00836110303036317	0.00214282309471299	0.00498258315147964	0.00232543763682024	0.00249034711039667	0	0.00092901144781813	0.00092901144781813	0.00116271881841012
"Roscheria_melanochaetes"	0	0	0	0	0	0	0	0	0	1.33333333333333	0	0	0	0	0	0	0	0.666666666666667	0	0	0
"Apis_mellifera"	0.283703391692069	0.0743209158254504	0.0697297190911069	0.0312417028128188	0.0483877538715557	0.00999984110866063	0.0549991260976335	0.0471421080836858	0.0471421080836858	0	1.20998077414794	0.0767064877097589	0.0167222060607263	0.00428564618942598	0.00996516630295929	0.00465087527364048	0.00498069422079335	0	0.00185802289563626	0.00185802289563626	0.00232543763682024
"Lasioglossum_mahense"	0.432141865837329	0.011309988511141	0.0764615598179497	0.116975005552685	0.00756325115629454	0.00139466341290471	0.0076706487709759	0.00657484180369363	0.00657484180369363	0	0.16875427296147	1.13687584650838	0.00254474741500672	0.000597712891244875	0.00790727482080729	0.00708429288257916	0.0054615399869964	0	0.000282749712778524	0.000282749712778524	0.00354214644128958
"Hemipyrellia_sp1_M_PL_127"	0.0375637045928941	0.590634594810145	0.00829379808247624	0.00377665833817923	0.00756431512811371	0.00118237820631398	0.00650308013472691	0.00557406868690878	0.00557406868690878	0	0.143067762963992	0.00989623994724834	1.13289278383228	0.000506733516991707	0.0159219715296394	0.000615798435949084	0.000592414148748303	0	0.0147658648702536	0.0147658648702536	0.000307899217974542
"Xylocopa_caffra"	0.0128956087132759	0.00337822344661138	0.0031695326859594	0.00142007740058267	0.00219944335779799	0.636818174595848	0.00249996027716516	0.00214282309471299	0.00214282309471299	0	0.0549991260976334	0.00348665853226177	0.000760100275487561	1.27292207482679	0.000452962104679968	0.000211403421529113	0.000226395191854243	0	8.44555861652846e-05	8.44555861652846e-05	0.000105701710764556
