"Psychotria_hoffmannseggiana"	"Psychotria_marginata"	"Psychotria_acuminata"	"Psychotria_deflexa"	"Psychotria_horizontalis"	"Psychotria_limonensis"	"Psychotria_poeppigiana"	"Psychotria_emetica"	"Psychotria_psychotrifolia"	"Psychotria_brachybotrya"	"Psychotria_pittieri"	"Psychotria_racemosa"	"Psychotria_grandis"	"Pipra_mentalis"	"Pipra_coronata"	"Catharus_ustulatus"	"Manacus_vitellinus"	"Catharus_fuscescens"	"Catharus_minimus"	"Habia_fuscicauda"	"Schiffornis_turdinus"	"Empidonax_virescens"	"Mionectes_oleagineus"	"Trogon_rufus"
"Psychotria_hoffmannseggiana"	1.09532055421143	0.052634251572178	0.057882448742477	0.0259892604223497	0.0291120403769874	0.0349614135125623	0.0131494939642316	0.00689804914922998	0.00620003507630727	0.00365187612513626	0.00164403089439796	0.00276289700180577	0.00312698228423975	0.475301307204442	0.0784972057972776	0.0416752799809489	0.0160065012496345	0.0143604650834337	0.0283886853251308	0.00240378134405028	0.0085237762792474	0.000519857863874776	0.000519857863874776	0.000469948674751589
"Psychotria_marginata"	0.0639130197662161	1.09901758391691	0.0439308652528885	0.0297169955930172	0.0294657605493415	0.0257523627757353	0.0139096897421362	0.0025830454061381	0.0057813312485132	0.00480726152853485	0.00747852887953537	0.00538374074328125	0.00159314793108211	0.24215848552448	0.176363686298282	0.04457363119947	0.104089035664626	0.0716802994241649	0.0039919592505477	0.00266195804077925	0.0102826056740097	0.000526174295523955	0.000526174295523955	0.00981265699925815
"Psychotria_acuminata"	0.0787201302897687	0.0492025690832352	1.06980008885719	0.0320760901427314	0.0335635422206644	0.0276275643659884	0.0125669637602154	0.0133328036986941	0.00531033286832357	0.00515175098901824	0.0013886172374141	0.00230755716737732	0.00228532265271506	0.347369043212689	0.0978821422410512	0.1531253356855	0.0080539702701949	0.0166557864547907	0.0382391975815573	0.00268505149194861	0.00101813313995366	0.00059934896822615	0.00059934896822615	0.000439308652528886
"Psychotria_deflexa"	0.0631167753114207	0.0594339911860345	0.0572787323977346	1.0568997684819	0.025775781733026	0.0190460394926734	0.0249673400221966	0.00556058368136421	0.00683899962436908	0.00678491583230748	0.00275092518410059	0.00328457559681613	0.00159490478938853	0.242425527987056	0.231225406894887	0.110939111807539	0.00949687135123406	0.00643391092224718	0.00515966379160887	0.0585401950714796	0.000994754571702981	0.000460281816661179	0.000460281816661179	0.000530660635589594
"Psychotria_horizontalis"	0.0707006694869695	0.058931521098683	0.059934896822615	0.025775781733026	1.05142387954527	0.0284050845908651	0.0116310467356825	0.00993777311889292	0.00435448911333056	0.00405969969923841	0.00315615364234091	0.00292843672693811	0.00209390101948014	0.318272954960981	0.063109154373738	0.129536035587936	0.0458880273051432	0.0434894831253058	0.0249724106650092	0.00227554135272834	0.00104603215939873	0.0187754264204513	0.0187754264204513	0.000526174295523955
"Psychotria_limonensis"	0.0950950447541695	0.0576852926176471	0.0552551287319767	0.0213315642317943	0.0318136947417689	1.04058380964584	0.0126964122737763	0.00251328305814482	0.00558895318776884	0.00273328145756045	0.00188550571805838	0.00276347690695586	0.00338788600787569	0.514958673197105	0.0263704571496756	0.0383194279920459	0.0293749853414531	0.047616666115642	0.00504152123828601	0.0021194094675432	0.00121427552576595	0.000568101691817302	0.000568101691817302	0.000515047255514706
"Psychotria_poeppigiana"	0.0687819684282883	0.0599186635045866	0.0483344760008285	0.0537758092785773	0.0250514852768546	0.0244161774495699	1.02909537004501	0.00321443181050973	0.00597891692969235	0.00471706931897987	0.00414978676999875	0.00382846216220186	0.00207071635823515	0.314748886451743	0.14938780440166	0.0582385498216321	0.0488405803289209	0.00660535399762761	0.00433304062367951	0.0820420292367927	0.0010407378348603	0.000447347951372403	0.000447347951372403	0.000534988067005237
"Psychotria_emetica"	0.0670096203068055	0.0206643632491048	0.0952343121335295	0.0222423347254568	0.0397510924755717	0.0089760109219458	0.00596965907666093	1.06675704791232	0.00112201273665954	0.00411742040146952	0.000446571470829257	0.000563688808846506	0.00047919911413594	0.0728382653486628	0.0209671314036929	0.250171688084106	0.00440935988582594	0.00451530593178331	0.309832751665138	0.00165075819036515	0.000677221039669149	0.00070984093706378	0.00070984093706378	0.000184503243295579
"Psychotria_psychotrifolia"	0.0843204770377789	0.0647509099833479	0.0531033286832357	0.0382983978964669	0.0243851390346511	0.0279447659388442	0.0155451840172001	0.00157081783132336	1.00829292941433	0.0059961619256017	0.0027831989970539	0.00378451971004214	0.00255750286345322	0.388740435244889	0.231747106196026	0.0187729469798939	0.00998750587458115	0.00718665712864221	0.00433736438938613	0.00324748327324919	0.00119813663248205	0.000435448911333056	0.000435448911333056	0.00057813312485132
"Psychotria_brachybotrya"	0.0620818941273164	0.0673016613994878	0.064396887362728	0.0474944108261524	0.0284178978946689	0.0170830091097528	0.0153304752866846	0.00720548570257166	0.00749520240700212	1.00818745272997	0.00329462627785213	0.00369036001495108	0.00135397019419588	0.205803469517774	0.284140850016831	0.147327877235767	0.0101250489599636	0.00700505251593702	0.0058675328309475	0.00372361076686027	0.00105739220670889	0.000507462462404801	0.000507462462404801	0.000600907691066856
"Psychotria_pittieri"	0.0372647002730205	0.139599205751327	0.0231436206235683	0.0256753017182722	0.0294574339951818	0.0157125476504865	0.0179824093366612	0.0010420000986016	0.00463866499508984	0.00439283503713617	1.02183812578855	0.0121351468010914	0.000451341264345168	0.0686038721804656	0.206005961125748	0.0147968140601881	0.357431386306781	0.010910944834893	0.00234006398684902	0.00275872484871654	0.00152042662898889	0.000526025607056818	0.000526025607056818	0.00124642147992256
"Psychotria_racemosa"	0.0626256653742641	0.100496493874583	0.0384592861229554	0.0306560389036172	0.027332076118089	0.0230289742246322	0.0165900027028747	0.00131527388730851	0.00630753285007024	0.00492048001993477	0.0121351468010914	1.00784689059538	0.00161947185853251	0.246159722496942	0.201672903238116	0.0167341700445873	0.183527716859202	0.00902341110665663	0.00339909241164557	0.00291844185247535	0.0013577729575145	0.000488072787823019	0.000488072787823019	0.000897290123880208
