"Clethrionomys_rutilus"	"Clethrionomys_rufocanus"	"Tamias_sibiricus"	"Sciurus_vulgaris"	"Apodemus_peninsulae"	"Microtus_oeconomus"	"Clethrionomys_glareolus"	"Neomys_fodiens"	"Microtus_agrestis"	"Sicista_betulina"	"Talpa_altaica"	"Arvicola_terrestris"	"Myopus_schisticolor"	"Amalaraeus_penicilliger"	"Ceratophyllus_indages"	"Megabothris_rectangulatus"	"Hystrichopsylla_talpae"	"Tarsopsylla_octodecimdentata"	"Amphipsylla_sibirica"	"Palaeopsylla_soricis"	"Catallagia_dacenkoi"	"Neopsylla_mana"	"Megabothris_turbidus"	"Catallagia_ioffi"	"Catallagia_fetisovi"	"Rhadinopsylla_integella"	"Rhadinopsylla_altaica"	"Peromyscopsylla_bidentata"	"Corrodopsylla_birulai"	"Leptopsylla_sicistae"	"Rhadinopsylla_pseudodahurica"	"Ceratophyllus_sciurorum"	"Ctenophyllus_subarmatus"	"Neopsylla_acanthina"	"Frontopsylla_elata"	"Megabothris_calcarifer"	"Amphipsylla_vinogradovi"	"Hystrichopsylla_microti"	"Neopsylla_pleskei"
"Clethrionomys_rutilus"	1.17830836733898	0.0886050412449203	0.00926724258370575	0.00127211584111135	0.0160730202036192	0.0148203442789482	0.0120058988060545	0.00383352504996271	0.00703656093671836	0.00106901009581794	0.000300012229604978	0.000407656639336178	0.000334538084552923	0.196504103489128	0.00849112936575107	0.101875281238992	0.109059415564253	0.000538350227940195	0.0521638055812095	0.0244809979357662	0.0440625152092507	0.0322080920130417	0.0245201165960828	0.0359425392444308	0.0111709367632426	0.00613773543421393	0.00560058933541062	0.00356371565784937	0.000515728548526379	0.00047747596186867	0.00181075253564638	1.14950226606447e-05	0.000111360252979909	0.00117308280701559	0.00203507490041275	0.00115976063037479	0.00101753745020637	0.00101753745020637	0.00101753745020637
"Clethrionomys_rufocanus"	0.16469444263502	1.09769030102396	0.0091604591184132	0.00125400722304326	0.0183025751192777	0.0145831363473285	0.0137399783195566	0.00458956456067864	0.00714832841995103	0.00124710677446761	0.000372777971276385	0.000285540890742716	0.000265114929614936	0.129694374977121	0.00914436577066853	0.102414501961726	0.0864274670544691	0.000530686791679452	0.0897084428147445	0.030418682456153	0.0688451497473047	0.0278031286725376	0.04103840640408	0.0387852038010326	0.0137558306895938	0.0106894007417068	0.00449198278226039	0.00500864798088995	0.00055467788171042	0.000546902537284944	0.00373722016679824	1.1331390569668e-05	0.00012563539018157	0.000319344874871099	0.000284446360336823	0.00190416587844122	0.000142223180168411	0.000142223180168411	0.000142223180168411
"Tamias_sibiricus"	0.0243896975271165	0.0129703773426623	1.24625809059243	0.0288152769051113	0.00809335432099875	0.00275821771362213	0.00456552690169692	0.00097120684601775	0.00396844751122457	0.000407137863457072	8.09386450478601e-05	3.49125206314286e-05	2.01486433208307e-05	0.011846934034922	0.56292292796906	0.0187270189409798	0.00656845772259082	0.0121944168830365	0.00284691782112726	0.00660459343590538	0.00187833251600501	0.0274266055347011	0.00632379479120389	0.00417612358017456	0.000356353726513522	0.000319033686286165	0.00308378315503497	0.000193556591813306	0.000165454261740434	0.000226375076028898	7.32313229826932e-05	0.000260379008178716	0.000225801194620211	9.93846987145684e-05	4.21238299259352e-05	4.18811402320885e-05	2.10619149629676e-05	2.10619149629676e-05	2.10619149629676e-05
"Sciurus_vulgaris"	0.00443707874700887	0.00235315210830106	0.038188921199545	1.28347026802386	0.00279660794751214	0.000476015400115611	0.000764564460140158	9.21564777927038e-05	0.000652745897280123	8.66863653122727e-05	6.98950963290294e-06	5.70872784442009e-06	2.43846899004394e-06	0.00130372995801906	0.0868861320612169	0.00520822902417816	0.000794940890754324	0.543155339329373	0.000530304013889099	0.00057034398604488	0.000336073731884381	0.00701651047720143	0.000671953504952369	0.000326867167384832	6.47566535313745e-05	7.06027122982188e-05	0.000149590898045958	4.80017960145178e-05	4.24747176811169e-05	7.24370365729024e-05	1.3301771710101e-05	0.01159762290383	0.0077497912344728	3.08956220993646e-05	7.66334844042983e-06	7.60880441010425e-06	3.83167422021491e-06	3.83167422021491e-06	3.83167422021491e-06
"Apodemus_peninsulae"	0.120081015456716	0.0735645438665163	0.0229746832338029	0.0059901537972518	1.05446478263537	0.0203595770772417	0.0089208723720336	0.0126555311036673	0.00576626139916606	0.00643394731574133	0.000766032158420644	0.00120788263009958	0.000148050287301058	0.0457208607996412	0.0287301597546794	0.10313717636087	0.0482643936601448	0.00253498978468036	0.031963770766608	0.0625082241271245	0.00872647025160026	0.0946611107565029	0.138270045669588	0.00611296647727954	0.00186353695400733	0.0115266678533607	0.0144128591667639	0.0108107914345943	0.0145894195276329	0.0244998465898817	0.000391707616412802	5.41278957582994e-05	0.00683908386148645	0.0103081948010108	0.000207393809078958	0.000221778034341271	0.000103696904539479	0.000103696904539479	0.000103696904539479
"Microtus_oeconomus"	0.130014838447136	0.0688279844271639	0.0091940590454071	0.00119725085483623	0.0239070791437308	1.04237073984516	0.00973400387190826	0.0337053461930367	0.00691515134363523	0.00384371725248886	0.00292449267370417	0.000342365507492522	0.000356304727630823	0.0920853639619092	0.00573318201405363	0.0744477926565775	0.116155341207648	0.000506667906941238	0.0276918217240352	0.23863860217426	0.00884868220378328	0.0427638006936061	0.0355273463033686	0.0062687207908774	0.00189610149409682	0.00929711421792479	0.00111170731785987	0.00084438060091688	0.00220897307398553	0.000951664119468418	0.000389369614493024	1.08185318208093e-05	0.00016145157482934	0.000343634165869778	0.000224550670893154	0.000222753641108156	0.000112275335446577	0.000112275335446577	0.000112275335446577
"Clethrionomys_glareolus"	0.152778360630891	0.094066005418503	0.022075075129084	0.00278940000842343	0.0151948925018155	0.0141196539680427	1.01607274274031	0.00639646520407144	0.00759153222318271	0.00130119204671224	0.000547369809950562	0.000300459610815955	0.000100184041530236	0.135158351762953	0.0392934178213743	0.100389969525748	0.032659997538857	0.00118045391922739	0.125279344008367	0.0446653764919658	0.0718591610799821	0.0302247173130362	0.024803769335291	0.0519439339050948	0.00237625094832353	0.00174411744195376	0.00120787606939725	0.000920318140385774	0.000615603081209673	0.000482523909423758	0.000499876976353791	2.52054217628623e-05	0.000114835179036417	0.000278980300704449	0.000263865907825373	0.000282921726655067	0.000131932953912687	0.000131932953912687	0.000131932953912687
"Neomys_fodiens"	0.0682957231977971	0.043989211096966	0.00657432326535092	0.00047070693272581	0.0301785741702835	0.0684477799612437	0.00895505128570002	1.08330628401314	0.00601161021450441	0.00636498834733195	0.00598946614735904	0.00464775606240343	0.000101858638530889	0.0220834470621602	0.00431319939774508	0.0165984646185075	0.0332059161610697	0.000199199771228844	0.00880510018575554	0.488740437624497	0.00537082288277704	0.00823311741000745	0.00885080784620295	0.00374873528299117	0.00108403388345196	0.0014938288181859	0.000840446514223433	0.000645504357032087	0.0598832168041134	0.00136341471202699	0.000229683333789251	4.25337589812479e-06	0.000197536062450041	0.000351028026237902	0.000117954616921929	0.000129585994009867	5.89773084609647e-05	5.89773084609647e-05	5.89773084609647e-05
"Microtus_agrestis"	0.150895140087405	0.0824705297338794	0.0323354982396076	0.00401317847957409	0.0165513058679766	0.0169037032844417	0.0127931376353635	0.00723619748042198	1.007531598179	0.00142489218804533	0.000606190571741528	0.000308247740677041	0.000263713845194874	0.136660953595958	0.0626876268986472	0.124398258718972	0.0859707135335289	0.00169834812162699	0.0882416249807573	0.0494651506541087	0.0290170688785502	0.0268568660709688	0.0266695491337168	0.0259787845284633	0.00222970200568224	0.00166783619325383	0.00120334133024168	0.00088203511034781	0.000680268574967363	0.000526406184908476	0.000460212930462585	3.62636609600068e-05	0.000130958392476413	0.000290480611767916	0.000260613368026606	0.000262683136234618	0.000130306684013303	0.000130306684013303	0.000130306684013303
"Sicista_betulina"	0.0884224064969413	0.0554962514638088	0.0127957614229365	0.00205570523454818	0.0712329881385647	0.0362407626663235	0.00845774830362957	0.0295517316126126	0.00549601272531768	1.02071582395115	0.00257194169402406	0.000242402742508062	5.37968809677537e-05	0.0238349893337954	0.00791249816091124	0.0930910639533254	0.0175377831954877	0.000869959594741023	0.0106071861692342	0.209870442232363	0.00663868696655256	0.0838456051586531	0.0863097868790786	0.00463858214424359	0.00138713202710377	0.00183562685462589	0.00150816403735462	0.00114112272837392	0.00257098310328019	0.110970896537987	0.000292694906618724	1.85756497097727e-05	0.000471951431883277	0.000765709362102139	0.000152715727973992	0.000165436919306111	7.63578639869959e-05	7.63578639869959e-05	7.63578639869959e-05
"Talpa_altaica"	0.069482832376513	0.0464481352210376	0.00712260076421169	0.000464103439624755	0.02374699691104	0.07720660658579	0.00996213054110022	0.0778630599156675	0.00654685817480851	0.00720143674326736	1.00683642443864	0.000394901717591488	5.72465040454426e-05	0.0220154945615527	0.00451924737490362	0.0170253876191732	0.0186623603188143	0.000196405220684573	0.00918876972921346	0.557852234192683	0.00562016022339359	0.00817082220322749	0.00845994641373003	0.00391195625164045	0.0011219136189969	0.00152477618027603	0.000771724010493362	0.000596205970927373	0.00459776459591746	0.00130780501910167	0.000239114857392047	4.19370577974176e-06	0.00015600223553729	0.000289812093447189	0.000120004891841991	0.000134558040176273	6.00024459209957e-05	6.00024459209957e-05	6.00024459209957e-05
"Arvicola_terrestris"	0.118016597087824	0.044472993733178	0.00384037726945715	0.000473824411086867	0.0468054519163589	0.0112980617472532	0.00683545614606297	0.0755260360140558	0.00416134449914005	0.000848409598778216	0.00049362714698936	1.02050937656772	5.17771954254563e-05	0.280301667611691	0.00333774070992446	0.0180125869433118	0.0168793657086987	0.000200519065535255	0.00975156353052601	0.0402799751943317	0.00684615029915948	0.00833862818198373	0.00976454122152388	0.0050038220218604	0.0015188381571402	0.00144073688710193	0.00126501068974923	0.000937161522503675	0.259798072011584	0.00114779832977766	0.000295641685122425	4.28154588331506e-06	0.000304825021447106	0.000554870146121389	0.000203828319668089	0.000173299382519724	0.000101914159834045	0.000101914159834045	0.000101914159834045
"Myopus_schisticolor"	0.193697550956142	0.0825833005750526	0.00443270153058277	0.000404785852347294	0.011473897265832	0.0235161120236343	0.00455837388962575	0.00331040575225388	0.0071202738202616	0.000376578166774276	0.000143116260113607	0.000103554390850913	1.00161268284986	0.0408311014601968	0.00342351918364967	0.0247263436721677	0.525734609055098	0.000171302446550587	0.0148133057345165	0.0116782868252703	0.011385742122838	0.00830603789621634	0.00806165502952276	0.00821350051150698	0.00260059267641689	0.00185460134711458	0.00125958474995872	0.000944238504323847	0.000352191502442841	0.000299435663502666	0.000516018493029628	3.65770348506591e-06	7.64636126405728e-05	0.000278306757752255	0.000334538084552922	0.000299826507083929	0.000167269042276461	0.000167269042276461	0.000167269042276461
"Amalaraeus_penicilliger"	0.426126876105637	0.151310104139974	0.00976151868046005	0.000810558700491253	0.0132710363744277	0.0227626742377753	0.0230326030157842	0.0026880600356562	0.0138196469928496	0.000624887360811116	0.000206137589527647	0.00209963795963813	0.000152925473633696	1.08666548168303	0.00751294298497547	0.0503286888632604	0.0498537044045848	0.000343022582587412	0.0309680267594974	0.016820827305456	0.0240694495895549	0.015933223448703	0.0146518218074486	0.0176806474361425	0.0053799656549272	0.00347660343629434	0.00251909723414623	0.00183956842529897	0.000840890363162048	0.000366620780523291	0.00103772454155044	7.32432560684866e-06	9.05024732503357e-05	0.000496414596795112	0.000735970425052914	0.000610858573906833	0.000367985212526457	0.000367985212526457	0.000367985212526457
"Ceratophyllus_indages"	0.0215158157670454	0.01246595158671	0.541982687760145	0.0631207786527878	0.00974436490585405	0.00165597379836998	0.00782429107602857	0.000613474750226324	0.00740729070574825	0.000242396004929447	4.94447196378951e-05	2.92143606995577e-05	1.49825784842436e-05	0.008778799899293	1.24812523029716	0.0112296854089795	0.00488432058586342	0.0267122572310743	0.00333228742362287	0.00403468912245224	0.00201716359078907	0.0133224340332515	0.00414486237350199	0.00268762213457318	0.00032586838961092	0.000309798862611608	0.00149043244168164	0.000200064643667273	0.000166070586677004	0.000246005046789376	6.78893338948876e-05	0.000570368481802299	0.000443112524895215	0.000112880457325536	3.71603035700266e-05	3.85897048936972e-05	1.85801517850133e-05	1.85801517850133e-05	1.85801517850133e-05
"Megabothris_rectangulatus"	0.333253038629245	0.180237951192529	0.0232765207176021	0.00488455377408799	0.0451589331523583	0.0277601938719442	0.025806461092777	0.00304774067853952	0.0189760055673008	0.00368156750097897	0.000240471576541994	0.00020353205585663	0.000139696856904902	0.0759195476072911	0.0144970797511402	1.04936199114818	0.0455411753509981	0.00206710784716676	0.031075046292163	0.0196224806458267	0.022973392534503	0.0177993429180446	0.0186465812453764	0.0162445471544731	0.00490297832237854	0.00367742859938513	0.00265312650220659	0.00202363803153276	0.00079768803906731	0.00141417150619501	0.00101028792593768	4.41375341032047e-05	0.000320772978557136	0.000724805214068636	0.000575566560672271	0.000577089783052876	0.000287783280336135	0.000287783280336135	0.000287783280336135
"Hystrichopsylla_talpae"	0.387395101912285	0.165166601150105	0.00886540306116553	0.000809571704694588	0.0229477945316639	0.0470322240472686	0.00911674777925151	0.00662081150450777	0.0142405476405232	0.000753156333548552	0.000286232520227213	0.000207108781701825	0.00322536569972453	0.0816622029203935	0.00684703836729934	0.0494526873443354	1.0514692181102	0.000342604893101173	0.029626611469033	0.0233565736505406	0.022771484245676	0.0166120757924327	0.0161233100590455	0.016427001023014	0.00520118535283378	0.00370920269422917	0.00251916949991743	0.00188847700864769	0.000704383004885682	0.000598871327005332	0.00103203698605926	7.31540697013182e-06	0.000152927225281146	0.000556613515504509	0.000669076169105845	0.000599653014167859	0.000334538084552922	0.000334538084552922	0.000334538084552922
