"Phoenicophorium_borsigianum"	"Nephrosperma_vanhoutteanum"	"Dillenia_ferruginea"	"Erythroxylum_sechellarum"	"Psychotria_pervillei"	"Paragenipa_wrightii"	"Northea_hornei"	"Lasioglossum_mahense"	"Apis_mellifera"	"Unidentified_sp6_M_PL_096"	"Forcipomyia_sp1_M_PL_096"	"Unidentified_sp4_M_PL_096"	"Unidentified_sp5_M_PL_096"	"Rhiparida_seychellensis"	"Scaptodrosophila_sp1_M_PL_096"	"Lygistorrhina_sp1_M_PL_096"	"Nectarinia_dussumieri"	"Neophyllomyza_approximatonervis"	"Unidentified_sp7_M_PL_096"	"Phelsuma_sp1_M_PL_096"	"Hemipyrellia_germana"	"Cratopus_aurostriatus"	"Ornidia_obesa"	"Unidentified_sp1_M_PL_096"	"Unidentified_sp2_M_PL_096"	"Unidentified_sp3_M_PL_096"
"Phoenicophorium_borsigianum"	1.25915938562713	0.0271545521470262	0.0145774751865253	0.0165217972465374	0.00956288927241796	0.00601546525827707	0.000341768595422599	0.115525850496835	0.02596250102113	0.163016170460655	0.140531181431599	0.0153400996619259	0.0674549670871675	0.0124086925294499	0.0337274835435838	0.0175820807825109	0.00101451760408069	0.0171825047475391	0.0224849890290558	0.000416595223819384	0.0112424945145279	0.00562124725726396	0.000291549503730506	0.00562124725726396	0.00562124725726396	0.00562124725726396
"Nephrosperma_vanhoutteanum"	0.0741782887918765	1.11222213868724	0.0443019429086815	0.0431678227643557	0.0312947343020116	0.0222656761464259	0.00590272973273914	0.468122615065661	0.11705661225304	0.0096034391739483	0.00827882687409335	0.0248460446781601	0.00397383689956481	0.00420646158262199	0.00198691844978241	0.00287032108421102	0.00444803691149252	0.00203661703495826	0.00132461229985494	0.0150393670513219	0.000662306149927468	0.000331153074963734	0.000886038858173631	0.000331153074963734	0.000331153074963734	0.000331153074963734
"Dillenia_ferruginea"	0.0653070888356334	0.0726551863702377	1.09819327699426	0.0350482221174643	0.0350632953096126	0.0211174598620924	0.00594880384403432	0.208136623063125	0.259976696604416	0.00845493560818468	0.00728873759326265	0.0316400923686794	0.00349859404476607	0.0884385611670017	0.00174929702238304	0.0023984842554291	0.0257886195215346	0.00204342502151194	0.00116619801492202	0.00237323981918221	0.000583099007461012	0.000291549503730506	0.0219638655398852	0.000291549503730506	0.000291549503730506	0.000291549503730506
"Erythroxylum_sechellarum"	0.08045396920053	0.0769513362321123	0.0380958936059394	1.08825213814154	0.0211018924546978	0.0276166970250033	0.000861406673507343	0.289873597377308	0.0946600737775082	0.0104159156554258	0.00897923763398772	0.194441598930919	0.00431003406431411	0.00376601049919417	0.00215501703215705	0.0483928188700587	0.00238406237080881	0.00178090493123512	0.00143667802143804	0.00115378259803674	0.000718339010719018	0.000359169505359509	0.000761917872118788	0.000359169505359509	0.000359169505359509	0.000359169505359509
"Psychotria_pervillei"	0.0714029065673874	0.0855389404254983	0.0584388255160209	0.0323562350972033	1.04888315768046	0.0199056718838832	0.0168075961628761	0.303731241663404	0.201024834852699	0.0092441262966707	0.00796907439368163	0.0104671987815231	0.00382515570896718	0.00531263199277621	0.00191257785448359	0.00236308175755498	0.0752962193964037	0.0359190608499239	0.00127505190298906	0.00524505685078608	0.00063752595149453	0.000318762975747265	0.00116877651032042	0.000318762975747265	0.000318762975747265	0.000318762975747265
"Paragenipa_wrightii"	0.0673732108927032	0.0912892722003463	0.052793649655231	0.0635184031575076	0.0298585078258248	1.02736907886471	0.00113121073700656	0.325746941643588	0.18353419371857	0.00872242462450175	0.00751933157284633	0.116554290022726	0.00360927915496624	0.00482503849824619	0.00180463957748312	0.00366398949124189	0.00332924286574458	0.00189760338293572	0.00120309305165541	0.00139608649157294	0.000601546525827707	0.000300773262913853	0.00105587299310462	0.000300773262913853	0.000300773262913853	0.000300773262913853
"Northea_hornei"	0.00956952067183276	0.0605029797605761	0.0371800240252145	0.00495308837266722	0.0630284856107854	0.0028280268425164	1.15527120804974	0.0460327922547895	0.0247246361557177	0.00123891115840692	0.00106802686069562	0.00271109320371131	0.000512652893133898	0.00305984407087281	0.000256326446566949	0.00034351489166031	0.293763301533659	0.00222911274364299	0.000170884297711299	0.289555643229028	8.54421488556496e-05	4.27210744278248e-05	0.00074360048050429	4.27210744278248e-05	4.27210744278248e-05	4.27210744278248e-05
"Lasioglossum_mahense"	0.165883272508277	0.246064451508873	0.0667104561099759	0.0854755479445908	0.0584098541660392	0.0417624284158447	0.00236065601306613	1.16060518510015	0.0594772854873347	0.0214759593872323	0.0185137580924416	0.0248576512912058	0.00888660388437197	0.0068179371361934	0.00444330194218598	0.00593797914259694	0.005818363403202	0.00416864610996097	0.00296220129479065	0.00359094999727718	0.00148110064739533	0.000740550323697664	0.00133420912219952	0.000740550323697664	0.000740550323697664	0.000740550323697664
"Apis_mellifera"	0.090868753573955	0.149978784449207	0.2031067942222	0.068036928027584	0.0942303913372026	0.0573544355370531	0.00309057951946471	0.144975883375378	1.08744897544117	0.0117642582751995	0.0101416019613789	0.0242704263837019	0.00486796894146188	0.0170598716946863	0.00243398447073094	0.0041751195409126	0.011116806853457	0.00435800527993889	0.00162265631382062	0.00260165444631993	0.000811328156910312	0.000405664078455156	0.004062135884444	0.000405664078455156	0.000405664078455156	0.000405664078455156
"Unidentified_sp6_M_PL_096"	0.629579692813564	0.0135772760735131	0.00728873759326265	0.0082608986232687	0.00478144463620898	0.00300773262913853	0.000170884297711299	0.0577629252484178	0.012981250510565	1.08150808523033	0.0702655907157995	0.00767004983096297	0.0337274835435838	0.00620434626472497	0.0168637417717919	0.00879104039125545	0.000507258802040343	0.00859125237376957	0.0112424945145279	0.000208297611909692	0.00562124725726396	0.00281062362863198	0.000145774751865253	0.00281062362863198	0.00281062362863198	0.00281062362863198
"Forcipomyia_sp1_M_PL_096"	0.629579692813563	0.0135772760735131	0.00728873759326265	0.0082608986232687	0.00478144463620898	0.00300773262913853	0.000170884297711299	0.0577629252484178	0.012981250510565	0.0815080852303274	1.0702655907158	0.00767004983096297	0.0337274835435838	0.00620434626472497	0.0168637417717919	0.00879104039125545	0.000507258802040343	0.00859125237376957	0.0112424945145279	0.000208297611909692	0.00562124725726396	0.00281062362863198	0.000145774751865253	0.00281062362863198	0.00281062362863198	0.00281062362863198
"Unidentified_sp4_M_PL_096"	0.122720797295407	0.0727634165574687	0.0565001649440703	0.319439769672223	0.0112148558373461	0.0832530643019474	0.000774598058203233	0.138492628622432	0.0554752603056043	0.0158879603641376	0.013696517555291	1.0669931324237	0.00657432842653969	0.00561573459994891	0.00328716421326984	0.0155322677445577	0.00207130986925529	0.00201741063454646	0.00219144280884656	0.00108100825305652	0.00109572140442328	0.000547860702211641	0.00113000329888141	0.00054786070221164	0.00054786070221164	0.00054786070221164
"Unidentified_sp5_M_PL_096"	0.629579692813563	0.0135772760735131	0.00728873759326266	0.0082608986232687	0.00478144463620898	0.00300773262913853	0.000170884297711299	0.0577629252484178	0.012981250510565	0.0815080852303274	0.0702655907157995	0.00767004983096297	1.03372748354358	0.00620434626472497	0.0168637417717919	0.00879104039125545	0.000507258802040343	0.00859125237376958	0.0112424945145279	0.000208297611909692	0.00562124725726396	0.00281062362863198	0.000145774751865253	0.00281062362863198	0.00281062362863198	0.00281062362863198
"Rhiparida_seychellensis"	0.231628927216399	0.0287441541479169	0.368494004862507	0.0144363735802443	0.0132815799819405	0.00804173083041032	0.00203989604724854	0.0886331827705142	0.0909859823716604	0.0299876736128374	0.0258514427696874	0.0131033807332141	0.0124086925294499	1.03154763581058	0.00620434626472497	0.00372984154889485	0.00876529277452498	0.00354489246509384	0.00413623084314998	0.000860512477030635	0.00206811542157499	0.0010340577107875	0.00736988009725014	0.0010340577107875	0.0010340577107875	0.0010340577107875
"Scaptodrosophila_sp1_M_PL_096"	0.629579692813563	0.0135772760735131	0.00728873759326266	0.0082608986232687	0.00478144463620898	0.00300773262913853	0.000170884297711299	0.0577629252484178	0.012981250510565	0.0815080852303274	0.0702655907157995	0.00767004983096297	0.0337274835435838	0.00620434626472497	1.01686374177179	0.00879104039125545	0.000507258802040343	0.00859125237376957	0.0112424945145279	0.000208297611909692	0.00562124725726396	0.00281062362863198	0.000145774751865253	0.00281062362863198	0.00281062362863198	0.00281062362863198
"Lygistorrhina_sp1_M_PL_096"	0.393838609528244	0.0235366328905303	0.0119924212771455	0.22260696680227	0.00708924527266494	0.00732797898248379	0.000274811913328248	0.0926324746245123	0.0267207650618407	0.0509880342692816	0.0439552019562772	0.0434903496847615	0.0210984969390131	0.00447580985867382	0.0105492484695065	1.01495318800877	0.000781167755385968	0.00551093241050877	0.00703283231300436	0.000355735086753164	0.00351641615650218	0.00175820807825109	0.00023984842554291	0.00175820807825109	0.00175820807825109	0.00175820807825109
"Nectarinia_dussumieri"	0.0227251943314074	0.0364739026742387	0.128943097607673	0.0109666869057205	0.225888658189211	0.00665848573148916	0.235010641226927	0.0907664690899512	0.0711475638621249	0.00294210105183399	0.00253629401020172	0.00579966763391481	0.00121742112489682	0.01051835132943	0.000608710562448412	0.000781167755385968	1.07639076613817	0.00783397722086458	0.000405807041632274	0.059197463997881	0.000202903520816137	0.000101451760408069	0.00257886195215346	0.000101451760408069	0.000101451760408069	0.000101451760408069
"Neophyllomyza_approximatonervis"	0.481110132931096	0.0208753246083221	0.0127714063844496	0.0102402033546019	0.134696478187215	0.0047440084573393	0.00222911274364299	0.0812885991442388	0.0348640422395111	0.0622865797098294	0.0536953273360598	0.0070609372209126	0.0257737571213087	0.00531733869764075	0.0128868785606544	0.00688866551313596	0.00979247152608072	1.01093332188657	0.00859125237376957	0.000811855315280529	0.00429562618688478	0.00214781309344239	0.000255428127688992	0.00214781309344239	0.00214781309344239	0.00214781309344239
"Unidentified_sp7_M_PL_096"	0.629579692813563	0.0135772760735131	0.00728873759326265	0.0082608986232687	0.00478144463620898	0.00300773262913853	0.000170884297711299	0.0577629252484178	0.012981250510565	0.0815080852303274	0.0702655907157995	0.00767004983096296	0.0337274835435838	0.00620434626472497	0.0168637417717919	0.00879104039125545	0.000507258802040343	0.00859125237376957	1.01124249451453	0.000208297611909692	0.00562124725726396	0.00281062362863198	0.000145774751865253	0.00281062362863198	0.00281062362863198	0.00281062362863198
"Phelsuma_sp1_M_PL_096"	0.0155528883559237	0.205538016368066	0.0197769984931851	0.00884566658494835	0.0262252842539304	0.00465362163857645	0.386074190972037	0.0933646999292067	0.0277509807607459	0.00201354358179369	0.00173581343258077	0.00504470518093045	0.000833190447638768	0.00172102495406127	0.000416595223819384	0.000592891811255272	0.0986624399964683	0.00108247375370737	0.000277730149212923	1.09902510891823	0.000138865074606461	6.94325373032307e-05	0.000395539969863702	6.94325373032306e-05	6.94325373032307e-05	6.94325373032307e-05
"Hemipyrellia_germana"	0.629579692813563	0.0135772760735131	0.00728873759326265	0.00826089862326871	0.00478144463620898	0.00300773262913853	0.000170884297711299	0.0577629252484178	0.012981250510565	0.0815080852303274	0.0702655907157995	0.00767004983096297	0.0337274835435838	0.00620434626472497	0.0168637417717919	0.00879104039125545	0.000507258802040343	0.00859125237376957	0.0112424945145279	0.000208297611909692	1.00562124725726	0.00281062362863198	0.000145774751865253	0.00281062362863198	0.00281062362863198	0.00281062362863198
"Cratopus_aurostriatus"	0.629579692813563	0.0135772760735131	0.00728873759326265	0.0082608986232687	0.00478144463620898	0.00300773262913853	0.000170884297711299	0.0577629252484178	0.012981250510565	0.0815080852303274	0.0702655907157995	0.00767004983096297	0.0337274835435838	0.00620434626472497	0.0168637417717919	0.00879104039125545	0.000507258802040343	0.00859125237376957	0.0112424945145279	0.000208297611909692	0.00562124725726396	1.00281062362863	0.000145774751865253	0.00281062362863198	0.00281062362863198	0.00281062362863198
"Ornidia_obesa"	0.0326535444178167	0.0363275931851189	0.549096638497129	0.0175241110587321	0.0175316476548063	0.0105587299310462	0.00297440192201716	0.104068311531562	0.129988348302208	0.00422746780409234	0.00364436879663133	0.0158200461843397	0.00174929702238304	0.0442192805835008	0.000874648511191518	0.00119924212771455	0.0128943097607673	0.00102171251075597	0.000583099007461012	0.00118661990959111	0.000291549503730506	0.000145774751865253	1.01098193276994	0.000145774751865253	0.000145774751865253	0.000145774751865253
"Unidentified_sp1_M_PL_096"	0.629579692813564	0.0135772760735131	0.00728873759326265	0.0082608986232687	0.00478144463620898	0.00300773262913853	0.000170884297711299	0.0577629252484178	0.012981250510565	0.0815080852303274	0.0702655907157995	0.00767004983096297	0.0337274835435838	0.00620434626472497	0.0168637417717919	0.00879104039125545	0.000507258802040343	0.00859125237376957	0.0112424945145279	0.000208297611909692	0.00562124725726396	0.00281062362863198	0.000145774751865253	1.00281062362863	0.00281062362863198	0.00281062362863198
"Unidentified_sp2_M_PL_096"	0.629579692813564	0.0135772760735131	0.00728873759326265	0.0082608986232687	0.00478144463620898	0.00300773262913853	0.000170884297711299	0.0577629252484178	0.012981250510565	0.0815080852303274	0.0702655907157995	0.00767004983096297	0.0337274835435838	0.00620434626472497	0.0168637417717919	0.00879104039125545	0.000507258802040343	0.00859125237376957	0.0112424945145279	0.000208297611909692	0.00562124725726396	0.00281062362863198	0.000145774751865253	0.00281062362863198	1.00281062362863	0.00281062362863198
"Unidentified_sp3_M_PL_096"	0.629579692813563	0.0135772760735131	0.00728873759326265	0.0082608986232687	0.00478144463620898	0.00300773262913853	0.000170884297711299	0.0577629252484178	0.012981250510565	0.0815080852303274	0.0702655907157995	0.00767004983096297	0.0337274835435838	0.00620434626472497	0.0168637417717919	0.00879104039125545	0.000507258802040343	0.00859125237376957	0.0112424945145279	0.000208297611909692	0.00562124725726396	0.00281062362863198	0.000145774751865253	0.00281062362863198	0.00281062362863198	1.00281062362863
