"Microtus_arvalis"	"Dryomys_nitedula"	"Arvicola_terrestris"	"Neomys_schelkovnikovi"	"Ctenophthalmus_wladimiri"	"Ceratophyllus_sciurorum"	"Amphipsylla_rossica"	"Frontopsylla_elata"	"Megabothris_walkeri"	"Ctenophthalmus_bogatschevi"	"Neopsylla_pleskei"	"Nosopsyllus_consimilis"	"Hystrichopsylla_talpae"	"Palaeopsylla_soricis"	"Callopsylla_caspia"	"Leptopsylla_taschenbergi"	"Peromyscopsylla_bidentata"	"Rhadinopsylla_integella"	"Stenoponia_ivanovi"
"Microtus_arvalis"	1.31817011334387	0	0.0130266367554255	0.00213658323403992	0.354958059938532	0	0.156733641525643	0.0571318009467463	0.00390799102662765	0.0284877764538656	0.024112867927022	0.0165094665098622	0.00803762264234066	0.000712194411346641	0.00401881132117033	0	0.00401881132117033	0.00401881132117033	0.00401881132117033
"Dryomys_nitedula"	0	1.33333333333333	0	0	0	0.656862745098039	0	0	0	0	0	0	0	0	0	0.00980392156862745	0	0	0
"Arvicola_terrestris"	0.142424561859319	0	1.19067791968341	0.000230851790602477	0.157279259784256	0	0.0169346277820531	0.0854576251314261	0.357203375905024	0.0030780238746997	0.0026053273510851	0.0414261488901705	0.0008684424503617	7.69505968674924e-05	0.00043422122518085	0	0.00043422122518085	0.00043422122518085	0.00043422122518085
"Neomys_schelkovnikovi"	0.116799883460849	0	0.00115425895301239	1.21537919091947	0.0314519799945534	0	0.0138877910212595	0.00506231147629398	0.000346277685903716	0.205055878926292	0.00213658323403992	0.00146286412112703	0.000712194411346641	0.405126396973157	0.00035609720567332	0	0.00035609720567332	0.00035609720567332	0.00035609720567332
"Ctenophthalmus_wladimiri"	0.639704635493617	0	0.0259251527116906	0.0010368784613589	1.17422058820848	0	0.0760624414153996	0.0290328096632305	0.00777754581350716	0.0138250461514521	0.0117019140639076	0.00866544779966144	0.00390063802130254	0.000345626153786301	0.00195031901065127	0	0.00195031901065127	0.00195031901065127	0.00195031901065127
"Ceratophyllus_sciurorum"	0	0.666666666666667	0	0	0	1.32843137254902	0	0	0	0	0	0	0	0	0	0.00490196078431373	0	0	0
"Amphipsylla_rossica"	0.659085056671934	0	0.00651331837771275	0.00106829161701996	0.177479029969266	0	1.07836682076282	0.0285659004733732	0.00195399551331383	0.0142438882269328	0.012056433963511	0.00825473325493108	0.00401881132117033	0.00035609720567332	0.00200940566058516	0	0.00200940566058516	0.00200940566058516	0.00200940566058516
"Frontopsylla_elata"	0.58560095970415	0	0.0801165235607119	0.000949183401805121	0.165124104959624	0	0.0696293824038471	1.03033626448492	0.0240349570682136	0.0126557786907349	0.0107122126775149	0.00981202590370035	0.00357073755917164	0.000316394467268374	0.00178536877958582	0	0.00178536877958582	0.00178536877958582	0.00178536877958582
"Megabothris_walkeri"	0.0712122809296594	0	0.595338959841706	0.000115425895301239	0.078639629892128	0	0.00846731389102657	0.042728812565713	1.17860168795251	0.00153901193734985	0.00130266367554255	0.0207130744450852	0.00043422122518085	3.84752984337462e-05	0.000217110612590425	0	0.000217110612590425	0.000217110612590425	0.000217110612590425
"Ctenophthalmus_bogatschevi"	0.583999417304245	0	0.00577129476506193	0.0768959545973595	0.157259899972767	0	0.0694389551062974	0.0253115573814699	0.00173138842951858	1.02527939463146	0.0106829161701996	0.00731432060563514	0.0035609720567332	0.0256319848657865	0.0017804860283666	0	0.0017804860283666	0.0017804860283666	0.0017804860283666
"Neopsylla_pleskei"	0.659085056671934	0	0.00651331837771275	0.00106829161701996	0.177479029969266	0	0.0783668207628214	0.0285659004733732	0.00195399551331383	0.0142438882269328	1.01205643396351	0.00825473325493108	0.00401881132117033	0.00035609720567332	0.00200940566058516	0	0.00200940566058516	0.00200940566058516	0.00200940566058516
"Nosopsyllus_consimilis"	0.541510501523479	0	0.124278446670511	0.000877718472676216	0.157711149953838	0	0.0643869193884624	0.0313984828918411	0.0372835340011534	0.0117029129690162	0.0099056799059173	1.01074640149296	0.00330189330197243	0.000292572824225405	0.00165094665098622	0	0.00165094665098622	0.00165094665098622	0.00165094665098622
"Hystrichopsylla_talpae"	0.659085056671934	0	0.00651331837771275	0.00106829161701996	0.177479029969266	0	0.0783668207628214	0.0285659004733732	0.00195399551331383	0.0142438882269328	0.012056433963511	0.00825473325493108	1.00401881132117	0.00035609720567332	0.00200940566058516	0	0.00200940566058516	0.00200940566058516	0.00200940566058516
"Palaeopsylla_soricis"	0.0583999417304245	0	0.000577129476506193	0.607689595459736	0.0157259899972767	0	0.00694389551062974	0.00253115573814699	0.000173138842951858	0.102527939463146	0.00106829161701996	0.000731432060563513	0.00035609720567332	1.20256319848658	0.00017804860283666	0	0.00017804860283666	0.00017804860283666	0.00017804860283666
"Callopsylla_caspia"	0.659085056671934	0	0.00651331837771275	0.00106829161701996	0.177479029969266	0	0.0783668207628214	0.0285659004733732	0.00195399551331383	0.0142438882269328	0.012056433963511	0.00825473325493108	0.00401881132117033	0.00035609720567332	1.00200940566059	0	0.00200940566058516	0.00200940566058516	0.00200940566058516
"Leptopsylla_taschenbergi"	0	0.666666666666667	0	0	0	0.32843137254902	0	0	0	0	0	0	0	0	0	1.00490196078431	0	0	0
"Peromyscopsylla_bidentata"	0.659085056671934	0	0.00651331837771275	0.00106829161701996	0.177479029969266	0	0.0783668207628214	0.0285659004733732	0.00195399551331383	0.0142438882269328	0.012056433963511	0.00825473325493108	0.00401881132117033	0.00035609720567332	0.00200940566058517	0	1.00200940566059	0.00200940566058517	0.00200940566058516
"Rhadinopsylla_integella"	0.659085056671934	0	0.00651331837771275	0.00106829161701996	0.177479029969266	0	0.0783668207628214	0.0285659004733732	0.00195399551331383	0.0142438882269328	0.012056433963511	0.00825473325493108	0.00401881132117033	0.00035609720567332	0.00200940566058516	0	0.00200940566058516	1.00200940566059	0.00200940566058516
"Stenoponia_ivanovi"	0.659085056671934	0	0.00651331837771275	0.00106829161701996	0.177479029969266	0	0.0783668207628214	0.0285659004733732	0.00195399551331383	0.0142438882269328	0.012056433963511	0.00825473325493108	0.00401881132117033	0.00035609720567332	0.00200940566058516	0	0.00200940566058516	0.00200940566058516	1.00200940566059
