"Lasiopodomys_brandtii"	"Spermophilus_undulatus"	"Marmota_sibirica"	"Ellobius_tancrei"	"Alticola_argentatus"	"Allactaga_sibirica"	"Phodopus_sungorus"	"Amphipsylla_primaris"	"Neopsylla_mana"	"Citellophilus_tesquorum"	"Oropsylla_silantiewi"	"Frontopsylla_hetera"	"Rhadinopsylla_dahurica"	"Amalaraeus_penicilliger"	"Neopsylla_pleskei"	"Rhadinopsylla_li"	"Oropsylla_alaskensis"	"Amphipsylla_dumalis"	"Rhadinopsylla_rothschildi"	"Frontopsylla_elatoides"	"Paradoxopsyllus_scorodumovi"	"Ctenophyllus_hirticrus"	"Paramonopsyllus_scalonae"	"Frontopsylla_elata"	"Pectinoctenus_pavlovskii"	"Frontopsylla_luculenta"	"Ophthalmopsylla_praefecta"
"Lasiopodomys_brandtii"	1.32478627232699	0.00666441201927005	0.00082596179969331	0.000175562335021653	0.000838846273102511	0	4.22785792588771e-05	0.32277451533474	0.202968975726105	0.00540257848124712	0.000878865902315732	0.0409679433018519	0.042798716688112	0.020636697774142	0.019790451917266	0.00383777051771263	0.000812037295123368	8.440496876041e-05	0.00524889921646656	0.000127394333855231	4.20018842927616e-05	1.24251624531388e-05	7.67435746115851e-06	6.1394859689268e-06	0.000179449545862105	8.97247729310523e-05	0
"Spermophilus_undulatus"	0.0453247551656021	1.28118872001238	0.00671905104427988	1.14029470631693e-05	7.30153221421152e-05	0	1.63888418674975e-05	0.0131093781992257	0.0181985119773236	0.408514612038527	0.00860178258081748	0.0158807877696051	0.00146426740358904	0.000706040886426583	0.00185715351924173	0.0824408448173464	0.0785021140560724	5.48218608806215e-06	0.000179579964591109	0.0244907102167267	0.00797141591965118	0.00207915672235383	0.00147534398895944	0.00118027519116755	6.13948596892681e-06	3.0697429844634e-06	0
"Marmota_sibirica"	0.00827362684699574	0.00989624139561168	1.31513374146482	3.05620087421642e-06	2.3064229355009e-05	0	3.60319567423504e-06	0.00203218401440944	0.00582338769508843	0.00852817732504709	0.641104609573183	0.00349149660833375	0.000267288859195189	0.000128881420576297	0.0001326748160929	0.000657187360288594	0.000608786035948334	1.46932734337328e-06	3.27807091465798e-05	0.000189172739713443	0.000953759111643556	0.00269261730193314	1.13959481755086e-05	9.11675854040689e-06	1.12070800501127e-06	5.60354002505638e-07	0
"Ellobius_tancrei"	0.016616524849966	0.000158691013295772	2.88771800550962e-05	1.31646681096896	6.18981089460864e-05	0	5.31212107729837e-07	0.0167082817555593	0.0152291685132531	9.17769346233895e-05	2.03610161974441e-05	0.000514744532390212	0.000536815601316208	0.000258841904198591	0.00024829679978462	5.29620502957366e-05	1.47860414551215e-05	0.63291673604277	6.58358756331198e-05	3.03347630206106e-06	1.00638452709616e-06	3.14608444511165e-07	1.82739536268738e-07	1.46191629014991e-07	2.25079916694426e-06	1.12539958347213e-06	0
"Alticola_argentatus"	0.325935926904173	0.00417148064132979	0.000894649317612716	0.000254108026199723	1.00206673548807	0	1.04329559436301e-05	0.105782767911282	0.524528229910753	0.00213902308596619	0.000563763633062251	0.0101095343093776	0.0105297282176289	0.00507722744246257	0.00487135878587863	0.00110688936359791	0.000354890686154279	0.000122167320288328	0.00129138176253939	7.97404176025732e-05	2.65466073229885e-05	8.54595567269552e-06	4.80363961461284e-06	3.84291169169027e-06	4.41498038475006e-05	2.20749019237503e-05	0
"Allactaga_sibirica"	0	0	0	0	0	1.33333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.666666666666667
"Phodopus_sungorus"	0.31212161137866	0.0177900878471685	0.00265555521191122	4.14345444029273e-05	0.000198226162928972	0	1.00052641818826	0.0760723201574112	0.0479703736931431	0.00645293294465134	0.00147389428251987	0.510099224425647	0.0100834411532422	0.00486203661477086	0.0046776022051587	0.00194641472617661	0.00118498478752106	1.99204540398689e-05	0.00123664844332215	0.000340068468750573	0.000112426280442726	3.40852667794731e-05	2.04860523343719e-05	1.63888418674975e-05	4.22785792588771e-05	2.11392896294385e-05	0
"Amphipsylla_primaris"	0.661360771429008	0.0039495503844739	0.000415686821709618	0.00036171134524941	0.000557833080853278	0	2.11136053725815e-05	1.16114302798686	0.101400287602193	0.00289552492751438	0.000442961586847059	0.0204590836060315	0.021366006635397	0.0103022673504011	0.00988037737825542	0.00195589645316571	0.000443523816195302	0.000173899685216063	0.00262035930434114	7.54980842725321e-05	2.48416305445401e-05	7.21334661955568e-06	4.54807736581518e-06	3.63846189265215e-06	8.95849334817484e-05	4.47924667408742e-05	0
"Neopsylla_mana"	0.651344691718309	0.00858703966589211	0.00186561040264298	0.00051635520279667	0.00433211752588755	0	2.08521511380757e-05	0.158811230702326	1.1017040249448	0.00435485290773339	0.00116555869275103	0.0202057344527953	0.0210424258685834	0.0101462430812876	0.00973506980472959	0.00222810552019749	0.000724573458759295	0.000248247693652245	0.00258067487067532	0.000164146543590292	5.46627470960569e-05	1.76407204968263e-05	9.88834599941515e-06	7.91067679953212e-06	8.82282007068485e-05	4.41141003534242e-05	0
"Citellophilus_tesquorum"	0.0543016142107649	0.603733984163134	0.00855720447727666	9.74622314584667e-06	5.53321152258103e-05	0	8.78547712001544e-06	0.0142036437220345	0.0136396720411718	1.1926075389443	0.00669240286507782	0.00851312732929496	0.00175427497314832	0.000845876821434198	0.00136711897834721	0.0389333467404098	0.0370025561635737	4.68568420473398e-06	0.000215146930669133	0.0115407463577937	0.00376002412514988	0.000990732249223953	0.000695225684204438	0.00055618054736355	7.35545062116694e-06	3.67772531058347e-06	0
